variable,rhat,ess_bulk,ess_tail
z_year[5],1.0099151666331851,428.9162417339435,555.2445167742111
z_year[9],1.009745524114054,425.9906903227974,541.5037923560983
z_year[7],1.00971168587767,427.0333289551834,525.7889765077059
z_year[11],1.0096627303983998,424.9643824116755,530.5132471091327
z_year[2],1.0095382266232569,433.72329000746845,572.2139705876529
z_year[10],1.009430120992059,427.39854659013065,513.2705836130535
z_year[8],1.0093862925995303,432.0405647466379,515.1403108731052
z_year[3],1.0093652676860034,430.6657186643773,574.0769096879271
z_year[4],1.0092730438936552,426.38730921189955,534.1146551652406
z_year[6],1.0091049689978353,428.0950092519877,544.8212837979322
z_year[1],1.0083272113000825,450.53222437991525,566.1500468160629
beta_sin,1.002216575581778,2806.8065270775064,2443.901851345386
beta_cos,1.0013940220767812,2581.070797211397,2224.7644263805255
alpha_R,1.0005937356709156,2316.611879509669,1483.1056320925554
phi_obs,1.0005629984418578,2719.034821843688,2112.7238164390396
