stratum,observed_total,predicted_total,ratio_pred_over_obs,correlation,poisson_deviance,delta_region,multiplier,min_S_prop,cumulative_infected_2025
1_Recife,24710,23902.722755808132,0.9673299375074113,0.7181164082870986,22431.65300554529,0.04752079235505505,1.048668005172104,0.8525741083262591,0.1441041860316319
2_Metropolitana_remainder,16795,19176.144743069864,1.1417770016713227,0.6821698536366813,13357.151580699194,-0.008229962344126294,0.991803811081119,0.953242119086811,0.04675788091318904
3_Agreste,6131,5086.093879727597,0.8295700342077307,0.6849944720714907,8291.763678710444,-0.02236315087209905,0.9778850507533761,0.9740962152623245,0.025903784737675545
4_Sertao,1492,1639.3117830761234,1.0987344390590639,0.5251908410225378,2604.353008342605,-0.0301093080147914,0.9703394618711206,0.981287908419334,0.018712091580665967
5_Vale_Sao_Francisco_Araripe,9564,8887.72683831828,0.9292897154243287,0.592764540949878,20803.431229436996,0.013181628875961698,1.0132688895368862,0.9144050846940193,0.08559491530598068
