state,wave_id,S_onset_q025,S_onset_q25,S_onset_median,S_onset_q75,S_onset_q975,n_draws
AC,AC_wave_07,0.9701471482932061,0.9786194200835148,0.9823458376353749,0.9857396776214437,0.9910637259391113,4000
AC,AC_wave_13,0.945902437330302,0.9587587796466867,0.9646893054289707,0.969935616813387,0.978217045399618,4000
AC,AC_wave_22,0.924419360882075,0.94099064888891,0.9486057673803228,0.9555222369826509,0.9658997381986504,4000
AL,AL_wave_02,0.9881705365823612,0.9921894073709486,0.9949199779290964,0.9971714426123357,0.9990731938679773,4000
AL,AL_wave_03,0.9559676507630254,0.9696165827375048,0.974625973490155,0.9786969771706382,0.9860422036345782,4000
AL,AL_wave_04,0.9514744026745499,0.963639503920494,0.9688100750239266,0.9735425143980392,0.9822145264814012,4000
AL,AL_wave_07,0.9364452926915638,0.9503912676026005,0.9567434548715357,0.9632979638418956,0.9743728276949304,4000
AL,AL_wave_08,0.929293540872924,0.944141094562021,0.9514528617135514,0.9590218513246543,0.9718580223243539,4000
AL,AL_wave_09,0.9049571406826123,0.9232303821421641,0.930928758411871,0.9378776038321046,0.9495788604417937,4000
AL,AL_wave_10,0.8999090141323098,0.9182308232683913,0.9259474244253827,0.9333927414787082,0.9459695549372279,4000
AM,AM_wave_15,0.8979479310224777,0.9187615540040174,0.9291245798122423,0.938037080330909,0.9541357095093047,4000
AP,AP_wave_02,0.9880103809429617,0.9926134390838588,0.9950129334848444,0.997075053406394,0.9990395907302507,4000
AP,AP_wave_03,0.9685492950790832,0.9797495324338229,0.9837631141395752,0.987342333803173,0.9928920406691798,4000
AP,AP_wave_04,0.9502598470851903,0.9669901106382605,0.9731752655449204,0.9778774117198439,0.9854336372790439,4000
AP,AP_wave_17,0.9034365365999367,0.9264273314600062,0.9368957262650832,0.9459250589067194,0.9601886262105983,4000
BA,BA_wave_02,0.9879057163856467,0.9915839779282971,0.9940400779052048,0.9962086402180866,0.9985419280330243,4000
BA,BA_wave_03,0.9762327047598836,0.9819719916601355,0.985329034914108,0.9888359318187314,0.9937603858707251,4000
BA,BA_wave_04,0.9639122293689394,0.9716458657705854,0.9758463143488154,0.9805140745175311,0.9877049479467708,4000
BA,BA_wave_05,0.953096881517905,0.9627968250083688,0.9680739551204827,0.9738613652244039,0.9828310680116417,4000
BA,BA_wave_06,0.9420108141296795,0.9535165394473588,0.9597148547237745,0.9658464610865681,0.9768459572456702,4000
BA,BA_wave_07,0.9273600392421731,0.9417617751790766,0.9480366290864446,0.9539873778351142,0.9657869141149628,4000
BA,BA_wave_08,0.915820929952749,0.9322217129922664,0.9392033400841189,0.9455320729281551,0.9577038903592122,4000
BA,BA_wave_09,0.9037678313118097,0.9214471036804999,0.9290221634542235,0.9358414098673655,0.94819000471092,4000
BA,BA_wave_10,0.8915780564215948,0.9107180638888367,0.9188559524327925,0.9262674263906424,0.9391371006517085,4000
CE,CE_wave_02,0.98338023136130015,0.9890530717661992,0.9929618818050858,0.9971256119146401,0.9993210133001412,4000
CE,CE_wave_03,0.958163963133687,0.9729952239825082,0.9778634640528333,0.9827167858113308,0.9920418899331317,4000
CE,CE_wave_04,0.8939684844706312,0.9279496817915315,0.944482753305598,0.954348151313692,0.9662562801769696,4000
CE,CE_wave_05,0.8906880365030935,0.9224725258467065,0.9358495342838872,0.945690473697182,0.9588318493240339,4000
CE,CE_wave_06,0.8816516453589923,0.9081283929693853,0.9192633898532871,0.9284816327045602,0.9447454934248589,4000
CE,CE_wave_07,0.8540932621881849,0.8824602859943926,0.8947803464831516,0.9064638699556793,0.9243975596737185,4000
CE,CE_wave_08,0.8489210454369766,0.8754886350242839,0.8879148348756793,0.899582578226193,0.9172360199313025,4000
DF,DF_wave_12,0.8863084912010214,0.924115313507151,0.9414860150146378,0.9571104040223348,0.9768243691303261,4000
