state,wave_id,wave_order,is_recurrence,onset_week,onset_year,Re_early_6_median,Re_early_6_q025,Re_early_6_q975,Re_early_4_median,Re_early_8_median,S_prop,S_prop_q025,S_prop_q975,susceptibility_source,susceptibility_time_resolution,temp_pre6_2,precip_pre6_2,temp_pre4_1,precip_pre4_1,temp_pre8_4,precip_pre8_4,weeks_since_previous_wave,previous_wave_total_cases
AC,AC_wave_22,3,TRUE,2023-11-26,2023,5.991802782255448,3.676698143438098,9.920569685113694,NA,4.213425550925132,0.9739394794764996,0.9614186011860292,0.9827916815078122,M0_mean_preserving_annual_shape,weekly_at_onset,27.870506422639824,127.48759154781756,27.263527381607705,162.51551322829948,28.286283308921146,123.3736446009411,959,169
AL,AL_wave_02,1,FALSE,2016-01-31,2016,1.7370577571180097,1.2194315350518932,2.546849223880771,1.949455628149896,1.569642784557387,0.9974465280735482,0.9940577895847016,0.9995267165452404,M0_mean_preserving_annual_shape,weekly_at_onset,26.454775811707677,87.96385670005778,26.612344522665715,79.06617913303401,26.66358463242496,45.61753528423888,NA,NA
AL,AL_wave_04,3,TRUE,2019-02-03,2019,1.501852490321177,0.9932564872413956,2.3363902788641213,1.519440722689614,1.3843609115265545,0.9842592668990232,0.9754043359762288,0.9910482632672658,M0_mean_preserving_annual_shape,weekly_at_onset,26.24647597548714,69.52298820534318,26.037193754239944,70.76305798952251,26.108316567838525,63.5609272176239,133,167
AL,AL_wave_07,4,TRUE,2021-05-02,2021,2.061309194786059,1.248354084322722,3.436729366484576,NA,1.9512563052363805,0.9780581684366316,0.967614943156181,0.9870368063520876,M0_mean_preserving_annual_shape,weekly_at_onset,25.633535933094887,223.42215394803182,25.449359143003008,138.84054917222127,26.301652655390143,141.01975789892518,483,1499
AL,AL_wave_08,5,TRUE,2022-03-27,2022,2.683937235275871,1.942086693081192,3.89409675906545,3.0341879546346515,2.513153529547072,0.97540230384146,0.9639607471048368,0.9858124898396906,M0_mean_preserving_annual_shape,weekly_at_onset,26.409652709578687,99.6787096177879,25.949786269611156,116.4722696584712,26.77782556918753,66.89143867051853,84,506
AL,AL_wave_10,7,TRUE,2025-03-23,2025,1.6588488845154203,1.1237282416974872,2.518685989303087,1.6257042099604622,1.5949691240176591,0.962204821441907,0.9485551110163604,0.9725779990566484,M0_mean_preserving_annual_shape,weekly_at_onset,26.385121832955882,57.39202619862186,26.609077058690495,45.58738797126887,26.256677738274227,79.25321919490874,224,368
BA,BA_wave_02,1,FALSE,2016-01-24,2016,2.6680929501253607,1.9046696074161815,3.877725191464171,2.2144369374520414,2.5555423112923146,0.9970101336913764,0.9939287065113634,0.9992653389876096,M0_mean_preserving_annual_shape,weekly_at_onset,26.478468100508145,116.56532763652154,25.87285939066813,218.22834208106505,27.13163053794441,20.545712218134238,NA,NA
BA,BA_wave_03,2,TRUE,2016-10-16,2016,1.1734559394706694,0.8080042933447998,1.784439942802693,1.2762211272069552,1.0966729345121875,0.9926190187177828,0.9880235365437596,0.9968576743491236,M0_mean_preserving_annual_shape,weekly_at_onset,24.200200648515867,68.98334208719704,24.674191968079562,67.3368821258126,23.549320926472937,61.67653209615355,49,5863
BA,BA_wave_04,3,TRUE,2017-11-12,2017,1.3694102602910896,0.9280394745589228,2.074337148908747,1.7994658217312074,1.3958629531906357,0.9878528808578502,0.9817917187513004,0.9938384326783756,M0_mean_preserving_annual_shape,weekly_at_onset,24.605357593848417,51.153787688524766,24.912191649949452,55.05475954691579,23.59959695902548,41.61826781973711,21,6655
BA,BA_wave_05,4,TRUE,2019-02-03,2019,1.0722555596883585,0.7318522067965211,1.6286951722682403,1.2177253386388638,1.1650761300070265,0.9838954352222562,0.9762504256035112,0.9913687173591488,M0_mean_preserving_annual_shape,weekly_at_onset,26.372852650989454,28.54635417492703,26.428708279382825,27.83420057378675,25.65506401638342,44.45567093730552,49,3383
BA,BA_wave_06,5,TRUE,2020-01-19,2020,1.459620676899967,1.0379580909196708,2.1244308749921457,1.5512239454231178,1.4983377401906828,0.9796313789241826,0.970546589838711,0.9883396728152252,M0_mean_preserving_annual_shape,weekly_at_onset,26.416240018333898,80.25721989613801,26.530939421934438,68.26426898024623,26.68574801028162,53.53547233851813,35,5711
BA,BA_wave_07,6,TRUE,2021-01-03,2021,2.8219228702929304,1.996569018758673,4.115175892497589,3.3365730432339777,2.49390515929435,0.9736587996359132,0.9629686754496668,0.9827378869806104,M0_mean_preserving_annual_shape,weekly_at_onset,25.359752010298404,43.348173737612896,25.846362697952777,21.040472537592763,25.17827427052283,73.21377399682495,14,18760
BA,BA_wave_08,7,TRUE,2021-12-05,2021,1.9509810772173637,1.3806884022790014,2.8416752801552843,1.869237604501242,1.94753084347869,0.9690872801153024,0.9569350764201716,0.978596288308233,M0_mean_preserving_annual_shape,weekly_at_onset,24.99936072189344,154.87876043458533,24.950653061841233,137.87858846198444,25.539690998125323,139.70407755307804,42,9546
BA,BA_wave_09,8,TRUE,2022-11-06,2022,1.8480614056425169,1.3062062337117826,2.7519658300357652,1.7486471105048853,1.584945856554567,0.9638203947642804,0.9506072712318062,0.9737243221186442,M0_mean_preserving_annual_shape,weekly_at_onset,24.967759436098472,77.0090738559896,24.698866723189003,119.97955322449863,24.67995436238259,34.36546324927704,35,13897
BA,BA_wave_10,9,TRUE,2024-01-21,2024,2.536639210128031,1.826916662081009,3.658050871406114,2.192799974417948,2.445062176922194,0.9585355489450476,0.9441650089239558,0.9690704760431476,M0_mean_preserving_annual_shape,weekly_at_onset,26.82414711882171,107.0107167533633,27.100556537812302,50.80569647190735,26.972343239355865,72.99802263421633,28,12629
