n_weekly_opportunities,n_complete_8w_opportunities,n_major_wave_outcomes_next_6w,n_major_wave_outcomes_next_8w,surveillance_observation_end,n_event_overlays,max_abs_climate_difference,max_abs_susceptibility_difference,climate_support_temperature_min,climate_support_temperature_max,climate_support_precipitation_min,climate_support_precipitation_max
1097,1073,86,108,2025-12-28,16,0,1.1102230246251565e-16,21.581677946893915,28.422377674850186,12.679687293721942,341.2434788791577
