opportunity_id,outcome_followup_start,outcome_followup_end_6w,outcome_followup_end_8w,outcome_followup_complete_8w,major_wave_onset_next_6w,major_wave_onset_next_8w,n_major_wave_onsets_next_8w,outcome_episode_id,outcome_episode_onset,outcome_episode_end,outcome_Re_early_6_median,outcome_Re_early_6_lower,outcome_Re_early_6_upper,outcome_reported_cumulative_incidence_per_100k
BA_20200719,2020-07-26,2020-08-30,2020-09-13,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20200726,2020-08-02,2020-09-06,2020-09-20,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20200816,2020-08-23,2020-09-27,2020-10-11,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20200823,2020-08-30,2020-10-04,2020-10-18,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20200830,2020-09-06,2020-10-11,2020-10-25,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20200906,2020-09-13,2020-10-18,2020-11-01,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20200913,2020-09-20,2020-10-25,2020-11-08,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20200920,2020-09-27,2020-11-01,2020-11-15,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20200927,2020-10-04,2020-11-08,2020-11-22,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20201004,2020-10-11,2020-11-15,2020-11-29,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20201011,2020-10-18,2020-11-22,2020-12-06,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20201018,2020-10-25,2020-11-29,2020-12-13,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20201025,2020-11-01,2020-12-06,2020-12-20,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20201101,2020-11-08,2020-12-13,2020-12-27,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20201108,2020-11-15,2020-12-20,2021-01-03,TRUE,FALSE,TRUE,1,BA_wave_07,2021-01-03,2021-10-24,2.8219228702929304,1.996569018758673,4.115175892497589,64.55116116
BA_20201115,2020-11-22,2020-12-27,2021-01-10,TRUE,FALSE,TRUE,1,BA_wave_07,2021-01-03,2021-10-24,2.8219228702929304,1.996569018758673,4.115175892497589,64.55116116
BA_20201122,2020-11-29,2021-01-03,2021-01-17,TRUE,TRUE,TRUE,1,BA_wave_07,2021-01-03,2021-10-24,2.8219228702929304,1.996569018758673,4.115175892497589,64.55116116
BA_20201129,2020-12-06,2021-01-10,2021-01-24,TRUE,TRUE,TRUE,1,BA_wave_07,2021-01-03,2021-10-24,2.8219228702929304,1.996569018758673,4.115175892497589,64.55116116
BA_20201206,2020-12-13,2021-01-17,2021-01-31,TRUE,TRUE,TRUE,1,BA_wave_07,2021-01-03,2021-10-24,2.8219228702929304,1.996569018758673,4.115175892497589,64.55116116
BA_20201213,2020-12-20,2021-01-24,2021-02-07,TRUE,TRUE,TRUE,1,BA_wave_07,2021-01-03,2021-10-24,2.8219228702929304,1.996569018758673,4.115175892497589,64.55116116
BA_20201220,2020-12-27,2021-01-31,2021-02-14,TRUE,TRUE,TRUE,1,BA_wave_07,2021-01-03,2021-10-24,2.8219228702929304,1.996569018758673,4.115175892497589,64.55116116
BA_20201227,2021-01-03,2021-02-07,2021-02-21,TRUE,TRUE,TRUE,1,BA_wave_07,2021-01-03,2021-10-24,2.8219228702929304,1.996569018758673,4.115175892497589,64.55116116
BA_20210103,2021-01-10,2021-02-14,2021-02-28,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210110,2021-01-17,2021-02-21,2021-03-07,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210117,2021-01-24,2021-02-28,2021-03-14,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210124,2021-01-31,2021-03-07,2021-03-21,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210131,2021-02-07,2021-03-14,2021-03-28,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210207,2021-02-14,2021-03-21,2021-04-04,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210214,2021-02-21,2021-03-28,2021-04-11,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210221,2021-02-28,2021-04-04,2021-04-18,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210228,2021-03-07,2021-04-11,2021-04-25,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210307,2021-03-14,2021-04-18,2021-05-02,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210314,2021-03-21,2021-04-25,2021-05-09,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210321,2021-03-28,2021-05-02,2021-05-16,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210328,2021-04-04,2021-05-09,2021-05-23,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210404,2021-04-11,2021-05-16,2021-05-30,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210411,2021-04-18,2021-05-23,2021-06-06,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210418,2021-04-25,2021-05-30,2021-06-13,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210425,2021-05-02,2021-06-06,2021-06-20,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210502,2021-05-09,2021-06-13,2021-06-27,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210509,2021-05-16,2021-06-20,2021-07-04,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210516,2021-05-23,2021-06-27,2021-07-11,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210523,2021-05-30,2021-07-04,2021-07-18,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210530,2021-06-06,2021-07-11,2021-07-25,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210606,2021-06-13,2021-07-18,2021-08-01,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210613,2021-06-20,2021-07-25,2021-08-08,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210620,2021-06-27,2021-08-01,2021-08-15,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210627,2021-07-04,2021-08-08,2021-08-22,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210704,2021-07-11,2021-08-15,2021-08-29,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210711,2021-07-18,2021-08-22,2021-09-05,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210718,2021-07-25,2021-08-29,2021-09-12,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210725,2021-08-01,2021-09-05,2021-09-19,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210801,2021-08-08,2021-09-12,2021-09-26,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210808,2021-08-15,2021-09-19,2021-10-03,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210815,2021-08-22,2021-09-26,2021-10-10,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210822,2021-08-29,2021-10-03,2021-10-17,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210829,2021-09-05,2021-10-10,2021-10-24,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210905,2021-09-12,2021-10-17,2021-10-31,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210912,2021-09-19,2021-10-24,2021-11-07,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210919,2021-09-26,2021-10-31,2021-11-14,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20210926,2021-10-03,2021-11-07,2021-11-21,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20211003,2021-10-10,2021-11-14,2021-11-28,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20211010,2021-10-17,2021-11-21,2021-12-05,TRUE,FALSE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236
BA_20211017,2021-10-24,2021-11-28,2021-12-12,TRUE,FALSE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236
BA_20211024,2021-10-31,2021-12-05,2021-12-19,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236
BA_20211031,2021-11-07,2021-12-12,2021-12-26,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236
BA_20211107,2021-11-14,2021-12-19,2022-01-02,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236
BA_20211114,2021-11-21,2021-12-26,2022-01-09,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236
BA_20211121,2021-11-28,2022-01-02,2022-01-16,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236
BA_20211128,2021-12-05,2022-01-09,2022-01-23,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236
BA_20211205,2021-12-12,2022-01-16,2022-01-30,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20211212,2021-12-19,2022-01-23,2022-02-06,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20211219,2021-12-26,2022-01-30,2022-02-13,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20211226,2022-01-02,2022-02-06,2022-02-20,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220102,2022-01-09,2022-02-13,2022-02-27,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220109,2022-01-16,2022-02-20,2022-03-06,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220116,2022-01-23,2022-02-27,2022-03-13,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220123,2022-01-30,2022-03-06,2022-03-20,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220130,2022-02-06,2022-03-13,2022-03-27,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220206,2022-02-13,2022-03-20,2022-04-03,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220213,2022-02-20,2022-03-27,2022-04-10,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220220,2022-02-27,2022-04-03,2022-04-17,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220227,2022-03-06,2022-04-10,2022-04-24,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220306,2022-03-13,2022-04-17,2022-05-01,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220313,2022-03-20,2022-04-24,2022-05-08,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220320,2022-03-27,2022-05-01,2022-05-15,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220327,2022-04-03,2022-05-08,2022-05-22,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220403,2022-04-10,2022-05-15,2022-05-29,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220410,2022-04-17,2022-05-22,2022-06-05,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220417,2022-04-24,2022-05-29,2022-06-12,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220424,2022-05-01,2022-06-05,2022-06-19,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220501,2022-05-08,2022-06-12,2022-06-26,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220508,2022-05-15,2022-06-19,2022-07-03,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220515,2022-05-22,2022-06-26,2022-07-10,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220522,2022-05-29,2022-07-03,2022-07-17,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220529,2022-06-05,2022-07-10,2022-07-24,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220605,2022-06-12,2022-07-17,2022-07-31,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220612,2022-06-19,2022-07-24,2022-08-07,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220619,2022-06-26,2022-07-31,2022-08-14,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220626,2022-07-03,2022-08-07,2022-08-21,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220703,2022-07-10,2022-08-14,2022-08-28,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220710,2022-07-17,2022-08-21,2022-09-04,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220717,2022-07-24,2022-08-28,2022-09-11,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220724,2022-07-31,2022-09-04,2022-09-18,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220731,2022-08-07,2022-09-11,2022-09-25,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220807,2022-08-14,2022-09-18,2022-10-02,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220814,2022-08-21,2022-09-25,2022-10-09,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220821,2022-08-28,2022-10-02,2022-10-16,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220828,2022-09-04,2022-10-09,2022-10-23,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220904,2022-09-11,2022-10-16,2022-10-30,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20220911,2022-09-18,2022-10-23,2022-11-06,TRUE,FALSE,TRUE,1,BA_wave_09,2022-11-06,2023-12-24,1.8480614056425169,1.3062062337117826,2.7519658300357652,85.17289047
BA_20220918,2022-09-25,2022-10-30,2022-11-13,TRUE,FALSE,TRUE,1,BA_wave_09,2022-11-06,2023-12-24,1.8480614056425169,1.3062062337117826,2.7519658300357652,85.17289047
BA_20220925,2022-10-02,2022-11-06,2022-11-20,TRUE,TRUE,TRUE,1,BA_wave_09,2022-11-06,2023-12-24,1.8480614056425169,1.3062062337117826,2.7519658300357652,85.17289047
BA_20221002,2022-10-09,2022-11-13,2022-11-27,TRUE,TRUE,TRUE,1,BA_wave_09,2022-11-06,2023-12-24,1.8480614056425169,1.3062062337117826,2.7519658300357652,85.17289047
BA_20221009,2022-10-16,2022-11-20,2022-12-04,TRUE,TRUE,TRUE,1,BA_wave_09,2022-11-06,2023-12-24,1.8480614056425169,1.3062062337117826,2.7519658300357652,85.17289047
BA_20221016,2022-10-23,2022-11-27,2022-12-11,TRUE,TRUE,TRUE,1,BA_wave_09,2022-11-06,2023-12-24,1.8480614056425169,1.3062062337117826,2.7519658300357652,85.17289047
BA_20221023,2022-10-30,2022-12-04,2022-12-18,TRUE,TRUE,TRUE,1,BA_wave_09,2022-11-06,2023-12-24,1.8480614056425169,1.3062062337117826,2.7519658300357652,85.17289047
BA_20221030,2022-11-06,2022-12-11,2022-12-25,TRUE,TRUE,TRUE,1,BA_wave_09,2022-11-06,2023-12-24,1.8480614056425169,1.3062062337117826,2.7519658300357652,85.17289047
BA_20221106,2022-11-13,2022-12-18,2023-01-01,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20221113,2022-11-20,2022-12-25,2023-01-08,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20221120,2022-11-27,2023-01-01,2023-01-15,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20221127,2022-12-04,2023-01-08,2023-01-22,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20221204,2022-12-11,2023-01-15,2023-01-29,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20221211,2022-12-18,2023-01-22,2023-02-05,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20221218,2022-12-25,2023-01-29,2023-02-12,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20221225,2023-01-01,2023-02-05,2023-02-19,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230101,2023-01-08,2023-02-12,2023-02-26,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230108,2023-01-15,2023-02-19,2023-03-05,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230115,2023-01-22,2023-02-26,2023-03-12,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230122,2023-01-29,2023-03-05,2023-03-19,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230129,2023-02-05,2023-03-12,2023-03-26,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230205,2023-02-12,2023-03-19,2023-04-02,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230212,2023-02-19,2023-03-26,2023-04-09,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230219,2023-02-26,2023-04-02,2023-04-16,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230226,2023-03-05,2023-04-09,2023-04-23,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230305,2023-03-12,2023-04-16,2023-04-30,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230312,2023-03-19,2023-04-23,2023-05-07,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230319,2023-03-26,2023-04-30,2023-05-14,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230326,2023-04-02,2023-05-07,2023-05-21,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230402,2023-04-09,2023-05-14,2023-05-28,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230409,2023-04-16,2023-05-21,2023-06-04,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230416,2023-04-23,2023-05-28,2023-06-11,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230423,2023-04-30,2023-06-04,2023-06-18,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230430,2023-05-07,2023-06-11,2023-06-25,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230507,2023-05-14,2023-06-18,2023-07-02,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230514,2023-05-21,2023-06-25,2023-07-09,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230521,2023-05-28,2023-07-02,2023-07-16,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230528,2023-06-04,2023-07-09,2023-07-23,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230604,2023-06-11,2023-07-16,2023-07-30,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230611,2023-06-18,2023-07-23,2023-08-06,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230618,2023-06-25,2023-07-30,2023-08-13,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230625,2023-07-02,2023-08-06,2023-08-20,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230702,2023-07-09,2023-08-13,2023-08-27,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230709,2023-07-16,2023-08-20,2023-09-03,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230716,2023-07-23,2023-08-27,2023-09-10,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230723,2023-07-30,2023-09-03,2023-09-17,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230730,2023-08-06,2023-09-10,2023-09-24,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230806,2023-08-13,2023-09-17,2023-10-01,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230813,2023-08-20,2023-09-24,2023-10-08,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230820,2023-08-27,2023-10-01,2023-10-15,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230827,2023-09-03,2023-10-08,2023-10-22,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230903,2023-09-10,2023-10-15,2023-10-29,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230910,2023-09-17,2023-10-22,2023-11-05,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230917,2023-09-24,2023-10-29,2023-11-12,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20230924,2023-10-01,2023-11-05,2023-11-19,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20231001,2023-10-08,2023-11-12,2023-11-26,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20231008,2023-10-15,2023-11-19,2023-12-03,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20231015,2023-10-22,2023-11-26,2023-12-10,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20231022,2023-10-29,2023-12-03,2023-12-17,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20231029,2023-11-05,2023-12-10,2023-12-24,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20231105,2023-11-12,2023-12-17,2023-12-31,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20231112,2023-11-19,2023-12-24,2024-01-07,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20231119,2023-11-26,2023-12-31,2024-01-14,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20231126,2023-12-03,2024-01-07,2024-01-21,TRUE,FALSE,TRUE,1,BA_wave_10,2024-01-21,2025-12-28,2.536639210128031,1.826916662081009,3.658050871406114,100.0154851
BA_20231203,2023-12-10,2024-01-14,2024-01-28,TRUE,FALSE,TRUE,1,BA_wave_10,2024-01-21,2025-12-28,2.536639210128031,1.826916662081009,3.658050871406114,100.0154851
BA_20231210,2023-12-17,2024-01-21,2024-02-04,TRUE,TRUE,TRUE,1,BA_wave_10,2024-01-21,2025-12-28,2.536639210128031,1.826916662081009,3.658050871406114,100.0154851
BA_20231217,2023-12-24,2024-01-28,2024-02-11,TRUE,TRUE,TRUE,1,BA_wave_10,2024-01-21,2025-12-28,2.536639210128031,1.826916662081009,3.658050871406114,100.0154851
BA_20231224,2023-12-31,2024-02-04,2024-02-18,TRUE,TRUE,TRUE,1,BA_wave_10,2024-01-21,2025-12-28,2.536639210128031,1.826916662081009,3.658050871406114,100.0154851
BA_20231231,2024-01-07,2024-02-11,2024-02-25,TRUE,TRUE,TRUE,1,BA_wave_10,2024-01-21,2025-12-28,2.536639210128031,1.826916662081009,3.658050871406114,100.0154851
BA_20240107,2024-01-14,2024-02-18,2024-03-03,TRUE,TRUE,TRUE,1,BA_wave_10,2024-01-21,2025-12-28,2.536639210128031,1.826916662081009,3.658050871406114,100.0154851
BA_20240114,2024-01-21,2024-02-25,2024-03-10,TRUE,TRUE,TRUE,1,BA_wave_10,2024-01-21,2025-12-28,2.536639210128031,1.826916662081009,3.658050871406114,100.0154851
BA_20240121,2024-01-28,2024-03-03,2024-03-17,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240128,2024-02-04,2024-03-10,2024-03-24,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240204,2024-02-11,2024-03-17,2024-03-31,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240211,2024-02-18,2024-03-24,2024-04-07,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240218,2024-02-25,2024-03-31,2024-04-14,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240225,2024-03-03,2024-04-07,2024-04-21,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240303,2024-03-10,2024-04-14,2024-04-28,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240310,2024-03-17,2024-04-21,2024-05-05,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240317,2024-03-24,2024-04-28,2024-05-12,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240324,2024-03-31,2024-05-05,2024-05-19,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240331,2024-04-07,2024-05-12,2024-05-26,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240407,2024-04-14,2024-05-19,2024-06-02,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240414,2024-04-21,2024-05-26,2024-06-09,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
BA_20240421,2024-04-28,2024-06-02,2024-06-16,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0
