state,week_start,year,Tmean,PRCP
MS,2015-11-08,2015,27.882071695529294,20.38694496753931
MS,2015-11-15,2015,25.89573721774817,87.77204508492152
MS,2015-11-22,2015,26.344376478216642,62.56671818683736
MS,2015-11-29,2015,25.568615261986846,67.8795626042375
MS,2015-12-06,2015,25.62222500945561,61.98924596243065
MS,2015-12-13,2015,27.13267011309442,31.542797191582366
MS,2015-12-20,2015,26.55693596665427,61.87840689459045
MS,2015-12-27,2015,26.25981831164374,79.82764130368928
MS,2016-01-03,2016,25.476370461844823,101.74966614162355
MS,2016-01-10,2016,24.694609256562618,126.68731529358939
MS,2016-01-17,2016,26.008337547391037,1.5363290701749803
MS,2016-01-24,2016,26.627184638677292,52.28877553130327
MS,2016-01-31,2016,25.84963551011335,61.8418398589834
MS,2016-02-07,2016,27.44745810828377,25.020208926323193
MS,2016-02-14,2016,27.684363622250356,35.2667887656258
MS,2016-02-21,2016,24.92349663866632,98.4683867336464
MS,2016-02-28,2016,24.665799376332934,56.6089722954436
MS,2016-03-06,2016,24.71287570509294,23.123922098909237
MS,2016-03-13,2016,25.605132830600002,9.663759216352327
MS,2016-03-20,2016,25.332897679738526,48.444147510538535
MS,2016-03-27,2016,25.471422319897197,2.898342493797589
MS,2016-04-03,2016,28.340913705738078,1.7472838562989046
MS,2016-04-10,2016,28.06923113989867,2.760463188680638
MS,2016-04-17,2016,28.194049917258415,0.4230133540914417
MS,2016-04-24,2016,19.578939149653593,29.189662085489523
MS,2016-05-01,2016,21.230897103582915,4.624854420408497
MS,2016-05-08,2016,22.663117193110526,52.33661257870772
MS,2016-05-15,2016,20.604724793572615,30.602661981345015
MS,2016-05-22,2016,18.286512428696124,44.70493325926551
MS,2016-05-29,2016,19.13630656178492,43.94095141424153
MS,2016-06-05,2016,16.47691029620723,17.46281040750889
MS,2016-06-12,2016,16.38764644971865,1.501853499990826
MS,2016-06-19,2016,19.4864970905406,5.824934305576473
MS,2016-06-26,2016,20.75811433765077,0.009486835279101978
MS,2016-07-03,2016,19.770602031474578,1.8027544684372623
MS,2016-07-10,2016,23.57430347917892,19.07760469457034
MS,2016-07-17,2016,16.13088257239878,0.025659665871740196
MS,2016-07-24,2016,21.991304196208798,0.0475648249204409
MS,2016-07-31,2016,23.66466083470096,0.007757277546022606
MS,2016-08-07,2016,21.16301867244238,13.937911148459284
MS,2016-08-14,2016,24.680030708090317,38.58225473816355
MS,2016-08-21,2016,20.173818122552436,8.422378898113664
MS,2016-08-28,2016,20.29062906144786,38.31624158921395
MS,2016-09-04,2016,17.40877323169549,24.30636956553445
MS,2016-09-11,2016,24.11179559420947,0.7928363396087974
MS,2016-09-18,2016,24.043347191083317,3.867007002994072
MS,2016-09-25,2016,25.349665239053838,0.2936738831283188
MS,2016-10-02,2016,22.692762382644357,21.354668246075175
MS,2016-10-09,2016,26.27942777775794,23.10337915319931
MS,2016-10-16,2016,28.473025672205562,18.683034929954378
MS,2016-10-23,2016,24.181432030986905,38.979766636023975
MS,2016-10-30,2016,24.304619184253205,29.576025889824095
MS,2016-11-06,2016,26.566118475786126,25.899280534494157
MS,2016-11-13,2016,24.452068122849308,10.060221546743923
MS,2016-11-20,2016,27.147084411275948,10.392438182703225
MS,2016-11-27,2016,26.578427267340356,43.59871306908776
MS,2016-12-04,2016,26.24656079767477,47.88023260388783
MS,2016-12-11,2016,25.57029770392294,40.6869457908456
MS,2016-12-18,2016,24.787753966446456,63.51303604961973
MS,2016-12-25,2016,26.94138616411935,39.21024612174757
MS,2017-01-01,2017,26.84622659089536,40.38793578770192
MS,2017-01-08,2017,27.878095508018884,26.488603109609244
MS,2017-01-15,2017,25.919920180476723,57.76930392835421
MS,2017-01-22,2017,24.74830457049024,56.462855339683685
MS,2017-01-29,2017,25.186592426590742,50.16809483957719
MS,2017-02-05,2017,26.823389089198894,37.91212459404195
MS,2017-02-12,2017,25.87200761469781,48.5855600506947
MS,2017-02-19,2017,26.94951830312044,29.98945564924097
MS,2017-02-26,2017,25.838962850749535,48.06231340419606
MS,2017-03-05,2017,26.82518351070992,34.6866246212512
MS,2017-03-12,2017,25.719751436229227,55.19980670516668
MS,2017-03-19,2017,25.134443934894804,15.872064087811506
MS,2017-03-26,2017,24.604013198101946,28.464214483846344
MS,2017-04-02,2017,24.650658239558904,29.496978875545746
MS,2017-04-09,2017,25.392063812079826,13.184798934878463
MS,2017-04-16,2017,23.41137222181489,39.396647362673406
MS,2017-04-23,2017,21.12477705824236,23.156641886926007
MS,2017-04-30,2017,22.624257706761615,15.40583574291791
MS,2017-05-07,2017,23.892101603186283,3.215342597103899
MS,2017-05-14,2017,22.633950623280377,78.86272175498672
MS,2017-05-21,2017,23.6394088130233,43.198513548439855
MS,2017-05-28,2017,19.70623569618112,4.929612880646064
MS,2017-06-04,2017,21.071084158520478,42.74125042090323
MS,2017-06-11,2017,19.497612735334545,19.999448806659565
MS,2017-06-18,2017,19.344660767811913,3.695850252633318
MS,2017-06-25,2017,20.88715975170994,0.009480820184082335
MS,2017-07-02,2017,19.345868342997292,0.004168016059062055
MS,2017-07-09,2017,21.49431430952216,0.46144596833570145
MS,2017-07-16,2017,16.032964601687656,1.6175194848030083
MS,2017-07-23,2017,21.763069789511047,0.0055432301751418365
MS,2017-07-30,2017,20.44562260779278,1.885722545208904
MS,2017-08-06,2017,24.89015325945369,0.17210336781996133
MS,2017-08-13,2017,21.715653483934727,59.281601545054286
MS,2017-08-20,2017,22.353899006056842,10.943857987831318
MS,2017-08-27,2017,26.12673422847477,0.006577181222190978
MS,2017-09-03,2017,26.94776103083779,0.005562614418747007
MS,2017-09-10,2017,28.7104698133013,0.570581636283794
MS,2017-09-17,2017,27.448380582256608,0.06172930788653093
MS,2017-09-24,2017,26.29009859699651,25.011544387569913
MS,2017-10-01,2017,23.390497376227426,58.03339372943624
MS,2017-10-08,2017,27.42724700683988,3.9179349584819376
MS,2017-10-15,2017,27.567330468681075,10.425536339772114
MS,2017-10-22,2017,25.03237933468644,73.71934738148678
MS,2017-10-29,2017,25.354315666236424,54.0970392004062
MS,2017-11-05,2017,24.477615476926196,49.5056391441507
MS,2017-11-12,2017,25.29315050558051,28.061085442687848
MS,2017-11-19,2017,25.1916382554897,46.38193657085184
MS,2017-11-26,2017,24.715512448072264,77.33213413964965
MS,2017-12-03,2017,25.597745311926804,53.31100151668699
MS,2017-12-10,2017,27.07187003880685,4.669564478479183
MS,2017-12-17,2017,25.86126722863443,65.83952579468074
MS,2017-12-24,2017,24.8249617042115,96.63333317953827
MS,2017-12-31,2017,25.246031498782248,62.110887040863545
MS,2018-01-07,2018,23.96040211418133,75.68444280348587
MS,2018-01-14,2018,25.533472275280605,46.49066419999786
MS,2018-01-21,2018,27.409191257205165,23.635573905196516
MS,2018-01-28,2018,25.469701920683363,57.101362629385186
MS,2018-02-04,2018,25.95682823101689,35.34679811613616
MS,2018-02-11,2018,24.90713349295278,50.3422804679063
MS,2018-02-18,2018,24.438393218534074,54.488157474165774
MS,2018-02-25,2018,25.340902688950717,46.73872188262191
MS,2018-03-04,2018,26.306498706958862,36.303964402890486
MS,2018-03-11,2018,27.04754989316375,17.19118986082288
MS,2018-03-18,2018,26.875649818382097,22.38694238752312
MS,2018-03-25,2018,23.674491742231154,79.60989379009307
MS,2018-04-01,2018,23.903576035225644,13.155736118807969
MS,2018-04-08,2018,25.388881698126287,1.610579809373683
MS,2018-04-15,2018,23.813101232745513,20.2617672011962
MS,2018-04-22,2018,24.825994582154827,0.11218075184592959
MS,2018-04-29,2018,25.481813662374556,0.11397133180889693
MS,2018-05-06,2018,24.581774259723694,2.659791931413011
MS,2018-05-13,2018,22.929579163911832,24.164967143475977
MS,2018-05-20,2018,17.822878618087863,0.26097861446637016
MS,2018-05-27,2018,22.000387416491275,8.973468112717267
MS,2018-06-03,2018,17.306359107110133,5.3185473322542105
MS,2018-06-10,2018,19.978447261456083,10.169729506228876
MS,2018-06-17,2018,20.42444316987411,0.06760493955262512
MS,2018-06-24,2018,23.127230852541736,0.5877576193636058
MS,2018-07-01,2018,23.049292876625653,0.01590816491355475
MS,2018-07-08,2018,18.293776315737286,0.8096942843225925
MS,2018-07-15,2018,23.72849625488428,0.26907264574443496
MS,2018-07-22,2018,22.018213399348998,0.06142055858192686
MS,2018-07-29,2018,21.35760736358722,23.210266539700438
MS,2018-08-05,2018,18.04895624425535,39.911832051489455
MS,2018-08-12,2018,19.825981183782574,2.5686891746854483
MS,2018-08-19,2018,20.25146719166194,29.44234517659847
MS,2018-08-26,2018,22.517097098945317,0.632453129972514
MS,2018-09-02,2018,18.584324929431386,17.790520399264224
MS,2018-09-09,2018,24.673315852237423,12.948676819901129
MS,2018-09-16,2018,23.977852318696403,59.966836166459736
MS,2018-09-23,2018,26.486727345849815,12.97448307310852
MS,2018-09-30,2018,25.115617309577985,41.0861205562316
MS,2018-10-07,2018,25.671496110847443,50.69680285703154
MS,2018-10-14,2018,26.096872324195363,22.335647059796106
MS,2018-10-21,2018,24.541794529075553,75.861146491152
MS,2018-10-28,2018,25.7037232701399,23.346358302821773
MS,2018-11-04,2018,24.79505674917216,25.947916704745072
MS,2018-11-11,2018,26.69066455440119,44.80368418125593
MS,2018-11-18,2018,24.38007886585721,64.9650716664366
MS,2018-11-25,2018,25.346100959525153,41.25967209358816
MS,2018-12-02,2018,25.312327218639904,0.5787426769844641
MS,2018-12-09,2018,27.531159071420806,5.618355890793126
MS,2018-12-16,2018,29.128785409874734,6.78670179732561
MS,2018-12-23,2018,25.864728117318965,77.2374272824378
MS,2018-12-30,2018,26.830591081586952,29.9751020959367
MS,2019-01-06,2019,26.89887005946472,23.024015012339117
MS,2019-01-13,2019,27.980420412728495,19.44939230526106
MS,2019-01-20,2019,28.210134575165004,25.909115318162414
MS,2019-01-27,2019,27.874892913690083,11.354589024939054
MS,2019-02-03,2019,27.72391133973101,23.990326931624466
MS,2019-02-10,2019,25.908541509801367,86.99882095958642
MS,2019-02-17,2019,25.562720500846936,18.073470039747438
MS,2019-02-24,2019,25.630326298495596,54.811776731047665
MS,2019-03-03,2019,26.644766006887387,20.310504043855087
MS,2019-03-10,2019,25.39014872029573,50.62310857265112
MS,2019-03-17,2019,24.8438554782554,39.62482142378686
MS,2019-03-24,2019,26.040608067216102,1.351526523658332
MS,2019-03-31,2019,25.605819633428816,26.310421444072567
MS,2019-04-07,2019,23.565354065768975,12.804282230479345
MS,2019-04-14,2019,25.774451817436933,8.217544508280625
MS,2019-04-21,2019,25.47684417468685,35.55634274603635
MS,2019-04-28,2019,23.96347610803,40.579784704326144
MS,2019-05-05,2019,25.564196878751577,5.679916585149785
MS,2019-05-12,2019,20.435095726323972,6.418916001923959
MS,2019-05-19,2019,20.608059202365297,10.892975309880773
MS,2019-05-26,2019,23.311903405175606,11.47098842102461
MS,2019-06-02,2019,20.16251857223892,11.735689785616952
MS,2019-06-09,2019,22.93698588946665,0.007658389576045878
MS,2019-06-16,2019,22.807565612526265,0.14926556331731503
MS,2019-06-23,2019,21.92851159668554,12.861142458679499
MS,2019-06-30,2019,20.154748611589834,24.517939959610683
MS,2019-07-07,2019,17.46605609853918,0.006452537482072954
MS,2019-07-14,2019,20.615525420818216,4.517022961386083
MS,2019-07-21,2019,21.356680830203004,0.21526115151137995
MS,2019-07-28,2019,21.069157048865268,0.34897665917731385
MS,2019-08-04,2019,20.761390180960444,2.141451733088854
MS,2019-08-11,2019,23.135504557243326,0.11245893083889322
MS,2019-08-18,2019,24.40768926158529,0.4541577683989858
MS,2019-08-25,2019,25.544529715328107,1.3325322266816488
MS,2019-09-01,2019,24.79383517864401,14.63775260194465
MS,2019-09-08,2019,28.250394984183792,0.3808734307845823
MS,2019-09-15,2019,29.310732756304354,4.818065498612592
MS,2019-09-22,2019,24.97624628340304,21.182604947325576
MS,2019-09-29,2019,28.291129770186924,5.455903765757001
MS,2019-10-06,2019,25.55626793645211,8.131028972695788
MS,2019-10-13,2019,28.928106277053843,9.808832928693498
MS,2019-10-20,2019,26.51004776128735,16.2315024642624
MS,2019-10-27,2019,30.83949770070586,2.345280808034548
MS,2019-11-03,2019,28.762601366554307,25.697737242784765
MS,2019-11-10,2019,26.060997939918916,45.15307826138655
MS,2019-11-17,2019,28.234235633467428,6.314444061726414
MS,2019-11-24,2019,26.829916484035692,49.07521278289653
