state,wave_id,S_onset_q025,S_onset_q25,S_onset_median,S_onset_q75,S_onset_q975,n_draws
SE,SE_wave_12,0.9278822983945632,0.942466416984687,0.9489178577388534,0.9545426743810332,0.9632827337855848,4000
SP,SP_wave_06,0.9427224292374234,0.9583547900017797,0.9681405677805045,0.9798952679255053,0.9908767343438099,4000
SP,SP_wave_09,0.9159493887202543,0.934513517148576,0.9432029659471302,0.9515949983952985,0.9659514669273127,4000
SP,SP_wave_10,0.9035516644867813,0.9224295692385058,0.9314630595953364,0.9394143707886411,0.9524424771919555,4000
TO,TO_wave_03,0.9943416969419065,0.996691455865262,0.9980255618436972,0.9990439814936771,0.9997667391498655,4000
TO,TO_wave_04,0.9886762946179999,0.9927364585809619,0.9948263373213551,0.9969140066687614,0.9988946302539904,4000
TO,TO_wave_09,0.9677170934002755,0.9776465605952619,0.9821143543512315,0.9864474995673963,0.9927404380017324,4000
TO,TO_wave_10,0.963882499425804,0.9749963578284708,0.979992068472463,0.9848751531093107,0.9917032481098779,4000
TO,TO_wave_11,0.955146684567628,0.9677562637872084,0.9730238190015894,0.9779137851124529,0.9853057398566172,4000
TO,TO_wave_12,0.9461194106739014,0.9602449570267823,0.9664312219847152,0.9715910919846324,0.9792760494218083,4000
TO,TO_wave_13,0.9419646871421705,0.9566270034893757,0.9634340369443183,0.9688061157795713,0.977039729552067,4000
