variable,rhat,ess_bulk,ess_tail
z_year[8],1.5349997083622127,7.398758324794538,39.99620780171168
z_year[6],1.534163168109346,7.417214116010279,36.57066639185118
z_year[7],1.5339343442999827,7.388446833447632,32.67493621281855
z_year[11],1.533673962270989,7.4104533062839915,39.33000655721791
z_year[5],1.533411099330553,7.3853017488435935,37.14628653036284
z_year[1],1.5332887285409114,7.459529811687502,30.64273857450582
z_year[9],1.5327258507807393,7.405726158818555,34.71027827724903
z_year[3],1.5323405804206582,7.429139298736189,29.551687214585012
z_year[4],1.532206038860756,7.460142852469536,30.80753108637659
z_year[2],1.5306782228382267,7.432741034803117,27.958330348504802
beta_cos,1.5295805950032892,7.244934829036622,29.217808020392567
alpha_R,1.529311071245985,7.207020734746191,28.6443321569272
phi_obs,1.5287040551165412,7.187603778754843,33.43522314588692
z_year[10],1.5230706503153357,7.478793141220417,38.04332161692334
beta_sin,1.0368312591465243,93.94540187116228,55.64420021784394
