year,age,share
2023,45,0.013608182805610415
2023,46,0.01321098313287469
2023,47,0.012809502137878272
2023,48,0.01241166026680344
2023,49,0.011999261900042257
2023,50,0.011669921185138503
2023,51,0.011467093543038206
2023,52,0.011347002453625788
2023,53,0.011219204984144124
2023,54,0.01109932796084474
2023,55,0.010930750896829981
2023,56,0.010685645197405348
2023,57,0.0103909831928132
2023,58,0.010113339444207307
2023,59,0.009859564067204772
2023,60,0.00950549871624552
2023,61,0.009021281168561223
2023,62,0.008476268844775096
2023,63,0.007952877198405464
2023,64,0.007429913684261902
2023,65,0.006966139450372411
2023,66,0.0066115389341305725
2023,67,0.006341494532537407
2023,68,0.006071771230113794
2023,69,0.0058153200266983255
2023,70,0.005550306178761473
2023,71,0.005279191446603135
2023,72,0.005023382441526771
2023,73,0.004797970824501323
2023,74,0.004607773083070068
2023,75,0.004350144516032909
2023,76,0.004006675437668871
2023,77,0.0036459740372055465
2023,78,0.003321877942071141
2023,79,0.003012552408736124
2023,80,0.002726881180891431
2023,81,0.0024899099937621136
2023,82,0.0023082748968522434
2023,83,0.0021452635517763847
2023,84,0.0020126495947514413
2023,85,0.0018184916302290465
2023,86,0.0015554043773095057
2023,87,0.0012943507524637938
2023,88,0.0010817831022204222
2023,89,8.995058069714483e-4
2023,90,3.349161641205189e-4
2023,91,3.349161641205189e-4
2023,92,3.349161641205189e-4
2023,93,3.349161641205189e-4
2023,94,3.349161641205189e-4
2023,95,3.349161641205189e-4
2023,96,3.349161641205189e-4
2023,97,3.349161641205189e-4
2023,98,3.349161641205189e-4
2023,99,3.349161641205189e-4
2023,100,3.349161641205189e-4
2024,0,0.013437643761394422
2024,1,0.013565005707859809
2024,2,0.013684806869877835
2024,3,0.013792361690889574
2024,4,0.013885114412771975
2024,5,0.013971584229268542
2024,6,0.014046020684602409
2024,7,0.013809719548141964
2024,8,0.013933780307031742
2024,9,0.013957634049513555
2024,10,0.013506862210560392
2024,11,0.013478003441754273
2024,12,0.01364125249186417
2024,13,0.013765952190284711
2024,14,0.013885859842224532
2024,15,0.014142181083982212
2024,16,0.014353031129133938
2024,17,0.01449594060418122
2024,18,0.014756627932732446
2024,19,0.014675482612325569
2024,20,0.014506163636673425
2024,21,0.014863011364604453
2024,22,0.015288545092092484
2024,23,0.01570438823669728
2024,24,0.01640913853912866
2024,25,0.017016131093353325
2024,26,0.017411954132660886
2024,27,0.017439960982092655
2024,28,0.017221656642415362
2024,29,0.017043605493176125
2024,30,0.016864915404406128
2024,31,0.016732335451772846
2024,32,0.016693466630318107
2024,33,0.016697513247346273
2024,34,0.016681326779233615
2024,35,0.01668122028931182
2024,36,0.016604334565776695
2024,37,0.01641126833756453
2024,38,0.01613897360753778
2024,39,0.015836755209486974
2024,40,0.015482037279991822
2024,41,0.015130301068306895
2024,42,0.014812109181987016
2024,43,0.014513511441277197
2024,44,0.014187865260431753
2024,45,0.013841453544836516
2024,46,0.013472465965820996
2024,47,0.013079092194714693
2024,48,0.012681671806580225
2024,49,0.012287552606021367
2024,50,0.011871602971494777
2024,51,0.011537970046514797
2024,52,0.011337556013698864
2024,53,0.011218819750898775
2024,54,0.011092522703651327
