state,week_start,week_of_year,lag_spec,lagged_temp,lagged_precip,log_precip
TO,2016-10-02,39,sensitivity_A,27.17726384367382,65.85898245689982,4.202585661864773
TO,2016-10-09,40,sensitivity_A,28.29063171959142,86.18980079817372,4.468087360750495
TO,2016-10-16,41,sensitivity_A,28.925726457427245,92.13780693121355,4.53408019133772
TO,2016-10-23,42,sensitivity_A,28.075474545420732,106.39243681447523,4.676489758873276
TO,2016-10-30,43,sensitivity_A,27.82505296313343,100.56154084874217,4.620664928528616
TO,2016-11-06,44,sensitivity_A,28.128628975916385,88.71125326543934,4.496596215660204
TO,2016-11-13,45,sensitivity_A,26.715887058481883,138.60628235288252,4.938826191843501
TO,2016-11-20,46,sensitivity_A,26.318689706022383,188.40896218768714,5.2439084984692625
TO,2016-11-27,47,sensitivity_A,27.45539869797815,195.499326245057,5.280659002525102
TO,2016-12-04,48,sensitivity_A,27.198601154961246,211.71044439200188,5.359931824865243
TO,2016-12-11,49,sensitivity_A,25.982854616109826,206.44347985418852,5.334858916322007
TO,2016-12-18,50,sensitivity_A,25.98092920569203,209.79616360913025,5.350891617303925
TO,2016-12-25,51,sensitivity_A,26.71301100591701,187.37315043131574,5.238424838352024
TO,2017-01-01,52,sensitivity_A,26.863529472099632,192.44338402666307,5.264984880647828
TO,2017-01-08,1,sensitivity_A,26.398354366886103,169.4843218248633,5.138643338389159
TO,2017-01-15,2,sensitivity_A,25.65469754191956,154.18576685598725,5.044622895141502
TO,2017-01-22,3,sensitivity_A,25.28877335568202,204.88401451958174,5.327312973912405
TO,2017-01-29,4,sensitivity_A,25.5108929729602,253.1157252343841,5.53778977441828
TO,2017-02-05,5,sensitivity_A,25.385152108835417,298.3749137706473,5.701696680133898
TO,2017-02-12,6,sensitivity_A,24.86333493110876,356.60641255192434,5.8794329753307615
TO,2017-02-19,7,sensitivity_A,25.02428166411966,391.61003756227456,5.972816848408744
TO,2017-02-26,8,sensitivity_A,25.304526971421865,383.4335297844697,5.951770899578488
TO,2017-03-05,9,sensitivity_A,25.84549483125118,387.03076601379047,5.961084630329657
TO,2017-03-12,10,sensitivity_A,25.90143051850559,300.9546355355971,5.710276792633411
TO,2017-03-19,11,sensitivity_A,25.64636817760364,272.7006207600297,5.612034884074861
TO,2017-03-26,12,sensitivity_A,25.814118242145568,242.56816150294338,5.49539682738795
TO,2017-04-02,13,sensitivity_A,25.53727731593179,230.06208565731367,5.442686443489135
TO,2017-04-09,14,sensitivity_A,25.957376316907812,258.5825039284195,5.5590745862891335
TO,2017-04-16,15,sensitivity_A,26.5389135364624,199.47873836635006,5.300708198063063
TO,2017-04-23,16,sensitivity_A,26.59166210852838,186.01123310969098,5.231168685155749
TO,2017-04-30,17,sensitivity_A,26.729131652936633,143.04373481778896,4.97011696747666
TO,2017-05-07,18,sensitivity_A,27.17726606702073,78.67396961996721,4.377942927931948
TO,2017-05-14,19,sensitivity_A,27.359995558334468,62.343253833672925,4.1485684107047405
TO,2017-05-21,20,sensitivity_A,27.35665302316974,46.487455579317384,3.860465583094878
TO,2017-05-28,21,sensitivity_A,27.67637591556192,26.77438227780488,3.3241140950553296
TO,2017-06-04,22,sensitivity_A,27.617469925349795,25.248283406706033,3.2676005928691034
TO,2017-06-11,23,sensitivity_A,27.27899958668525,21.032316168325547,3.092510292297528
TO,2017-06-18,24,sensitivity_A,27.120273744045015,8.754692114825792,2.277748411795934
TO,2017-06-25,25,sensitivity_A,26.91659688644659,5.50398808823977,1.8724155407923824
TO,2017-07-02,26,sensitivity_A,26.442849141092687,2.6767478501712936,1.3020286250891449
TO,2017-07-09,27,sensitivity_A,26.199692994420715,1.3297435664507076,0.8457582042035654
TO,2017-07-16,28,sensitivity_A,26.40241606808698,0.6433371492572182,0.496729021447009
TO,2017-07-23,29,sensitivity_A,26.695810233550297,0.6219186370392674,0.48360979231376977
TO,2017-07-30,30,sensitivity_A,27.175432127029524,0.5793196439808286,0.45699414922646203
TO,2017-08-06,31,sensitivity_A,28.197362010799967,0.0538696463219437,0.05246876725438819
TO,2017-08-13,32,sensitivity_A,29.05133403572969,0.2127455813248474,0.19288686461962473
TO,2017-08-20,33,sensitivity_A,29.213606343338988,0.2801765803477032,0.24699802181347416
TO,2017-08-27,34,sensitivity_A,29.521607485950945,0.44338259981961764,0.36698938658795854
TO,2017-09-03,35,sensitivity_A,29.747363638295738,0.5067077261222412,0.40992695665575024
TO,2017-09-10,36,sensitivity_A,30.0204139545704,0.3719543845771755,0.31623628135825743
TO,2017-09-17,37,sensitivity_A,30.521716351174458,0.2912530164344242,0.25561307750662
TO,2017-09-24,38,sensitivity_A,31.04628482192806,0.16835637707149104,0.15559795522292985
TO,2017-10-01,39,sensitivity_A,31.112468117398944,0.4956976751432946,0.4025927703216327
TO,2017-10-08,40,sensitivity_A,30.787333753980377,3.3972703343506585,1.4809839698531448
TO,2017-10-15,41,sensitivity_A,30.637614444527543,4.825784520982418,1.7622936720967164
TO,2017-10-22,42,sensitivity_A,31.014937779139185,9.982384420432814,2.39629257283635
TO,2017-10-29,43,sensitivity_A,29.508460612035606,13.006260959049209,2.6395044410067197
TO,2017-11-05,44,sensitivity_A,27.051980014207317,56.97221151823559,4.059963783981151
TO,2017-11-12,45,sensitivity_A,26.302367015137307,122.45426251103395,4.815870743433531
TO,2017-11-19,46,sensitivity_A,26.18976017080722,169.92949607283373,5.141251167814493
TO,2017-11-26,47,sensitivity_A,26.62233134688003,211.4396650662503,5.358658018948975
TO,2017-12-03,48,sensitivity_A,26.96194025189345,203.0716007353664,5.318470916260636
TO,2017-12-10,49,sensitivity_A,26.152777900515908,173.06507209285957,5.159429206847527
TO,2017-12-17,50,sensitivity_A,25.3332210565253,211.84394559119195,5.360559247383783
TO,2017-12-24,51,sensitivity_A,25.760501504031254,223.8966247777398,5.415640851194761
TO,2017-12-31,52,sensitivity_A,25.937263950515216,239.81556760859607,5.484031360882334
TO,2018-01-07,1,sensitivity_A,25.44043323617265,271.9372936947164,5.6092420753754375
TO,2018-01-14,2,sensitivity_A,25.646711873870068,235.59192811949285,5.466336834814781
TO,2018-01-21,3,sensitivity_A,26.12825381911254,203.0859614100239,5.318541284549725
TO,2018-01-28,4,sensitivity_A,25.927667993851912,202.75218250473984,5.316904463743307
TO,2018-02-04,5,sensitivity_A,25.08626976926192,211.52178237982875,5.359044488428002
TO,2018-02-11,6,sensitivity_A,25.032000154693996,324.4902694067334,5.785332566906031
TO,2018-02-18,7,sensitivity_A,25.403276032096095,351.77795314495626,5.865838831094262
TO,2018-02-25,8,sensitivity_A,25.379433486913747,375.5161346057403,5.930960900520247
TO,2018-03-04,9,sensitivity_A,25.77831253082887,367.671770120764,5.909906736322237
TO,2018-03-11,10,sensitivity_A,25.678722281971645,262.06304492306435,5.572393717987192
TO,2018-03-18,11,sensitivity_A,25.48077305502558,284.15368358869756,5.653028275592747
TO,2018-03-25,12,sensitivity_A,25.5011474631958,290.6326012620818,5.675494795195497
TO,2018-04-01,13,sensitivity_A,25.470175569494515,277.99721846476143,5.631201812111315
TO,2018-04-08,14,sensitivity_A,24.982833035290163,279.7852345935886,5.637590087412937
TO,2018-04-15,15,sensitivity_A,25.282693671866536,282.70023748020765,5.647918178896611
TO,2018-04-22,16,sensitivity_A,26.420761678051328,212.8899312257874,5.365461542637212
TO,2018-04-29,17,sensitivity_A,26.8932972100985,162.1886475085793,5.0949068782757845
TO,2018-05-06,18,sensitivity_A,27.140310014394963,104.90389887613439,4.662532068512597
TO,2018-05-13,19,sensitivity_A,27.195695715678838,30.1991335891386,3.4403903248509637
TO,2018-05-20,20,sensitivity_A,27.021540454806882,22.809239386773353,3.1700737148718985
TO,2018-05-27,21,sensitivity_A,27.022513649167976,24.811208054528848,3.2508088183123833
TO,2018-06-03,22,sensitivity_A,27.717364484747595,17.854333239755007,2.9367427675687434
TO,2018-06-10,23,sensitivity_A,27.87280449846553,16.341122503646734,2.853080704184905
TO,2018-06-17,24,sensitivity_A,27.10528810639169,9.420232120558754,2.3437493125222826
TO,2018-06-24,25,sensitivity_A,26.45395008025291,0.8864419743824485,0.6346925016043348
TO,2018-07-01,26,sensitivity_A,26.527827494974794,0.8842977839065819,0.6335552230624987
TO,2018-07-08,27,sensitivity_A,27.310099275384907,0.35690170115829856,0.30520393987839434
TO,2018-07-15,28,sensitivity_A,27.38826001790022,0.29704263371296663,0.26008677581408723
TO,2018-07-22,29,sensitivity_A,27.372487329185617,0.21791961453976602,0.19714416919494085
TO,2018-07-29,30,sensitivity_A,27.8723167924937,0.21659467548196468,0.19605570633888605
TO,2018-08-05,31,sensitivity_A,28.546183287278097,0.27036443031304386,0.23930381230975825
TO,2018-08-12,32,sensitivity_A,28.535753805846976,0.20025843669295168,0.18253689751726976
TO,2018-08-19,33,sensitivity_A,28.48217486182783,6.499247717275924,2.014802711148236
TO,2018-08-26,34,sensitivity_A,29.038606984678268,6.625784270177979,2.0315351723095603
TO,2018-09-02,35,sensitivity_A,29.310532704458723,6.694574518453848,2.0405154725137518
TO,2018-09-09,36,sensitivity_A,29.511506782280698,8.878095217117853,2.290319701383359
TO,2018-09-16,37,sensitivity_A,29.981438973746318,3.1973202782060586,1.4344462926636457
TO,2018-09-23,38,sensitivity_A,30.132723529620865,3.7533128815418744,1.5588418236878598
TO,2018-09-30,39,sensitivity_A,29.206172378336284,6.371858657732476,1.9976698667714254
TO,2018-10-07,40,sensitivity_A,28.306625157858313,32.63819544961598,3.5156621906699526
TO,2018-10-14,41,sensitivity_A,27.57535103136047,46.6586105025423,3.864063316871749
TO,2018-10-21,42,sensitivity_A,27.606983335513725,100.2788392214648,4.617877497246704
TO,2018-10-28,43,sensitivity_A,27.897562221940227,111.19943016380168,4.720277914321703
TO,2018-11-04,44,sensitivity_A,26.975739576503756,113.03634247607621,4.736517191240388
TO,2018-11-11,45,sensitivity_A,26.512027458859095,170.50160468077172,5.144592623301414
TO,2018-11-18,46,sensitivity_A,26.975125110465555,166.0770817351798,5.118455273203872
TO,2018-11-25,47,sensitivity_A,26.267276375720154,191.21663477511683,5.258623042089233
TO,2018-12-02,48,sensitivity_A,24.780808722824972,237.8853697232224,5.475983812285819
TO,2018-12-09,49,sensitivity_A,25.08940084843246,269.529965490058,5.600382870302876
TO,2018-12-16,50,sensitivity_A,26.66410812987504,252.1206192765192,5.533866131149144
TO,2018-12-23,51,sensitivity_A,26.72062702301915,220.17346028893402,5.398947281839325
TO,2018-12-30,52,sensitivity_A,26.164277739363037,198.68264564965548,5.296729334540683
TO,2019-01-06,1,sensitivity_A,25.913782876308915,139.20628668239112,4.943114814411084
TO,2019-01-13,2,sensitivity_A,25.799328191104557,156.89848437345134,5.061952322567342
TO,2019-01-20,3,sensitivity_A,26.070329236225422,194.6257834168248,5.276203565973043
TO,2019-01-27,4,sensitivity_A,26.181236366802512,202.87399713486377,5.317502141909404
TO,2019-02-03,5,sensitivity_A,26.053458680185557,203.21509553449613,5.319173828240619
TO,2019-02-10,6,sensitivity_A,26.3472732805265,226.34855590095682,5.426484328374694
TO,2019-02-17,7,sensitivity_A,26.26346545729737,210.1796811384604,5.352709340473168
TO,2019-02-24,8,sensitivity_A,25.510153688033625,209.22521581724996,5.348179412319695
TO,2019-03-03,9,sensitivity_A,25.2765406323934,246.8894179661651,5.512982751426391
TO,2019-03-10,10,sensitivity_A,25.619280983140833,250.40117090160192,5.5270499536695725
TO,2019-03-17,11,sensitivity_A,26.013677519602737,272.7042574659964,5.612048171153991
TO,2019-03-24,12,sensitivity_A,25.537974788006903,256.0637236585537,5.549324006139017
TO,2019-03-31,13,sensitivity_A,25.368564266711164,254.62843198525445,5.5437249525661265
TO,2019-04-07,14,sensitivity_A,25.60208228973533,264.60907108937835,5.5820255702170325
TO,2019-04-14,15,sensitivity_A,25.98401358637343,281.18556278224014,5.642564878585712
TO,2019-04-21,16,sensitivity_A,26.50147070802055,268.08839456541494,5.595039929955658
TO,2019-04-28,17,sensitivity_A,26.7233266875307,203.00599102776698,5.318149361196163
TO,2019-05-05,18,sensitivity_A,27.306175205118905,132.49649143640139,4.8940751961196725
TO,2019-05-12,19,sensitivity_A,26.95635415118153,66.25964987514342,4.2085605007550635
TO,2019-05-19,20,sensitivity_A,26.533737924570545,76.12129199593655,4.345379403221302
TO,2019-05-26,21,sensitivity_A,27.1225567468648,64.79443256291296,4.186535223245634
