state,week_start,week_of_year,lag_spec,lagged_temp,lagged_precip,log_precip
AP,2015-05-17,20,primary,25.196182031465824,573.2745738814227,6.353107633655656
AP,2015-05-24,21,primary,25.5641153279286,523.7213275151464,6.262867316931865
AP,2015-05-31,22,primary,25.435387761814802,444.5527454688777,6.099315636016801
AP,2015-06-07,23,primary,25.317110241722627,426.34082129318125,6.057581871185933
AP,2015-06-14,24,primary,25.490283245843816,379.7939503956796,5.94225841622505
AP,2015-06-21,25,primary,25.500431577628905,349.0999055519094,5.858218558185975
AP,2015-06-28,26,primary,25.555903730207604,326.4397194492031,5.791303975383155
AP,2015-07-05,27,primary,25.578541345927945,244.9940414170276,5.505307313757006
AP,2015-07-12,28,primary,25.75596408650191,230.91701319564214,5.44637960593286
AP,2015-07-19,29,primary,25.836646150606104,197.13073207564065,5.2889270758251
AP,2015-07-26,30,primary,25.791125212721322,136.33331420029592,4.9224109213631735
AP,2015-08-02,31,primary,25.887725564195474,154.0995403470104,5.044067106586938
AP,2015-08-09,32,primary,26.383621319396166,155.5474317361028,5.053359042247252
AP,2015-08-16,33,primary,26.834367612145584,127.80900307586289,4.858330710884706
AP,2015-08-23,34,primary,27.20558935275011,115.78194879451709,4.760308510458207
AP,2015-08-30,35,primary,27.55233256908133,105.79472372486033,4.670908521980432
AP,2015-09-06,36,primary,27.812937332306277,68.7335749808609,4.244681908825367
AP,2015-09-13,37,primary,28.16230031113715,41.27828969553592,3.744273708328018
AP,2015-09-20,38,primary,28.233751928553016,30.56011266038336,3.451894065691941
AP,2015-09-27,39,primary,28.39309105083881,25.186848740724912,3.265257328283852
AP,2015-10-04,40,primary,28.421862663875523,13.818916587091682,2.695904512411019
AP,2015-10-11,41,primary,28.538671726494158,11.550925934156355,2.5297944424702634
AP,2015-10-18,42,primary,28.742249564854742,11.835558289940575,2.552219310840348
AP,2015-10-25,43,primary,28.828979041402558,12.04894678457238,2.568707424348749
AP,2015-11-01,44,primary,28.844226929712622,10.794699937099956,2.4676502726971217
AP,2015-11-08,45,primary,28.759400318879536,11.215107616887327,2.5026735148949895
AP,2015-11-15,46,primary,28.63830184791356,11.035036664595097,2.4878221177277022
AP,2015-11-22,47,primary,28.688592543654174,11.696003494447957,2.541287258464142
AP,2015-11-29,48,primary,28.59210085490766,13.70368706060554,2.688098282783857
AP,2015-12-06,49,primary,28.35948548445538,17.72829941965603,2.930035717868155
AP,2015-12-13,50,primary,27.82893197263133,23.120760075469544,3.183072883612465
AP,2015-12-20,51,primary,27.277728708348256,37.90419290103566,3.6611020314748504
AP,2015-12-27,52,primary,26.767373734595893,57.290131575539206,4.065432809312402
AP,2016-01-03,53,primary,26.560569014914538,73.4743787135177,4.310455156349279
AP,2016-01-10,1,primary,26.44644588975803,106.34567678643847,4.676054251380064
AP,2016-01-17,2,primary,26.401213065761656,117.05479448941948,4.771148876763714
AP,2016-01-24,3,primary,26.204441716043046,134.62514480136548,4.909894791953992
AP,2016-01-31,4,primary,25.49913851841958,135.22418311997734,4.914301933901191
AP,2016-02-07,5,primary,25.207871391721383,220.14179336702426,5.398804094726956
AP,2016-02-14,6,primary,25.116169681107273,307.75158915758595,5.732537034998045
AP,2016-02-21,7,primary,25.48073888404363,349.16569689758234,5.858406462163084
AP,2016-02-28,8,primary,25.71994108081891,368.53645908640055,5.91224940693165
AP,2016-03-06,9,primary,25.537510985699967,479.0914647437049,6.173976637298681
AP,2016-03-13,10,primary,25.666487821472543,430.32408384728654,6.066859742222982
AP,2016-03-20,11,primary,25.477604256199637,416.9130151363809,6.035273313109559
AP,2016-03-27,12,primary,25.559598038822337,424.70873998476105,6.053755403477853
AP,2016-04-03,13,primary,25.69716301244718,535.6530269009005,6.285351753274806
AP,2016-04-10,14,primary,25.683251474536146,600.024270316557,6.398635316942052
AP,2016-04-17,15,primary,25.790067003846797,610.6324140223627,6.416131471379044
AP,2016-04-24,16,primary,25.630679386460486,599.9378951692353,6.398491593370793
AP,2016-05-01,17,primary,25.84583054289699,629.0800904493159,6.445846939002864
AP,2016-05-08,18,primary,25.997239180475834,542.9248469131317,6.298811088255739
AP,2016-05-15,19,primary,26.222657215910942,394.97866885092344,5.981360343265554
AP,2016-05-22,20,primary,26.425646542891865,376.2963995996501,5.933031084384713
AP,2016-05-29,21,primary,26.407087873830736,316.58790471574605,5.760754645259081
AP,2016-06-05,22,primary,26.318900484102315,247.58619974962065,5.515789665667792
AP,2016-06-12,23,primary,26.012318737235496,219.97965491124123,5.3980706380548895
AP,2016-06-19,24,primary,25.759253643523127,193.9010133029637,5.272491805591655
AP,2016-06-26,25,primary,25.60554814940554,190.29778565787177,5.253831301145924
AP,2016-07-03,26,primary,25.536620926922602,192.53600961428296,5.265463591353932
AP,2016-07-10,27,primary,25.839426148706412,199.6038834775819,5.301332234650426
AP,2016-07-17,28,primary,25.888034922109906,193.32993534366042,5.2695574121624125
AP,2016-07-24,29,primary,26.160516617701514,186.6716823756736,5.2346940658054075
AP,2016-07-31,30,primary,26.303394663567015,188.15211056997092,5.24255150919797
AP,2016-08-07,31,primary,26.675554163720573,164.86549257761595,5.111177174220649
AP,2016-08-14,32,primary,26.938744543429532,142.48651708178028,4.966241073167127
AP,2016-08-21,33,primary,27.18939623163189,109.67325623402202,4.70658222275902
AP,2016-08-28,34,primary,27.3648319170672,97.40510635726868,4.589092696586449
AP,2016-09-04,35,primary,27.54128575270482,61.44010655519999,4.134207802167236
AP,2016-09-11,36,primary,27.483864302768378,48.612861255911184,3.9042500996329115
AP,2016-09-18,37,primary,27.603862429729322,55.52685254651148,4.034715791559072
AP,2016-09-25,38,primary,27.82300095270182,60.754972806569974,4.123174503546102
AP,2016-10-02,39,primary,28.236087577198372,55.49818831447687,4.034208572407797
AP,2016-10-09,40,primary,28.43660906587717,46.62317093739606,3.863319427195361
AP,2016-10-16,41,primary,28.559961475218156,42.88280172546516,3.7815224830830614
AP,2016-10-23,42,primary,28.55757771822213,26.183723800715192,3.3026184045158047
AP,2016-10-30,43,primary,28.507420830569192,12.466762837043172,2.600224637638087
AP,2016-11-06,44,primary,28.480461938026604,16.55356253691437,2.865256922867845
AP,2016-11-13,45,primary,28.463404043490492,18.44155263606023,2.9674126639530995
AP,2016-11-20,46,primary,28.50358748971433,17.895343327100598,2.9389155068983808
AP,2016-11-27,47,primary,28.50897222316523,23.423845130686683,3.195559914546386
AP,2016-12-04,48,primary,28.410646779827562,24.396145964616842,3.23459742883527
AP,2016-12-11,49,primary,27.724097091153556,21.30087685352889,3.1046259984790803
AP,2016-12-18,50,primary,26.490577290535573,34.957938252137524,3.5823498734808013
AP,2016-12-25,51,primary,25.673138439377205,85.12906496523436,4.455846926655243
AP,2017-01-01,52,primary,25.161242599533356,180.69759929777666,5.202343762864519
AP,2017-01-08,1,primary,25.224411814321442,234.20657524517,5.4604641716080735
AP,2017-01-15,2,primary,24.95187666490009,311.9664310374023,5.746095935706777
AP,2017-01-22,3,primary,24.84282116150607,358.1665636381743,5.883786246455481
AP,2017-01-29,4,primary,24.49362343604432,375.2359818517902,5.930216557832236
AP,2017-02-05,5,primary,24.537472289308983,380.0295606236719,5.942876959055761
AP,2017-02-12,6,primary,24.571646384943687,462.27311422066003,6.138316759701957
AP,2017-02-19,7,primary,24.76986890097908,442.66769338030974,6.095075843879793
AP,2017-02-26,8,primary,24.579814067747282,477.56591412213277,6.17079395296754
AP,2017-03-05,9,primary,24.62481208934348,493.9888580826301,6.204535253391381
AP,2017-03-12,10,primary,24.589720712068264,473.420856135851,6.1620948099040325
AP,2017-03-19,11,primary,24.64162647873217,423.10143719722936,6.04997266529166
AP,2017-03-26,12,primary,24.84473020814551,525.2170181561539,6.265713709695061
AP,2017-04-02,13,primary,25.068924277054798,532.3586596270417,6.279194105233004
AP,2017-04-09,14,primary,25.30552038310529,505.4165208011855,6.227359494312794
AP,2017-04-16,15,primary,25.229845254005216,511.05742656038507,6.238436780000657
AP,2017-04-23,16,primary,25.257806792972026,513.5518228711792,6.243296274927034
AP,2017-04-30,17,primary,25.184572696749573,467.25262477964907,6.149007946817615
AP,2017-05-07,18,primary,25.18378693845631,435.667301971383,6.079171582422326
AP,2017-05-14,19,primary,25.461128270360934,485.56098113382086,6.187362240397387
AP,2017-05-21,20,primary,25.97287537486741,497.30015858010546,6.211202623529543
AP,2017-05-28,21,primary,26.17465043918646,446.8769483417458,6.104518525806548
AP,2017-06-04,22,primary,26.12930558370274,353.2739246529177,5.870070412360671
AP,2017-06-11,23,primary,25.82068777948261,343.37474336371304,5.841730434683563
AP,2017-06-18,24,primary,25.786114311857375,279.7684792982016,5.6375304126392605
AP,2017-06-25,25,primary,25.472933249188863,211.60555101082406,5.359438575683749
AP,2017-07-02,26,primary,25.435925028387935,224.05675665885545,5.416352622211416
AP,2017-07-09,27,primary,25.403494322560675,281.090456739624,5.642227788083098
AP,2017-07-16,28,primary,25.776795815217138,266.0190413714924,5.587319971855483
AP,2017-07-23,29,primary,26.07417151400161,267.80594243468033,5.593989715676509
AP,2017-07-30,30,primary,26.380504226153228,251.53618692524697,5.531554553002298
AP,2017-08-06,31,primary,26.62060445368015,211.41408607101235,5.358537605770556
AP,2017-08-13,32,primary,26.950136387131177,153.07002221478444,5.037407188779981
AP,2017-08-20,33,primary,27.288278705441673,111.10513653666251,4.719437150051222
AP,2017-08-27,34,primary,27.605330426324464,66.64928944565784,4.214336851171508
AP,2017-09-03,35,primary,27.732184037541597,51.35755568752155,3.958096257131578
AP,2017-09-10,36,primary,27.910935021781164,43.04385282361558,3.7851857926695103
AP,2017-09-17,37,primary,27.86504429520287,27.15021950451148,3.337555152228885
AP,2017-09-24,38,primary,27.93877374689151,34.39804992022939,3.5666567316232145
AP,2017-10-01,39,primary,28.014424415694734,40.37081681684781,3.7225757244613362
AP,2017-10-08,40,primary,28.102145467575625,41.19677004642024,3.742343678928339
AP,2017-10-15,41,primary,28.10139980056315,38.03016912064558,3.6643349142767967
AP,2017-10-22,42,primary,28.14925852705224,43.53861526693139,3.796356571694635
AP,2017-10-29,43,primary,28.250063476977,37.122800287598324,3.640812535888548
AP,2017-11-05,44,primary,28.355940706208663,31.85030896528108,3.491961150222191
AP,2017-11-12,45,primary,28.365531058718712,31.76858211590065,3.489470194026727
AP,2017-11-19,46,primary,28.350192157013105,35.894084987404426,3.6080512397529882
AP,2017-11-26,47,primary,28.297817138913235,27.47279062845247,3.3489489164530215
AP,2017-12-03,48,primary,28.12821888551984,25.013549698927743,3.258617544540463
AP,2017-12-10,49,primary,27.443828371732337,26.745708689518793,3.323081186415022
AP,2017-12-17,50,primary,26.59687742138315,33.36768688537302,3.5371167882004904
AP,2017-12-24,51,primary,25.69535404098903,87.76936474012706,4.486041598809574
AP,2017-12-31,52,primary,25.63185967117302,124.59717772589434,4.833079783446401
AP,2018-01-07,1,primary,25.194276204615672,183.81871726543355,5.219375437982577
AP,2018-01-14,2,primary,25.089993238140764,201.9050228268691,5.31273800170954
AP,2018-01-21,3,primary,24.607370380829355,276.44448471342514,5.6256208580860445
AP,2018-01-28,4,primary,24.683806927775887,290.47463159243864,5.6749529748763266
AP,2018-02-04,5,primary,24.80418948611104,339.58019914499675,5.830650631321397
AP,2018-02-11,6,primary,24.856825313352886,402.79355639755016,6.0009037483406935
AP,2018-02-18,7,primary,24.57264352322083,431.4687896715914,6.069510161159051
AP,2018-02-25,8,primary,24.508739766266046,424.9397826775845,6.054297981060842
AP,2018-03-04,9,primary,24.80877009597407,489.2635244232497,6.19494305148483
AP,2018-03-11,10,primary,25.2627366703589,451.4291561445868,6.114631189876589
AP,2018-03-18,11,primary,25.394676410214338,375.5976885738846,5.9311774785884035
AP,2018-03-25,12,primary,24.966848464425265,392.2640927425629,5.974481377895287
AP,2018-04-01,13,primary,24.683799693220386,376.9656196150414,5.934803238083715
AP,2018-04-08,14,primary,24.224683523748407,377.7334461224291,5.936832649260969
AP,2018-04-15,15,primary,24.36014979893817,491.25246302926485,6.198991721121272
AP,2018-04-22,16,primary,24.60134070982551,543.2064387966648,6.299328657952553
AP,2018-04-29,17,primary,24.609400820336095,560.8066759893254,6.331157797813005
AP,2018-05-06,18,primary,24.461611159355186,603.8454670421847,6.4049729990274145
AP,2018-05-13,19,primary,24.488874363656944,687.0096758729826,6.53380290160332
AP,2018-05-20,20,primary,24.753452093364736,665.441644881301,6.501952581218949
AP,2018-05-27,21,primary,24.977121294152273,639.3206031403588,6.461968993330768
AP,2018-06-03,22,primary,25.136990921696047,643.1837817952669,6.467984060851012
AP,2018-06-10,23,primary,25.447467828148067,630.4705182237859,6.4480512553860825
AP,2018-06-17,24,primary,25.480344092065565,468.3432561655845,6.151334390224643
AP,2018-06-24,25,primary,25.33829498773258,357.2826081527983,5.8813220832299296
AP,2018-07-01,26,primary,25.09462960373213,334.9102037997027,5.816843873649277
AP,2018-07-08,27,primary,25.208444868917432,300.51129862220387,5.708807490165592
AP,2018-07-15,28,primary,25.40439275766455,259.73675883963045,5.563511311535413
AP,2018-07-22,29,primary,25.61562458896279,239.50355951264277,5.482734889904659
AP,2018-07-29,30,primary,25.71242020954258,234.22046378948679,5.460523218147359
AP,2018-08-05,31,primary,25.75409655217112,228.67956625565108,5.43668514733859
AP,2018-08-12,32,primary,25.96214438581376,201.4580877685359,5.3105328911419845
AP,2018-08-19,33,primary,26.328145721292437,163.9136726406208,5.105422140868285
AP,2018-08-26,34,primary,26.77027854785141,130.12439621908382,4.876146462084955
AP,2018-09-02,35,primary,27.12684868894942,109.51197814497299,4.705123914585024
AP,2018-09-09,36,primary,27.24822901541298,72.96208066376954,4.303552538407826
AP,2018-09-16,37,primary,27.447898736628314,51.55905611802305,3.9619374158344174
AP,2018-09-23,38,primary,27.699091383243164,46.83645163634294,3.8677879354104103
AP,2018-09-30,39,primary,28.089687236749448,43.75231514059446,3.801143178368007
AP,2018-10-07,40,primary,28.30532110452992,41.08782555014806,3.7397585195365304
AP,2018-10-14,41,primary,28.320993090461247,30.849788848389153,3.461030752432277
AP,2018-10-21,42,primary,28.38930812760497,24.674302096971594,3.2454905732434884
AP,2018-10-28,43,primary,28.499772740987233,23.135602898340082,3.1836880490507173
AP,2018-11-04,44,primary,28.57563023616793,21.406788162252983,3.109363955910474
AP,2018-11-11,45,primary,28.55545305989823,21.89354893386581,3.1308551649288963
AP,2018-11-18,46,primary,28.315278672698003,27.696854559238385,3.3567875195202785
AP,2018-11-25,47,primary,27.314603023822034,32.10730735979425,3.499754024174681
AP,2018-12-02,48,primary,25.812024270843725,38.85762054870875,3.685313617787283
AP,2018-12-09,49,primary,24.512324015055476,131.7976671481648,4.888826670232652
AP,2018-12-16,50,primary,24.172226461411395,234.98824355762645,5.463781988350994
AP,2018-12-23,51,primary,24.39801156141939,334.06890338041273,5.814336192408054
AP,2018-12-30,52,primary,24.80434746452754,474.4764336241673,6.16431731950418
AP,2019-01-06,1,primary,24.675270806475176,527.4537452312406,6.269955280631001
AP,2019-01-13,2,primary,24.662598363728403,474.77253093052866,6.164939863815833
AP,2019-01-20,3,primary,24.426157586775787,491.2009147201712,6.198886996387109
AP,2019-01-27,4,primary,24.926064389307477,449.9120305703871,6.111272266309484
AP,2019-02-03,5,primary,25.036240357554952,397.8556866838916,5.9885996639561165
AP,2019-02-10,6,primary,25.2461813515459,366.7207629067963,5.907323853688268
AP,2019-02-17,7,primary,25.058731466788227,414.5693498974815,6.029649507461882
AP,2019-02-24,8,primary,25.14432143809897,375.06184250010597,5.929753604599733
AP,2019-03-03,9,primary,25.047917662870816,407.451480987255,6.012373133652905
AP,2019-03-10,10,primary,25.128460445561224,354.281791002624,5.872911252072875
AP,2019-03-17,11,primary,25.372374726995083,390.80700671427337,5.970769388745821
AP,2019-03-24,12,primary,25.475569425072358,347.9663028968284,5.8549753642366404
AP,2019-03-31,13,primary,25.52585999257137,296.1564606158037,5.6942588035107065
AP,2019-04-07,14,primary,25.254894899531543,277.35741049038256,5.628905937197291
AP,2019-04-14,15,primary,25.13687812247246,309.83251593563773,5.739254233148723
AP,2019-04-21,16,primary,25.09146055321083,363.37944904504656,5.898195767102384
AP,2019-04-28,17,primary,25.074780020564994,398.26942075094746,5.989636428995235
AP,2019-05-05,18,primary,25.187155981611898,441.93904176630394,6.093432157340607
AP,2019-05-12,19,primary,25.101861982333645,491.0515624619551,6.198583512752929
AP,2019-05-19,20,primary,25.30871966929148,561.8101079422178,6.332942285175289
AP,2019-05-26,21,primary,25.383920756737016,581.3908889086044,6.3671418527158155
AP,2019-06-02,22,primary,25.655327670755447,546.3831474527215,6.305149009601282
AP,2019-06-09,23,primary,25.467551373512933,542.0428880516115,6.297188300335365
AP,2019-06-16,24,primary,25.715790129936128,475.69712730401403,6.166881335979101
AP,2019-06-23,25,primary,25.694747785579654,413.1830831288918,6.026308105850476
AP,2019-06-30,26,primary,26.00163990072397,282.05362640858635,5.6456363723016265
AP,2019-07-07,27,primary,25.819393885265438,274.5879024660729,5.6189066429150945
AP,2019-07-14,28,primary,25.821900973625098,233.87066593952426,5.459035004937616
AP,2019-07-21,29,primary,25.72958899221077,217.4424702886901,5.386522685994456
AP,2019-07-28,30,primary,25.915658038831893,168.5907146719984,5.133387973462819
AP,2019-08-04,31,primary,26.057549589887127,205.2191492186868,5.328939434480893
AP,2019-08-11,32,primary,26.315595492411013,187.7485153658831,5.240415522486985
AP,2019-08-18,33,primary,26.597453930778524,192.94105702727774,5.267554283141417
AP,2019-08-25,34,primary,26.952787192197306,165.8062490196354,5.116832953369378
AP,2019-09-01,35,primary,27.324662093434146,137.40767470286306,4.930203494701474
AP,2019-09-08,36,primary,27.570820424124513,90.96430109890265,4.521400470211657
AP,2019-09-15,37,primary,27.93436320233766,72.95099981624786,4.303402709231036
AP,2019-09-22,38,primary,28.174681020919138,43.92769933109352,3.8050545161421154
AP,2019-09-29,39,primary,28.311587465960166,27.672354054587448,3.3559333851603164
AP,2019-10-06,40,primary,28.28806274973901,26.767529225027374,3.323867324548991
AP,2019-10-13,41,primary,28.251541115580643,21.98967737599863,3.135045305444724
AP,2019-10-20,42,primary,28.318699703928985,21.812873836071148,3.127325018543065
AP,2019-10-27,43,primary,28.436573420127655,19.69135914408856,3.0297161804693333
AP,2019-11-03,44,primary,28.6061435749473,23.593964280987034,3.202501058402573
AP,2019-11-10,45,primary,28.79040805592643,23.93604367391776,3.2163142939039
AP,2019-11-17,46,primary,28.312779984308914,24.81415899291803,3.2509231395680436
AP,2019-11-24,47,primary,28.080413105328624,24.30118504946438,3.2308512345362987
AP,2019-12-01,48,primary,27.484500800360298,54.355703550004804,4.013779699013062
AP,2019-12-08,49,primary,27.163082159582515,55.22175510323915,4.029303783476321
AP,2019-12-15,50,primary,26.376664606879206,76.13438910658667,4.345549213637204
AP,2019-12-22,51,primary,26.103675707886833,124.45398679856137,4.8319390522880195
AP,2019-12-29,52,primary,25.825061632272988,179.55618805290638,5.196042020483733
AP,2020-01-05,1,primary,25.77875572886388,193.61681600190715,5.271032579183493
AP,2020-01-12,2,primary,25.32592739926359,248.60975366666275,5.519898712921934
AP,2020-01-19,3,primary,25.40798210517238,245.98590891364665,5.50933128606802
AP,2020-01-26,4,primary,25.311308183131796,267.50720210533956,5.59287773707275
AP,2020-02-02,5,primary,25.348605961019327,268.7962834462128,5.597667168460885
AP,2020-02-09,6,primary,25.15329795037469,303.80306809930687,5.719665889704438
AP,2020-02-16,7,primary,25.156546449396725,315.5178806227883,5.757379734847187
AP,2020-02-23,8,primary,25.302355980007427,358.2803056719355,5.884102879569411
AP,2020-03-01,9,primary,25.53487834458242,332.445783257209,5.809480283196014
AP,2020-03-08,10,primary,25.62377678445711,314.0452753345839,5.752716359718192
AP,2020-03-15,11,primary,25.405535671877608,269.07275041868905,5.598691368699467
AP,2020-03-22,12,primary,25.48589840913086,238.31587470636643,5.477784330810027
AP,2020-03-29,13,primary,25.490575861944613,287.3002371734547,5.664002427306018
AP,2020-04-05,14,primary,25.76662964666131,289.6221860123082,5.67202409375645
AP,2020-04-12,15,primary,25.433586410663246,334.9683254060079,5.817016885894567
AP,2020-04-19,16,primary,25.195174919624968,422.2130631133993,6.047875747537924
AP,2020-04-26,17,primary,24.96593237516274,470.6451447230931,6.156226890805821
AP,2020-05-03,18,primary,25.105512894015575,493.07061347231706,6.202678449224306
AP,2020-05-10,19,primary,25.322593821041682,631.0402510958154,6.448953080561581
AP,2020-05-17,20,primary,25.53663373503935,674.166267599523,6.514958982909819
AP,2020-05-24,21,primary,25.829708575949283,628.2966942825648,6.4446028375118845
AP,2020-05-31,22,primary,25.815679437539963,598.7859902151716,6.39657290861493
AP,2020-06-07,23,primary,25.629275741708913,491.22593673684355,6.198937832092454
AP,2020-06-14,24,primary,25.317828440924046,360.79653185869074,5.891081987118376
AP,2020-06-21,25,primary,25.319357183939807,315.40560698899014,5.757024956940621
AP,2020-06-28,26,primary,25.564001602071333,314.88005359240606,5.7553625642900155
AP,2020-07-05,27,primary,25.76235097175293,309.64556429443684,5.738652597619532
AP,2020-07-12,28,primary,26.061057684427553,311.6316013892905,5.745025504974174
AP,2020-07-19,29,primary,26.058698167946698,285.3034871743092,5.6570523921706855
AP,2020-07-26,30,primary,26.307039751523522,213.18001781282402,5.366816866140267
AP,2020-08-02,31,primary,26.422051638974825,169.136195047689,5.1365992636423785
AP,2020-08-09,32,primary,26.903943600978224,125.98479772953962,4.844067376376614
AP,2020-08-16,33,primary,27.20646806286894,111.89315302219138,4.726441822923205
AP,2020-08-23,34,primary,27.31792585813927,87.50418548406631,4.4830498445008455
AP,2020-08-30,35,primary,27.36126125356592,78.75237412779259,4.3789265108493405
AP,2020-09-06,36,primary,27.526026868662754,68.53367421058591,4.2418111562439655
AP,2020-09-13,37,primary,27.785315482354843,63.66817980749222,4.169269269206396
AP,2020-09-20,38,primary,28.035222080964445,52.41394203831974,3.9780717987488265
AP,2020-09-27,39,primary,28.11523792161073,53.45481859866732,3.997371341306737
AP,2020-10-04,40,primary,28.374630864357687,52.013259530168156,3.970542062076864
AP,2020-10-11,41,primary,28.50443318850558,29.8006495217127,3.4275357781244677
AP,2020-10-18,42,primary,28.673033457277572,23.7035616364243,3.2069474290453672
AP,2020-10-25,43,primary,28.679672638167215,18.760187662709505,2.9836691893753082
AP,2020-11-01,44,primary,28.227937715829345,13.533871589046871,2.6764818969446575
AP,2020-11-08,45,primary,27.595966016306456,18.39592925737909,2.9650632119575873
AP,2020-11-15,46,primary,26.768031858214997,62.139936478063056,4.145353477080291
AP,2020-11-22,47,primary,26.2505818073097,88.45721467004438,4.4937604625998615
AP,2020-11-29,48,primary,26.080835366007786,131.14253962287168,4.883881185600281
AP,2020-12-06,49,primary,26.158218814116974,190.86704938800906,5.256802681068665
AP,2020-12-13,50,primary,26.237548933519623,205.57633198951876,5.330669990537022
AP,2020-12-20,51,primary,26.29855039614581,181.3701695650284,5.206038520214065
AP,2020-12-27,52,primary,26.201280787803416,200.93843280406497,5.307962862845184
AP,2021-01-03,53,primary,26.05794034589275,174.95802723057153,5.170245484952402
AP,2021-01-10,1,primary,25.63014113779181,147.05662646251335,4.9975948118203
AP,2021-01-17,2,primary,25.160376676258327,174.04334114936918,5.165033606970601
AP,2021-01-24,3,primary,24.88119396799072,201.27670035234203,5.309636563800419
AP,2021-01-31,4,primary,24.822499697284428,245.0196585380482,5.505411445495802
AP,2021-02-07,5,primary,24.879460590818773,309.04204636234704,5.736707921708736
AP,2021-02-14,6,primary,24.892927658993983,333.3820628307214,5.812284239911595
AP,2021-02-21,7,primary,24.598545516715856,402.16263635659533,5.999340044696855
AP,2021-02-28,8,primary,24.420812582010157,424.3406085316808,6.052890279788651
AP,2021-03-07,9,primary,24.235526761439555,439.162196474951,6.08714328733773
AP,2021-03-14,10,primary,24.627851500579826,451.4147438990983,6.114599334115637
AP,2021-03-21,11,primary,24.702827177003847,530.6939062333857,6.276067959533173
AP,2021-03-28,12,primary,24.874981543748568,438.22167613561555,6.08500424265601
AP,2021-04-04,13,primary,24.8129797135113,485.7545913108123,6.187760076792953
AP,2021-04-11,14,primary,24.95145791912248,500.05647533862304,6.216718819958646
AP,2021-04-18,15,primary,24.91572842858356,505.26289555840134,6.227056090804278
AP,2021-04-25,16,primary,25.09312405229367,462.5038497387197,6.138814690772322
AP,2021-05-02,17,primary,25.13130646853386,568.9198973937849,6.345495820065109
AP,2021-05-09,18,primary,25.190995765158878,516.1734488045727,6.24837830916187
AP,2021-05-16,19,primary,25.037008942736893,485.67381677229264,6.187594117924208
AP,2021-05-23,20,primary,25.24101911104367,588.6047212274444,6.379452348352301
AP,2021-05-30,21,primary,25.58218528064765,570.2597932850103,6.347844085667609
AP,2021-06-06,22,primary,25.54154532873013,499.4286343954557,6.215464999968083
AP,2021-06-13,23,primary,25.499094227923216,474.99109835624176,6.16539915312429
AP,2021-06-20,24,primary,25.533548757719174,488.7849105600088,6.193966336693591
AP,2021-06-27,25,primary,25.634840139152423,329.4095322559991,5.800332891884401
AP,2021-07-04,26,primary,25.439591275357365,270.9091971304879,5.605468176481908
AP,2021-07-11,27,primary,25.37816454697049,266.936000732177,5.5907481487546775
AP,2021-07-18,28,primary,25.595010849183403,291.99028430915337,5.6801394491128585
AP,2021-07-25,29,primary,25.887386418822306,237.30578407116985,5.47355465603493
AP,2021-08-01,30,primary,26.002075158842498,221.2695425593926,5.4038908010543025
AP,2021-08-08,31,primary,25.886009983041422,240.02894079369167,5.484917012561753
AP,2021-08-15,32,primary,26.10166128470148,216.9032441501363,5.384051130091862
AP,2021-08-22,33,primary,26.383323312128052,204.52446986935513,5.3255651016374985
AP,2021-08-29,34,primary,26.741284625097126,169.68319541484271,5.139809179815765
AP,2021-09-05,35,primary,26.947751392144617,157.09923827571063,5.063222926213375
AP,2021-09-12,36,primary,27.20345721816145,136.91328619659222,4.9266251267614996
AP,2021-09-19,37,primary,27.579115057338004,110.80679677311474,4.716772352908132
AP,2021-09-26,38,primary,27.969919795301244,62.27463856605519,4.1474845943019565
AP,2021-10-03,39,primary,28.273294127544627,51.384873789548905,3.95861788151595
AP,2021-10-10,40,primary,28.460518767484054,40.23456948015915,3.7192769695895915
AP,2021-10-17,41,primary,28.534843322619498,26.68238485762733,3.3207962851893447
AP,2021-10-24,42,primary,28.375740458681843,20.793283365190746,3.0816018198075263
AP,2021-10-31,43,primary,28.058740216633872,22.55966348938136,3.159536075548162
AP,2021-11-07,44,primary,27.35777307337138,31.038626302618393,3.4669422468309103
AP,2021-11-14,45,primary,27.019867117923813,47.099948510987424,3.8732811066535007
AP,2021-11-21,46,primary,26.696521278807715,78.45360555130677,4.3751732733414
AP,2021-11-28,47,primary,26.623631439739125,112.47763355380599,4.7316057563024
AP,2021-12-05,48,primary,26.091162086937725,130.10464929187566,4.875995853846977
AP,2021-12-12,49,primary,26.05889126091969,165.12505617088996,5.112740855157596
AP,2021-12-19,50,primary,25.982842979505946,219.8677721454899,5.397564206371501
AP,2021-12-26,51,primary,25.963055291819767,205.45915055746087,5.3301025747088255
AP,2022-01-02,52,primary,25.174986796091005,234.89922943686977,5.463404719926182
AP,2022-01-09,1,primary,24.830220772798835,284.39987829017156,5.653891278589147
AP,2022-01-16,2,primary,24.718868294879492,405.68960307414136,6.008050248470703
AP,2022-01-23,3,primary,24.844016642105498,382.4472670869621,5.949202107016249
AP,2022-01-30,4,primary,24.717141997400272,440.6238907954046,6.090458594032577
AP,2022-02-06,5,primary,24.732565289113644,493.33282152203276,6.203209018112643
AP,2022-02-13,6,primary,24.808798331580924,506.8634912287945,6.230212693413763
AP,2022-02-20,7,primary,25.006782730944295,390.2524970376487,5.969353124038849
AP,2022-02-27,8,primary,25.071798212832352,418.1700873233591,6.038276773884874
AP,2022-03-06,9,primary,24.88310798149889,412.69308603539014,6.025124360819589
