state,week_of_year,lag_spec,T_clim,logP_clim,n_years
AC,36,sensitivity_B,26.42464196822267,3.8055495708358325,11
AC,37,primary,26.979163845738245,4.048823363967434,11
AC,37,sensitivity_A,27.178086252600696,3.9419152997890166,11
AC,37,sensitivity_B,26.690650011358922,3.9047134544384035,11
AC,38,primary,27.17340860354891,4.119304804972541,11
AC,38,sensitivity_A,27.165178985451792,4.159139838329273,11
AC,38,sensitivity_B,26.979163845738245,4.163720761031396,11
AC,39,primary,27.0433660517923,4.295174039012074,11
AC,39,sensitivity_A,26.981896744959332,4.322863474754316,11
AC,39,sensitivity_B,27.17340860354891,4.276512445654867,11
AC,40,primary,26.965666230732513,4.449039828170854,11
AC,40,sensitivity_A,26.8664726933761,4.451231224424331,11
AC,40,sensitivity_B,27.0433660517923,4.424094133347217,11
AC,41,primary,26.801125556718077,4.6373357040614,11
AC,41,sensitivity_A,26.80181824284045,4.599935576811954,11
AC,41,sensitivity_B,26.965666230732513,4.554311556976147,11
AC,42,primary,26.600411774269823,4.740426735536755,11
AC,42,sensitivity_A,26.4340150602653,4.700763504224013,11
AC,42,sensitivity_B,26.801125556718077,4.731942059623245,11
AC,43,primary,26.275744845961114,4.882362690927037,11
AC,43,sensitivity_A,26.078401627240655,4.84811595430658,11
AC,43,sensitivity_B,26.600411774269823,4.887852750622755,11
AC,44,primary,26.027583514963133,4.999956694109718,11
AC,44,sensitivity_A,25.942575853880417,4.941893205658688,11
AC,44,sensitivity_B,26.275744845961114,4.98873346818273,11
AC,45,primary,25.89837814489725,5.132874154229299,11
AC,45,sensitivity_A,25.867965008669504,5.074870749623502,11
AC,45,sensitivity_B,26.027583514963133,5.1401970314743215,11
AC,46,primary,25.850474528815703,5.235114079672404,11
AC,46,sensitivity_A,25.812738148019506,5.20805500670676,11
AC,46,sensitivity_B,25.89837814489725,5.246680748403465,11
AC,47,primary,25.835043680371303,5.372895957866144,11
AC,47,sensitivity_A,25.847574157091497,5.269422413219174,11
AC,47,sensitivity_B,25.850474528815703,5.381643398566012,11
AC,48,primary,25.744231630157465,5.460439600648453,11
AC,48,sensitivity_A,25.708600660682148,5.348685394406516,11
AC,48,sensitivity_B,25.835043680371303,5.496430747019239,11
AC,49,primary,25.68422950802058,5.522329586078278,11
AC,49,sensitivity_A,25.586516889493417,5.3636018093248525,11
AC,49,sensitivity_B,25.744231630157465,5.592440243654472,11
AC,50,primary,25.522918637769763,5.576089075075227,11
AC,50,sensitivity_A,25.515604668509944,5.388921120153926,11
AC,50,sensitivity_B,25.68422950802058,5.673750368921166,11
AC,51,primary,25.490655767657127,5.610579543452531,11
AC,51,sensitivity_A,25.418240050136973,5.439652310957903,11
AC,51,sensitivity_B,25.522918637769763,5.715631823537053,11
AC,52,primary,25.37643834926201,5.639631061011915,11
AC,52,sensitivity_A,25.36679645673179,5.455223370379857,11
AC,52,sensitivity_B,25.490655767657127,5.781730893136337,11
AC,53,primary,25.34525108441017,5.4688489187211395,2
AC,53,sensitivity_A,25.29519082382003,5.469919419764546,2
AC,53,sensitivity_B,25.63986961157559,5.4481017707756605,2
AL,1,primary,26.682497653130543,3.7900232359353527,10
AL,1,sensitivity_A,26.82030070617171,3.5859103818020386,10
AL,1,sensitivity_B,26.52969980313052,3.8228510197060244,10
AL,2,primary,26.63671446895573,3.756242036892157,10
AL,2,sensitivity_A,26.49237014807675,3.67771924617376,10
AL,2,sensitivity_B,26.682497653130543,3.9030417318487602,10
AL,3,primary,26.52789560809821,3.85332526324423,10
AL,3,sensitivity_A,26.434244261332456,3.7767555209147003,10
AL,3,sensitivity_B,26.63671446895573,3.944869286871266,10
AL,4,primary,26.5041796379826,4.031513677980493,10
AL,4,sensitivity_A,26.59362349344786,3.8709910744248193,11
AL,4,sensitivity_B,26.52789560809821,3.9871478617204095,10
AL,5,primary,26.683291367228765,4.074394463596312,10
AL,5,sensitivity_A,26.70738440865191,3.9120607175946605,11
AL,5,sensitivity_B,26.5041796379826,4.161952069427933,10
AL,6,primary,26.713404580543195,4.058710045586904,11
AL,6,sensitivity_A,26.757738276281742,3.9581073848149684,11
AL,6,sensitivity_B,26.683291367228765,4.2638312077075975,10
AL,7,primary,26.69807250952886,4.144615351814472,11
AL,7,sensitivity_A,26.65209295017443,3.915478666561766,11
AL,7,sensitivity_B,26.73200256371403,4.239593605530594,10
AL,8,primary,26.677084391253842,4.174360769864382,11
AL,8,sensitivity_A,26.65290412471788,3.959387069106584,11
AL,8,sensitivity_B,26.69807250952886,4.262858022861184,11
AL,9,primary,26.7617918601379,4.206068929670416,11
AL,9,sensitivity_A,26.853317302195304,4.06051585249698,11
AL,9,sensitivity_B,26.677084391253842,4.325697103800001,11
AL,10,primary,26.805382935655047,4.227969080110214,11
AL,10,sensitivity_A,26.844540766776234,4.030909675685612,11
AL,10,sensitivity_B,26.7617918601379,4.415445582973295,11
AL,11,primary,26.76332101483007,4.252219305434864,11
AL,11,sensitivity_A,26.655197856756132,4.0975598548401235,11
AL,11,sensitivity_B,26.805382935655047,4.412277341026331,11
AL,12,primary,26.562002896908947,4.286707053955446,11
AL,12,sensitivity_A,26.488247244076156,4.283330688156237,11
AL,12,sensitivity_B,26.76332101483007,4.394064731207928,11
AL,13,primary,26.41392873746826,4.4906124298285945,11
AL,13,sensitivity_A,26.32045235073352,4.406633725366444,11
AL,13,sensitivity_B,26.562002896908947,4.463840571262476,11
AL,14,primary,26.33527172230568,4.590653264886849,11
AL,14,sensitivity_A,26.315101094851233,4.458313027309464,11
AL,14,sensitivity_B,26.41392873746826,4.6301947995238875,11
AL,15,primary,26.291619225579307,4.618277590982565,11
AL,15,sensitivity_A,26.304782976242723,4.507987966873369,11
AL,15,sensitivity_B,26.33527172230568,4.7509919421433295,11
AL,16,primary,26.176645921134387,4.689150113687957,11
AL,16,sensitivity_A,26.082513648976583,4.421288003020011,11
AL,16,sensitivity_B,26.291619225579307,4.771530863009423,11
AL,17,primary,25.939087641385505,4.701557322721742,11
AL,17,sensitivity_A,25.78630371856053,4.39454757746089,11
AL,17,sensitivity_B,26.176645921134387,4.819754896607529,11
AL,18,primary,25.64685453845289,4.656872891283759,11
AL,18,sensitivity_A,25.510095902220474,4.374409661812268,11
AL,18,sensitivity_B,25.939087641385505,4.850738726550895,11
AL,19,primary,25.475801957764276,4.591567538707782,11
AL,19,sensitivity_A,25.387585123544742,4.422182454513666,11
AL,19,sensitivity_B,25.64685453845289,4.87720816621419,11
AL,20,primary,25.128251757321138,4.6441904869831925,11
AL,20,sensitivity_A,25.008399546862904,4.452120715206033,11
AL,20,sensitivity_B,25.475801957764276,4.810542566698053,11
AL,21,primary,24.83248465441628,4.645540840475358,11
AL,21,sensitivity_A,24.545119947198483,4.68920597482999,11
AL,21,sensitivity_B,25.128251757321138,4.8177839235543916,11
AL,22,primary,24.475495690795906,4.900397272722523,11
AL,22,sensitivity_A,24.408451023756896,4.754340056425899,11
AL,22,sensitivity_B,24.83248465441628,4.829618294228428,11
AL,23,primary,24.27397689481403,4.928494770852741,11
AL,23,sensitivity_A,24.17063790745953,4.730251514493806,11
AL,23,sensitivity_B,24.475495690795906,5.036257746561821,11
AL,24,primary,23.934671764348757,4.951681035134661,11
AL,24,sensitivity_A,23.73388405752776,4.814537540667684,11
AL,24,sensitivity_B,24.27397689481403,5.097886216735432,11
AL,25,primary,23.570545323032068,4.967449936347061,11
AL,25,sensitivity_A,23.35330366608395,4.821028046674411,11
AL,25,sensitivity_B,23.934671764348757,5.0978150336780566,11
AL,26,primary,23.277182725796504,5.104286496746445,11
AL,26,sensitivity_A,23.18440434963115,4.898305338777211,11
AL,26,sensitivity_B,23.570545323032068,5.144795795113684,11
AL,27,primary,23.177690150244384,5.093950879842797,11
AL,27,sensitivity_A,23.144601298346235,4.936565299187095,11
AL,27,sensitivity_B,23.277182725796504,5.221304344186811,11
AL,28,primary,23.09842318939805,5.103713193968884,11
AL,28,sensitivity_A,23.08516436148627,4.897487138305832,11
AL,28,sensitivity_B,23.177690150244384,5.316713917054235,11
AL,29,primary,23.031251443688344,5.095793857287013,11
AL,29,sensitivity_A,22.96474628979709,4.715167592272955,11
AL,29,sensitivity_B,23.09842318939805,5.266312519856486,11
AL,30,primary,22.94846077891814,5.039536534461586,11
AL,30,sensitivity_A,22.91965768262637,4.557168759119705,11
AL,30,sensitivity_B,23.031251443688344,5.240725703281841,11
AL,31,primary,22.954518938452306,4.8862904577762185,11
AL,31,sensitivity_A,22.970065603632214,4.546895834413277,11
AL,31,sensitivity_B,22.94846077891814,5.214001061376287,11
AL,32,primary,23.039483307325494,4.828451935424737,11
AL,32,sensitivity_A,23.101280082408117,4.474232757337949,11
AL,32,sensitivity_B,22.954518938452306,5.167058697244528,11
AL,33,primary,23.18532096449457,4.712958370201411,11
AL,33,sensitivity_A,23.265860721689762,4.403090973486205,11
AL,33,sensitivity_B,23.039483307325494,5.090224579101996,11
AL,34,primary,23.31409229279139,4.636225309552315,11
AL,34,sensitivity_A,23.381979081831062,4.329041254155768,11
AL,34,sensitivity_B,23.18532096449457,4.956620194810907,11
AL,35,primary,23.41700262091119,4.578587511464808,11
AL,35,sensitivity_A,23.448802567033052,4.136532276400558,11
AL,35,sensitivity_B,23.31409229279139,4.8443216078005085,11
AL,36,primary,23.519536741914028,4.507394304384436,11
AL,36,sensitivity_A,23.574027395373715,4.104978128430172,11
AL,36,sensitivity_B,23.41700262091119,4.776117735633146,11
AL,37,primary,23.74252731817425,4.349867409138731,11
AL,37,sensitivity_A,23.87026612772565,4.0664239992533915,11
AL,37,sensitivity_B,23.519536741914028,4.717330567870457,11
AL,38,primary,24.105394500645886,4.316340461976658,11
AL,38,sensitivity_A,24.327589205130838,4.00531598268053,11
AL,38,sensitivity_B,23.74252731817425,4.664170009556094,11
AL,39,primary,24.522245759947165,4.253727786275841,11
AL,39,sensitivity_A,24.743605058033086,3.8971259118990886,11
AL,39,sensitivity_B,24.105394500645886,4.5167884566414,11
AL,40,primary,24.8558389511985,4.147117957123507,11
AL,40,sensitivity_A,24.995932803554574,3.71505586781515,11
AL,40,sensitivity_B,24.522245759947165,4.461500883152523,11
AL,41,primary,25.09948999778057,4.037421000237044,11
AL,41,sensitivity_A,25.193455561880945,3.5989229214134717,11
AL,41,sensitivity_B,24.8558389511985,4.36522944035879,11
AL,42,primary,25.349484879333737,3.9168054819993547,11
AL,42,sensitivity_A,25.484073950235942,3.5069521722898584,11
AL,42,sensitivity_B,25.09948999778057,4.260171779554478,11
AL,43,primary,25.670252341561678,3.8057287408272122,11
AL,43,sensitivity_A,25.852076319226235,3.4454907842178093,11
AL,43,sensitivity_B,25.349484879333737,4.18100984419106,11
AL,44,primary,25.91648850231109,3.6826495519138858,11
AL,44,sensitivity_A,26.04396099634698,3.434391884374336,11
AL,44,sensitivity_B,25.670252341561678,4.072982499691226,11
AL,45,primary,26.0893050414084,3.673976394749505,11
AL,45,sensitivity_A,26.112653000006024,3.435101993076934,11
AL,45,sensitivity_B,25.91648850231109,3.9405381966709316,11
AL,46,primary,26.2590403799547,3.6717363985422016,11
AL,46,sensitivity_A,26.365904135691647,3.310942849911495,11
AL,46,sensitivity_B,26.0893050414084,3.873044543505294,11
AL,47,primary,26.43305384551185,3.608045427309054,11
AL,47,sensitivity_A,26.55958420250215,3.245295776922648,11
AL,47,sensitivity_B,26.2590403799547,3.8683340462708498,11
AL,48,primary,26.65252348404596,3.4827672738701794,11
AL,48,sensitivity_A,26.702877656142913,3.2554127110191757,11
AL,48,sensitivity_B,26.43305384551185,3.811619004699898,11
AL,49,primary,26.68669343232589,3.4944915766672473,11
AL,49,sensitivity_A,26.746363515912705,3.1839244657478423,11
AL,49,sensitivity_B,26.65252348404596,3.7376773806490537,11
AL,50,primary,26.614471315308162,3.455808400843954,11
AL,50,sensitivity_A,26.502505949395452,3.1977545371359066,11
AL,50,sensitivity_B,26.68669343232589,3.689743387040808,11
AL,51,primary,26.444029524174464,3.432367469693289,11
AL,51,sensitivity_A,26.338881793915778,3.4312975558848997,11
AL,51,sensitivity_B,26.614471315308162,3.663030620256654,11
AL,52,primary,26.49854564168386,3.578570735310373,11
AL,52,sensitivity_A,26.57247500547626,3.49632923884606,11
AL,52,sensitivity_B,26.444029524174464,3.6512414108280153,11
AL,53,primary,26.462051487505086,3.5441456044055495,2
AL,53,sensitivity_A,26.668416348181047,3.5061826662355005,2
AL,53,sensitivity_B,26.211928890910418,3.4986515382985015,2
AM,1,primary,26.032624056761435,5.805583892932822,10
AM,1,sensitivity_A,26.110058946315153,5.67270264578089,10
AM,1,sensitivity_B,25.971128969807026,5.825638399129333,10
AM,2,primary,26.058100744592316,5.847750198286522,10
AM,2,sensitivity_A,26.030399078056085,5.6066135064664255,10
AM,2,sensitivity_B,26.032624056761435,5.935707820971278,10
AM,3,primary,26.044125636260915,5.843461407699222,10
AM,3,sensitivity_A,26.01288154690861,5.582039359228938,10
AM,3,sensitivity_B,26.058100744592316,5.9703426238919395,10
AM,4,primary,26.005632822103465,5.840412730086638,10
AM,4,sensitivity_A,25.94858694049352,5.535978296277757,11
AM,4,sensitivity_B,26.044125636260915,5.99268981515192,10
AM,5,primary,26.07547567298593,5.79639615413772,10
AM,5,sensitivity_A,26.033396689690907,5.607197462551479,11
AM,5,sensitivity_B,26.005632822103465,6.032962050454711,10
AM,6,primary,25.98892847630291,5.806270931970175,11
AM,6,sensitivity_A,26.014512396498183,5.632768765606452,11
AM,6,sensitivity_B,26.07547567298593,6.0118204629856935,10
AM,7,primary,26.02241021225383,5.815120540560474,11
AM,7,sensitivity_A,25.969098946646017,5.678338039260815,11
AM,7,sensitivity_B,25.998769698109367,6.008935801551914,10
AM,8,primary,25.94422669586634,5.907536727718316,11
AM,8,sensitivity_A,25.966344019036057,5.657794916857862,11
AM,8,sensitivity_B,26.02241021225383,5.978167049972707,11
AM,9,primary,25.973597480828992,5.8834898685462385,11
AM,9,sensitivity_A,25.941293299360925,5.668199480763183,11
AM,9,sensitivity_B,25.94422669586634,6.051570410636999,11
AM,10,primary,25.998795014563576,5.901866331985827,11
AM,10,sensitivity_A,26.050951424691867,5.707764528340437,11
AM,10,sensitivity_B,25.973597480828992,6.0737406227307575,11
AM,11,primary,26.03031424809476,5.893698412094897,11
AM,11,sensitivity_A,26.05141916993471,5.675924916527279,11
AM,11,sensitivity_B,25.998795014563576,6.081193864974238,11
AM,12,primary,26.01008080826034,5.936879460978445,11
AM,12,sensitivity_A,25.958221989906075,5.732827866008235,11
AM,12,sensitivity_B,26.03031424809476,6.0835697293644895,11
AM,13,primary,25.957751547764758,5.932206039755458,11
AM,13,sensitivity_A,25.942107374196862,5.77237129327663,11
AM,13,sensitivity_B,26.01008080826034,6.086420542939211,11
AM,14,primary,25.933727906574664,5.986889124704932,11
AM,14,sensitivity_A,25.936889817406197,5.804178360396661,11
AM,14,sensitivity_B,25.957751547764758,6.1416748643346,11
AM,15,primary,25.90852422732982,6.004292862663628,11
AM,15,sensitivity_A,25.88438100925367,5.850746407802563,11
AM,15,sensitivity_B,25.933727906574664,6.1435263140658645,11
AM,16,primary,25.867551539239617,6.051347073256523,11
AM,16,sensitivity_A,25.842842823194296,5.834092445390054,11
AM,16,sensitivity_B,25.90852422732982,6.177736448136857,11
AM,17,primary,25.796960098064933,6.060251308390075,11
AM,17,sensitivity_A,25.769543623508863,5.782056005402755,11
AM,17,sensitivity_B,25.867551539239617,6.212542386461389,11
AM,18,primary,25.841666147796918,6.027834135597117,11
AM,18,sensitivity_A,25.845552922089617,5.783083352216848,11
AM,18,sensitivity_B,25.796960098064933,6.225425986566819,11
AM,19,primary,25.85105429363947,6.001431086550903,11
AM,19,sensitivity_A,25.923984116556102,5.6775396791004615,11
AM,19,sensitivity_B,25.841666147796918,6.217704636398739,11
AM,20,primary,25.972919329109235,5.958474110049343,11
AM,20,sensitivity_A,25.96642339547734,5.629432934937191,11
AM,20,sensitivity_B,25.85105429363947,6.20357451896115,11
AM,21,primary,25.924709775723684,5.879310532501345,11
AM,21,sensitivity_A,25.956036145215936,5.556908356923389,11
AM,21,sensitivity_B,25.972919329109235,6.145120326300054,11
AM,22,primary,25.904851792185042,5.807293115344186,11
AM,22,sensitivity_A,25.821882811169818,5.482098669709753,11
AM,22,sensitivity_B,25.924709775723684,6.112521665322797,11
AM,23,primary,25.756868455935862,5.766614032996717,11
AM,23,sensitivity_A,25.714661415795607,5.399469257580474,11
AM,23,sensitivity_B,25.904851792185042,6.021650932395036,11
AM,24,primary,25.75951461129809,5.6509731011250715,11
AM,24,sensitivity_A,25.738030373885508,5.311733537614404,11
AM,24,sensitivity_B,25.756868455935862,5.973323925433369,11
AM,25,primary,25.860439762432662,5.584697282551317,11
AM,25,sensitivity_A,25.977239770915016,5.197721587195872,11
AM,25,sensitivity_B,25.75951461129809,5.895391694025413,11
AM,26,primary,25.98937764177474,5.462517156708084,11
AM,26,sensitivity_A,26.059455961510583,4.958598575630044,11
AM,26,sensitivity_B,25.860439762432662,5.797142892325548,11
AM,27,primary,26.059323316757805,5.317768139990839,11
AM,27,sensitivity_A,26.036355705373218,4.825108919283756,11
AM,27,sensitivity_B,25.98937764177474,5.70193174922189,11
AM,28,primary,26.165283124971342,5.137102424066455,11
AM,28,sensitivity_A,26.24109799570992,4.683744521052323,11
AM,28,sensitivity_B,26.059323316757805,5.556751617356502,11
AM,29,primary,26.452615198743054,5.016109252227902,11
AM,29,sensitivity_A,26.649393784488453,4.515109222384903,11
AM,29,sensitivity_B,26.165283124971342,5.448285669851054,11
AM,30,primary,26.756146649679728,4.818108101673621,11
AM,30,sensitivity_A,26.92265099243579,4.385661536399284,11
AM,30,sensitivity_B,26.452615198743054,5.278536110971607,11
AM,31,primary,27.04865229662473,4.629295202836932,11
AM,31,sensitivity_A,27.13515364253244,4.224782804732821,11
AM,31,sensitivity_B,26.756146649679728,5.114940641453478,11
AM,32,primary,27.2257357600527,4.5789839905729774,11
AM,32,sensitivity_A,27.35377745004791,4.019211961746745,11
AM,32,sensitivity_B,27.04865229662473,4.902357778551143,11
AM,33,primary,27.511944714928752,4.406442917706798,11
AM,33,sensitivity_A,27.617589619891824,4.022329460185815,11
AM,33,sensitivity_B,27.2257357600527,4.787335729378582,11
AM,34,primary,27.604886750767687,4.273152364984997,11
AM,34,sensitivity_A,27.703880128604922,4.03807765060483,11
AM,34,sensitivity_B,27.511944714928752,4.7078852011485495,11
AM,35,primary,27.759508603062244,4.244844225243414,11
AM,35,sensitivity_A,27.725123282248152,4.115334887844452,11
AM,35,sensitivity_B,27.604886750767687,4.578225342324086,11
AM,36,primary,27.86753557507098,4.356939024803634,11
AM,36,sensitivity_A,28.011562856346764,4.18311177773959,11
AM,36,sensitivity_B,27.759508603062244,4.446656373358618,11
AM,37,primary,28.107979964871742,4.355713603369675,11
AM,37,sensitivity_A,28.22658717131917,4.2111878174731245,11
AM,37,sensitivity_B,27.86753557507098,4.504851698820498,11
AM,38,primary,28.291588578519864,4.462941215850723,11
AM,38,sensitivity_A,28.361202787421476,4.28568374195011,11
AM,38,sensitivity_B,28.107979964871742,4.554529558854933,11
AM,39,primary,28.37073803059206,4.430693694125024,11
AM,39,sensitivity_A,28.405699954927243,4.335933388186844,11
AM,39,sensitivity_B,28.291588578519864,4.593966302160964,11
AM,40,primary,28.37494130275196,4.563367019813009,11
AM,40,sensitivity_A,28.351616257667317,4.376009331947246,11
AM,40,sensitivity_B,28.37073803059206,4.642133436769106,11
AM,41,primary,28.15236515947848,4.5887114080502585,11
AM,41,sensitivity_A,28.033643480751106,4.415461817536989,11
AM,41,sensitivity_B,28.37494130275196,4.677753088367329,11
AM,42,primary,27.935710414338487,4.653032229939523,11
AM,42,sensitivity_A,27.746853622307032,4.6263462642916755,11
AM,42,sensitivity_B,28.15236515947848,4.769615238210997,11
AM,43,primary,27.752110588827815,4.784039956493089,11
AM,43,sensitivity_A,27.751234401691317,4.732452631104216,11
AM,43,sensitivity_B,27.935710414338487,4.814271220142933,11
AM,44,primary,27.593446864061665,4.91591016263261,11
AM,44,sensitivity_A,27.52024815533587,4.81702580589629,11
AM,44,sensitivity_B,27.752110588827815,4.953800241343136,11
AM,45,primary,27.483543885022115,4.970876790573028,11
AM,45,sensitivity_A,27.344003566598484,4.991239676409633,11
AM,45,sensitivity_B,27.593446864061665,5.034751753101791,11
AM,46,primary,27.294781856992,5.157095913319586,11
AM,46,sensitivity_A,27.30323689108682,5.068895377242982,11
AM,46,sensitivity_B,27.483543885022115,5.115366314569875,11
AM,47,primary,27.173608727871823,5.2662165009080955,11
AM,47,sensitivity_A,27.055345419610433,5.141132779590956,11
AM,47,sensitivity_B,27.294781856992,5.276669693617953,11
AM,48,primary,26.960249503960796,5.326766227201601,11
AM,48,sensitivity_A,26.84220503705168,5.239349347560634,11
AM,48,sensitivity_B,27.173608727871823,5.394490841519212,11
AM,49,primary,26.694393935285877,5.393677148908765,11
AM,49,sensitivity_A,26.584414702207898,5.256996980539534,11
AM,49,sensitivity_B,26.960249503960796,5.483242151102051,11
AM,50,primary,26.41505170482952,5.489425646209047,11
AM,50,sensitivity_A,26.237548720913512,5.365366742315356,11
AM,50,sensitivity_B,26.694393935285877,5.542508158905121,11
AM,51,primary,26.107753862381006,5.55550290902415,11
AM,51,sensitivity_A,25.962244927694375,5.493475736081693,11
AM,51,sensitivity_B,26.41505170482952,5.612703399645847,11
