state,week_start,week_of_year,lag_spec,lagged_temp,lagged_precip,log_precip,T_clim,logP_clim,n_years,T_anom,P_anom,T_anom_mean,T_anom_sd,P_anom_mean,P_anom_sd,z_T_anom,z_P_anom
MG,2025-11-02,44,primary,21.954346055561427,53.230350697854476,3.9932407276927355,22.680403434636005,4.414556917023422,11,-0.7260573790745788,-0.42131618933068626,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.9474892671687635,-0.839907304199198
MG,2025-11-09,45,primary,22.979651966384033,68.91202932452528,4.247237727774253,22.803858199484036,4.703467648235963,11,0.17579376689999648,-0.45622992046171085,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.2294070856840712,-0.9095089443364541
MG,2025-11-16,46,primary,22.82626275973288,103.69252887522805,4.651027757882749,22.80830818925279,4.864802282145286,11,0.017954570480089416,-0.2137745242625373,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.02343032839662442,-0.42616635421737
MG,2025-11-23,47,primary,22.40554460047029,108.27491957426852,4.693866904755225,22.847315783138193,5.025450861921185,11,-0.44177118266790316,-0.33158395716596,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.5765018939078845,-0.6610232282348223
MG,2025-11-30,48,primary,22.928555246956826,113.44531825435205,4.7400971390905164,22.75320741468397,5.251032804807379,11,0.17534783227285544,-0.5109356657168629,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.22882515058465305,-1.0185665979112113
MG,2025-12-07,49,primary,22.982296548665946,138.35891496407126,4.937052727224796,22.83278207019391,5.300213649030565,11,0.14951447847203525,-0.3631609218057683,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.19511317937316522,-0.7239729176059995
MG,2025-12-14,50,primary,22.974257329931003,161.8601138796914,5.092891635287736,23.080619973980884,5.355788580117883,11,-0.10636264404988083,-0.26289694483014703,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.13880096335279038,-0.5240934713790064
MG,2025-12-21,51,primary,23.16585859022771,177.23367577665732,5.183095474605045,23.234730948061003,5.413639465856534,11,-0.0688723578332926,-0.23054399125148883,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.08987694599953698,-0.45959682322907164
MG,2025-12-28,52,primary,24.250260618417773,242.36509050530805,5.494562745884702,23.404602203019635,5.429619648312908,11,0.8456584153981375,0.06494309757179373,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,1.103566047771517,0.12946614298046374
MS,2014-12-28,52,primary,NA,NA,NA,26.764855012963814,5.180973853383599,11,NA,NA,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,NA,NA
MS,2015-01-04,1,primary,NA,NA,NA,26.544173989930968,5.222792730692935,10,NA,NA,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,NA,NA
MS,2015-01-11,2,primary,27.653092101094558,NA,NA,26.605474242417028,5.245188697360292,10,1.0476178586775298,NA,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,1.3671187784861336,NA
MS,2015-01-18,3,primary,27.797661796960423,NA,NA,26.66297891011487,5.271156392842566,10,1.1346828868455532,NA,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,1.4807367680727044,NA
MS,2015-01-25,4,primary,27.28192351992894,NA,NA,26.558822004029295,5.2333961736116965,10,0.7231015158996463,NA,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.9436319292858574,NA
MS,2015-02-01,5,primary,26.64165438485246,NA,NA,26.34897551833461,5.257417199890759,10,0.2926788665178499,NA,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.3819396272870843,NA
MS,2015-02-08,6,primary,25.971581452548616,122.30776767576137,4.814683406367354,26.208183387171257,5.21634601818389,11,-0.2366019346226409,-0.40166261181653606,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.3087604369947334,-0.8007272685732146
MS,2015-02-15,7,primary,25.51479481411525,137.08385223919652,4.927861125549642,26.190983611596533,5.192439307851964,11,-0.6761887974812844,-0.2645781823023219,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.882411840521299,-0.5274450720740007
MS,2015-02-22,8,primary,25.494079452503545,153.20719164790322,5.038297098484643,26.10438332891975,5.190978648902528,11,-0.61030387641620365,-0.1526815504178849,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.7964334352649659,-0.3043755560785888
MS,2015-03-01,9,primary,25.319899803087914,246.64233986210735,5.511985527250019,26.155556895904414,5.246193334210964,11,-0.8356570928165006,0.2657921930390552,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-1.0905145368624596,0.5298652413221334
