week,week_start,calendar_year,entrants_total,entrants_susceptible,doses,effective,birth_cohort
601,2026-07-05,2026,2254.6971063570063,1464.3215361685957,2029.2273957213058,1054.311506041389,2014
602,2026-07-12,2026,2254.488303053263,1465.1734639643041,2029.0394727479365,1054.924894054299,2014
603,2026-07-19,2026,2254.278992482934,1466.0389947606425,2028.8510932346405,1055.5480762276627,2014
604,2026-07-26,2026,2254.069151118861,1466.9163816471864,2028.662236006975,1056.1797947859743,2014
605,2026-08-02,2026,2253.8587554007013,1467.8057484752042,2028.472879860631,1056.8201389021472,2014
606,2026-08-09,2026,2253.647781737636,1468.7060627453234,2028.2830035638722,1057.468365176633,2014
607,2026-08-16,2026,2253.4362065110777,1469.6179850024657,2028.0925858599699,1058.1249492017755,2014
608,2026-08-23,2026,2253.2240060773747,1470.5380211203196,2027.9016054696374,1058.7873752066303,2014
609,2026-08-30,2026,2253.01115677053,1471.4667901525038,2027.710041093477,1059.456088909803,2014
610,2026-09-06,2026,2252.7976349048954,1472.4034854508523,2027.5178714144058,1060.1305095246137,2014
611,2026-09-13,2026,2252.5834167778926,1473.3474345526977,2027.3250751001033,1060.8101528779425,2014
612,2026-09-20,2026,2252.368478672708,1474.2983974656336,2027.1316308054372,1061.4948461752563,2014
613,2026-09-27,2026,2252.15279686101,1475.2563403127947,2026.9375171749089,1062.1845650252124,2014
614,2026-10-04,2026,2251.9363476056415,1476.220200752713,2026.7427128450774,1062.8785445419535,2014
615,2026-10-11,2026,2251.71910716333,1477.189700581806,2026.547196446997,1063.5765844189004,2014
616,2026-10-18,2026,2251.5010517873848,1478.1647544131524,2026.3509466086464,1064.2786231774699,2014
617,2026-10-25,2026,2251.2821577303935,1479.1445764627483,2026.1539419573542,1064.9840950531789,2014
618,2026-11-01,2026,2251.0624012469193,1480.1283416091346,2025.9561611222275,1065.692405958577,2014
619,2026-11-08,2026,2250.8417585961934,1481.115952918414,2025.757582736574,1066.4034861012583,2014
620,2026-11-15,2026,2250.620206044801,1482.1068322511635,2025.5581854403208,1067.1169192208379,2014
621,2026-11-22,2026,2250.397719869371,1483.1004783734206,2025.357947882434,1067.832344428863,2014
622,2026-11-29,2026,2250.1742763592583,1484.0963766144182,2025.1568487233326,1068.5493911623812,2014
623,2026-12-06,2026,2249.949851819221,1485.094443018355,2024.954866637299,1069.2679989732158,2014
624,2026-12-13,2026,2249.724422572095,1486.0937765936385,2024.7519803148857,1069.9875191474198,2014
625,2026-12-20,2026,2249.4979649614693,1487.0935899482472,2024.5481684653223,1070.707384762738,2014
626,2026-12-27,2026,2249.2704553543476,1488.0915032570151,2024.343409818913,1071.425882345051,2014
627,2027-01-03,2027,2249.0442977243583,1489.0893613129895,2024.1398679519225,1072.1443401453525,2015
628,2027-01-10,2027,2248.8146134318554,1490.082541136488,2023.9331520886699,1072.8594296182716,2015
629,2027-01-17,2027,2248.583806438891,1491.0691158665143,2023.725425795002,1073.5697634238904,2015
630,2027-01-24,2027,2248.351853231583,1492.0489038450116,2023.5166679084248,1074.2752107684084,2015
631,2027-01-31,2027,2248.118730332763,1493.0192568488233,2023.3068572994866,1074.9738649311528,2015
632,2027-02-07,2027,2247.8844143046176,1493.9783339875914,2023.095972874156,1075.664400471066,2015
633,2027-02-14,2027,2247.648881751319,1494.924495261097,2022.8839935761873,1076.34563658799,2015
634,2027-02-21,2027,2247.4121093216536,1495.8577539355322,2022.6708983894882,1077.0175828335832,2015
635,2027-02-28,2027,2247.174073711645,1496.7737797964571,2022.4566663404808,1077.6771214534492,2015
636,2027-03-07,2027,2246.9347516671705,1497.673241945578,2022.2412765004535,1078.3247342008162,2015
637,2027-03-14,2027,2246.694119986573,1498.55512077456,2022.0247079879155,1078.9596869576833,2015
638,2027-03-21,2027,2246.4521555232654,1499.4189419010372,2021.8069399709389,1079.5816381687468,2015
639,2027-03-28,2027,2246.2088351883353,1500.2677579214724,2021.5879516695018,1080.1927857034602,2015
640,2027-04-04,2027,2245.964135953133,1501.1050468197393,2021.3677223578197,1080.7956337102123,2015
641,2027-04-11,2027,2245.718034851864,1501.9327309128985,2021.1462313666777,1081.391566257287,2015
642,2027-04-18,2027,2245.470508984172,1502.757577286495,2020.9234580857546,1081.9854556462765,2015
643,2027-04-25,2027,2245.221535517711,1503.5823528351348,2020.69938196594,1082.579294041297,2015
644,2027-05-02,2027,2244.971091690721,1504.4103755769522,2020.473982521649,1083.1754704154057,2015
645,2027-05-09,2027,2244.7191548145884,1505.2451868664625,2020.2472393331295,1083.7765345438531,2015
646,2027-05-16,2027,2244.4657022764054,1506.0904851546586,2020.019132048765,1084.3851493113543,2015
647,2027-05-23,2027,2244.2107115415197,1506.9466024890658,2019.7896403873679,1085.0015537921274,2015
648,2027-05-30,2027,2243.954160156085,1507.8193597785296,2019.5587441404766,1085.6299390405413,2015
649,2027-06-06,2027,2243.696025749589,1508.707259617476,2019.32642317463,1086.2692269245829,2015
650,2027-06-13,2027,2243.4362860373994,1509.6124225576614,2019.0926574336595,1086.9209442415163,2015
651,2027-06-20,2027,2243.1749188232775,1510.5327703629005,2018.8574269409498,1087.5835946612885,2015
652,2027-06-27,2027,2242.911902001903,1511.4692451099136,2018.6207118017128,1088.257856479138,2015
653,2027-07-04,2027,2242.6472135613853,1512.4191041408615,2018.3824922052468,1088.9417549814204,2015
654,2027-07-11,2027,2242.380831585767,1513.383694771151,2018.14274842719,1089.636260235229,2015
655,2027-07-18,2027,2242.1127342575237,1514.3607031488227,2017.9014608317714,1090.3397062671525,2015
656,2027-07-25,2027,2241.8428998600543,1515.3502528094173,2017.658609874049,1091.0521820227805,2015
657,2027-08-01,2027,2241.5713067801667,1516.3509733657268,2017.4141761021501,1091.7727008233235,2015
658,2027-08-08,2027,2241.297933510553,1517.3636838413959,2017.1681401594976,1092.5018523658052,2015
659,2027-08-15,2027,2241.022758652259,1518.3838606844856,2016.9204827870333,1093.2363796928298,2015
660,2027-08-22,2027,2240.74576091715,1519.412284119795,2016.6711848254351,1093.9768445662526,2015
661,2027-08-29,2027,2240.46691913036,1520.4479078250447,2016.420227217324,1094.7224936340324,2015
662,2027-09-05,2027,2240.1862122327434,1521.4898621252376,2016.167591009469,1095.4727007301713,2015
663,2027-09-12,2027,2239.903619283312,1522.5378338277867,2015.9132573549807,1096.2272403560066,2015
664,2027-09-19,2027,2239.619119461667,1523.5917728378022,2015.6572075155004,1096.9860764432176,2015
665,2027-09-26,2027,2239.3326920704253,1524.6503267422825,2015.3994228633828,1097.7482352544434,2015
666,2027-10-03,2027,2239.0443165376296,1525.713145368128,2015.1398848838667,1098.5134646650522,2015
667,2027-10-10,2027,2238.7539724191606,1526.7801221175598,2014.8785751772446,1099.2816879246432,2015
668,2027-10-17,2027,2238.4616394011323,1527.8502731464434,2014.615475461019,1100.0521966654394,2015
669,2027-10-24,2027,2238.167297302284,1528.9225743617044,2014.3505675720558,1100.8242535404272,2015
670,2027-10-31,2027,2237.870926076362,1529.9969163749497,2014.083833468726,1101.5977797899639,2015
671,2027-11-07,2027,2237.5725058144913,1531.0725942795314,2013.815255233042,1102.3722678812628,2015
672,2027-11-14,2027,2237.2720167475372,1532.1490023225094,2013.5448150727836,1103.1472816722069,2015
673,2027-11-21,2027,2236.9694392484625,1533.2255230131948,2013.2724953236163,1103.9223765695003,2015
674,2027-11-28,2027,2236.6647538346715,1534.302077132074,2012.9982784512044,1104.6974955350934,2015
675,2027-12-05,2027,2236.357941170342,1535.3775786419474,2012.722147053308,1105.4718566222023,2015
676,2027-12-12,2027,2236.048982068755,1536.4510941457243,2012.4440838618793,1106.2447877849215,2015
677,2027-12-19,2027,2235.7378574946047,1537.519752119607,2012.1640717451442,1107.0142215261171,2015
678,2027-12-26,2027,2235.4245485663064,1538.5840057372661,2011.8820937096757,1107.7804841308318,2015
679,2028-01-02,2028,2235.111464138834,1539.6434752163077,2011.6003177249506,1108.5433021557417,2016
680,2028-01-09,2028,2234.793730583446,1540.6910474521742,2011.3143575251015,1109.2975541655655,2016
681,2028-01-16,2028,2234.473757002276,1541.7280920356916,2011.0263813020485,1110.0442262656982,2016
682,2028-01-23,2028,2234.1515251503156,1542.751508226034,2010.7363726352842,1110.7810859227448,2016
683,2028-01-30,2028,2233.827016947665,1543.7591899885488,2010.4443152528986,1111.5066167917553,2016
684,2028-02-06,2028,2233.500214481773,1544.7492903337143,2010.1501930335958,1112.2194890402743,2016
685,2028-02-13,2028,2233.171100009664,1545.7219476172468,2009.8539900086976,1112.9198022844178,2016
686,2028-02-20,2028,2232.8396559601442,1546.6721368498766,2009.5556903641298,1113.6039385319114,2016
687,2028-02-27,2028,2232.50586493601,1547.6008019761266,2009.255278442409,1114.2725774228113,2016
688,2028-03-05,2028,2232.1697097162273,1548.5068854826948,2008.9527387446046,1114.9249575475403,2016
689,2028-03-12,2028,2231.831173258112,1549.389974922202,2008.6480559323008,1115.5607819439856,2016
690,2028-03-19,2028,2231.4902386994872,1550.2538100179258,2008.3412148295386,1116.1827432129066,2016
691,2028-03-26,2028,2231.1468893608326,1551.1025906067887,2008.0322004247494,1116.793865236888,2016
692,2028-04-02,2028,2230.8011087474156,1551.938662169307,2007.7209978726742,1117.3958367619011,2016
693,2028-04-09,2028,2230.452880551411,1552.7699954456293,2007.40759249627,1117.9943967208533,2016
694,2028-04-16,2028,2230.1021886540043,1553.5998473748803,2007.0919697886038,1118.591890109914,2016
695,2028-04-23,2028,2229.749017127483,1554.432078115786,2006.7741154147348,1119.191096243366,2016
696,2028-04-30,2028,2229.3933502373084,1555.270784638598,2006.4540152135776,1119.7949649397906,2016
697,2028-05-07,2028,2229.035172444174,1556.120204038645,2006.1316551997566,1120.4065469078246,2016
698,2028-05-14,2028,2228.6744684060504,1556.9806773301493,2005.8070215654454,1121.0260876777077,2016
699,2028-05-21,2028,2228.3112229802073,1557.8588220745485,2005.4801006821865,1121.658351893675,2016
700,2028-05-28,2028,2227.9454212252303,1558.7528483173433,2005.1508791027074,1122.3020507884873,2016
701,2028-06-04,2028,2227.5770484030045,1559.6650939454296,2004.819343562704,1122.9588676407095,2016
702,2028-06-11,2028,2227.2060899806993,1560.5931199190702,2004.4854809826295,1123.6270463417306,2016
703,2028-06-18,2028,2226.83253163272,1561.5379211709355,2004.149278469448,1124.3073032430736,2016
704,2028-06-25,2028,2226.456359242652,1562.4963259300857,2003.8107233183869,1124.997354669662,2016
705,2028-07-02,2028,2226.0775589051814,1563.4697922807939,2003.4698030146633,1125.6982504421717,2016
706,2028-07-09,2028,2225.696116927997,1564.4556561389074,2003.1265052351973,1126.4080724200135,2016
707,2028-07-16,2028,2225.312019833678,1565.4540026898817,2002.78081785031,1127.1268819367149,2016
708,2028-07-23,2028,2224.9252543615567,1566.4632489068943,2002.432728925401,1127.853539212964,2016
709,2028-07-30,2028,2224.5358074695646,1567.4842607567932,2002.082226722608,1128.5886677448912,2016
710,2028-08-06,2028,2224.1436663360582,1568.5119656243046,2001.7292997024524,1129.3286152494995,2016
711,2028-08-13,2028,2223.7488183616238,1569.547206249823,2001.3739365254614,1130.0739884998727,2016
712,2028-08-20,2028,2223.3512511708614,1570.588801185065,2001.0161260537752,1130.823936853247,2016
713,2028-08-27,2028,2222.95095261415,1571.635771677497,2000.6558573527352,1131.5777556077978,2016
714,2028-09-03,2028,2222.547910769386,1572.687758518704,2000.2931196924474,1132.335186133467,2016
715,2028-09-10,2028,2222.1421139437048,1573.7446923258665,1999.9279025493342,1133.096178474624,2016
716,2028-09-17,2028,2221.733550675177,1574.805082288472,1999.5601956076594,1133.8596592477,2016
717,2028-09-24,2028,2221.322209734485,1575.868539718576,1999.1899887610366,1134.6253485973748,2016
718,2028-10-01,2028,2220.9080801265723,1576.934945812218,1998.8172721139151,1135.393160984797,2016
719,2028-10-08,2028,2220.4911510922752,1578.0032312193405,1998.4420359830478,1136.1623264779253,2016
720,2028-10-15,2028,2220.071412109921,1579.0722932930782,1998.0642708989287,1136.9320511710164,2016
721,2028-10-22,2028,2219.648852896914,1580.142023586507,1997.6839676072225,1137.7022569822852,2016
722,2028-10-29,2028,2219.2234634112883,1581.2116737098925,1997.3011170701595,1138.4724050711227,2016
723,2028-11-05,2028,2218.7952338532377,1582.2806094103678,1996.915710467914,1139.2420387754648,2016
724,2028-11-12,2028,2218.364154666622,1583.348188126932,1996.52773919996,1140.0106954513913,2016
725,2028-11-19,2028,2217.9302165404465,1584.4143444636888,1996.1371948864019,1140.778328013856,2016
726,2028-11-26,2028,2217.493410410311,1585.4779486687432,1995.7440693692797,1141.5441230414954,2016
727,2028-12-03,2028,2217.0537274598405,1586.5380393909932,1995.3483547138565,1142.3073883615152,2016
728,2028-12-10,2028,2216.6111591220833,1587.5916271978292,1994.950043209875,1143.0659715824372,2016
729,2028-12-17,2028,2216.1656970808826,1588.6392387671308,1994.5491273727944,1143.8202519123342,2016
730,2028-12-24,2028,2215.717333272218,1589.6789494489942,1994.1455999449963,1144.568843603276,2016
731,2028-12-31,2028,2215.268487466071,1590.708031576906,1993.7416387194637,1145.3097827353724,2016
732,2029-01-07,2029,2214.8142970451504,1591.7234464329258,1993.3328673406354,1146.0408814317068,2017
733,2029-01-14,2029,2214.357182218471,1592.7235596453306,1992.9214639966237,1146.760962944638,2017
734,2029-01-21,2029,2213.897135942307,1593.7063006747198,1992.5074223480765,1147.4685364857985,2017
735,2029-01-28,2029,2213.4341514313887,1594.669887044384,1992.09073628825,1148.1623186719567,2017
736,2029-02-04,2029,2212.9682221600774,1595.6145899658914,1991.6713999440697,1148.842504775442,2017
737,2029-02-11,2029,2212.4993418635017,1596.535391189942,1991.2494076771516,1149.5054816567583,2017
738,2029-02-18,2029,2212.0275045386647,1597.4334131519984,1990.8247540847983,1150.152057469439,2017
739,2029-02-25,2029,2211.5527044455225,1598.3077307851424,1990.3974340009704,1150.7815661653026,2017
740,2029-03-04,2029,2211.0749361080284,1599.158080883903,1989.9674424972256,1151.3938182364104,2017
741,2029-03-11,2029,2210.594194315146,1599.9883962128938,1989.5347748836316,1151.9916452732837,2017
742,2029-03-18,2029,2210.1104741218296,1600.8030385345073,1989.0994267096467,1152.5781877448453,2017
743,2029-03-25,2029,2209.6237708499775,1601.6044596690529,1988.6613937649797,1153.1552109617182,2017
744,2029-04-01,2029,2209.134080089342,1602.4007245228433,1988.2206720804081,1153.7285216564474,2017
745,2029-04-08,2029,2208.6413976984177,1603.1951184904522,1987.7772579285759,1154.3004853131256,2017
746,2029-04-15,2029,2208.145719805287,1603.9914968855246,1987.3311478247585,1154.873877757578,2017
747,2029-04-22,2029,2207.64704280844,1604.7939116601358,1986.882338527596,1155.4516163952978,2017
748,2029-04-29,2029,2207.1453633775527,1605.606525021397,1986.4308270397976,1156.0366980154058,2017
749,2029-05-06,2029,2206.640678454238,1606.4296125132253,1985.976610608814,1156.6293210095223,2017
750,2029-05-13,2029,2206.132985252757,1607.2696286723274,1985.5196867274813,1157.2341326440758,2017
751,2029-05-20,2029,2205.6222812606998,1608.1247178810893,1985.06005313463,1157.8497968743843,2017
752,2029-05-27,2029,2205.108564239625,1608.9970817210237,1984.5977078156627,1158.4778988391372,2017
753,2029-06-03,2029,2204.5918322256725,1609.8842417387316,1984.1326490031054,1159.1166540518868,2017
754,2029-06-10,2029,2204.0720835301317,1610.7870857411995,1983.6648751771186,1159.7667017336637,2017
755,2029-06-17,2029,2203.549316739983,1611.7024503999123,1983.194385065985,1160.425764287937,2017
756,2029-06-24,2029,2203.0235307183943,1612.6316769703053,1982.721177646555,1161.09480741862,2017
757,2029-07-01,2029,2202.494724605189,1613.5721202357229,1982.24525214467,1161.7719265697206,2017
758,2029-07-08,2029,2201.9628978172714,1614.5238004257185,1981.7666080355443,1162.4571363065174,2017
759,2029-07-15,2029,2201.4280500490213,1615.4851388352429,1981.2852450441192,1163.149299961375,2017
760,2029-07-22,2029,2200.890181272646,1616.4569105673063,1980.8011631453812,1163.8489756084607,2017
761,2029-07-29,2029,2200.3492917385,1617.4342213223758,1980.31436256465,1164.5526393521106,2017
762,2029-08-05,2029,2199.8053819753654,1618.4178437278692,1979.8248437778288,1165.260847484066,2017
763,2029-08-12,2029,2199.258452790694,1619.4066260219565,1979.3326075116245,1165.9727707358088,2017
764,2029-08-19,2029,2198.7085052708135,1620.3996138412754,1978.8376547437322,1166.6877219657183,2017
765,2029-08-26,2029,2198.1555407810965,1621.3964471773154,1978.3399867029868,1167.4054419676672,2017
766,2029-09-02,2029,2197.5995609660913,1622.3970408123841,1977.8396048694822,1168.1258693849168,2017
767,2029-09-09,2029,2197.0405677496105,1623.3999762072476,1977.3365109746496,1168.8479828692184,2017
768,2029-09-16,2029,2196.47856333479,1624.4048777192513,1976.830707001311,1169.571511957861,2017
769,2029-09-23,2029,2195.9135502041017,1625.4116235321271,1976.3221951836915,1170.2963689431317,2017
770,2029-09-30,2029,2195.345531119334,1626.4192102913082,1975.8109780074005,1171.0218314097422,2017
771,2029-10-07,2029,2194.774509121527,1627.4266107520623,1975.2970582093744,1171.747159741485,2017
772,2029-10-14,2029,2194.2004875308794,1628.433726973567,1974.7804387777915,1172.4722834209683,2017
773,2029-10-21,2029,2193.623469946604,1629.43987142636,1974.2611229519437,1173.1967074269794,2017
774,2029-10-28,2029,2193.0434602467576,1630.4444654184435,1973.739114222082,1173.9200151012794,2017
775,2029-11-04,2029,2192.46046258802,1631.4469297291748,1973.2144163292182,1174.641789405006,2017
776,2029-11-11,2029,2191.8744814054457,1632.447216176769,1972.6870332649012,1175.3619956472737,2017
777,2029-11-18,2029,2191.285521412167,1633.4443057459446,1972.1569692709502,1176.0799001370801,2017
778,2029-11-25,2029,2190.693587599064,1634.4373434752395,1971.6242288391575,1176.7948873021726,2017
779,2029-12-02,2029,2190.098685234393,1635.4236404887984,1971.0888167109538,1177.505021151935,2017
780,2029-12-09,2029,2189.500819863378,1636.4037151893572,1970.5507378770403,1178.2106749363372,2017
781,2029-12-16,2029,2188.899997307764,1637.3758685673697,1970.0099975769876,1178.9106253685063,2017
782,2029-12-23,2029,2188.2962236653248,1638.3363524528927,1969.4666012987923,1179.6021737660828,2017
783,2029-12-30,2029,2187.691932889885,1639.286677502899,1968.9227396008964,1180.2864078020875,2017
784,2030-01-06,2030,2187.082276568197,1640.221155620277,1968.3740489113773,1180.9592320465995,2018
785,2030-01-13,2030,2186.4696891316544,1641.1395114034126,1967.822720218489,1181.6204482104572,2018
786,2030-01-20,2030,2185.8541777753703,1642.0402627964488,1967.2687599978333,1182.2689892134433,2018
787,2030-01-27,2030,2185.2357499675004,1642.9237567142295,1966.7121749707503,1182.9051048342453,2018
788,2030-02-03,2030,2184.6144134485216,1643.7856683927841,1966.1529721036695,1183.5256812428047,2018
789,2030-02-10,2030,2183.990176230471,1644.6271163236318,1965.5911586074242,1184.131523753015,2018
790,2030-02-17,2030,2183.363046596152,1645.4474131443212,1965.0267419365368,1184.7221374639114,2018
791,2030-02-24,2030,2182.7330330982913,1646.246451844473,1964.4597297884623,1185.2974453280208,2018
792,2030-03-03,2030,2182.1001445586703,1647.0277879280795,1963.8901301028034,1185.8600073082173,2018
793,2030-03-10,2030,2181.4643900672095,1647.7953084572002,1963.3179510604887,1186.4126220891842,2018
794,2030-03-17,2030,2180.8257789810145,1648.5512126289848,1962.7432010829132,1186.9568730928693,2018
795,2030-03-24,2030,2180.184320923391,1649.3025267595299,1962.1658888310521,1187.4978192668616,2018
796,2030-03-31,2030,2179.540025782816,1650.0520961507805,1961.5860232045345,1188.0375092285622,2018
797,2030-04-07,2030,2178.892903711871,1650.8032321938335,1961.0036133406838,1188.5783271795603,2018
798,2030-04-14,2030,2178.2429651261446,1651.5593887349346,1960.4186686135301,1189.122759889153,2018
799,2030-04-21,2030,2177.590220703089,1652.3240781125673,1959.8311986327801,1189.6733362410487,2018
800,2030-04-28,2030,2176.9346813808456,1653.0974791925473,1959.2412132427612,1190.2301850186343,2018
801,2030-05-05,2030,2176.2763583570318,1653.8850153701114,1958.6487225213286,1190.7972110664803,2018
802,2030-05-12,2030,2175.6152630874885,1654.6850291035194,1958.0537367787397,1191.373220954534,2018
803,2030-05-19,2030,2174.9514072849984,1655.4993008748813,1957.4562665564986,1191.9594966299146,2018
804,2030-05-26,2030,2174.284802917959,1656.3256590623837,1956.856322626163,1192.5544745249165,2018
805,2030-06-02,2030,2173.615462209028,1657.1647751708786,1956.2539159881253,1193.1586381230327,2018
806,2030-06-09,2030,2172.9433976337255,1658.0139248574612,1955.6490578703529,1193.7700258973723,2018
807,2030-06-16,2030,2172.2686219190086,1658.874168884998,1955.0417597271078,1194.3894015971987,2018
808,2030-06-23,2030,2171.5911480418035,1659.7432371173281,1954.4320332376233,1195.0151307244764,2018
809,2030-06-30,2030,2170.9109892275083,1660.621093098653,1953.8198903047576,1195.6471870310304,2018
810,2030-07-07,2030,2170.228158948458,1661.5063757773496,1953.205343053612,1196.2845905596919,2018
811,2030-07-14,2030,2169.5426709223566,1662.3996811321347,1952.588403830121,1196.927770415137,2018
812,2030-07-21,2030,2168.8545391106763,1663.2969236450772,1951.9690851996088,1197.5737850244557,2018
813,2030-07-28,2030,2168.163777717021,1664.1987132186296,1951.3473999453188,1198.2230735174135,2018
814,2030-08-04,2030,2167.470401185458,1665.1040766359815,1950.723361066912,1198.8749351779068,2018
815,2030-08-11,2030,2166.774424198815,1666.0122086648344,1950.0969817789335,1199.5287902386808,2018
816,2030-08-18,2030,2166.0758616769485,1666.9227947787913,1949.4682755092538,1200.18441224073,2018
817,2030-08-25,2030,2165.374728774974,1667.8357482035099,1948.8372558974766,1200.8417387065272,2018
818,2030-09-01,2030,2164.6710408814724,1668.7498983864064,1948.2039367933253,1201.4999268382128,2018
819,2030-09-08,2030,2163.964813616655,1669.664928720277,1947.5683322549896,1202.1587486785995,2018
820,2030-09-15,2030,2163.256062830506,1670.5807308882647,1946.9304565474554,1202.8181262395508,2018
821,2030-09-22,2030,2162.5448046008896,1671.496484362344,1946.2903241408007,1203.4774687408878,2018
822,2030-09-29,2030,2161.8310552316284,1672.411357845816,1945.6479497084656,1204.1361776489875,2018
823,2030-10-06,2030,2161.1148312505516,1673.3252714517557,1945.0033481254964,1204.7941954452642,2018
824,2030-10-13,2030,2160.3961494075124,1674.2376739123479,1944.3565344667613,1205.4511252168907,2018
825,2030-10-20,2030,2159.6750266723802,1675.148104801833,1943.7075240051422,1206.10663545732,2018
826,2030-10-27,2030,2158.951480232997,1676.0561054225404,1943.056332209697,1206.7603959042292,2018
827,2030-11-03,2030,2158.225527493111,1676.9616450430472,1942.4029747437999,1207.412384430994,2018
828,2030-11-10,2030,2157.4971860702835,1677.86392024026,1941.7474674632551,1208.0620225729874,2018
829,2030-11-17,2030,2156.7664737937616,1678.7622633890871,1941.0898264143855,1208.708829640143,2018
830,2030-11-24,2030,2156.033408702331,1679.654564528726,1940.430067832098,1209.3512864606828,2018
831,2030-12-01,2030,2155.298009042136,1680.5412573018732,1939.7682081379226,1209.9897052573488,2018
832,2030-12-08,2030,2154.560293264478,1681.421030980132,1939.10426393803,1210.6231423056952,2018
833,2030-12-15,2030,2153.8202800235854,1682.2909735441433,1938.4382520212268,1211.2495009517834,2018
834,2030-12-22,2030,2153.077988174362,1683.1511562551889,1937.7701893569258,1211.868832503736,2018
835,2030-12-29,2030,2152.3358643506467,1684.0009757429937,1937.1022779155821,1212.4807025349555,2018
836,2031-01-05,2031,2151.589072740357,1684.8361781803237,1936.4301654663213,1213.0820482898332,2019
837,2031-01-12,2031,2150.840060295479,1685.6571524797241,1935.756054265931,1213.6731497854016,2019
838,2031-01-19,2031,2150.0888466494357,1686.4642412573303,1935.0799619844922,1214.254253705278,2019
839,2031-01-26,2031,2149.335451624717,1687.254175358745,1934.4019064622453,1214.8230062582966,2019
840,2031-02-02,2031,2148.579895230483,1688.0279056504864,1933.7219057074349,1215.3800920683505,2019
841,2031-02-09,2031,2147.8221976601467,1688.7849879113405,1933.039977894132,1215.9251912961654,2019
842,2031-02-16,2031,2147.0623792889287,1689.5254232845746,1932.356141360036,1216.458304764894,2019
843,2031-02-23,2031,2146.300460671399,1690.2520100204322,1931.6704146042591,1216.9814472147114,2019
844,2031-03-02,2031,2145.5364625389916,1690.9677749761295,1930.9828162850924,1217.4967979828134,2019
845,2031-03-09,2031,2144.7704057975056,1691.6744324874558,1930.293365217755,1218.0055913909682,2019
846,2031-03-16,2031,2144.0023115245776,1692.3773433430106,1929.6020803721199,1218.5116872069677,2019
847,2031-03-23,2031,2143.232200967145,1693.0786633949351,1928.9089808704307,1219.0166376443535,2019
848,2031-03-30,2031,2142.4600955388846,1693.78088183612,1928.2140859849962,1219.5222349220066,2019
849,2031-04-06,2031,2141.686016817632,1694.4865790124231,1927.517415135869,1220.0303368889447,2019
850,2031-04-13,2031,2140.9099865427925,1695.1983590152083,1926.8189878885132,1220.5428184909501,2019
851,2031-04-20,2031,2140.1320266127223,1695.9163101477602,1926.1188239514502,1221.0597433063874,2019
852,2031-04-27,2031,2139.3521590821024,1696.6444372463604,1925.4169431738922,1221.5839948173796,2019
853,2031-05-04,2031,2138.570406159295,1697.3814443468664,1924.7133655433656,1222.114639929744,2019
854,2031-05-11,2031,2137.7867902036833,1698.1285988716404,1924.008111183315,1222.6525911875813,2019
855,2031-05-18,2031,2137.0013337229916,1698.8842332675647,1923.3012003506924,1223.1966479526468,2019
856,2031-05-25,2031,2136.214059370604,1699.648793246047,1922.5926534335435,1223.747131137154,2019
857,2031-06-01,2031,2135.424989942856,1700.4202189547575,1921.8824909485704,1224.3025576474256,2019
858,2031-06-08,2031,2134.63414837632,1701.1992487927832,1921.170733538688,1224.8634591308041,2019
859,2031-06-15,2031,2133.841557745076,1701.9841736286762,1920.4574019705685,1225.428605012647,2019
860,2031-06-22,2031,2133.0472412579716,1702.774930260796,1919.7425171321745,1225.9979497877732,2019
861,2031-06-29,2031,2132.2512222558685,1703.570490064838,1919.0261000302817,1226.5707528466835,2019
862,2031-07-06,2031,2131.453524208878,1704.3712572569666,1918.3081717879904,1227.147305225016,2019
863,2031-07-13,2031,2130.6541707135925,1705.1742283522472,1917.5887536422333,1227.725444413618,2019
864,2031-07-20,2031,2129.8531854902926,1705.9798286625055,1916.8678669412634,1228.3054766370042,2019
865,2031-07-27,2031,2129.050592380162,1706.7873351369133,1916.145533142146,1228.8868812985777,2019
866,2031-08-03,2031,2128.24641534248,1707.5961497422263,1915.4217738082318,1229.469227814403,2019
867,2031-08-10,2031,2127.4406784518133,1708.406033970238,1914.696610606632,1230.0523444585715,2019
868,2031-08-17,2031,2126.6334058951984,1709.2169130122415,1913.9700653056786,1230.636177368814,2019
869,2031-08-24,2031,2125.824621969315,1710.0279350873946,1913.2421597723837,1231.2201132629243,2019
870,2031-08-31,2031,2125.014351077655,1710.8388659426357,1912.5129159698897,1231.8039834786978,2019
871,2031-09-07,2031,2124.2026177276825,1711.6496217625681,1911.7823559549142,1232.3877276690491,2019
872,2031-09-14,2031,2123.3894465279923,1712.459609843641,1911.050501875193,1232.9709190874216,2019
873,2031-09-21,2031,2122.5748621854577,1713.2682319867995,1910.317375966912,1233.5531270304957,2019
874,2031-09-28,2031,2121.7588895023837,1714.0754321451213,1909.5830005521454,1234.1343111444876,2019
875,2031-10-05,2031,2120.9415533736415,1714.8808173248315,1908.8473980362774,1234.7141884738787,2019
876,2031-10-12,2031,2120.1228787838136,1715.684061672281,1908.1105909054322,1235.2925244040423,2019
877,2031-10-19,2031,2119.302890804328,1716.4848426317878,1907.3726017238953,1235.8690866948873,2019
878,2031-10-26,2031,2118.481614590591,1717.2831413869183,1906.633453131532,1236.4438617985813,2019
879,2031-11-02,2031,2117.659075379122,1718.0783941287848,1905.8931678412098,1237.016443772725,2019
