observed_prevalence,observed_95CI_lo,observed_95CI_hi,pe_state_immune_window_median,pe_state_immune_window_lo95,pe_state_immune_window_hi95,geo_adjusted_recife_median,geo_adjusted_recife_lo95,geo_adjusted_recife_hi95,eta_geo_U14_median,eta_geo_U14_lo95,eta_geo_U14_hi95,sero_pred_ppc_median,sero_pred_ppc_lo95,sero_pred_ppc_hi95
0.3719806763285024,0.34,0.404,0.16770197078425256,0.10071691988162715,0.2201139413956788,0.3510429977166053,0.23059254803810844,0.47324857929217706,0.9921573444791194,0.36648764252502186,1.7389123216515647,0.3468599033816425,0.17967391304347824,0.5353019323671496
