muni6,total_cases,active_months,active_years,peak_year_cases,outbreak_years,active_month_frac,active_year_frac,peak_year_share,episodes,recurrence_index,persistence_index,concentration_index,pattern_class
292330,128,13,5,112,1,0.10833333333333334,0.5,0.875,7,0.5,0.10833333333333334,0.875,sporadic
292335,410,32,6,169,4,0.26666666666666666,0.6,0.4121951219512195,9,0.6,0.26666666666666666,0.4121951219512195,recurrent
292340,26,15,6,9,3,0.125,0.6,0.34615384615384615,9,0.6,0.125,0.34615384615384615,recurrent
292350,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
292360,64,38,8,20,6,0.31666666666666665,0.8,0.3125,18,0.8,0.31666666666666665,0.3125,recurrent
292370,301,41,9,138,3,0.3416666666666667,0.9,0.4584717607973422,19,0.9,0.3416666666666667,0.4584717607973422,recurrent
292380,431,46,9,275,2,0.38333333333333336,0.9,0.6380510440835266,19,0.9,0.38333333333333336,0.6380510440835266,intermediate
292390,221,19,8,204,1,0.15833333333333333,0.8,0.9230769230769231,9,0.8,0.15833333333333333,0.9230769230769231,sporadic
292400,2561,78,10,917,5,0.65,1,0.3580632565404139,13,1,0.65,0.3580632565404139,recurrent
292405,150,36,10,108,1,0.3,1,0.72,19,1,0.3,0.72,intermediate
292410,167,15,5,74,3,0.125,0.5,0.4431137724550898,7,0.5,0.125,0.4431137724550898,recurrent
292420,12,6,4,8,1,0.05,0.4,0.6666666666666666,5,0.4,0.05,0.6666666666666666,intermediate
292430,6,4,2,5,1,0.03333333333333333,0.2,0.8333333333333334,2,0.2,0.03333333333333333,0.8333333333333334,sporadic
292440,14,9,3,5,3,0.075,0.3,0.35714285714285715,5,0.3,0.075,0.35714285714285715,intermediate
292450,54,18,5,20,4,0.15,0.5,0.37037037037037035,7,0.5,0.15,0.37037037037037035,recurrent
292460,221,28,9,121,3,0.23333333333333334,0.9,0.5475113122171946,13,0.9,0.23333333333333334,0.5475113122171946,recurrent
292465,210,18,6,192,1,0.15,0.6,0.9142857142857143,10,0.6,0.15,0.9142857142857143,sporadic
292467,11,6,4,5,2,0.05,0.4,0.45454545454545453,6,0.4,0.05,0.45454545454545453,recurrent
292470,1658,42,9,844,3,0.35,0.9,0.5090470446320868,11,0.9,0.35,0.5090470446320868,recurrent
292480,199,21,6,120,2,0.175,0.6,0.6030150753768844,9,0.6,0.175,0.6030150753768844,intermediate
292490,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
292500,131,27,5,69,3,0.225,0.5,0.5267175572519084,8,0.5,0.225,0.5267175572519084,recurrent
292510,69,28,8,38,3,0.23333333333333334,0.8,0.5507246376811594,12,0.8,0.23333333333333334,0.5507246376811594,recurrent
292520,1121,61,9,396,3,0.5083333333333333,0.9,0.35325602140945583,17,0.9,0.5083333333333333,0.35325602140945583,recurrent
292525,168,21,5,155,1,0.175,0.5,0.9226190476190477,8,0.5,0.175,0.9226190476190477,sporadic
292530,3359,107,10,1724,3,0.8916666666666667,1,0.5132479904733551,9,1,0.8916666666666667,0.5132479904733551,recurrent
292540,111,17,4,79,2,0.14166666666666666,0.4,0.7117117117117117,8,0.4,0.14166666666666666,0.7117117117117117,intermediate
292550,706,66,9,323,4,0.55,0.9,0.45750708215297453,12,0.9,0.55,0.45750708215297453,recurrent
292560,998,39,8,781,2,0.325,0.8,0.782565130260521,10,0.8,0.325,0.782565130260521,sporadic
292570,39,17,5,14,4,0.14166666666666666,0.5,0.358974358974359,7,0.5,0.14166666666666666,0.358974358974359,recurrent
292575,91,28,7,47,4,0.23333333333333334,0.7,0.5164835164835165,11,0.7,0.23333333333333334,0.5164835164835165,recurrent
292580,100,16,4,48,2,0.13333333333333333,0.4,0.48,7,0.4,0.13333333333333333,0.48,recurrent
292590,447,26,9,407,1,0.21666666666666667,0.9,0.9105145413870246,13,0.9,0.21666666666666667,0.9105145413870246,sporadic
292593,51,15,8,37,2,0.125,0.8,0.7254901960784313,9,0.8,0.125,0.7254901960784313,intermediate
292595,244,23,5,190,2,0.19166666666666668,0.5,0.7786885245901639,9,0.5,0.19166666666666668,0.7786885245901639,sporadic
292600,148,37,10,62,4,0.30833333333333335,1,0.4189189189189189,19,1,0.30833333333333335,0.4189189189189189,recurrent
292610,535,17,3,385,2,0.14166666666666666,0.3,0.719626168224299,3,0.3,0.14166666666666666,0.719626168224299,intermediate
292620,555,17,4,516,1,0.14166666666666666,0.4,0.9297297297297298,8,0.4,0.14166666666666666,0.9297297297297298,sporadic
292630,2161,83,10,1478,2,0.6916666666666667,1,0.6839426191577973,16,1,0.6916666666666667,0.6839426191577973,intermediate
292640,14,12,7,3,3,0.1,0.7,0.21428571428571427,10,0.7,0.1,0.21428571428571427,recurrent
292650,301,22,6,218,2,0.18333333333333332,0.6,0.7242524916943521,8,0.6,0.18333333333333332,0.7242524916943521,intermediate
292660,1836,68,10,980,4,0.5666666666666667,1,0.5337690631808278,19,1,0.5666666666666667,0.5337690631808278,recurrent
292665,37,13,5,15,4,0.10833333333333334,0.5,0.40540540540540543,8,0.5,0.10833333333333334,0.40540540540540543,recurrent
292670,14,12,4,6,3,0.1,0.4,0.42857142857142855,8,0.4,0.1,0.42857142857142855,recurrent
292680,45,12,3,36,1,0.1,0.3,0.8,4,0.3,0.1,0.8,sporadic
292690,709,28,7,438,2,0.23333333333333334,0.7,0.6177715091678421,12,0.7,0.23333333333333334,0.6177715091678421,intermediate
292700,1205,78,10,426,5,0.65,1,0.35352697095435687,18,1,0.65,0.35352697095435687,recurrent
292710,64,29,8,26,3,0.24166666666666667,0.8,0.40625,12,0.8,0.24166666666666667,0.40625,recurrent
292720,1714,57,9,515,4,0.475,0.9,0.30046674445740956,14,0.9,0.475,0.30046674445740956,recurrent
292730,273,19,5,209,2,0.15833333333333333,0.5,0.7655677655677655,7,0.5,0.15833333333333333,0.7655677655677655,sporadic
292740,23397,120,10,12679,2,1,1,0.5419070821045433,1,1,1,0.5419070821045433,recurrent
292750,273,31,8,144,3,0.25833333333333336,0.8,0.5274725274725275,11,0.8,0.25833333333333336,0.5274725274725275,recurrent
292760,492,23,6,429,1,0.19166666666666668,0.6,0.8719512195121951,7,0.6,0.19166666666666668,0.8719512195121951,sporadic
292770,849,72,10,301,4,0.6,1,0.3545347467608952,12,1,0.6,0.3545347467608952,recurrent
292780,260,14,4,224,1,0.11666666666666667,0.4,0.8615384615384616,5,0.4,0.11666666666666667,0.8615384615384616,sporadic
292790,128,5,2,126,1,0.041666666666666664,0.2,0.984375,2,0.2,0.041666666666666664,0.984375,sporadic
292800,1831,34,7,1176,2,0.2833333333333333,0.7,0.6422719825232114,11,0.7,0.2833333333333333,0.6422719825232114,intermediate
292805,270,33,7,199,2,0.275,0.7,0.737037037037037,9,0.7,0.275,0.737037037037037,intermediate
292810,658,32,8,579,1,0.26666666666666666,0.8,0.8799392097264438,12,0.8,0.26666666666666666,0.8799392097264438,sporadic
292820,77,9,3,74,1,0.075,0.3,0.961038961038961,4,0.3,0.075,0.961038961038961,sporadic
292830,128,18,5,97,2,0.15,0.5,0.7578125,9,0.5,0.15,0.7578125,sporadic
292840,82,24,8,51,2,0.2,0.8,0.6219512195121951,14,0.8,0.2,0.6219512195121951,intermediate
292850,84,19,6,54,2,0.15833333333333333,0.6,0.6428571428571429,9,0.6,0.15833333333333333,0.6428571428571429,intermediate
292860,348,38,9,190,4,0.31666666666666665,0.9,0.5459770114942529,14,0.9,0.31666666666666665,0.5459770114942529,recurrent
292870,2641,65,10,1473,3,0.5416666666666666,1,0.5577432790609618,16,1,0.5416666666666666,0.5577432790609618,recurrent
292880,194,35,8,100,3,0.2916666666666667,0.8,0.5154639175257731,15,0.8,0.2916666666666667,0.5154639175257731,recurrent
292890,1295,68,9,665,3,0.5666666666666667,0.9,0.5135135135135135,13,0.9,0.5666666666666667,0.5135135135135135,recurrent
292895,254,26,7,208,2,0.21666666666666667,0.7,0.8188976377952756,9,0.7,0.21666666666666667,0.8188976377952756,sporadic
292900,57,14,5,43,2,0.11666666666666667,0.5,0.7543859649122807,7,0.5,0.11666666666666667,0.7543859649122807,sporadic
292905,149,16,6,91,2,0.13333333333333333,0.6,0.610738255033557,7,0.6,0.13333333333333333,0.610738255033557,intermediate
292910,74,18,6,56,1,0.15,0.6,0.7567567567567568,8,0.6,0.15,0.7567567567567568,sporadic
292920,2548,80,10,925,4,0.6666666666666666,1,0.3630298273155416,18,1,0.6666666666666666,0.3630298273155416,recurrent
292925,159,29,7,125,1,0.24166666666666667,0.7,0.7861635220125787,10,0.7,0.24166666666666667,0.7861635220125787,sporadic
292930,147,42,9,55,4,0.35,0.9,0.3741496598639456,15,0.9,0.35,0.3741496598639456,recurrent
292935,85,17,5,74,1,0.14166666666666666,0.5,0.8705882352941177,7,0.5,0.14166666666666666,0.8705882352941177,sporadic
292937,68,15,8,46,2,0.125,0.8,0.6764705882352942,12,0.8,0.125,0.6764705882352942,intermediate
292940,36,13,5,23,3,0.10833333333333334,0.5,0.6388888888888888,8,0.5,0.10833333333333334,0.6388888888888888,recurrent
292950,302,41,9,179,2,0.3416666666666667,0.9,0.5927152317880795,14,0.9,0.3416666666666667,0.5927152317880795,recurrent
292960,107,32,8,40,5,0.26666666666666666,0.8,0.37383177570093457,15,0.8,0.26666666666666666,0.37383177570093457,recurrent
292970,68,20,5,37,4,0.16666666666666666,0.5,0.5441176470588235,10,0.5,0.16666666666666666,0.5441176470588235,recurrent
292975,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
292980,15,7,4,8,2,0.058333333333333334,0.4,0.5333333333333333,5,0.4,0.058333333333333334,0.5333333333333333,recurrent
292990,1526,56,9,1116,2,0.4666666666666667,0.9,0.7313237221494102,14,0.9,0.4666666666666667,0.7313237221494102,intermediate
293000,27,12,7,8,4,0.1,0.7,0.2962962962962963,10,0.7,0.1,0.2962962962962963,recurrent
293010,1321,60,10,1076,2,0.5,1,0.8145344436033308,22,1,0.5,0.8145344436033308,sporadic
293015,361,12,4,238,2,0.1,0.4,0.6592797783933518,5,0.4,0.1,0.6592797783933518,intermediate
293020,793,31,6,656,1,0.25833333333333336,0.6,0.8272383354350568,14,0.6,0.25833333333333336,0.8272383354350568,sporadic
293030,44,19,6,20,4,0.15833333333333333,0.6,0.45454545454545453,9,0.6,0.15833333333333333,0.45454545454545453,recurrent
293040,50,11,5,25,2,0.09166666666666666,0.5,0.5,7,0.5,0.09166666666666666,0.5,recurrent
293050,1404,50,9,694,3,0.4166666666666667,0.9,0.4943019943019943,16,0.9,0.4166666666666667,0.4943019943019943,recurrent
293060,413,55,10,210,3,0.4583333333333333,1,0.5084745762711864,14,1,0.4583333333333333,0.5084745762711864,recurrent
293070,2558,91,10,1105,3,0.7583333333333333,1,0.43197810789679436,10,1,0.7583333333333333,0.43197810789679436,recurrent
293075,32,7,3,30,1,0.058333333333333334,0.3,0.9375,3,0.3,0.058333333333333334,0.9375,sporadic
293076,177,16,7,116,2,0.13333333333333333,0.7,0.655367231638418,9,0.7,0.13333333333333333,0.655367231638418,intermediate
293077,462,29,9,387,1,0.24166666666666667,0.9,0.8376623376623377,15,0.9,0.24166666666666667,0.8376623376623377,sporadic
293080,7,5,3,5,1,0.041666666666666664,0.3,0.7142857142857143,4,0.3,0.041666666666666664,0.7142857142857143,intermediate
293090,3,2,2,2,0,0.016666666666666666,0.2,0.6666666666666666,2,0.2,0.016666666666666666,0.6666666666666666,sporadic
293100,90,26,8,40,3,0.21666666666666667,0.8,0.4444444444444444,13,0.8,0.21666666666666667,0.4444444444444444,recurrent
293105,50,17,6,38,1,0.14166666666666666,0.6,0.76,8,0.6,0.14166666666666666,0.76,sporadic
293110,226,29,9,126,2,0.24166666666666667,0.9,0.5575221238938053,15,0.9,0.24166666666666667,0.5575221238938053,recurrent
293120,129,26,8,95,1,0.21666666666666667,0.8,0.7364341085271318,13,0.8,0.21666666666666667,0.7364341085271318,intermediate
293130,560,27,7,421,2,0.225,0.7,0.7517857142857143,10,0.7,0.225,0.7517857142857143,sporadic
293135,16841,110,10,8260,4,0.9166666666666666,1,0.4904696870732142,7,1,0.9166666666666666,0.4904696870732142,recurrent
293140,18,11,7,8,2,0.09166666666666666,0.7,0.4444444444444444,8,0.7,0.09166666666666666,0.4444444444444444,recurrent
293150,76,13,4,64,1,0.10833333333333334,0.4,0.8421052631578947,7,0.4,0.10833333333333334,0.8421052631578947,sporadic
293160,64,17,8,48,1,0.14166666666666666,0.8,0.75,12,0.8,0.14166666666666666,0.75,sporadic
293170,139,21,7,92,2,0.175,0.7,0.6618705035971223,11,0.7,0.175,0.6618705035971223,intermediate
293180,32,22,8,8,5,0.18333333333333332,0.8,0.25,15,0.8,0.18333333333333332,0.25,recurrent
293190,421,43,9,227,2,0.35833333333333334,0.9,0.5391923990498813,16,0.9,0.35833333333333334,0.5391923990498813,recurrent
293200,376,33,8,208,2,0.275,0.8,0.5531914893617021,12,0.8,0.275,0.5531914893617021,recurrent
293210,47,22,6,19,4,0.18333333333333332,0.6,0.40425531914893614,10,0.6,0.18333333333333332,0.40425531914893614,recurrent
293220,128,25,7,85,2,0.20833333333333334,0.7,0.6640625,11,0.7,0.20833333333333334,0.6640625,intermediate
293230,103,22,5,62,2,0.18333333333333332,0.5,0.6019417475728155,12,0.5,0.18333333333333332,0.6019417475728155,intermediate
293240,1754,26,9,1720,1,0.21666666666666667,0.9,0.9806157354618016,11,0.9,0.21666666666666667,0.9806157354618016,sporadic
293245,128,16,6,75,3,0.13333333333333333,0.6,0.5859375,9,0.6,0.13333333333333333,0.5859375,recurrent
293250,173,41,9,124,1,0.3416666666666667,0.9,0.7167630057803468,19,0.9,0.3416666666666667,0.7167630057803468,intermediate
293260,14,9,3,8,3,0.075,0.3,0.5714285714285714,5,0.3,0.075,0.5714285714285714,intermediate
293270,297,45,8,85,5,0.375,0.8,0.28619528619528617,15,0.8,0.375,0.28619528619528617,recurrent
293280,51,23,8,27,3,0.19166666666666668,0.8,0.5294117647058824,17,0.8,0.19166666666666668,0.5294117647058824,recurrent
293290,1343,52,10,1118,1,0.43333333333333335,1,0.8324646314221892,21,1,0.43333333333333335,0.8324646314221892,sporadic
293300,2598,56,10,2351,1,0.4666666666666667,1,0.9049268668206313,22,1,0.4666666666666667,0.9049268668206313,sporadic
293305,116,18,7,64,2,0.15,0.7,0.5517241379310345,11,0.7,0.15,0.5517241379310345,recurrent
293310,754,17,5,722,1,0.14166666666666666,0.5,0.9575596816976127,8,0.5,0.14166666666666666,0.9575596816976127,sporadic
293315,307,24,7,260,1,0.2,0.7,0.8469055374592834,10,0.7,0.2,0.8469055374592834,sporadic
293317,110,20,4,82,2,0.16666666666666666,0.4,0.7454545454545455,11,0.4,0.16666666666666666,0.7454545454545455,intermediate
293320,698,63,10,212,5,0.525,1,0.3037249283667622,15,1,0.525,0.3037249283667622,recurrent
293325,35,12,4,17,3,0.1,0.4,0.4857142857142857,10,0.4,0.1,0.4857142857142857,recurrent
293330,6410,100,10,3045,4,0.8333333333333334,1,0.4750390015600624,10,1,0.8333333333333334,0.4750390015600624,recurrent
293340,44,22,5,20,5,0.18333333333333332,0.5,0.45454545454545453,9,0.5,0.18333333333333332,0.45454545454545453,recurrent
293345,10,9,6,4,1,0.075,0.6,0.4,8,0.6,0.075,0.4,recurrent
293350,62,23,9,24,3,0.19166666666666668,0.9,0.3870967741935484,10,0.9,0.19166666666666668,0.3870967741935484,recurrent
293360,73,15,8,57,1,0.125,0.8,0.7808219178082192,10,0.8,0.125,0.7808219178082192,sporadic
310010,5,5,3,2,0,0.041666666666666664,0.3,0.4,4,0.3,0.041666666666666664,0.4,intermediate
310020,2277,27,7,2237,1,0.225,0.7,0.9824330259112868,12,0.7,0.225,0.9824330259112868,sporadic
310030,8,7,3,6,1,0.058333333333333334,0.3,0.75,5,0.3,0.058333333333333334,0.75,sporadic
310040,17,7,2,10,2,0.058333333333333334,0.2,0.5882352941176471,3,0.2,0.058333333333333334,0.5882352941176471,sporadic
310050,303,27,6,164,2,0.225,0.6,0.5412541254125413,10,0.6,0.225,0.5412541254125413,recurrent
310060,23,12,5,11,2,0.1,0.5,0.4782608695652174,7,0.5,0.1,0.4782608695652174,recurrent
310070,9,7,6,3,1,0.058333333333333334,0.6,0.3333333333333333,6,0.6,0.058333333333333334,0.3333333333333333,recurrent
310080,14,13,7,5,2,0.10833333333333334,0.7,0.35714285714285715,11,0.7,0.10833333333333334,0.35714285714285715,recurrent
310090,62,28,6,32,3,0.23333333333333334,0.6,0.5161290322580645,12,0.6,0.23333333333333334,0.5161290322580645,recurrent
310100,12,7,3,5,3,0.058333333333333334,0.3,0.4166666666666667,6,0.3,0.058333333333333334,0.4166666666666667,intermediate
310110,1401,94,10,424,3,0.7833333333333333,1,0.30264097073518914,10,1,0.7833333333333333,0.30264097073518914,recurrent
310120,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
310130,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
310150,169,54,10,49,8,0.45,1,0.28994082840236685,17,1,0.45,0.28994082840236685,recurrent
310160,57,31,9,26,4,0.25833333333333336,0.9,0.45614035087719296,16,0.9,0.25833333333333336,0.45614035087719296,recurrent
310163,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
310170,1027,32,7,540,2,0.26666666666666666,0.7,0.5258033106134372,10,0.7,0.26666666666666666,0.5258033106134372,recurrent
310180,583,31,9,242,4,0.25833333333333336,0.9,0.41509433962264153,12,0.9,0.25833333333333336,0.41509433962264153,recurrent
310190,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
310200,4,3,2,3,1,0.025,0.2,0.75,3,0.2,0.025,0.75,sporadic
310205,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
310220,96,16,7,86,1,0.13333333333333333,0.7,0.8958333333333334,8,0.7,0.13333333333333333,0.8958333333333334,sporadic
310230,293,15,5,280,1,0.125,0.5,0.9556313993174061,6,0.5,0.125,0.9556313993174061,sporadic
310240,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
310250,5,4,2,3,1,0.03333333333333333,0.2,0.6,4,0.2,0.03333333333333333,0.6,sporadic
310260,13,11,6,4,2,0.09166666666666666,0.6,0.3076923076923077,9,0.6,0.09166666666666666,0.3076923076923077,recurrent
310270,24,9,3,21,1,0.075,0.3,0.875,5,0.3,0.075,0.875,sporadic
310280,3,3,2,2,0,0.025,0.2,0.6666666666666666,2,0.2,0.025,0.6666666666666666,sporadic
310285,15,8,4,10,2,0.06666666666666667,0.4,0.6666666666666666,5,0.4,0.06666666666666667,0.6666666666666666,intermediate
310290,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
310300,107,27,7,42,4,0.225,0.7,0.3925233644859813,12,0.7,0.225,0.3925233644859813,recurrent
310310,3,3,2,2,0,0.025,0.2,0.6666666666666666,2,0.2,0.025,0.6666666666666666,sporadic
310320,88,11,3,74,1,0.09166666666666666,0.3,0.8409090909090909,4,0.3,0.09166666666666666,0.8409090909090909,sporadic
310330,6,4,2,4,1,0.03333333333333333,0.2,0.6666666666666666,2,0.2,0.03333333333333333,0.6666666666666666,sporadic
310340,1298,58,8,973,2,0.48333333333333334,0.8,0.7496147919876733,21,0.8,0.48333333333333334,0.7496147919876733,intermediate
310350,5794,69,9,4396,2,0.575,0.9,0.7587159130134622,12,0.9,0.575,0.7587159130134622,sporadic
310370,4,4,3,2,0,0.03333333333333333,0.3,0.5,4,0.3,0.03333333333333333,0.5,intermediate
310375,10,8,6,3,1,0.06666666666666667,0.6,0.3,6,0.6,0.06666666666666667,0.3,recurrent
310380,2,1,1,2,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
310390,91,15,7,71,1,0.125,0.7,0.7802197802197802,9,0.7,0.125,0.7802197802197802,sporadic
310400,88,39,9,23,7,0.325,0.9,0.26136363636363635,19,0.9,0.325,0.26136363636363635,recurrent
310410,12,8,4,6,2,0.06666666666666667,0.4,0.5,6,0.4,0.06666666666666667,0.5,recurrent
310420,246,44,9,91,3,0.36666666666666664,0.9,0.3699186991869919,20,0.9,0.36666666666666664,0.3699186991869919,recurrent
310430,4,3,3,2,0,0.025,0.3,0.5,3,0.3,0.025,0.5,intermediate
310440,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
310445,6,4,3,3,1,0.03333333333333333,0.3,0.5,3,0.3,0.03333333333333333,0.5,intermediate
310450,7,7,3,4,1,0.058333333333333334,0.3,0.5714285714285714,4,0.3,0.058333333333333334,0.5714285714285714,intermediate
310460,24,16,6,10,3,0.13333333333333333,0.6,0.4166666666666667,8,0.6,0.13333333333333333,0.4166666666666667,recurrent
310470,16,12,5,6,4,0.1,0.5,0.375,7,0.5,0.1,0.375,recurrent
310480,70,11,5,35,2,0.09166666666666666,0.5,0.5,5,0.5,0.09166666666666666,0.5,recurrent
310490,35,15,8,19,3,0.125,0.8,0.5428571428571428,9,0.8,0.125,0.5428571428571428,recurrent
310500,344,11,4,297,2,0.09166666666666666,0.4,0.8633720930232558,6,0.4,0.09166666666666666,0.8633720930232558,sporadic
310510,15,11,4,10,2,0.09166666666666666,0.4,0.6666666666666666,5,0.4,0.09166666666666666,0.6666666666666666,intermediate
310520,174,9,4,154,1,0.075,0.4,0.8850574712643678,5,0.4,0.075,0.8850574712643678,sporadic
310530,2,2,1,2,0,0.016666666666666666,0.1,1,1,0.1,0.016666666666666666,1,sporadic
310540,31,15,5,21,2,0.125,0.5,0.6774193548387096,8,0.5,0.125,0.6774193548387096,intermediate
310550,8,6,3,5,1,0.05,0.3,0.625,6,0.3,0.05,0.625,intermediate
310560,57,29,9,18,6,0.24166666666666667,0.9,0.3157894736842105,16,0.9,0.24166666666666667,0.3157894736842105,recurrent
310570,4,2,1,4,1,0.016666666666666666,0.1,1,2,0.1,0.016666666666666666,1,sporadic
310590,35,14,6,16,3,0.11666666666666667,0.6,0.45714285714285713,8,0.6,0.11666666666666667,0.45714285714285713,recurrent
310600,122,16,6,77,2,0.13333333333333333,0.6,0.6311475409836066,8,0.6,0.13333333333333333,0.6311475409836066,intermediate
310610,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
310620,24143,114,10,14729,2,0.95,1,0.6100733131756617,3,1,0.95,0.6100733131756617,intermediate
310630,3214,57,9,2779,1,0.475,0.9,0.8646546359676416,18,0.9,0.475,0.8646546359676416,sporadic
310640,44,23,7,21,3,0.19166666666666668,0.7,0.4772727272727273,11,0.7,0.19166666666666668,0.4772727272727273,recurrent
310650,9,8,5,3,1,0.06666666666666667,0.5,0.3333333333333333,8,0.5,0.06666666666666667,0.3333333333333333,recurrent
310660,7,5,3,4,1,0.041666666666666664,0.3,0.5714285714285714,4,0.3,0.041666666666666664,0.5714285714285714,intermediate
310665,5,5,2,3,1,0.041666666666666664,0.2,0.6,5,0.2,0.041666666666666664,0.6,sporadic
310670,5341,70,9,3605,2,0.5833333333333334,0.9,0.6749672346002621,16,0.9,0.5833333333333334,0.6749672346002621,intermediate
310690,17,12,7,6,3,0.1,0.7,0.35294117647058826,10,0.7,0.1,0.35294117647058826,recurrent
310700,7,5,2,6,1,0.041666666666666664,0.2,0.8571428571428571,3,0.2,0.041666666666666664,0.8571428571428571,sporadic
310710,28,16,8,13,3,0.13333333333333333,0.8,0.4642857142857143,12,0.8,0.13333333333333333,0.4642857142857143,recurrent
310720,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
310730,491,45,7,414,1,0.375,0.7,0.8431771894093686,14,0.7,0.375,0.8431771894093686,sporadic
310740,95,45,10,29,5,0.375,1,0.30526315789473685,17,1,0.375,0.30526315789473685,recurrent
310750,4,4,3,2,0,0.03333333333333333,0.3,0.5,4,0.3,0.03333333333333333,0.5,intermediate
310760,5,5,3,3,1,0.041666666666666664,0.3,0.6,4,0.3,0.041666666666666664,0.6,intermediate
310770,9,7,2,6,2,0.058333333333333334,0.2,0.6666666666666666,2,0.2,0.058333333333333334,0.6666666666666666,sporadic
310780,515,18,3,498,1,0.15,0.3,0.9669902912621359,7,0.3,0.15,0.9669902912621359,sporadic
310790,2,2,1,2,0,0.016666666666666666,0.1,1,1,0.1,0.016666666666666666,1,sporadic
310800,10,9,5,4,2,0.075,0.5,0.4,8,0.5,0.075,0.4,recurrent
310810,19,8,3,12,2,0.06666666666666667,0.3,0.631578947368421,3,0.3,0.06666666666666667,0.631578947368421,intermediate
310820,6,5,4,3,1,0.041666666666666664,0.4,0.5,4,0.4,0.041666666666666664,0.5,recurrent
310825,814,15,3,499,2,0.125,0.3,0.6130221130221131,5,0.3,0.125,0.6130221130221131,intermediate
310830,5,4,4,2,0,0.03333333333333333,0.4,0.4,4,0.4,0.03333333333333333,0.4,recurrent
310840,9,7,4,4,2,0.058333333333333334,0.4,0.4444444444444444,5,0.4,0.058333333333333334,0.4444444444444444,recurrent
310850,34,14,5,17,4,0.11666666666666667,0.5,0.5,7,0.5,0.11666666666666667,0.5,recurrent
310855,5,4,3,3,1,0.03333333333333333,0.3,0.6,4,0.3,0.03333333333333333,0.6,intermediate
310860,1083,18,5,1040,1,0.15,0.5,0.9602954755309326,6,0.5,0.15,0.9602954755309326,sporadic
310870,23,4,3,21,1,0.03333333333333333,0.3,0.9130434782608695,3,0.3,0.03333333333333333,0.9130434782608695,sporadic
310880,234,20,6,216,1,0.16666666666666666,0.6,0.9230769230769231,8,0.6,0.16666666666666666,0.9230769230769231,sporadic
310890,4,4,4,1,0,0.03333333333333333,0.4,0.25,4,0.4,0.03333333333333333,0.25,recurrent
310900,84,26,8,59,1,0.21666666666666667,0.8,0.7023809523809523,10,0.8,0.21666666666666667,0.7023809523809523,intermediate
310910,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
310920,55,15,5,41,2,0.125,0.5,0.7454545454545455,7,0.5,0.125,0.7454545454545455,intermediate
310925,334,17,6,322,1,0.14166666666666666,0.6,0.9640718562874252,8,0.6,0.14166666666666666,0.9640718562874252,sporadic
310930,16,13,4,6,3,0.10833333333333334,0.4,0.375,8,0.4,0.10833333333333334,0.375,recurrent
310940,176,22,7,105,3,0.18333333333333332,0.7,0.5965909090909091,10,0.7,0.18333333333333332,0.5965909090909091,recurrent
310945,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
310950,11,9,5,4,2,0.075,0.5,0.36363636363636365,6,0.5,0.075,0.36363636363636365,recurrent
310960,311,14,4,291,1,0.11666666666666667,0.4,0.9356913183279743,6,0.4,0.11666666666666667,0.9356913183279743,sporadic
310970,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
310980,6,4,1,6,1,0.03333333333333333,0.1,1,3,0.1,0.03333333333333333,1,sporadic
310990,1007,47,8,776,2,0.39166666666666666,0.8,0.7706057596822244,14,0.8,0.39166666666666666,0.7706057596822244,sporadic
311000,3655,30,7,3628,1,0.25,0.7,0.9926128590971273,12,0.7,0.25,0.9926128590971273,sporadic
311010,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
311020,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
311030,5,5,4,2,0,0.041666666666666664,0.4,0.4,5,0.4,0.041666666666666664,0.4,recurrent
