metric,value
divergences,0
max_treedepth_hits,0
maximum_Rhat,1.008971804530459
n_Rhat_gt_1.01,0
minimum_bulk_ESS,480.8251104989475
minimum_tail_ESS,690.478110286928
elapsed_seconds,1478.0156469345093
BFMI_chain_1,0.9644090039532837
BFMI_chain_2,1.0826629064732072
BFMI_chain_3,0.9257717779529218
BFMI_chain_4,0.9651227262917534
