mode,draw,case_loglik,serology_loglik,q_prior_logdensity,other_priors_logdensity,lp__,q,alpha_R
low_q,311,-1226.329065197265,-4.261812269936684,-1.2169767683608057,-11.556403093613472,-1459.2695306604937,0.07866277417582035,0.16992247296413726
low_q,312,-1225.6987402359116,-5.069793536429842,-1.1508365967882905,-9.866545538902352,-1457.539796639337,0.04270314083831633,0.26905756284197674
low_q,313,-1228.6048706214308,-4.276329734514917,-1.143510635828484,-10.425195400528562,-1460.4929396121943,0.046920044836036914,0.22433494004780716
low_q,314,-1223.5834896445804,-4.1966211945412795,-1.1648233380825155,-9.751826002651194,-1454.614514524356,0.06429272965968168,0.1929343960362238
low_q,315,-1225.7300139611175,-4.501112059993659,-1.1468878529285418,-9.217741613385842,-1456.3481038450318,0.044489734238801475,0.23863570525528255
low_q,316,-1222.29506962514,-4.315878657947707,-1.14514772008886,-9.576828773654828,-1453.2958818705151,0.04555033098725392,0.22576259706513171
low_q,317,-1225.022795164693,-4.20464454848846,-1.1429055153102499,-9.62885281789007,-1455.9352986684942,0.05246527559638165,0.20515750834271443
low_q,318,-1222.7722377775099,-4.196716725717806,-1.14334059408267,-9.591709466709897,-1453.5281844187673,0.05306431033048361,0.19321601446946285
low_q,319,-1224.5299321257971,-4.252272260715841,-1.1523884844787213,-10.027086083874693,-1455.8421483818802,0.059246496935133924,0.18285683746730486
low_q,320,-1223.7924926348694,-4.370286175105974,-1.142164838912738,-9.815243423840037,-1455.0269417237632,0.049241643572477324,0.22743914620593336
low_q,321,-1222.8974115307478,-4.197083770426303,-1.146114554777758,-9.77220987064105,-1453.8920682568883,0.055609656715142536,0.1909419169070097
low_q,322,-1223.5274822173717,-4.199344895271366,-1.1420820893561576,-9.517585615339813,-1454.230095879433,0.05000584040610351,0.19675883397188199
low_q,323,-1223.8672237141059,-4.314316631889511,-1.1475293808170055,-9.214829351528094,-1454.3085235347546,0.04415412042979404,0.22706824846438806
low_q,324,-1222.174067734327,-4.196655955503587,-1.1420987375183214,-9.990900273187254,-1453.3366742758355,0.050343775634438065,0.1964173923495655
low_q,325,-1221.8472195824424,-4.711722989626423,-1.1606869144252705,-10.652557395836583,-1454.3202110515224,0.03971269718597332,0.2539836704393222
low_q,326,-1224.6028701932985,-4.200759314154084,-1.1421718426085317,-11.317271730375737,-1457.30564682184,0.04921044111932109,0.1904555321712843
low_q,327,-1224.7261575179089,-4.235506982235847,-1.1576350310886814,-10.04524538837174,-1456.0603314866512,0.040508183740835896,0.21240748446935764
low_q,328,-1228.09823980501,-4.461447374163498,-1.1691777382765447,-10.282074497709555,-1460.1388703516507,0.0378540998365091,0.24375120480789284
low_q,329,-1225.8415031188542,-4.681255766932679,-1.1497750866732304,-10.547821970776221,-1458.028175387181,0.05790029886984663,0.24264805374870116
low_q,330,-1221.8711293955914,-4.661958392507302,-1.1527581695881195,-9.468386194791659,-1452.9860373053266,0.0420033963807671,0.24913340565340628
low_q,331,-1224.861509627311,-4.247458542203475,-1.142082410524364,-9.50000810990517,-1455.5118075123007,0.05004796542948316,0.21095711861852054
low_q,332,-1222.034007042678,-4.542211581891564,-1.155500679827402,-9.344485250095378,-1452.936573240624,0.04112223096558995,0.24252877336144552
low_q,333,-1224.617312451143,-4.336227779944863,-1.1424407874383584,-9.520689614146299,-1455.6924594392506,0.04843342306823079,0.22119345473895452
low_q,334,-1223.2862695678891,-4.356210390192814,-1.146878230864258,-9.360813318966997,-1453.8833964823118,0.04449495241631997,0.22913472170979526
low_q,335,-1229.1321667503673,-4.784538910311937,-1.1925118898154612,-10.028096635265989,-1461.094639918479,0.07259738077459561,0.1381987815689374
low_q,336,-1228.4402706070769,-4.420555005684832,-1.1510842026925463,-10.841845646484133,-1460.6322870053293,0.042608288838846806,0.2292317260577169
low_q,337,-1221.2896010074044,-4.273218988003379,-1.1428171513552114,-9.696328967780754,-1452.221109447915,0.04777190566220763,0.21731436368734863
low_q,338,-1222.6374400201537,-4.439018400511884,-1.1420821027895316,-10.213904546586368,-1454.3276303359348,0.05001135121385099,0.2332441702928948
low_q,339,-1223.4600309286477,-4.196561704880054,-1.145588972756352,-9.650825831797704,-1454.2454052445619,0.0552133890838109,0.1959218603673254
low_q,340,-1222.6094685179332,-4.198399491836483,-1.142279101934488,-10.948797178019447,-1454.7428831961054,0.04883446177329768,0.19495346187199308
low_q,341,-1225.8613958246797,-4.227503900614835,-1.1519715562941384,-10.609662728245898,-1457.74805362632,0.05904241728657792,0.20231319164412565
low_q,342,-1223.4729834720372,-4.2337634744274055,-1.1515918487697812,-9.538164050022758,-1454.2644184657192,0.05885337049217955,0.1851070032872215
low_q,343,-1226.2681119795036,-4.23552659478699,-1.1545242880631374,-9.44546739437892,-1457.034232218124,0.06024191711523801,0.1858662659933261
low_q,344,-1226.8331982958794,-4.255691990019557,-1.1494277727004156,-11.04693713976922,-1459.1763978632237,0.0577074779266892,0.2096493055462972
low_q,345,-1221.609585072883,-4.634552187799812,-1.1472523742782645,-9.814036521134014,-1453.1240917323832,0.04429617284550244,0.249834245079175
low_q,346,-1225.5563701849542,-4.25682048823424,-1.1427343479706658,-9.482052328511191,-1456.4413889542307,0.047898531242657194,0.21420958078066718
low_q,347,-1224.9850798359307,-4.312047677870936,-1.143706866169828,-9.611582639376358,-1455.9859064654372,0.05349526627027185,0.21828247144475096
low_q,348,-1223.848301804437,-4.202117416169756,-1.1442259269473711,-9.446677789271185,-1454.4661561198645,0.046252232933228575,0.20294397775653583
low_q,349,-1222.9566397439862,-4.237433937959196,-1.1448286296439423,-9.819598842201442,-1453.9373851352061,0.05458861850937204,0.21103298988403105
low_q,350,-1223.9132922587453,-4.3927275471770315,-1.1425650907569738,-10.254266103366508,-1455.6032374832969,0.04818651411163134,0.2316641259103531
low_q,351,-1224.3123309962043,-4.303663665672616,-1.1508360644612772,-9.656214506842627,-1455.4059904138896,0.04270334641393044,0.2260959917526178
low_q,352,-1226.235334198942,-4.33773741198965,-1.14838814167257,-9.635439234247105,-1457.376829922208,0.04373783595779055,0.22953243765718656
low_q,353,-1223.877954727032,-4.246141669031061,-1.1477544698196676,-10.181317301409617,-1455.3042881313152,0.05671663440766818,0.1818885965444614
low_q,354,-1228.4191184084557,-4.491988300186989,-1.1428344726849633,-11.1047602245621,-1461.0890221000075,0.04774637394736025,0.22834395106767116
low_q,355,-1224.4549375716315,-4.204498674324469,-1.1439807302018399,-9.35598046923291,-1455.0000057020795,0.046465447639932086,0.20896794541589112
low_q,356,-1222.1603209786808,-4.197669472317301,-1.1421599111748697,-9.446060131272684,-1452.8212816580974,0.05074598910227617,0.2007448347665702
low_q,357,-1226.0603825774924,-4.290272374612073,-1.143228105810254,-9.842098174703743,-1457.02882406612,0.052920368400859376,0.21705208201375836
low_q,358,-1222.8972326694152,-4.34422579097108,-1.142525094868611,-10.996966949606165,-1455.2444700018616,0.04826193943041405,0.22484111151080535
low_q,359,-1223.3219870070554,-4.197203678569679,-1.1459378801413707,-9.929675144175553,-1454.5992987632685,0.04503612521606312,0.19749890329140662
low_q,360,-1222.3199512320964,-4.388574344592399,-1.1587033295919147,-10.854997536266422,-1454.542957611483,0.04021977565485851,0.23282550668679394
low_q,361,-1227.2633952049541,-4.197906543988893,-1.1681527351851484,-9.715164336388511,-1458.1384761712366,0.06543596566790037,0.18493368046884842
low_q,362,-1223.9739344056295,-4.200685115600066,-1.1424052761784158,-13.422980408675109,-1458.7720624424264,0.051531324792082195,0.19264803411537776
low_q,363,-1224.9502000514037,-5.02580225391182,-1.1451564494206645,-9.688990142243613,-1456.8266928584346,0.04554427724387473,0.26689463211616155
low_q,364,-1224.2802340547435,-4.599656829126815,-1.1886154003769187,-9.333227811473746,-1455.2301072583625,0.034697486768512205,0.25248802134653764
low_q,365,-1223.0394672565642,-4.617817422549592,-1.14985665199286,-10.35473026167278,-1455.185604009167,0.04309450286159303,0.24615719381822826
low_q,366,-1228.9861192263322,-4.203155036516421,-1.1457782820610136,-9.66231707331806,-1459.8605382368285,0.055359027857128575,0.18825403999060478
low_q,367,-1226.0817549669846,-4.202055164157855,-1.1494274058822143,-9.72692012908772,-1457.2574095390542,0.05770727221821551,0.1914102499647942
low_q,368,-1223.6216142847452,-4.3245488786554915,-1.142150416044097,-10.482117973911212,-1455.5767149077692,0.05069869343068398,0.22787952048977955
low_q,369,-1222.8726870234646,-5.0648395956634715,-1.1474767891263058,-9.459326723448399,-1454.4538394078063,0.044180774148335045,0.2711595070392836
low_q,370,-1224.6703240029171,-4.456094140529245,-1.1423240482450248,-9.677424054809556,-1455.8679373358939,0.048709893068975794,0.2333857026240085
low_q,371,-1222.7088536016754,-4.617576163831643,-1.1482633828612903,-10.171838511274746,-1454.6640656228508,0.04379624259991588,0.24820833062289113
low_q,372,-1229.8237770261887,-4.232652982616258,-1.1438639084774043,-9.457874856083777,-1460.6950774832092,0.046572224586210575,0.2108725600536777
low_q,373,-1225.5856534735958,-4.309557008673465,-1.1487044580465757,-9.161356517135843,-1455.939955563074,0.04359261257587575,0.22773796388902728
low_q,374,-1225.0446208471685,-4.585898185312516,-1.142107324527069,-9.7374097256825,-1456.3805909059092,0.04957982683277201,0.24032279865530076
low_q,375,-1226.4797815742368,-4.9203597692767005,-1.1559804804483391,-9.804332397665675,-1458.3063406726576,0.06088024000333593,0.2552115723773248
low_q,376,-1227.2417445471303,-4.202443187284047,-1.143561264839408,-9.468977462747496,-1457.8593501204384,0.05333005438616064,0.19344068549348284
low_q,377,-1227.8776343448606,-5.306446879112713,-1.1455771693607597,-9.46913209733281,-1459.6400678243601,0.045262912090028466,0.27820728759639873
low_q,378,-1222.4939901435155,-4.33547021993806,-1.1457612713750533,-9.79553981794611,-1453.7695095008542,0.04514563717185771,0.22684291011415567
low_q,379,-1223.6198786566372,-4.620090661890714,-1.1532513430549707,-9.713577520905657,-1455.1027407214158,0.041835872462599524,0.2518674839141959
low_q,380,-1225.3599557714083,-4.664897204943884,-1.1489261886743498,-10.397180016644057,-1457.3920516543337,0.05742188964127257,0.24211358720434858
low_q,381,-1227.6225933970272,-4.661352781272456,-1.1519700876510375,-9.933413578683808,-1459.2904644715002,0.059041692061959854,0.15390349323842012
low_q,382,-1223.4203612275373,-4.668366445628436,-1.1527438939503611,-10.228697461976166,-1455.4870543898708,0.042008312274106445,0.24853041956853836
low_q,383,-1228.2708216666506,-4.289907885851733,-1.178763755778041,-10.072639717554203,-1459.8017268381288,0.06876171127475288,0.1740112409863167
low_q,384,-1227.5191014846566,-4.198700069329732,-1.1694556860952434,-12.40571597584224,-1461.3934872740883,0.06586815631854848,0.19275037849517895
low_q,385,-1226.489432348958,-4.509533318567691,-1.197092240192999,-9.719710712751894,-1457.7474573037541,0.07379377022092477,0.1525264476472605
low_q,386,-1227.3201826958616,-4.728035388896075,-1.1435449239068778,-9.722089350527389,-1458.91050501955,0.04688441299021028,0.2538912263600058
low_q,387,-1226.5782828984363,-4.7700412882219325,-1.1445342166439998,-10.204404435004356,-1458.701490607697,0.04600198493206269,0.2543047659477162
low_q,388,-1224.314798566692,-4.858612821255321,-1.1434404435764942,-9.554434103758455,-1455.7085288878666,0.0469944301112472,0.26330010273033794
low_q,389,-1230.687061489393,-4.198052438003117,-1.1732844516415064,-10.963513961712625,-1463.0538451331008,0.06709603991017798,0.19478589495138024
low_q,390,-1222.410381852816,-4.4095807911834015,-1.1529014568344598,-10.180954654491723,-1454.1776572766569,0.04195426578664405,0.2343017726749709
low_q,391,-1221.6027626362054,-4.531919120398271,-1.1517235999305966,-9.444250041106123,-1452.6111545050212,0.04237011145672839,0.24019006909300422
low_q,392,-1223.4893430993554,-5.217425263704143,-1.1567744239743143,-9.326198448296257,-1455.0887357642887,0.040749312483400725,0.2781785342279855
low_q,393,-1223.9055324271378,-5.334431390733954,-1.1773330366727055,-9.318555142033645,-1455.7084642342784,0.03639179625048196,0.28412284508635716
low_q,394,-1222.4491046475878,-4.6520967076317845,-1.1453289683056618,-10.273104348889198,-1454.347022123142,0.045426505813619476,0.24599617940318885
low_q,395,-1224.2024594919915,-4.948809220212212,-1.1579536121686742,-9.751343840590046,-1456.024354150379,0.04042095946688972,0.2660412548033434
low_q,396,-1223.2564233074252,-4.201358751385385,-1.159763624858705,-9.6541431185054,-1454.2030911654056,0.06242238758193495,0.18699955690030556
low_q,397,-1225.8776747062814,-4.419456106225425,-1.1432658226682806,-10.548414172188973,-1457.7573225625488,0.04718881432713359,0.23279925167847565
low_q,398,-1227.5911550922817,-4.197711383363952,-1.1421254993222443,-10.133042940100397,-1458.988848298262,0.04944962051036584,0.19554814666732007
low_q,399,-1224.5961961188264,-4.2914822691453764,-1.1520163167426514,-9.579910816159412,-1455.6189754117663,0.059064498482743685,0.17892141420417484
low_q,400,-1222.7301064722178,-4.277782965380652,-1.1424111715360126,-9.415513598262194,-1453.3790843830948,0.04849853627015185,0.215986045250718
low_q,401,-1227.3583124901734,-4.265734954239605,-1.1465936158676084,-9.66069580854982,-1458.606689766087,0.055951002039761374,0.21882916442955486
low_q,402,-1224.8791600104205,-4.2113984622186535,-1.1491254047289536,-9.828254971252605,-1456.0458514089498,0.057536371242679116,0.20370828884223408
low_q,403,-1222.1855715307106,-4.273189191557066,-1.143858732330458,-9.558912941231156,-1452.9785526945702,0.0465770409702021,0.21722777496166995
low_q,404,-1224.5202386386193,-4.974394411203718,-1.142221707552224,-10.231611192598733,-1456.6322588742269,0.051001573393020465,0.2615050526138202
low_q,405,-1229.6377303454456,-4.783358842017208,-1.1716624569832192,-11.304854917361265,-1463.0352970632778,0.06658306534487869,0.14335398830198642
low_q,406,-1221.8387164083979,-4.238091079172079,-1.1421480036318798,-9.553746487629628,-1452.6916293525544,0.049322637820002256,0.21064982289233666
low_q,407,-1224.5306760667181,-4.32624751360197,-1.1677298722481118,-9.411396766711363,-1455.3464208995626,0.03814219196552199,0.23012590841106367
low_q,408,-1226.8977314027004,-4.4011533437604555,-1.1537256705541854,-9.294142016890197,-1457.4277939895608,0.04167878923586651,0.22991387168696653
low_q,409,-1225.016651211728,-4.243614068670325,-1.1656383079018076,-10.088609747515946,-1456.421089607854,0.06457815176189927,0.20715925903668644
low_q,410,-1224.5139661006667,-4.389348499425353,-1.1442314198954482,-9.683607266324504,-1455.6480341735642,0.046247610488295496,0.23301304913478166
low_q,411,-1224.1831297886915,-4.87142640901871,-1.174216694010404,-9.631049231763624,-1455.5737848497972,0.03692184586880878,0.26417846965838615
low_q,412,-1224.178731427601,-4.229619037392752,-1.154220777891917,-9.802710914708205,-1455.2278468601328,0.06010506692465239,0.2093140227897864
low_q,413,-1225.9924944605311,-4.197017817036652,-1.1422315344978415,-9.934731490323198,-1457.4191472971927,0.04898340787472393,0.19782991693855562
low_q,414,-1223.582661722451,-4.219040999094005,-1.1426910553916778,-9.703076962058478,-1454.6225012464374,0.05211327946781669,0.2061498983179862
low_q,415,-1225.794704428054,-4.196665694280057,-1.143644909842045,-10.307117593245014,-1457.320002326291,0.04678296936931454,0.20098207564738305
low_q,416,-1232.1694953361136,-4.346773372456084,-1.1420884017823554,-9.509215052412035,-1463.0327054084423,0.049789372566234356,0.22440603250210053
low_q,417,-1225.0908520662254,-4.211198178894165,-1.1426059925055698,-10.16375108170053,-1456.729671083157,0.04811265459740727,0.2062761021109084
low_q,418,-1227.690840413722,-5.751492895607271,-1.3176780487824844,-9.945786894897672,-1460.7163632589163,0.09942132758486769,0.10904159606056724
low_q,419,-1227.0373643950202,-5.378886423744831,-1.1517427982191843,-10.005905570802168,-1459.5853888924134,0.04236310349342815,0.28510714317759067
low_q,420,-1222.2771120721432,-4.280762664582255,-1.1547902835109782,-9.536706188690726,-1453.1994282290243,0.041339422522858355,0.22420170048653595
low_q,421,-1222.5923066963046,-4.573236860721863,-1.1617175847538312,-9.618021704127877,-1453.838842892819,0.039462188779035165,0.24860455840702658
low_q,422,-1226.4650097053677,-4.493726455787481,-1.1646163059310486,-11.079839524414728,-1459.059450305731,0.0387983836910741,0.24350882938186286
low_q,423,-1223.6659839579647,-4.249307481488586,-1.1449008845738728,-9.72302129939532,-1454.8745532852236,0.054651135452611986,0.21502222370412707
low_q,424,-1224.6228272022017,-4.196790598334502,-1.1523226874804882,-9.631885850990201,-1455.467898685255,0.0421551204943268,0.20430718211507648
low_q,425,-1224.8326020828126,-4.22236627565286,-1.1460300821164693,-9.848798708174785,-1456.1658458253398,0.05554761386574023,0.2083333353838662
low_q,426,-1227.4074001235888,-4.315772455193297,-1.142499843654781,-10.379919309310061,-1459.0098517503834,0.0483113851704081,0.22299114659815045
low_q,427,-1225.3405531943442,-4.401431024178976,-1.1709058285738039,-9.218824074144202,-1455.9176435974614,0.03752276419973588,0.2311951940500557
low_q,428,-1227.8558563405713,-4.418950353954756,-1.1653602394688152,-11.494326269840997,-1460.8019878640055,0.03863667806648807,0.24154211922998717
low_q,429,-1228.859340221881,-5.655074091959477,-1.2783047356300905,-10.196541670533552,-1462.0017993606405,0.09178891258176504,0.11705646082843675
low_q,430,-1224.2855162468252,-4.21420402111292,-1.148031252275958,-9.435950050443388,-1455.0951728207144,0.04390670967982492,0.20840128744342692
low_q,431,-1224.0800132060176,-4.239108917822307,-1.1463749486406052,-9.670790875903254,-1455.0235703594112,0.04477645342440183,0.2104384970149066
low_q,432,-1223.6405514810037,-4.207096407109532,-1.1576991453027625,-10.122364927846393,-1455.192102291093,0.06159943182616656,0.1863342868048055
low_q,433,-1225.3762822996607,-4.2914640475589465,-1.1491298019996181,-9.785747981111934,-1456.6280900480963,0.057538882190531514,0.21685093814417677
low_q,434,-1222.800245272681,-4.7614051502425525,-1.165568699367594,-9.547778305253734,-1454.215209110438,0.03859194588062339,0.2579563622598165
low_q,435,-1225.5067856584285,-4.241230836824116,-1.1488900414660679,-10.832185751439322,-1457.8007530571344,0.04350923000614235,0.21269224619731372
low_q,436,-1228.3602864207264,-4.505640474843631,-1.1495441620468752,-9.7025337163046,-1459.7207509287962,0.0577725252353021,0.16479522264331525
low_q,437,-1222.9466718500362,-4.199044993053889,-1.1427960264963828,-9.943145898651375,-1454.1378767903911,0.04780347239688331,0.20167611593750337
low_q,438,-1227.7262465167205,-4.197574685940566,-1.1751981790638133,-12.232605555744637,-1461.4859584928372,0.06768893537503597,0.19790899739681134
low_q,439,-1223.5503192340275,-4.400872099568176,-1.142440565035985,-9.58311860860404,-1454.531317026136,0.05161399117810755,0.23075579258037676
low_q,440,-1227.6408404840108,-4.2630568832868505,-1.1567137820750084,-10.128310785558035,-1459.3025414644574,0.06119127513586719,0.17591471080760712
low_q,441,-1222.5358145222888,-4.400414754829143,-1.1442337341003697,-9.50195423925943,-1453.450919896407,0.046245664930551364,0.2297401238107114
low_q,442,-1226.0209750283138,-4.228692628613743,-1.1460781355739662,-10.11642873437495,-1457.4195358475129,0.05558298029845849,0.1818373072050908
low_q,443,-1223.6995517213002,-4.273588831304835,-1.1531286690453402,-9.266177383005632,-1454.1833118369966,0.04187713218358206,0.22108711683644247
low_q,444,-1226.4301129189805,-4.884833418710855,-1.1724754879454673,-12.061446470863697,-1460.4430917762552,0.06684145021101554,0.13948783214517024
low_q,445,-1224.94052099247,-4.954794722541095,-1.1422696359172666,-9.904191977714078,-1456.7367531970917,0.0488624982812809,0.2577269737752203
low_q,446,-1222.829721445018,-4.297301447489275,-1.1424043590327024,-9.368395064133644,-1453.5811787600733,0.05152911934200979,0.22255771288604917
low_q,447,-1223.963628572165,-4.598406370984918,-1.1424220216693637,-10.105367572546495,-1455.5990103464198,0.048474344160693704,0.24445922963631703
low_q,448,-1224.945646117034,-4.628300916377384,-1.1427030652267671,-9.622982059114822,-1456.2069783520874,0.05213442878423271,0.24440792751809456
low_q,449,-1221.8572171214432,-4.197972105626405,-1.1420852858869084,-11.90475514971029,-1454.898415870299,0.05015045431360305,0.20012921961110886
low_q,450,-1222.6328838056668,-4.207915950023079,-1.1447124789506447,-9.707712105896796,-1453.7406572410248,0.05448651762511596,0.20568694574224325
low_q,451,-1223.3879542939487,-4.346233025010122,-1.1574991230018643,-9.422633236821934,-1454.2894851918595,0.0405457209996948,0.23246018398103255
low_q,452,-1221.8340322869904,-4.542099653603287,-1.1566885182317603,-9.651792960006528,-1453.0991391939401,0.04077384180240452,0.24024446727298487
low_q,453,-1225.4653838643803,-4.201333569093606,-1.1466408466229507,-10.60243036952199,-1457.2824674118806,0.04462557788431626,0.19656742542701278
low_q,454,-1222.6689620636707,-4.2826195590546945,-1.1425607396351918,-9.94551857037106,-1453.9615556171495,0.05186938988792899,0.2166285975349414
low_q,455,-1227.135137070369,-4.4328917140856845,-1.1828096604361515,-9.926256636628906,-1458.4814765292006,0.03553027333852963,0.24038721925363776
low_q,456,-1223.5667714747015,-4.622375540182418,-1.155141396703671,-10.080384314604375,-1455.4571182085804,0.04123120048358611,0.2525344058998232
low_q,457,-1224.3476259930023,-4.264287095294435,-1.1531834316893756,-9.932759852680906,-1455.5273617813996,0.059626228530779785,0.21031689140977525
low_q,458,-1225.7982171981982,-4.20996224396896,-1.1566869479377238,-9.580743493325217,-1456.7817475337938,0.061180006696068455,0.18516578064965233
low_q,459,-1228.9854810058073,-4.199157544509177,-1.1425232674883237,-10.174123247242512,-1460.5088947236852,0.04826546803378349,0.19898304234874928
low_q,460,-1225.958067131278,-4.307431624774438,-1.1494226132869867,-9.747268102683243,-1456.9081258348394,0.043276869192978525,0.2285615237349398
low_q,461,-1224.4239146388572,-4.348810760186126,-1.142993297054272,-9.715136111299762,-1455.6094027756253,0.04752530119743683,0.22255001068870064
low_q,462,-1225.458892720011,-4.197793558200971,-1.1453887506364173,-9.44801190296458,-1456.3160024833032,0.05505541911243574,0.19359788214208773
low_q,463,-1223.247793976612,-4.580669163866929,-1.1427659165024175,-10.304225570177765,-1455.2860117830144,0.05224204325099669,0.24037168846852228
low_q,464,-1225.4302379510245,-4.202674366312664,-1.1708955628290314,-9.818783565065814,-1456.6714988353726,0.06633693562698814,0.20170784995637256
low_q,465,-1229.2339800268348,-4.886994469677802,-1.1450378957297116,-9.973170945527219,-1461.3740344838548,0.05476769890380287,0.261018950473025
low_q,466,-1234.017215162863,-4.356365856898464,-1.1630148197369068,-9.422068372348683,-1464.7408834296875,0.06364488668231748,0.22453428056458752
low_q,467,-1224.1898240070059,-5.086554921974425,-1.1539192560389808,-9.336061461965693,-1455.6661381564438,0.041615759958137585,0.27102784069012176
low_q,468,-1222.5296388272893,-4.2681381265053915,-1.1424422110854313,-9.776185281116051,-1453.5932184009957,0.04843036412828731,0.21759594040521543
low_q,469,-1230.4859946002555,-4.214314017201275,-1.171617612915873,-9.37077614312392,-1460.9952754963003,0.037389976679003734,0.20811276385746075
low_q,470,-1221.7309525847816,-4.248318619709977,-1.1423706939486,-9.971433881325027,-1453.0256755655587,0.051445939053079044,0.210788649169435
low_q,471,-1226.2524247686088,-5.093740476344379,-1.1505733648523708,-10.172656632796384,-1458.5742573688187,0.04280568803568773,0.2691671048706218
low_q,472,-1228.027695290309,-5.1679359108022425,-1.3061242986512043,-9.804092971533416,-1460.2725298895846,0.09722409395679049,0.12532110371386865
low_q,473,-1226.9494924335036,-4.211746634855018,-1.165074472236113,-9.80959271822563,-1458.1305358233692,0.06438109443641592,0.20171360995980295
low_q,474,-1224.4811914148765,-4.281622010028201,-1.1424603214075904,-10.97729032318975,-1456.7068786656812,0.04839198203313853,0.21865507277526794
low_q,475,-1223.6293445172648,-4.260723106884512,-1.1427663836292643,-10.264075662058522,-1455.140482848408,0.052242824881777686,0.21220681796163612
low_q,476,-1225.313215620874,-4.794710435804149,-1.1490818351911258,-9.729389405126557,-1456.8127814477398,0.0434243995470468,0.252301103971036
low_q,477,-1224.4407410190108,-4.328081887521307,-1.142663544960718,-9.436717044792285,-1455.2954901160704,0.0520640647270123,0.22364075069632347
low_q,478,-1225.3129542634947,-4.245308309662079,-1.1438120111966168,-10.757875189418735,-1457.211695351578,0.046620858027973555,0.21183784542922457
low_q,479,-1222.7533500707689,-4.448864516858606,-1.1420853546089906,-9.876457569843446,-1454.2210963421826,0.05015206291210681,0.23212560339666077
low_q,480,-1225.5272417660494,-4.210894287976174,-1.1424264711970533,-10.64517545724302,-1457.3822507122507,0.04846453829044112,0.19180822629504973
low_q,481,-1224.2540727880316,-4.256975280427724,-1.1432784154628275,-11.089606103524115,-1456.5307639493276,0.05298553453406629,0.210840770822351
low_q,482,-1227.6798314707166,-4.5179266672382425,-1.1437580932634615,-9.605381864549583,-1458.6997326802073,0.04667221648489588,0.23873435386635855
low_q,483,-1222.7105751147055,-4.32932125531363,-1.1514403728851144,-9.490580988086684,-1453.540279848165,0.042474451276923716,0.22603095594623832
low_q,484,-1227.328238480509,-4.1980121720521595,-1.1618431205479174,-9.859178603260663,-1458.583082908456,0.06321353099521182,0.18986499180891553
low_q,485,-1225.7145108245575,-5.269841361988853,-1.1709121753790086,-9.694828997936597,-1457.942293442688,0.03752157095442285,0.2769376936375765
low_q,486,-1226.1808588361023,-4.240080755592231,-1.142462998425553,-9.856711171501892,-1457.2079295013423,0.04838638953780301,0.20668571911226577
low_q,487,-1225.9307927197785,-4.290214345299802,-1.1420823938013842,-9.976591843632102,-1457.4189704119774,0.05004671845098035,0.1771310707947096
low_q,488,-1223.611408782219,-4.205345344714829,-1.1447896450404127,-9.561050620083222,-1454.4413506145504,0.05455457459985967,0.2017772789080642
low_q,489,-1225.0805166276698,-4.243655028806273,-1.1483417649346979,-9.710227899015386,-1456.2231254734888,0.05707736863482325,0.20742835437072565
low_q,490,-1223.4997568045333,-4.235978339701859,-1.1497343681567074,-10.244982708720528,-1455.0338678794515,0.05787789032606453,0.18078701008740294
low_q,491,-1224.6982742731132,-4.427033063109235,-1.1609282280604551,-9.374841687043613,-1455.5368504586413,0.039653297850862884,0.23515941782420086
low_q,492,-1224.49876000676,-4.252862105745493,-1.1493738343422477,-9.592155271922426,-1455.4605603033333,0.05767718182614049,0.21150802309520988
low_q,493,-1225.9228280936527,-4.288279397084892,-1.1740656288450337,-9.949074109791528,-1457.228459315686,0.06733960889834995,0.1734628916995633
low_q,494,-1227.0532411764207,-4.197161010463105,-1.1525301255389775,-9.743033956341174,-1458.185129482221,0.04208238858574786,0.2019111307022753
low_q,495,-1229.4188898777834,-4.208124313688586,-1.1895423887277552,-10.210063329371405,-1461.1384025595964,0.07180257422524329,0.1822281598016653
low_q,496,-1222.737202692714,-4.246049219773937,-1.1454251037167773,-9.467240658458628,-1453.47853855447,0.05508441700262908,0.21154450687569865
low_q,497,-1226.1875440048252,-4.401186083579432,-1.1552413326047493,-9.537871102410906,-1456.9211186578868,0.041200713526369906,0.23611210353906228
low_q,498,-1225.811433055155,-4.203642401118174,-1.1627236638604397,-9.737074172336875,-1456.9926619722594,0.06353859689264292,0.19847841069803815
low_q,499,-1224.536534622806,-4.291106080311522,-1.1569363742139938,-9.523109572944332,-1455.4620920803,0.040703302000446924,0.2250785457451928
low_q,500,-1222.3287109103958,-4.323054688244355,-1.1439384197282574,-10.785234425563758,-1454.4152928456842,0.04650370345820087,0.22564077473441638
low_q,501,-1223.8097704529962,-4.1969562898707125,-1.1581713333275234,-9.569932932675215,-1454.5806862175227,0.061791325357577455,0.194408913885044
low_q,502,-1222.7015809318036,-4.295186522145173,-1.142368405068394,-11.859621080102302,-1455.7946454082232,0.048598135401694637,0.220649515712488
low_q,503,-1234.124800311987,-4.325750027855662,-1.191801073422477,-9.362837672427329,-1464.739212539918,0.03427008699125872,0.22336542289112948
low_q,504,-1221.075469979339,-4.600819340925597,-1.1453669134463966,-9.570231225895716,-1452.2993702412568,0.04540106345794627,0.24438193221003524
low_q,505,-1223.9509031210416,-4.208227509336979,-1.1532659906392158,-9.530752583363874,-1454.7630376395762,0.041830963712731706,0.2121561337534273
