quantity,value
cor_logitq_alpha_R,-0.9476274509499087
cor_logitq_gamma_ridge,-0.2368614093429516
q_median,0.009672924999999999
q_lo95,0.00728291925
q_hi95,0.016482867499999998
alpha_R_median,0.422878
