"quantity","value"
"u0_median_logit_q",-4.60827793239224
"c0",0.41853255306137
"b1",-0.54592141277495
"b2",0.328419287421316
"rmse_linear",0.0334893587527753
"rmse_quadratic",0.0265445078882118
"cor_resid_vs_d",-7.58258798981643e-15
"cor_resid_vs_d2",-5.12019465429935e-15
"bin_mean_range",0.0118846547342108
"overall_resid_sd",0.0265478482906523
"gate_pass",1
