segmentation_definition,state,wave_id,onset_week,peak_week,end_week,wave_end_censored,peak_incidence_raw,peak_incidence_smooth,peak_cases,preceding_trough_week,preceding_trough_incidence,trough_ratio,trough_duration_weeks,duration_weeks,weeks_onset_to_peak,total_cases,cumulative_incidence_per_100k,first4_cases,first6_cases,first8_cases,first4_nonzero_weeks,first6_nonzero_weeks,first8_nonzero_weeks,re4_prefit_eligible,re6_prefit_eligible,re8_prefit_eligible,early_peak_flag,reporting_anomaly_flag,n_candidate_peaks_in_segment,qc_duration_gt104,qc_peak_late_gt52,qc_multiple_peaks,qc_no_meaningful_fall,reason_re6_not_eligible,candidate_wave,major_epidemic_abs50,major_epidemic_abs100,major_epidemic_abs200,major_epidemic_inc2,major_epidemic_inc5,major_epidemic_inc10,major_epidemic_primary,reason_not_major,wave_order,is_recurrence
permissive,PE,PE_wave_06,2020-01-26,2020-07-05,2020-12-20,FALSE,2.0976882839447812,2.1824433661243683,198,2019-12-15,0.08159061977476377,0.1464968152866242,26,48,23,3177,33.65836201056854,56,75,101,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,TRUE
permissive,PE,PE_wave_07,2021-01-10,2021-05-30,2021-12-19,FALSE,16.388290988467375,15.46961746011901,1552,2020-12-20,0.06709777339217314,0.03074433656957929,19,50,20,20120,212.4564527628631,236,427,619,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,4,TRUE
permissive,PE,PE_wave_08,2022-01-09,2022-04-24,2022-12-18,FALSE,9.680790930099633,10.358481408702907,919,2021-12-19,0.13023341206471065,0.012572635594566223,30,50,15,13046,137.427201821632,376,814,1352,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,5,TRUE
permissive,PE,PE_wave_09,2022-12-25,2023-03-19,2023-12-31,FALSE,0.4729631657337556,0.6831690171709803,45,2022-12-18,0.10885183853213225,0.15933368726657188,20,54,12,1164,12.234075578919859,68,114,159,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,6,TRUE
permissive,PE,PE_wave_10,2024-01-07,2024-03-10,2024-08-18,FALSE,1.1636404501967652,1.0588079772060657,111,2023-12-31,0.08399218966558562,0.12294496318553692,37,33,9,1604,16.815128667708212,53,120,271,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,5,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,7,TRUE
permissive,PE,PE_wave_11,2024-08-25,2025-03-23,2025-12-28,FALSE,0.3346577763433974,0.3939200909042073,32,2024-08-18,0.15025987795333606,0.3814476118961801,2,71,30,1445,15.11811258472622,72,103,134,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,5,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,8,TRUE
permissive,PI,PI_wave_01,2015-05-10,2015-05-17,2015-05-31,FALSE,0.0614286082857364,0.020476202761912133,2,2015-05-03,0,NA,NA,4,1,2,0.0614286082857364,2,2,2,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PI,PI_wave_02,2015-11-08,2015-11-15,2015-11-29,FALSE,0.0307143041428682,0.010238101380956066,1,2015-05-31,0,0,23,4,1,1,0.0307143041428682,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PI,PI_wave_03,2016-03-13,2016-05-08,2016-11-06,FALSE,3.7296390748783126,3.485072578164981,122,2015-11-29,0,0,4,35,8,1210,36.990682627891466,57,193,391,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,FALSE
permissive,PI,PI_wave_04,2017-01-22,2017-05-21,2018-03-25,FALSE,9.76947092075894,10.408595186602982,321,2016-11-06,0.08152216557111065,0.02339181286549707,36,62,17,5588,170.04696222230947,47,103,168,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,2,TRUE
permissive,PI,PI_wave_05,2018-04-08,2018-07-08,2018-11-25,FALSE,0.9690430124882391,0.6763112691324169,32,2018-03-25,0.22207235702855477,0.32835820895522383,2,34,13,338,10.235516819407025,65,96,113,4,6,7,TRUE,TRUE,TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,TRUE
permissive,PI,PI_wave_06,2018-12-16,2019-04-28,2019-09-08,FALSE,1.3252101964081984,1.6163548607706058,44,2018-11-25,0.04037679218700996,0.059701492537313425,26,39,19,763,22.981991348115606,13,32,47,4,6,8,FALSE,TRUE,TRUE,FALSE,FALSE,5,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,4,TRUE
permissive,PI,PI_wave_07,2019-09-15,2020-03-08,2020-03-29,FALSE,0.20984075185341844,0.2398180021181925,7,2019-09-08,0.050197355924552975,0.20931437790818383,3,29,25,108,3.2446011930934846,13,20,26,4,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,NA,NA
permissive,PI,PI_wave_08,2020-04-05,2020-05-10,2020-08-23,FALSE,0.38970425344206283,0.28978008589281595,13,2020-03-29,0.04996208377462344,0.20833333333333331,3,21,5,85,2.548066272505795,19,36,49,4,6,8,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PI,PI_wave_09,2020-09-06,2020-11-08,2020-12-20,FALSE,0.05995450052954812,0.05995450052954813,2,2020-08-23,0.009992416754924687,0.16666666666666666,3,16,9,18,0.5395905047659331,5,8,9,3,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PI,PI_wave_10,2020-12-27,2021-01-10,2021-01-24,FALSE,0.14934931490482267,0.09956620993654844,5,2020-12-20,0.009992416754924687,0.16666666666666666,3,5,2,10,0.29869862980964534,10,11,15,3,4,6,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PI,PI_wave_11,2021-04-04,2021-07-11,2021-10-24,FALSE,0.3285684927906099,0.3584383557715744,11,2021-01-24,0.03982648397461938,0.4000000000000001,2,30,14,198,5.914232870230978,24,40,53,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,5,TRUE
permissive,PI,PI_wave_12,2022-01-30,2022-04-24,2022-12-11,FALSE,26.064605070593377,25.141173348092355,875,2021-10-24,0,0,17,46,12,9406,280.1870574788586,165,519,1310,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,6,TRUE
permissive,PI,PI_wave_13,2023-01-01,2023-04-23,2023-10-01,FALSE,7.902834354512237,6.664921704995908,266,2022-12-11,0.1687993471238428,0.02532653114249096,32,40,16,3437,102.11293863330285,123,264,411,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,7,TRUE
permissive,PI,PI_wave_14,2023-11-19,2024-03-03,2024-12-29,FALSE,1.184958375374669,1.1355851097340577,40,2023-10-01,0.07922640956904498,0.06976703805811524,25,59,15,607,17.98466544924746,20,28,41,4,6,8,TRUE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,8,TRUE
permissive,PI,PI_wave_15,2025-01-05,2025-05-11,2025-12-28,FALSE,0.5909210301999056,0.6795591847298915,20,2024-12-29,0.009874653128122243,0.014530968530794238,33,52,18,489,14.448019188387693,21,37,64,3,5,7,TRUE,TRUE,TRUE,FALSE,FALSE,7,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,9,TRUE
permissive,PR,PR_wave_01,2016-01-03,2016-05-22,2016-06-19,FALSE,0.00893202939995341,0.020841401933224625,1,2015-12-27,0,NA,NA,25,20,31,0.2768929113985557,4,7,11,2,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_02,2016-07-03,2016-07-17,2016-08-07,FALSE,0.01786405879990682,0.014886715666589017,2,2016-06-19,0,0,4,6,2,5,0.04466014699976705,5,5,5,3,3,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_03,2016-10-02,2016-10-30,2016-11-20,FALSE,0.026796088199860235,0.017864058799906823,3,2016-08-07,0,0,11,8,4,9,0.08038826459958069,4,8,9,2,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_04,2016-11-27,2017-04-02,2017-06-04,FALSE,0.017722337579871253,0.050213289809635214,2,2016-11-20,0.0029773431333178033,0.16666666666666663,4,28,18,51,0.4524156325568414,6,8,10,2,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_05,2017-06-18,2017-06-25,2017-07-09,FALSE,0.017722337579871253,0.008861168789935626,2,2017-06-04,0.0029537229299785423,0.33333333333333337,2,4,1,4,0.035444675159742506,4,4,7,3,3,5,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_06,2017-07-23,2017-07-30,2017-10-08,FALSE,0.017722337579871253,0.008861168789935626,2,2017-07-09,0.0029537229299785423,0.33333333333333337,2,12,1,6,0.05316701273961376,3,4,5,2,3,4,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_07,2017-10-29,2017-11-05,2017-11-19,FALSE,0.008861168789935626,0.0029537229299785423,1,2017-10-08,0,0,3,4,1,1,0.008861168789935626,1,1,4,1,1,3,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_08,2017-12-03,2018-03-04,2018-06-10,FALSE,0.11429596324241822,0.0586133144832914,13,2017-11-19,0,0,2,28,13,57,0.5014896969193511,3,6,14,2,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_09,2018-07-01,2018-07-08,2018-07-22,FALSE,0.00879199717249371,0.0029306657241645697,1,2018-06-10,0,0,3,4,1,1,0.00879199717249371,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_10,2018-09-23,2018-09-30,2018-11-11,FALSE,0.00879199717249371,0.0029306657241645697,1,2018-07-22,0,0,9,8,1,2,0.01758399434498742,1,2,2,1,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_11,2018-12-30,2019-04-21,2019-07-21,FALSE,0.02615923106509838,0.03778555598291988,3,2018-11-11,0,0,7,30,16,47,0.40982795335320793,2,3,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_12,2019-08-04,2019-08-18,2019-09-08,FALSE,0.008719743688366127,0.011626324917821501,1,2019-07-21,0,0,3,6,2,4,0.034878974753464506,4,4,4,3,3,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_13,2020-01-12,2020-01-26,2020-03-29,FALSE,0.008649780507494731,0.0057665203383298206,1,2019-09-08,0,0,18,12,2,6,0.05189868304496839,2,3,4,2,3,4,FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_14,2020-04-12,2020-04-26,2020-05-17,FALSE,0.008649780507494731,0.011533040676659641,1,2020-03-29,0,0,2,6,2,4,0.034599122029978925,4,4,4,3,3,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_15,2020-05-31,2020-06-14,2020-07-26,FALSE,0,0.0057665203383298206,0,2020-05-17,0,0,2,9,2,3,0.025949341522484196,2,2,3,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_16,2020-08-09,2020-08-23,2020-09-20,FALSE,0,0.011533040676659641,0,2020-07-26,0,0,2,7,2,5,0.043248902537473655,4,5,5,2,3,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_17,2020-10-25,2020-11-15,2020-12-06,FALSE,0.008649780507494731,0.0057665203383298206,1,2020-09-20,0,0,5,7,3,3,0.025949341522484196,2,3,3,2,3,3,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_18,2021-01-10,2021-03-28,2021-06-06,FALSE,0.13757171140412738,0.11464309283677282,16,2020-12-06,0,0,5,22,11,99,0.8512249643130382,2,2,5,2,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_19,2021-06-27,2021-07-04,2021-07-25,FALSE,0.025794695888273884,0.011464309283677282,3,2021-06-06,0,0,3,5,1,4,0.034392927851031846,4,4,8,2,2,4,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_20,2021-08-01,2021-08-08,2021-09-19,FALSE,0.025794695888273884,0.011464309283677282,3,2021-07-25,0,0,2,8,1,6,0.05158939177654777,4,6,6,2,4,4,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_21,2022-01-02,2022-02-27,2022-05-15,FALSE,0.02567022387515646,0.01996572968067725,3,2021-09-19,0,0,18,20,8,20,0.17113482583437642,2,3,5,2,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_22,2022-06-12,2022-06-26,2022-09-25,FALSE,0.00855674129171882,0.00855674129171882,1,2022-05-15,0,0,5,16,2,7,0.05989718904203174,3,4,5,3,4,5,FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_23,2022-11-06,2022-11-13,2022-11-27,FALSE,0.00855674129171882,0.002852247097239607,1,2022-09-25,0,0,6,4,1,1,0.00855674129171882,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_24,2023-01-15,2023-03-26,2023-11-05,FALSE,1.0890037674425648,1.2137854491286921,128,2022-11-27,0,0,4,43,10,1592,13.5444843575669,34,59,192,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,FALSE
permissive,PR,PR_wave_25,2023-12-24,2024-05-05,2024-08-04,FALSE,0.14376728643052467,0.1353103872287291,17,2023-11-05,0.0028359473110483456,0.020958829319248428,26,33,19,232,1.9624081566673677,20,32,39,3,5,7,TRUE,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_26,2024-08-25,2024-09-01,2024-09-22,FALSE,0.025370697605386707,0.014094832002992615,3,2024-08-04,0.005637932801197045,0.39999999999999997,3,5,1,6,0.050741395210773414,6,6,12,4,4,6,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,PR,PR_wave_27,2024-11-24,2025-03-23,2025-12-28,FALSE,4.280698071684284,4.476931775035888,509,2024-09-22,0.0028189664005985227,0.19999999999999998,2,58,17,6243,52.513293203180815,121,204,350,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,2,TRUE
permissive,RJ,RJ_wave_01,2015-02-08,2015-02-15,2015-03-01,FALSE,0.011784214996874827,0.003928071665624942,2,2015-02-01,0,NA,NA,4,1,2,0.011784214996874827,2,2,2,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; too few nonzero renewal infectiousness contributions; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,RJ,RJ_wave_02,2015-04-05,2015-04-12,2015-05-03,FALSE,0.0058921074984374135,0.003928071665624942,1,2015-03-01,0,0,5,5,1,2,0.011784214996874827,2,2,2,2,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,RJ,RJ_wave_03,2015-07-05,2015-07-12,2015-08-02,FALSE,0.0058921074984374135,0.003928071665624942,1,2015-05-03,0,0,9,5,1,2,0.011784214996874827,2,2,2,2,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
permissive,RJ,RJ_wave_04,2015-11-29,2016-04-17,2016-09-11,FALSE,0.6160624375173341,0.6121509299775415,105,2015-08-02,0,0,14,42,20,1316,7.722011576835546,22,33,51,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,1,FALSE
permissive,RJ,RJ_wave_05,2016-11-13,2017-01-29,2017-10-29,FALSE,0.8069987610814673,0.8908174729812331,138,2016-09-11,0.03129206031834078,0.05111821086261981,29,51,11,3758,21.97794389573504,43,76,218,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,2,TRUE
permissive,RJ,RJ_wave_06,2017-12-10,2018-05-06,2018-09-09,FALSE,8.058805723478118,8.46310663772883,1382,2017-10-29,0.13449979351357788,0.15098468271334795,19,40,21,28182,164.3417577248186,308,690,1155,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,TRUE
permissive,RJ,RJ_wave_07,2018-12-02,2019-05-05,2020-09-13,FALSE,33.21523150132323,31.49369262470063,5711,2018-09-09,1.3159217257102473,0.1554892053284336,22,94,22,82566,480.2131888310785,1391,3121,4827,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,9,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,4,TRUE
permissive,RJ,RJ_wave_08,2020-09-20,2021-05-09,2021-12-19,FALSE,0.10452685483629788,0.1316264097938566,18,2020-09-13,0.03870949136405764,0.29408605328278375,6,66,33,581,3.373820361646741,37,52,77,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,NA,NA
permissive,RJ,RJ_wave_09,2021-12-26,2022-05-01,2022-09-04,FALSE,0.15686948923294305,0.13556622526303722,27,2021-12-19,0.0038713649939369587,0.029411764705882356,31,37,18,390,2.265892622253622,16,29,38,3,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,NA,NA
permissive,RJ,RJ_wave_10,2022-09-11,2023-05-28,2023-08-13,FALSE,0.2497993907567138,0.21494366181391653,43,2022-09-04,0.032923226135309035,0.24285714285714283,12,49,37,802,4.659132946014384,38,48,58,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,NA,NA
