segmentation_definition,state,wave_id,onset_week,peak_week,end_week,wave_end_censored,peak_incidence_raw,peak_incidence_smooth,peak_cases,preceding_trough_week,preceding_trough_incidence,trough_ratio,trough_duration_weeks,duration_weeks,weeks_onset_to_peak,total_cases,cumulative_incidence_per_100k,first4_cases,first6_cases,first8_cases,first4_nonzero_weeks,first6_nonzero_weeks,first8_nonzero_weeks,re4_prefit_eligible,re6_prefit_eligible,re8_prefit_eligible,early_peak_flag,reporting_anomaly_flag,n_candidate_peaks_in_segment,qc_duration_gt104,qc_peak_late_gt52,qc_multiple_peaks,qc_no_meaningful_fall,reason_re6_not_eligible,candidate_wave,major_epidemic_abs50,major_epidemic_abs100,major_epidemic_abs200,major_epidemic_inc2,major_epidemic_inc5,major_epidemic_inc10,major_epidemic_primary,reason_not_major,wave_order,is_recurrence
primary,AC,AC_wave_08,2019-05-19,2019-05-26,2019-06-09,FALSE,0.11656112057198874,0.03885370685732958,1,2019-03-31,0,0,7,4,1,1,0.11656112057198874,1,1,2,1,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_09,2019-06-30,2019-07-07,2019-07-21,FALSE,0.11656112057198874,0.03885370685732958,1,2019-06-09,0,0,3,4,1,1,0.11656112057198874,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_10,2019-10-27,2019-12-08,2019-12-29,FALSE,0.23312224114397748,0.1554148274293183,2,2019-07-21,0,0,14,10,6,5,0.58280560285994365,1,2,5,1,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_11,2020-01-05,2020-02-09,2020-03-22,FALSE,0.4631468279652687,0.1929778449855286,4,2019-12-29,0,0,3,12,5,11,1.2736537769044889,4,8,9,3,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_12,2020-04-05,2020-07-12,2020-08-16,FALSE,0.34736012097395147,0.3473601209739515,3,2020-03-22,0,0,7,20,14,25,2.894667674782929,1,5,10,1,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_13,2020-11-08,2021-03-07,2021-04-11,FALSE,2.4183908257768216,2.610326605600379,21,2020-08-16,0,0,14,23,17,169,19.468540465080537,7,9,10,3,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,2,TRUE
primary,AC,AC_wave_14,2021-04-18,2021-10-31,2021-11-28,FALSE,0.8061302752589407,0.5758073394706719,7,2021-04-11,0.038387155964711456,0.06666666666666667,6,33,28,48,5.52775045891845,4,7,14,2,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,fewer than 100 total cases,NA,NA
primary,AC,AC_wave_15,2021-12-12,2022-02-20,2022-05-01,FALSE,0.11460451129198249,0.15280601505597666,1,2021-11-28,0,0,6,21,10,12,1.3758110921059417,1,3,4,1,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_16,2022-05-22,2022-06-05,2022-07-17,FALSE,0,0.07640300752798833,0,2022-05-01,0,0,3,9,2,4,0.45841804516792994,2,2,4,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_17,2022-09-04,2022-09-11,2022-09-25,FALSE,0.11460451129198249,0.038201503763994164,1,2022-07-17,0,0,7,4,1,1,0.11460451129198249,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_18,2022-10-30,2022-11-06,2022-11-20,FALSE,0.11460451129198249,0.038201503763994164,1,2022-09-25,0,0,5,4,1,1,0.11460451129198249,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_19,2023-02-05,2023-04-09,2023-06-04,FALSE,0.3422383758735634,0.3042118896653897,3,2022-11-20,0,0,11,18,9,18,2.053430255241381,5,6,6,3,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_20,2023-07-02,2023-07-09,2023-08-20,FALSE,0.22815891724904233,0.07605297241634744,2,2023-06-04,0,0,4,8,1,4,0.45631783449808466,2,4,4,1,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_21,2023-10-08,2023-10-15,2023-10-29,FALSE,0.11407945862452117,0.03802648620817372,1,2023-08-20,0,0,7,4,1,1,0.11407945862452117,1,1,3,1,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_22,2023-11-26,2024-01-07,2024-10-13,FALSE,1.3626592749971327,2.201514887423137,12,2023-10-29,0,0,3,47,6,221,25.119245004728064,8,45,68,3,5,7,FALSE,TRUE,TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,TRUE
primary,AC,AC_wave_23,2024-12-08,2025-01-19,2025-05-04,FALSE,0.5653729426078619,0.6030644721150527,5,2024-10-13,0,0,18,22,6,40,4.526345998293549,7,16,24,2,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AC,AC_wave_24,2025-05-25,2025-06-29,2025-08-17,FALSE,0,0.15076611802876316,0,2025-05-04,0.03769152950719079,0.25,3,13,5,9,1.0176712966941515,2,5,7,1,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AL,AL_wave_01,2015-03-29,2015-04-12,2015-08-23,FALSE,0,0.020956597419781814,0,2015-03-22,0,NA,NA,22,2,7,0.22004427290770906,2,2,4,2,2,4,FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AL,AL_wave_02,2016-01-31,2016-05-29,2017-10-29,FALSE,17.62912708216616,19.3439413416414,562,2015-08-23,0,0,7,92,17,9621,301.77566046121643,279,478,667,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,12,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1,FALSE
primary,AL,AL_wave_03,2017-11-19,2018-07-22,2018-09-23,FALSE,0.28123875044998203,0.26040625041665,9,2017-10-29,0.04175598532903455,0.1603493973828392,6,45,35,167,5.219837798338446,11,16,21,4,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,2,TRUE
primary,AL,AL_wave_04,2019-02-03,2019-07-07,2020-01-05,FALSE,2.3062270623902985,2.60749095792777,74,2018-09-23,0.062497500099995995,0.24,4,49,22,1499,46.71656199071464,34,59,83,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,TRUE
primary,AL,AL_wave_05,2020-02-16,2020-07-26,2020-11-22,FALSE,0.27995320426661124,0.24884729268143221,9,2020-01-05,0.031125684581066643,0.12507945835244802,20,41,23,135,4.199298063999168,6,10,12,4,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,NA,NA
primary,AL,AL_wave_06,2020-11-29,2021-02-28,2021-03-28,FALSE,0.21753864962572475,0.13466678310163913,7,2020-11-22,0,0,12,18,13,26,0.8080586218871286,2,3,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AL,AL_wave_07,2021-05-02,2021-11-07,2022-01-02,FALSE,1.3673857976474126,0.9737444316580061,44,2021-03-28,0.010358983315510703,0.07692307692307693,4,36,27,506,15.724904112637681,18,34,59,4,6,8,FALSE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,4,TRUE
primary,AL,AL_wave_08,2022-03-27,2022-06-26,2023-10-29,FALSE,21.470422550965843,20.041132482450028,691,2022-01-02,0.1346505029478569,0.1382811532165436,7,84,13,11187,347.59530206012096,409,927,1826,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,7,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,5,TRUE
primary,AL,AL_wave_09,2023-11-05,2024-02-25,2024-08-11,FALSE,0.6832077473274155,0.6107463195805685,22,2023-10-29,0.09320802446524226,0.15261332156574126,11,41,16,368,11.428751186470969,16,28,32,4,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,6,TRUE
primary,AL,AL_wave_10,2025-03-23,2025-08-03,2025-12-28,FALSE,7.016785641545332,7.699835571253285,226,2024-08-11,0.12421959042316645,0.20338983050847456,6,41,19,3871,120.18573990452204,69,120,181,4,6,8,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,7,TRUE
primary,AM,AM_wave_01,2016-03-06,2016-12-04,2017-09-17,FALSE,0.20436492832155598,0.19584972297482448,8,2016-02-14,0,NA,NA,81,39,184,4.6720539384080135,3,4,7,3,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_02,2017-10-22,2017-11-26,2017-12-17,FALSE,0.02521221118151481,0.016808140787676538,1,2017-09-17,0,0,5,9,5,3,0.07563663354454442,1,2,3,1,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_03,2018-03-11,2018-03-25,2018-04-22,FALSE,0,0.008295004192709869,0,2017-12-17,0,0,12,7,2,2,0.049770025156259216,1,2,2,1,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_04,2018-07-01,2018-07-29,2018-08-19,FALSE,0.049770025156259216,0.024885012578129608,2,2018-04-22,0,0,10,8,4,4,0.09954005031251843,1,4,4,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_05,2018-09-16,2018-09-23,2018-10-07,FALSE,0.024885012578129608,0.008295004192709869,1,2018-08-19,0,0,4,4,1,1,0.024885012578129608,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_06,2018-12-30,2019-03-17,2019-04-21,FALSE,0.12275119805169298,0.05728389242412339,5,2018-10-07,0,0,12,17,11,16,0.39280383376541755,2,2,6,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_07,2019-04-28,2019-05-26,2019-07-14,FALSE,0.12275119805169298,0.1309346112551392,5,2019-04-21,0.0081834132034462,0.14285714285714288,3,12,4,28,0.6874067090894806,16,25,27,4,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_08,2019-12-01,2019-12-15,2020-03-01,FALSE,0,0.0163668264068924,0,2019-07-14,0,0,20,14,2,4,0.09762972755600265,2,2,3,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_09,2020-03-29,2020-04-05,2020-04-19,FALSE,0.024264624167662726,0.008088208055887575,1,2020-03-01,0,0,4,4,1,1,0.024264624167662726,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_10,2020-05-24,2020-07-19,2020-08-09,FALSE,0.024264624167662726,0.024264624167662726,1,2020-04-19,0,0,5,12,8,5,0.12132312083831363,1,2,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_11,2020-09-20,2020-09-27,2020-10-11,FALSE,0.024264624167662726,0.008088208055887575,1,2020-08-09,0,0,6,4,1,1,0.024264624167662726,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_12,2020-12-13,2020-12-27,2021-02-07,FALSE,0,0.032126594474391555,0,2020-10-11,0,0,9,9,2,6,0.14445655626018264,4,5,6,2,3,4,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_13,2021-03-14,2021-06-06,2021-11-07,FALSE,0.16826870492952786,0.1842942958751972,7,2021-02-07,0,0,7,35,12,115,2.764414438127958,6,7,12,4,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_14,2022-01-30,2022-04-24,2022-08-21,FALSE,0.11905354337870623,0.33334992146037745,5,2021-11-07,0,0,18,30,12,128,3.0477707104948797,13,21,34,3,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_15,2022-08-28,2023-04-02,2024-05-26,FALSE,0.3301442187856305,0.22795672249484011,14,2022-08-21,0,0,42,92,31,217,5.11707319046298,4,7,7,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,1,FALSE
primary,AM,AM_wave_16,2024-06-23,2024-06-30,2024-07-14,FALSE,0.023357887923715008,0.007785962641238336,1,2024-05-26,0,0,4,4,1,1,0.023357887923715008,1,1,2,1,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AM,AM_wave_17,2024-08-11,2025-02-09,2025-05-11,FALSE,0.06941847679201484,0.19282910220004124,3,2024-07-14,0,0,3,40,26,110,2.551896018831846,5,9,11,3,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,NA,NA
primary,AP,AP_wave_01,2015-11-15,2015-11-22,2016-01-03,FALSE,0.13385984873837092,0.044619949579456974,1,2015-11-08,0,NA,NA,8,1,2,0.26771969747674185,1,2,2,1,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AP,AP_wave_02,2016-02-07,2016-10-02,2017-01-15,FALSE,1.5853136543065045,1.36513120231949,12,2016-01-03,0,0,5,50,34,183,24.16563266044614,3,3,4,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,1,FALSE
primary,AP,AP_wave_03,2017-01-29,2017-05-28,2017-11-19,FALSE,1.436860433827352,1.26269553275737,11,2017-01-15,0.08708245053499103,0.06896551724137931,11,43,17,200,26.12473516049731,11,20,32,4,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,2,TRUE
primary,AP,AP_wave_04,2017-11-26,2018-04-15,2019-01-13,FALSE,1.2940226505724757,1.207754473867644,10,2017-11-19,0,0,15,60,20,181,23.432914448115092,6,10,15,3,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,3,TRUE
primary,AP,AP_wave_05,2019-01-20,2019-03-17,2019-04-28,FALSE,0.5131705214325668,0.4276421011938057,4,2019-01-13,0.08552842023876113,0.19999999999999998,3,15,8,20,2.5658526071628343,5,7,11,4,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AP,AP_wave_06,2019-06-09,2019-06-23,2019-08-11,FALSE,0,0.08552842023876113,0,2019-04-28,0,0,6,10,2,4,0.5131705214325668,2,2,4,2,2,4,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AP,AP_wave_07,2019-10-20,2019-10-27,2019-11-10,FALSE,0.1282926303581417,0.042764210119380565,1,2019-08-11,0,0,10,4,1,1,0.1282926303581417,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AP,AP_wave_08,2019-12-22,2020-01-19,2020-03-01,FALSE,0.2546041986778404,0.1273020993389202,2,2019-11-10,0,0,6,11,4,6,0.7648031270527427,2,5,5,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AP,AP_wave_09,2020-11-01,2020-11-08,2020-11-22,FALSE,0.2546041986778404,0.0848680662259468,2,2020-03-01,0,0,35,4,1,2,0.2546041986778404,2,2,2,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AP,AP_wave_10,2020-12-27,2021-01-10,2021-02-07,FALSE,0.25288574242828477,0.2107381186902373,2,2020-11-22,0,0,5,7,2,6,0.7586572272848543,5,6,6,3,4,4,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AP,AP_wave_11,2021-02-28,2021-08-01,2021-10-10,FALSE,0.8851000984989966,1.1379858409272814,7,2021-02-07,0,0,4,33,22,68,8.598115242561683,4,6,10,2,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,fewer than 30 raw cases,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,fewer than 100 total cases,NA,NA
primary,AP,AP_wave_12,2021-12-12,2022-03-13,2022-03-27,FALSE,0.3771416933913461,0.12571389779711536,3,2021-10-10,0,0,9,16,13,9,1.1321540535910652,2,3,4,2,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,too few nonzero raw incidence weeks; fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
primary,AP,AP_wave_13,2022-04-17,2022-05-15,2022-07-24,FALSE,0.25142779559423073,0.2933324281932692,2,2022-03-27,0,0,3,15,4,16,2.011422364753846,4,8,10,2,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,fewer than 30 raw cases,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,NA,NA
