state,week_start,reported_cases,population,incidence_raw,incidence_smooth
AC,2015-01-04,0,826677,0,0
AC,2015-01-11,0,826677,0,0
AC,2015-01-18,0,826677,0,0
AC,2015-01-25,0,826677,0,0
AC,2015-02-01,0,826677,0,0
AC,2015-02-08,0,826677,0,0
AC,2015-02-15,0,826677,0,0
AC,2015-02-22,0,826677,0,0
AC,2015-03-01,0,826677,0,0
AC,2015-03-08,0,826677,0,0
AC,2015-03-15,0,826677,0,0
AC,2015-03-22,0,826677,0,0
AC,2015-03-29,0,826677,0,0
AC,2015-04-05,0,826677,0,0
AC,2015-04-12,0,826677,0,0
AC,2015-04-19,0,826677,0,0
AC,2015-04-26,0,826677,0,0
AC,2015-05-03,0,826677,0,0
AC,2015-05-10,0,826677,0,0
AC,2015-05-17,0,826677,0,0
AC,2015-05-24,0,826677,0,0
AC,2015-05-31,0,826677,0,0
AC,2015-06-07,0,826677,0,0
AC,2015-06-14,0,826677,0,0
AC,2015-06-21,0,826677,0,0
AC,2015-06-28,0,826677,0,0
AC,2015-07-05,0,826677,0,0
AC,2015-07-12,0,826677,0,0
AC,2015-07-19,0,826677,0,0
AC,2015-07-26,0,826677,0,0
AC,2015-08-02,0,826677,0,0
AC,2015-08-09,0,826677,0,0
AC,2015-08-16,0,826677,0,0
AC,2015-08-23,0,826677,0,0
AC,2015-08-30,0,826677,0,0
AC,2015-09-06,0,826677,0,0
AC,2015-09-13,0,826677,0,0
AC,2015-09-20,0,826677,0,0
AC,2015-09-27,0,826677,0,0
