draw,scenario,coverage,VE_infection,vaccination_start,vaccination_end,target_age,cumulative_eligible,cumulative_doses,cumulative_effectively_protected,infections_no_vaccine,infections_vaccine,infections_averted,reported_cases_no_vaccine,reported_cases_vaccine,reported_cases_averted,NNV_infection,NNV_reported_case,infections_direct_only_arm,direct_only_effect,indirect_effect,NNV_total_infection,NNV_direct_only_infection,NNV_indirect_infection
507,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,792498.1497044764,2407506.1469981684,1863121.9653703533,544384.1816278151,120375.30734990843,93156.09826851767,27219.209081390756,1.6771833014961768,33.543666029923536,2326307.838638313,81198.30835985532,463185.8732679598,1.6771833014961768,11.244471436257642,1.9712001417120744
508,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,778726.3615116107,2551372.8353163633,2012606.6267610246,538766.2085553387,127568.64176581817,100630.33133805124,26938.310427766934,1.6946720943636404,33.89344188727281,2466932.176166274,84440.65915008914,454325.54940524953,1.6946720943636404,10.81270644041236,2.0096427775635104
520,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248324,913032.0590248324,795724.5926562948,2341169.055733905,1779681.7612993391,561487.294434566,117058.45278669527,88984.08806496696,28074.364721728303,1.626095671397662,32.52191342795324,2262859.6597222793,78309.39601162588,483177.89842294017,1.626095671397662,11.659291292315457,1.889639534434226
521,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,783651.7519736341,2479675.725173953,1932212.0104640326,547463.7147099203,123983.78625869766,96610.60052320163,27373.18573549602,1.6677489932069995,33.35497986413999,2397735.3691299865,81940.35604396649,465523.35866595386,1.6677489932069995,11.142642076572512,1.9613023536376382
527,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024833,913032.059024833,782450.5760985966,2533725.002957691,2009240.3083641361,524484.6945935548,126686.25014788455,100462.0154182068,26224.234729677744,1.7408173554661683,34.81634710932336,2449144.5852290406,84580.41772865038,439904.27686490444,1.7408173554661683,10.794839793225055,2.075524397107026
538,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,790318.4119952448,2437500.1651575584,1898504.890626004,538995.2745315544,121875.00825787793,94925.24453130021,26949.763726577723,1.6939518807810652,33.8790376156213,2355202.6125493026,82297.55260825576,456697.72192329867,1.6939518807810652,11.094279599916577,1.9992043209231833
553,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,777654.1926611669,2616052.723096153,2124698.1745210993,491354.54857505346,130802.63615480764,106234.90872605497,24567.727428752674,1.858193969451714,37.16387938903428,2527684.6671017213,88368.05599443149,402986.49258062197,1.858193969451714,10.332150557689856,2.2656641744441877
554,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,779096.5258910647,2572966.5024076826,2044755.5435455213,528210.9588621613,128648.32512038414,102237.77717727608,26410.547943108064,1.728536759236555,34.5707351847311,2487033.7352002147,85932.76720746793,442278.19165469334,1.728536759236555,10.624958193426908,2.0643840828074995
577,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,794811.3074595974,2370313.629086391,1826316.7346456114,543996.8944407797,118515.68145431957,91315.83673228057,27199.844722038986,1.6783773369945725,33.56754673989145,2290345.180497472,79968.4485889189,464028.4458518608,1.6783773369945725,11.41740367777187,1.9676208801137056
588,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,766908.0855823283,2745020.156718161,2265522.8782474385,479497.2784707225,137251.00783590807,113276.14391237193,23974.863923536126,1.904144402939676,38.082888058793515,2653320.07443123,91700.08228693111,387797.1961837914,1.904144402939676,9.956720171394618,2.354406034932016
626,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248338,913032.0590248338,791990.9612293893,2401771.3756621284,1854464.7775045848,547306.5981575437,120088.56878310643,92723.23887522925,27365.329907877185,1.668227757711072,33.36455515422144,2321196.299491683,80575.07617044542,466731.52198709827,1.668227757711072,11.331445186516993,1.9562254015705254
643,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024834,913032.059024834,793718.1082473925,2349455.71032722,1793238.9689952892,556216.741331931,117472.78551636101,89661.94844976446,27810.83706659655,1.6415040957567437,32.830081915134876,2270948.66747656,78507.04285066016,477709.6984812708,1.6415040957567437,11.629938230658453,1.9112696726223792
651,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,790873.8626070451,2403622.1171299145,1854590.0901135674,549032.027016347,120181.10585649573,92729.50450567837,27451.601350817353,1.6629850611568218,33.25970122313643,2323211.701698101,80410.41543181334,468621.6115845337,1.6629850611568218,11.354649197143738,1.9483353657925222
671,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,796535.228903392,2313767.3090966693,1749394.2679240527,564373.0411726166,115688.36545483347,87469.71339620264,28218.652058630832,1.617781134846194,32.35562269692388,2236396.654682545,77370.65441412432,487002.3867584923,1.617781134846194,11.80075399308185,1.8747999678235912
673,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248328,913032.0590248328,783710.0722831221,2484314.6595392874,1948426.1326434202,535888.5268958672,124215.73297696438,97421.30663217102,26794.426344793363,1.703772357869963,34.07544715739926,2401615.4875082206,82699.17203106685,453189.35486480035,1.703772357869963,11.04040145265109,2.014681168531015
682,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,788789.8175262768,2435776.8549688784,1891222.497597187,544554.3573716914,121788.84274844393,94561.12487985936,27227.717868584572,1.6766591739924936,33.53318347984987,2354390.915814853,81385.93915402563,463168.41821766575,1.6766591739924936,11.218547927509803,1.9712744287235802
686,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,789427.9654494026,2407648.796856642,1860529.9266149718,547118.8702416699,120382.4398428321,93026.4963307486,27355.943512083497,1.6688001615106693,33.376003230213385,2327355.0214775577,80293.77537908405,466825.0948625859,1.6688001615106693,11.371143712127305,1.9558332854697813
687,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,791300.1271200835,2394458.9596799854,1837701.7059032824,556757.253776703,119722.94798399927,91885.08529516413,27837.862688835154,1.639910486718185,32.798209734363695,2314397.2552196113,80061.70446037408,476695.54931632895,1.639910486718185,11.404104686238991,1.9153358161918919
691,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,794339.0540933289,2364630.0828342885,1813794.0553805127,550836.0274537758,118231.50414171442,90689.70276902564,27541.801372688788,1.6575387475022263,33.15077495004453,2284996.542132433,79633.54070185544,471202.4867519203,1.6575387475022263,11.465420863844122,1.9376639230376738
692,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024833,913032.059024833,787497.6057070927,2458542.371971342,1920248.5343131681,538293.8376581736,122927.11859856709,96012.42671565841,26914.691882908683,1.6961592259665157,33.92318451933031,2376215.276516798,82327.09545454383,455966.7422036298,1.6961592259665157,11.09029844893478,2.0024093305846478
693,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,777846.5418613871,2603392.674970533,2103734.867862869,499657.8071076637,130169.63374852664,105186.74339314346,24982.890355383188,1.8273147062587534,36.546294125175066,2515783.3112555416,87609.36371499114,412048.4433926726,1.8273147062587534,10.421626414216284,2.2158366902377424
714,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024834,913032.059024834,772234.1029425537,2660674.148500385,2153081.3050199277,507592.84348045755,133033.70742501927,107654.06525099638,25379.64217402288,1.7987488806271672,35.97497761254334,2571744.181354589,88929.9671457964,418662.87633466115,1.7987488806271672,10.26686603322322,2.1808288019666575
735,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,797393.0667640361,2307955.1051076343,1746637.3596803944,561317.7454272399,115397.75525538172,87331.86798401973,28065.887271361997,1.626586842234768,32.53173684469536,2230528.6005794206,77426.50452821376,483891.24089902616,1.626586842234768,11.792241747038059,1.8868538668492998
738,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024834,913032.059024834,799938.9321479801,2262214.661810168,1696472.2041940095,565742.4576161585,113110.73309050841,84823.61020970048,28287.12288080793,1.6138651903059082,32.27730380611816,2186426.0817060843,75788.58010408375,489953.8775120748,1.6138651903059082,12.047092817558099,1.8635061399270842
739,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,788887.543155664,2439554.412072502,1900988.6629280616,538565.7491444405,121977.72060362512,95049.43314640308,26928.287457222028,1.6953028678026143,33.90605735605228,2357682.11670034,81872.29537216201,456693.4537722785,1.6953028678026143,11.151904986595502,1.9992230050227509
740,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,788111.6552129185,2464657.3322308566,1941144.9711951774,523512.36103567923,123232.86661154284,97057.24855975888,26175.618051783964,1.744050622259532,34.881012445190635,2381304.431847185,83352.90038367175,440159.4606520075,1.744050622259532,10.953812702643395,2.074321105520168
741,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,799855.5685928457,2240219.410665536,1665864.9234571806,574354.4872083552,112010.97053327679,83293.24617285904,28717.724360417764,1.5896664505271256,31.793329010542507,2166074.8354760846,74144.57518945122,500209.912018904,1.5896664505271256,12.31421255960926,1.8252978141511278
742,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248343,913032.0590248343,789403.0250783124,2433165.5146977715,1890705.8456231118,542459.6690746597,121658.27573488858,94535.29228115559,27122.983453732988,1.6831335324565337,33.662670649130675,2351725.610613192,81439.90408457955,461019.76499008015,1.6831335324565337,11.211114125043704,1.9804618551321334
749,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,797712.3898292014,2278308.0291417954,1704814.0835624104,573493.9455793849,113915.40145708977,85240.70417812053,28674.697278969248,1.5920517837418884,31.841035674837766,2202930.545163977,75377.4839778184,498116.4616015665,1.5920517837418884,12.11279563660568,1.8329690532395002
750,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,782270.2180354199,2544765.1109057153,2041336.3606482155,503428.75025749975,127238.25554528576,102066.81803241078,25171.43751287499,1.813627168805566,36.272543376111315,2458793.8819539957,85971.22895171959,417457.52130578016,1.813627168805566,10.620204807559299,2.1871256653106363
758,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248329,913032.0590248329,772983.7782544682,2679955.7226885348,2220297.9681034475,459657.7545850873,133997.78613442674,111014.89840517238,22982.887729254366,1.9863301552455839,39.726603104911675,2589180.446134317,90775.27655421756,368882.47803086974,1.9863301552455839,10.058157834192928,2.475129921862069
760,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024834,913032.059024834,779742.9617204064,2540863.5936857252,2005544.0978316353,535319.49585409,127043.17968428627,100277.20489158177,26765.9747927045,1.705583424657666,34.11166849315332,2456403.7821409632,84459.811544762,450859.684309328,1.705583424657666,10.810254514254337,2.0250913772064316
765,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,792218.7491283866,2385595.363198236,1829609.4766966356,555985.8865016005,119279.76815991181,91480.47383483179,27799.294325080027,1.6421856762765241,32.84371352553048,2306015.39538868,79579.96780955605,476405.91869204445,1.6421856762765241,11.473139335891961,1.916500243178193
767,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,782863.2803782889,2511633.6111974767,1977275.7809465637,534357.830250913,125581.68055987384,98863.78904732819,26717.891512545655,1.7086529051068833,34.17305810213766,2427786.0120101855,83847.59918729123,450510.2310636218,1.7086529051068833,10.889185473103225,2.026662206692246
770,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248344,913032.0590248344,788065.8282191806,2436542.442935759,1893600.525485069,542941.9174506902,121827.12214678797,94680.02627425345,27147.09587253451,1.6816385504214744,33.632771008429486,2355127.8505290328,81414.59240672644,461527.32504396373,1.6816385504214744,11.214599644048578,1.9782838620397214
777,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248328,913032.0590248328,793151.7269042799,2374044.635951694,1826830.3991779876,547214.2367737065,118702.23179758471,91341.51995889939,27360.711838685325,1.668509329011492,33.37018658022984,2294408.3223721753,79636.31357951881,467577.9231941877,1.668509329011492,11.465021646351673,1.9526842772806567
805,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,786955.2592026267,2448877.2836637595,1909867.1390925685,539010.1445711909,122443.86418318798,95493.35695462843,26950.50722855955,1.693905148577853,33.878102971557055,2367190.864171962,81686.41949179769,457323.72507939325,1.693905148577853,11.17728093243838,1.9964677294324213
815,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,798162.3821977922,2309566.307543605,1750800.9991072628,558765.3084363423,115478.31537718026,87540.04995536315,27938.265421817116,1.6340170823773519,32.68034164754704,2231812.9496853827,77753.35785822244,481011.95057811984,1.6340170823773519,11.742670466909999,1.8981483888861304
844,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,789873.9122723823,2417872.6819957085,1873932.1673831246,543940.5146125839,120893.63409978543,93696.60836915624,27197.025730629197,1.678551302020831,33.57102604041661,2337009.272079389,80863.40991631942,463077.1046962645,1.678551302020831,11.291040780616033,1.97166314154896
846,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024833,913032.059024833,775119.1531373458,2607440.103588084,2093208.8101046614,514231.29348342284,130372.00517940422,104660.44050523307,25711.564674171143,1.7755279979946732,35.51055995989346,2520809.919988264,86630.18359982036,427601.1098836025,1.7755279979946732,10.53942195531404,2.135242491006092
847,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024833,913032.059024833,784931.4215597494,2474624.2492052806,1930407.4519162232,544216.7972890574,123731.21246026404,96520.37259581116,27210.83986445287,1.677699151464966,33.55398302929932,2392204.446512746,82419.8026925344,461796.994596523,1.677699151464966,11.077823886947204,1.9771286294804906
851,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,786237.6164094374,2479994.1681313724,1954639.6030302872,525354.5651010852,123999.70840656862,97731.98015151436,26267.728255054262,1.7379349484650508,34.758698969301015,2396603.1465627183,83391.0215686541,441963.5435324311,1.7379349484650508,10.948805301217629,2.065853784516586
853,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,793791.2598911922,2338872.7710113,1771590.6934884675,567282.0775228324,116943.638550565,88579.53467442338,28364.103876141624,1.6094851136700774,32.189702273401544,2261356.851506515,77515.91950478498,489766.15801804746,1.6094851136700774,11.77863934089659,1.86422039186952
873,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,790592.425623937,2394750.1489243684,1847753.9489765372,546996.1999478312,119737.50744621843,92387.69744882686,27349.809997391563,1.6691744094600875,33.38348818920175,2314886.6657979814,79863.483126387,467132.7168214442,1.6691744094600875,11.432409698183651,1.9545453061765068
880,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,785701.6923540155,2451259.6954069533,1902708.8263256417,548550.8690813116,122562.98477034767,95135.44131628209,27427.543454065584,1.6644437380145591,33.28887476029118,2370159.4400137085,81100.25539324479,467450.61368806683,1.6644437380145591,11.258066384595923,1.9532160880509748
885,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,789252.4695644226,2415222.6708824285,1866985.8941190268,548236.7767634017,120761.13354412143,93349.29470595135,27411.838838170086,1.665397320506398,33.30794641012796,2334664.945956205,80557.72492622351,467679.0518371782,1.665397320506398,11.333885854658977,1.9522620383320148
892,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248338,913032.0590248338,781027.1021678977,2543861.9719986343,2023734.0087986689,520127.9631999654,127193.09859993172,101186.70043993345,26006.398159998273,1.7553989087754829,35.10797817550966,2458679.6548318276,85182.31716680666,434945.64603315876,1.7553989087754829,10.718563305068422,2.0991865704415567
908,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,782336.3053527839,2536403.205528868,2012432.1302308193,523971.07529804856,126820.1602764434,100621.60651154097,26198.55376490243,1.742523780545475,34.85047561090949,2451390.691436924,85012.51409194386,438958.5612061047,1.742523780545475,10.739972447319447,2.0799960172006675
911,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,766444.5237232428,2773941.5322342752,2355688.016851621,418253.51538265403,138697.07661171377,117784.40084258106,20912.675769132704,2.182963263774398,43.659265275487954,2679912.5806599273,94028.95157434791,324224.5638083061,2.182963263774398,9.710116339039544,2.816048384183047
914,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248338,913032.0590248338,765832.3687215669,2731464.984891065,2234252.23039082,497212.75450024474,136573.24924455324,111712.61151954101,24860.63772501224,1.8363005589881432,36.726011179762864,2640937.7819159687,90527.20297509618,406685.55152514856,1.8363005589881432,10.085720413520418,2.245056544548458
919,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,794913.521774117,2360777.183022128,1810064.1089266858,550713.0740954422,118038.8591511064,90503.2054463343,27535.65370477211,1.6579088130865747,33.15817626173149,2281129.999604165,79647.18341796286,471065.8906774793,1.6579088130865747,11.463456959093381,1.9382257919624057
928,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,788903.232491063,2430560.432643301,1880957.3227392843,549603.1099040166,121528.02163216505,94047.86613696422,27480.15549520083,1.6612570827415558,33.22514165483111,2349524.9204832795,81035.51216002135,468567.59774399525,1.6612570827415558,11.26706100433922,1.9485599589489195
936,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,799188.9508514486,2271233.837293681,1701183.7582559625,570050.0790377187,113561.69186468406,85059.18791279814,28502.503951885938,1.6016699104157484,32.033398208314964,2195410.3774463166,75823.45984736457,494226.61919035413,1.6016699104157484,12.041551003644523,1.8473955541297418
942,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,784474.8868659594,2517245.1689380985,2008063.736654911,509181.4322831875,125862.25844690493,100403.18683274556,25459.071614159377,1.7931369864190954,35.862739728381904,2432377.0067227003,84868.16221539816,424313.27006778936,1.7931369864190954,10.758240018294828,2.1517876612224858
981,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,788836.4614445467,2429408.680642398,1877216.1671329187,552192.5135094794,121470.43403211991,93860.80835664594,27609.62567547397,1.6534669280864118,33.06933856172823,2348359.422935145,81049.2577072531,471143.25580222625,1.6534669280864118,11.26515016735466,1.9379075212913597
993,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,783923.7819255053,2513969.0826967037,1987356.0208087682,526613.0618879355,125698.45413483519,99367.80104043841,26330.653094396777,1.733781641783752,34.67563283567504,2429693.705350068,84275.3773466358,442337.6845412997,1.733781641783752,10.833912440040601,2.064106430298019
1028,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024833,913032.059024833,785139.5514191248,2472694.2675743466,1937366.3743251574,535327.8932491892,123634.71337871734,96868.31871625787,26766.394662459465,1.7055566701057863,34.11113340211572,2390287.712353789,82406.55522055784,452921.3380286314,1.7055566701057863,11.079604730244327,2.0158733589343845
1037,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,774680.942298998,2622834.0374975502,2108000.2141247513,514833.823372799,131141.70187487753,105400.01070623758,25741.69116863995,1.7734500290663564,35.46900058132712,2535457.8405640665,87376.1969334837,427457.62643931527,1.7734500290663564,10.449436929829888,2.1359592215731675
1046,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,781402.4067464117,2554937.7794315023,2040419.1532297486,514518.62620175374,127746.88897157513,102020.95766148744,25725.93131008769,1.7745364551035987,35.49072910207197,2468689.4054260952,86248.3740054071,428270.25219634664,1.7745364551035987,10.586078515145035,2.131906323968168
1049,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248341,913032.0590248341,795863.2048563265,2321712.8848321317,1757626.7540803943,564086.1307517374,116085.64424160658,87881.33770401972,28204.306537586872,1.6186039848348495,32.372079696696986,2244334.416752443,77378.4680796885,486707.6626720489,1.6186039848348495,11.799562354795455,1.8759352462466758
1065,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,786951.3289732706,2461773.121123763,1924942.608130782,536830.5129929809,123088.65605618815,96247.1304065391,26841.525649649047,1.7007827180583002,34.015654361166,2379481.4426731435,82291.67845061934,454538.83454236155,1.7007827180583002,11.0950715335417,2.0086997845719647
1076,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248329,913032.0590248329,796847.9013874161,2323073.768833829,1759767.1279328016,563306.6409010275,116153.68844169145,87988.35639664008,28165.332045051375,1.620843769149265,32.416875382985296,2245313.5596584477,77760.20917538134,485546.43172564614,1.620843769149265,11.741635840582283,1.8804217256419544
1085,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,789738.6207096366,2399463.465517804,1850076.0238723217,549387.4416454823,119973.1732758902,92503.80119361609,27469.372082274116,1.6619092280125496,33.23818456025099,2319806.062917052,79657.40260075219,469730.03904473013,1.6619092280125496,11.461986321610386,1.9437378560707494
1094,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248338,913032.0590248338,785585.0435460344,2443698.933134466,1892782.9097714196,550916.0233630463,122184.9466567233,94639.14548857098,27545.80116815232,1.6572980641428137,33.14596128285627,2362937.5403843583,80761.39275010768,470154.63061293866,1.6572980641428137,11.305303535935076,1.9419824874095521
1100,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,794799.7524670399,2325811.8769489154,1759816.0000356475,565995.8769132679,116290.59384744578,87990.80000178238,28299.793845663396,1.6131425974411202,32.2628519488224,2248638.4405398844,77173.43640903104,488822.44050423685,1.6131425974411202,11.830911016915506,1.8678194439744011
1107,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,781722.9533760529,2536895.268652892,2008874.3824311246,528020.8862217676,126844.76343264461,100443.71912155623,26401.044311088383,1.7291589837629298,34.58317967525859,2452087.422775386,84807.8458775063,443213.04034426133,1.7291589837629298,10.765891405184222,2.0600297733018973
1113,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248329,913032.0590248329,781331.151316889,2549935.5207920535,2030693.8461307124,519241.6746613411,127496.77603960269,101534.69230653562,25962.08373306706,1.7583951820129404,35.16790364025881,2464408.542083304,85526.97870874964,433714.6959525915,1.7583951820129404,10.67536902167488,2.1051443899531472
1115,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,775244.4731668504,2614482.893811218,2101393.719964012,513089.17384720594,130724.1446905609,105069.68599820061,25654.4586923603,1.7794802649582457,35.58960529916491,2527351.533887487,87131.35992373107,425957.81392347487,1.7794802649582457,10.478799594360058,2.1434800094754536
1116,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248322,913032.0590248322,790157.7746210428,2384254.6312406748,1830445.1981057604,553809.4331349144,119212.73156203375,91522.25990528803,27690.47165674572,1.6486394134828812,32.97278826965762,2305336.857824441,78917.77341623371,474891.65971868066,1.6486394134828812,11.56940977299567,1.9226112742550583
1133,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,791942.5065447362,2397671.4944173144,1853711.1533467474,543960.341070567,119883.57472086573,92685.55766733737,27198.017053528354,1.678490121592132,33.56980243184263,2317263.2414704436,80408.25294687087,463552.08812369616,1.678490121592132,11.354954567015808,1.9696428565783881
1136,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,779332.9703852842,2558411.1467072344,2025457.0161004346,532954.1306067999,127920.55733536172,101272.85080502174,26647.706530339994,1.7131531713344497,34.26306342668899,2473493.0589426733,84918.08776456118,448036.0428422387,1.7131531713344497,10.75191496959107,2.0378540378866976
1139,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,785106.2462118051,2474001.5951139587,1934436.5304010962,539565.0647128625,123700.07975569794,96721.82652005482,26978.253235643126,1.692163037854789,33.84326075709578,2391479.510084384,82522.08502957458,457042.9796832879,1.692163037854789,11.064093432656449,1.997694089202567
1140,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,785439.9125659743,2486488.186543952,1948863.4363732752,537624.750170677,124324.40932719762,97443.17181866377,26881.23750853385,1.6982701386700996,33.96540277340199,2403195.0407827487,83293.14576120349,454331.6044094735,1.6982701386700996,10.961670983617813,2.0096159944927554
1157,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248324,913032.0590248324,791649.2041541901,2401388.8193191267,1851867.5721549634,549521.2471641633,120069.44096595634,92593.37860774818,27476.062358208164,1.6615045619010878,33.23009123802176,2320984.4828893393,80404.33642978733,469116.91073437594,1.6615045619010878,11.355507669939332,1.9462782904063989
1163,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,777812.7301647649,2595396.7786539025,2087730.5438833488,507666.23477055365,129769.83893269513,104386.52719416744,25383.311738527686,1.798488842649719,35.96977685299438,2508570.4772753585,86826.30137854395,420839.9333920097,1.798488842649719,10.515616173078831,2.1695471046811283
1169,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,782261.2560875497,2525210.118624722,1999098.045075113,526112.0735496092,126260.50593123611,99954.90225375566,26305.60367748046,1.7354326291444444,34.70865258288888,2440841.1649492034,84368.95367551874,441743.1198740904,1.7354326291444444,10.821896198171853,2.0668846167543573
1185,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248342,913032.0590248342,768123.6436175033,2718295.563226817,2225957.442579293,492338.120647524,135914.77816134086,111297.87212896466,24616.906032376202,1.8544817488924334,37.08963497784867,2627599.5481944713,90696.0150323459,401642.1056151781,1.8544817488924334,10.066947910547224,2.2732478648531678
1199,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248341,913032.0590248341,792922.4243443011,2380177.45351016,1830408.3106233836,549769.1428867765,119008.87267550801,91520.41553116919,27488.457144338827,1.6607553749390236,33.21510749878047,2300305.830586113,79871.62292404706,469897.5199627294,1.6607553749390236,11.431244609779254,1.9430450688423564
