q_prior_median,q_prior_lo95,q_prior_hi95,q_posterior_median,q_posterior_lo95,q_posterior_hi95,cor_logitq_alphaR,cor_q_immune2025,cor_q_minS,cor_q_maxR0
0.09753294456682227,0.015610838151706155,0.4399775527990946,0.04066423912459319,0.033556050990096085,0.05239981492241016,-0.7927618455029719,-0.872724253666678,0.8726282945971342,-0.09734203245484514
