tag,lag,acf
fitA4,1,0.7896240838876302
fitA4,2,0.5040313112058612
fitA4,3,0.2130976206240173
fitA4,4,-0.057499809873151404
fitA4,5,-0.22670955029796014
fitA4,6,-0.36036089827332146
