tag,chain,q_mean,q_sd,alpha_R_mean,exp_alpha_R_mean
fitA4,1,0.34956160310894246,0.12648236542384003,-0.07858616988877773,0.9244223991241048
fitA4,2,0.37498751580165063,0.1404952774809167,-0.0908307309403913,0.9131722696292323
fitA4,3,0.30658500443911996,0.14056566894699435,-0.05193369655538609,0.9493918127035733
fitA4,4,0.3500744262344791,0.11469291785910522,-0.0766291713779305,0.9262332637343134
