chain,divergent,max_treedepth_hits,mean_stepsize,mean_leapfrog,mean_accept,bfmi
1,0,0,0.04385308137630822,103.87466666666667,0.9843680460690405,0.9925027509734411
2,0,0,0.048320164777989456,78.70133333333334,0.9742228616485638,0.9104048970389732
3,0,0,0.048991724675382556,74.94666666666667,0.9801327932469808,0.9181221130544207
4,0,0,0.04438071009980026,97.56,0.9856084737954512,0.9772131986283978
