state,year,observed_cases,reference_q025,reference_q975,prob_below_reference,prob_above_reference,q_implied_q025,q_implied_median,q_implied_q975,q_implied_prob_gt_one,annual_hmc_pass,flag_q_gt_one,flag_implausibly_high,flag_implausibly_low,flag_label
SP,2022,910,0.07724361106339048,0.1937957032029353,0.9995,0,8.21798471506233e-4,0.001755805284088276,0.009501286809680326,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
SP,2023,2867,0.07724361106339048,0.1937957032029353,0.99975,0,0.0020093298669571213,0.004617040372474533,0.015418311051882492,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
SP,2024,9656,0.07724361106339048,0.1937957032029353,0.99925,0,0.003475285083613195,0.011000771343201272,0.029227440254479948,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
SP,2025,7462,0.07724361106339048,0.1937957032029353,0.999,0,0.003374622662794861,0.009484052529161685,0.02472496761208781,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2015,0,0.07724361106339048,0.1937957032029353,1,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2016,63,0.07724361106339048,0.1937957032029353,0.99625,2.5e-4,0.005595500170349384,0.012147073454521267,0.043157011613538236,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2017,69,0.07724361106339048,0.1937957032029353,0.99525,5e-4,0.0057823052762368595,0.013042664200055246,0.04399155922237889,2.5e-4,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2018,237,0.07724361106339048,0.1937957032029353,0.9735,5e-4,0.011130318657296108,0.02974066305642028,0.07938932759546787,2.5e-4,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2019,46,0.07724361106339048,0.1937957032029353,0.997,2.5e-4,0.004293223469209541,0.00950205798708073,0.032778871601970835,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2020,49,0.07724361106339048,0.1937957032029353,0.9985,0,0.00461009367004581,0.009947329459185597,0.0393326294779397,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2021,208,0.07724361106339048,0.1937957032029353,0.983,0.00125,0.010245916123732254,0.027344377876797776,0.06827413792927245,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2022,17,0.07724361106339048,0.1937957032029353,0.99875,0,0.001880088566582234,0.004178422761720052,0.020854859764300154,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2023,68,0.07724361106339048,0.1937957032029353,0.99675,7.5e-4,0.005803941365750093,0.01277869681086672,0.04072693578461246,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2024,183,0.07724361106339048,0.1937957032029353,0.98075,5e-4,0.009890813631986302,0.0259438513099729,0.07223222554686015,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AC,2025,44,0.07724361106339048,0.1937957032029353,0.9975,5e-4,0.004263407314442839,0.009168052418563766,0.03353202541483722,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AL,2015,95,0.07724361106339048,0.1937957032029353,0.99225,2.5e-4,0.0025090519360045,0.005976172703038908,0.04448126662257626,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AL,2016,9304,0.07724361106339048,0.1937957032029353,0.025,0.576,0.07727542323404027,0.22963030412229024,0.5813747310762679,0.0035,TRUE,FALSE,FALSE,FALSE,none
AL,2017,434,0.07724361106339048,0.1937957032029353,0.91825,0.01025,0.010258655887673747,0.02220704129105907,0.13291736861786033,0,TRUE,FALSE,FALSE,FALSE,none
AL,2018,192,0.07724361106339048,0.1937957032029353,0.9785,0.00325,0.005027408787613391,0.011225934978733237,0.07331261811843579,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AL,2019,1513,0.07724361106339048,0.1937957032029353,0.645,0.05525,0.03053869388660532,0.06458790993566113,0.27278925583949487,0.00125,TRUE,FALSE,FALSE,FALSE,none
AL,2020,146,0.07724361106339048,0.1937957032029353,0.98375,0.0015,0.003887571837753012,0.00870268373176189,0.06175959957386959,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AL,2021,527,0.07724361106339048,0.1937957032029353,0.90175,0.018,0.012508781148571487,0.026923537514309842,0.15984226954492117,2.5e-4,TRUE,FALSE,FALSE,FALSE,none
AL,2022,10479,0.07724361106339048,0.1937957032029353,0.0245,0.60875,0.0777213199588611,0.2531525679809022,0.6557181236508629,0.005,TRUE,FALSE,FALSE,FALSE,none
AL,2023,876,0.07724361106339048,0.1937957032029353,0.81025,0.03175,0.019850452540224557,0.04187341994954674,0.21761917420932111,0,TRUE,FALSE,FALSE,FALSE,none
AL,2024,410,0.07724361106339048,0.1937957032029353,0.91525,0.01375,0.010054164667965153,0.02213006057551255,0.1462656630195467,5e-4,TRUE,FALSE,FALSE,FALSE,none
AL,2025,3916,0.07724361106339048,0.1937957032029353,0.105,0.2,0.05637985010579942,0.140648115396923,0.40960227734056404,0.00325,TRUE,FALSE,FALSE,FALSE,none
AP,2015,2,0.07724361106339048,0.1937957032029353,1,0,2.1940221463737192e-4,5.328371194479737e-4,0.00298469811190369,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AP,2016,176,0.07724361106339048,0.1937957032029353,0.9915,7.5e-4,0.00878057056666564,0.02292587241981038,0.05848507996441188,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AP,2017,217,0.07724361106339048,0.1937957032029353,0.98725,2.5e-4,0.009675549601922712,0.025956025908762226,0.06447372199860057,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AP,2018,170,0.07724361106339048,0.1937957032029353,0.99275,2.5e-4,0.009093525958446135,0.02219778885998106,0.05517196104145249,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AP,2019,27,0.07724361106339048,0.1937957032029353,0.999,2.5e-4,0.0024369910711885597,0.005202700920256721,0.021360691285876667,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AP,2020,7,0.07724361106339048,0.1937957032029353,1,0,7.24198839453184e-4,0.0016208368307043465,0.008087712650151211,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AP,2021,76,0.07724361106339048,0.1937957032029353,0.99625,2.5e-4,0.005375777649299222,0.012151614882397015,0.038041840904971855,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AP,2022,25,0.07724361106339048,0.1937957032029353,0.99925,0,0.002365429996349508,0.004937919485119539,0.019299156298168155,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AP,2023,41,0.07724361106339048,0.1937957032029353,0.998,0,0.0034036193517769943,0.0073972963210308705,0.028699431448710577,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AP,2024,241,0.07724361106339048,0.1937957032029353,0.98325,7.5e-4,0.010686308595379898,0.02808939819469817,0.06948839037479665,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
AP,2025,60,0.07724361106339048,0.1937957032029353,0.99825,2.5e-4,0.004765008700099188,0.010335178428961946,0.03393170377579767,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
BA,2015,254,0.07724361106339048,0.1937957032029353,0.99975,0,0.0014408816844662202,0.0029525820687949502,0.01259100802506387,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
BA,2016,6549,0.07724361106339048,0.1937957032029353,0.8625,0.00575,0.02607180537306919,0.04932120867974424,0.13067283288983358,0,TRUE,FALSE,FALSE,FALSE,none
BA,2017,6323,0.07724361106339048,0.1937957032029353,0.87225,0.00575,0.02633587133958273,0.04812677765836414,0.12505175439981062,0,TRUE,FALSE,FALSE,FALSE,none
BA,2018,3266,0.07724361106339048,0.1937957032029353,0.96875,0.00175,0.015482273755757572,0.027847095726530817,0.08195297812871456,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
BA,2019,5900,0.07724361106339048,0.1937957032029353,0.89325,0.006,0.02403424459825136,0.04541331465566868,0.11845399701385553,0,TRUE,FALSE,FALSE,FALSE,none
BA,2020,18947,0.07724361106339048,0.1937957032029353,0.20425,0.06025,0.04768514151012088,0.11390459087226593,0.24251535239550412,0,TRUE,FALSE,FALSE,FALSE,none
BA,2021,10085,0.07724361106339048,0.1937957032029353,0.59975,0.01275,0.033993974668664134,0.07167701905000964,0.163181095686872,2.5e-4,TRUE,FALSE,FALSE,FALSE,none
BA,2022,14599,0.07724361106339048,0.1937957032029353,0.305,0.02825,0.042069490870285255,0.09506864169507863,0.1986974852542559,0,TRUE,FALSE,FALSE,FALSE,none
BA,2023,11714,0.07724361106339048,0.1937957032029353,0.44325,0.02325,0.03762738396650504,0.08063987260362865,0.18910840109786697,0,TRUE,FALSE,FALSE,FALSE,none
BA,2024,13392,0.07724361106339048,0.1937957032029353,0.32825,0.02525,0.0396054087416382,0.0911172297635755,0.19524423606564903,0,TRUE,FALSE,FALSE,FALSE,none
BA,2025,1595,0.07724361106339048,0.1937957032029353,0.9915,5e-4,0.008650626993791603,0.015467648874013442,0.05195593677767623,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2015,0,0.07724361106339048,0.1937957032029353,1,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2016,66,0.07724361106339048,0.1937957032029353,1,0,9.625508147659981e-4,0.002376112681484824,0.012275790140861694,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2017,40,0.07724361106339048,0.1937957032029353,1,0,5.99755563775479e-4,0.001596551736845963,0.009070604937560072,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2018,11,0.07724361106339048,0.1937957032029353,1,0,1.9521129487068187e-4,5.363819978617906e-4,0.0035134635800689895,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2019,40,0.07724361106339048,0.1937957032029353,1,0,6.193649613663257e-4,0.0015668748855961951,0.00862269819057315,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2020,58,0.07724361106339048,0.1937957032029353,0.9995,0,8.471494199835254e-4,0.0021539015048775956,0.011748579004936116,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2021,113,0.07724361106339048,0.1937957032029353,0.9995,0,0.0014434089396570214,0.003654544638161195,0.015353314707157239,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2022,476,0.07724361106339048,0.1937957032029353,0.99875,0,0.003234279752569022,0.009178861397664906,0.02964755828022497,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2023,578,0.07724361106339048,0.1937957032029353,0.9975,2.5e-4,0.0032229541413360116,0.01008979188790523,0.03299929196395264,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2024,355,0.07724361106339048,0.1937957032029353,0.99875,0,0.0027881092198979588,0.008044314895661486,0.02568363772919444,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
DF,2025,230,0.07724361106339048,0.1937957032029353,0.999,0,0.002384216913233543,0.006110182651287892,0.020951378552901228,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
ES,2015,3,0.07724361106339048,0.1937957032029353,1,0,4.768565399887944e-5,1.6822579936658967e-4,0.0014098007911125983,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
ES,2016,91,0.07724361106339048,0.1937957032029353,0.99775,2.5e-4,0.0012790903926000808,0.0035070558338558084,0.024035591641344348,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
ES,2017,747,0.07724361106339048,0.1937957032029353,0.9485,0.00775,0.008152816378941647,0.02017411909455953,0.10796857399368691,0,TRUE,FALSE,FALSE,FALSE,none
ES,2018,549,0.07724361106339048,0.1937957032029353,0.965,0.005,0.0064887153372848606,0.016004112066028163,0.09336891769010268,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
ES,2019,2168,0.07724361106339048,0.1937957032029353,0.8135,0.025,0.018861508017689856,0.046222720681598835,0.19311804458443213,2.5e-4,TRUE,FALSE,FALSE,FALSE,none
ES,2020,4001,0.07724361106339048,0.1937957032029353,0.549,0.05975,0.02674709991164259,0.07298078612957151,0.2778721943884747,0.001,TRUE,FALSE,FALSE,FALSE,none
ES,2021,1,0.07724361106339048,0.1937957032029353,1,0,1.684755615680937e-5,6.00067914209927e-5,5.150408667226986e-4,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
ES,2022,1088,0.07724361106339048,0.1937957032029353,0.91,0.01275,0.011193149096122883,0.027894529600052266,0.1381615945250579,0,TRUE,FALSE,FALSE,FALSE,none
ES,2023,4942,0.07724361106339048,0.1937957032029353,0.44775,0.06775,0.029767178882418102,0.08346803415550358,0.2887230917355088,0.002,TRUE,FALSE,FALSE,FALSE,none
ES,2024,12856,0.07724361106339048,0.1937957032029353,0.323,0.311,0.04218002785587769,0.11693861693767742,0.4587202970198687,0.0025,TRUE,FALSE,FALSE,FALSE,none
ES,2025,2177,0.07724361106339048,0.1937957032029353,0.7995,0.0315,0.01882855273780817,0.04771082612571961,0.21213010549864622,2.5e-4,TRUE,FALSE,FALSE,FALSE,none
GO,2015,2,0.07724361106339048,0.1937957032029353,1,0,2.0597542778109418e-5,6.2440437301319e-5,7.713999983797857e-4,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
GO,2016,40,0.07724361106339048,0.1937957032029353,0.9985,5e-4,3.5677203317820264e-4,9.615500391606866e-4,0.010064993321478224,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
GO,2017,51,0.07724361106339048,0.1937957032029353,0.9995,0,0.00043388398284862983,0.0011804893641783262,0.011436089211233782,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
GO,2018,10,0.07724361106339048,0.1937957032029353,1,0,9.811938871080703e-5,2.786206386046954e-4,0.003012798182047017,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
GO,2019,4,0.07724361106339048,0.1937957032029353,1,0,3.977649514345122e-5,1.1661362512558314e-4,0.0013673191212849817,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
GO,2020,0,0.07724361106339048,0.1937957032029353,1,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
GO,2021,465,0.07724361106339048,0.1937957032029353,0.982,0.00225,0.0031735784799041843,0.008658362545352516,0.06459921562102218,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
GO,2022,4016,0.07724361106339048,0.1937957032029353,0.82825,0.021,0.015194939271350278,0.04694773685871599,0.17836228508900664,2.5e-4,TRUE,FALSE,FALSE,FALSE,none
GO,2023,2861,0.07724361106339048,0.1937957032029353,0.891,0.018,0.012543594916856223,0.038559627296900406,0.16391710998379527,0.001,TRUE,FALSE,FALSE,FALSE,none
GO,2024,10304,0.07724361106339048,0.1937957032029353,0.51025,0.0905,0.02021638123013146,0.07429085739364458,0.276727342799257,2.5e-4,TRUE,FALSE,FALSE,FALSE,none
GO,2025,2113,0.07724361106339048,0.1937957032029353,0.908,0.015,0.01050461641134852,0.030776472423778352,0.1485287022273234,5e-4,TRUE,FALSE,FALSE,FALSE,none
MA,2015,32,0.07724361106339048,0.1937957032029353,1,0,2.9159069762678717e-4,7.517697903168038e-4,0.005121622805187861,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MA,2016,7231,0.07724361106339048,0.1937957032029353,0.72875,0.00525,0.01817128459307838,0.05177082618144121,0.13813221488613386,0,TRUE,FALSE,FALSE,FALSE,none
MA,2017,5061,0.07724361106339048,0.1937957032029353,0.8905,0.005,0.016145894189597183,0.04353144653636881,0.1165375202608098,0,TRUE,FALSE,FALSE,FALSE,none
MA,2018,516,0.07724361106339048,0.1937957032029353,0.996,2.5e-4,0.0037991978371984913,0.008211078449789626,0.040739825513203,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MA,2019,595,0.07724361106339048,0.1937957032029353,0.99375,7.5e-4,0.0043351670440716075,0.00947875747775643,0.045358925630358045,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MA,2020,155,0.07724361106339048,0.1937957032029353,0.99975,0,0.0013382199799642112,0.0029988994755495426,0.019751943638153163,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MA,2021,182,0.07724361106339048,0.1937957032029353,1,0,0.001560243774849095,0.003498321853228733,0.019650634107322096,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MA,2022,1738,0.07724361106339048,0.1937957032029353,0.973,0.00175,0.009640561604087017,0.02258249343622653,0.07896210792998193,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MA,2023,2730,0.07724361106339048,0.1937957032029353,0.961,0.003,0.012825619133137523,0.031090260589501678,0.09060868999460804,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MA,2024,793,0.07724361106339048,0.1937957032029353,0.99275,7.5e-4,0.005852166925027247,0.012236070709859659,0.04978082309766533,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MA,2025,482,0.07724361106339048,0.1937957032029353,0.9965,0,0.0037479560955435733,0.00812021794485,0.039367028007875934,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MG,2015,11,0.07724361106339048,0.1937957032029353,1,0,2.999804565828021e-5,1.1029489325773713e-4,0.001170045583443013,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MG,2016,207,0.07724361106339048,0.1937957032029353,0.99925,0,5.162005120844804e-4,0.0015884578414704987,0.014118145619205413,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MG,2017,13884,0.07724361106339048,0.1937957032029353,0.66,0.075,0.023408115893062555,0.05985010835014727,0.3158856325647295,0.00175,TRUE,FALSE,FALSE,FALSE,none
MG,2018,11063,0.07724361106339048,0.1937957032029353,0.73675,0.06,0.020880978526556532,0.050059017389392474,0.29538717439961354,0.00125,TRUE,FALSE,FALSE,FALSE,none
MG,2019,1791,0.07724361106339048,0.1937957032029353,0.96975,0.00425,0.004078741125221989,0.010993119873160746,0.08548338202546936,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MG,2020,2528,0.07724361106339048,0.1937957032029353,0.94425,0.00875,0.005773658422423584,0.014709585433470914,0.11799762960238204,0,TRUE,FALSE,FALSE,FALSE,none
MG,2021,5027,0.07724361106339048,0.1937957032029353,0.8815,0.02225,0.010603147333042356,0.02630598703427227,0.1790353602741236,5e-4,TRUE,FALSE,FALSE,FALSE,none
MG,2022,10809,0.07724361106339048,0.1937957032029353,0.724,0.05975,0.02008536663914468,0.05035693584916065,0.2822902735978473,0.002,TRUE,FALSE,FALSE,FALSE,none
MG,2023,88570,0.07724361106339048,0.1937957032029353,0.045,0.55475,0.06897555032092265,0.2173855239758225,0.6416791586887238,0.00925,TRUE,FALSE,FALSE,FALSE,none
MG,2024,146446,0.07724361106339048,0.1937957032029353,0.02625,0.55975,0.07684598926058174,0.23895494280898882,0.8880888390184203,0.01475,TRUE,FALSE,FALSE,FALSE,none
MG,2025,17844,0.07724361106339048,0.1937957032029353,0.50025,0.1025,0.030025475421986705,0.07723154267238735,0.3868681482452101,0.002,TRUE,FALSE,FALSE,FALSE,none
MS,2015,38,0.07724361106339048,0.1937957032029353,0.99625,7.5e-4,9.499602502863909e-4,0.0031546825680685148,0.029116343417566574,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MS,2016,26,0.07724361106339048,0.1937957032029353,0.9985,2.5e-4,6.610900225900964e-4,0.0022219113873953892,0.02103639573826523,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MS,2017,118,0.07724361106339048,0.1937957032029353,0.97975,0.00375,0.0027771574088175334,0.008146808669918584,0.06736707435130661,5e-4,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MS,2018,218,0.07724361106339048,0.1937957032029353,0.9645,0.00425,0.005000500292348116,0.012936052578610331,0.09185491151758152,5e-4,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MS,2019,67,0.07724361106339048,0.1937957032029353,0.99075,5e-4,0.0016775096328380142,0.005033048802586497,0.04416688574166348,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MS,2020,71,0.07724361106339048,0.1937957032029353,0.98975,0.00125,0.0017495386210206725,0.005086103324766397,0.04751077332245036,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MS,2021,102,0.07724361106339048,0.1937957032029353,0.98375,0.0015,0.002459555004530017,0.007072957489473768,0.05902629926484714,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MS,2022,260,0.07724361106339048,0.1937957032029353,0.9515,0.00725,0.005663215903768409,0.014655404974762976,0.10626833635136966,7.5e-4,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MS,2023,1441,0.07724361106339048,0.1937957032029353,0.804,0.02425,0.020412775981478486,0.051669026740849666,0.1918590663320136,2.5e-4,TRUE,FALSE,FALSE,FALSE,none
MS,2024,922,0.07724361106339048,0.1937957032029353,0.8595,0.02275,0.01564075090908631,0.038787199968483316,0.1851606705763353,5e-4,TRUE,FALSE,FALSE,FALSE,none
MS,2025,8609,0.07724361106339048,0.1937957032029353,0.50425,0.34175,0.032466337363902587,0.07631813151848241,0.46973479862728446,7.5e-4,TRUE,FALSE,FALSE,FALSE,none
MT,2015,9,0.07724361106339048,0.1937957032029353,1,0,2.0521141764886234e-4,4.561268413416427e-4,0.006227624586706973,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MT,2016,93,0.07724361106339048,0.1937957032029353,0.99,0.00275,0.0019082357397228317,0.004301193490677192,0.048270289075097395,0,TRUE,FALSE,FALSE,TRUE,low vs external 95% reference
MT,2017,3872,0.07724361106339048,0.1937957032029353,0.09125,0.25975,0.053740433261235565,0.13768850964225143,0.725938285558556,0.01175,TRUE,FALSE,FALSE,FALSE,none
MT,2018,12345,0.07724361106339048,0.1937957032029353,7.5e-4,0.88675,0.12954298062629538,0.3696124839967248,1.1951921670843924,0.03625,TRUE,TRUE,FALSE,FALSE,Pr(q > 1) > 2.5%
