"timestamp"	"stage"	"chain"	"n_rows"	"warmup_progress"	"sampling_progress"	"mtime"	"size_bytes"	"divergent_total"	"divergent_post_warmup"	"treedepth_median"	"treedepth_p90"	"treedepth_p95"	"treedepth_p99"	"treedepth_eq14_total"	"treedepth_eq14_post_warmup"	"n_leapfrog_median"	"n_leapfrog_p95"	"n_leapfrog_max"	"stepsize_last"	"accept_stat_median"
"2026-09-11 21:28:59"	"B2"	1	22	"5.5%"	"0.0%"	"2026-09-11 21:28:59"	1433697	5	0	11.5	13	13.95	14	2	0	3583	15973.4	16383	5.28634e-05	0.9860585
"2026-09-11 21:28:59"	"B2"	2	12	"3.0%"	"0.0%"	"2026-09-11 21:28:54"	826839	4	0	12.5	14	14	14	5	0	6143	16383	16383	1.399e-05	0.9966925
"2026-09-11 21:28:59"	"B2"	3	31	"7.8%"	"0.0%"	"2026-09-11 21:28:59"	1984210	4	0	11	12	13	13	0	0	2047	8191	13323	6.04543e-05	0.965781
"2026-09-11 21:28:59"	"B2"	4	24	"6.0%"	"0.0%"	"2026-09-11 21:28:54"	1561853	4	0	11	13	13	13.77	1	0	2559	9931.8	16383	3.99382e-05	0.993654
"2026-09-11 21:29:54"	"B2"	1	39	"9.8%"	"0.0%"	"2026-09-11 21:29:51"	2466073	5	0	12	13	14	14	3	0	4095	16383	16383	2.95297e-05	0.979896
"2026-09-11 21:29:54"	"B2"	2	20	"5.0%"	"0.0%"	"2026-09-11 21:29:53"	1314962	4	0	14	14	14	14	11	0	16383	16383	16383	3.20171e-05	0.9974215
"2026-09-11 21:29:54"	"B2"	3	43	"10.8%"	"0.0%"	"2026-09-11 21:29:50"	2712858	4	0	11	13	13	14	2	0	4095	13219.4	16383	3.48943e-05	0.987214
"2026-09-11 21:29:54"	"B2"	4	35	"8.8%"	"0.0%"	"2026-09-11 21:29:50"	2230091	4	0	12	14	14	14	5	0	4095	16383	16383	2.41878e-05	0.993816
