tag,chain,q_mean,q_sd,alpha_R_mean,exp_alpha_R_mean
fitB4,1,0.10411849548025537,0.05474682654238185,0.14032380952573806,1.1506463287816182
fitB4,2,0.12850725925340545,0.05400660427690242,0.1110194932330463,1.117416688706081
fitB4,3,0.11447479557001235,0.051756931575148366,0.1262785466713964,1.1345981628129935
fitB4,4,0.11605217468030407,0.050020842869056316,0.1252387537055249,1.133419028758095
