muni7,muni6,lon,lat
2104081,210408,-45.306070657350894,-6.173819681837517
2104099,210409,-46.18622975576584,-6.514189025302691
2104107,210410,-46.08193631250182,-6.941912206403292
2104206,210420,-44.029542283915994,-5.66838040150336
2104305,210430,-45.7625337130093,-1.370083209600903
2104404,210440,-44.17198400533193,-5.152256092825146
2104503,210450,-44.22149828075773,-4.99949640525769
2104552,210455,-47.32477181363394,-5.718476169364572
2104602,210460,-44.06725118270958,-5.385257777898327
2104628,210462,-44.093307704942326,-5.537169148818901
2104651,210465,-45.925892416463135,-3.4191192907646433
2104677,210467,-45.818212816354226,-2.061736897749211
2104701,210470,-44.31812207850853,-5.414800605485398
2104800,210480,-46.01495022658235,-5.840171927977084
2104909,210490,-44.66226858719514,-2.146235853677921
2105005,210500,-43.57547294915817,-2.6685208850359383
2105104,210510,-43.862273870870276,-2.6506134039524554
2105153,210515,-45.12382653533534,-3.656466399698937
2105203,210520,-44.82623544300474,-4.5920843877346185
2105302,210530,-47.57524854577325,-5.339763306047551
2105351,210535,-45.67809772005628,-5.185123109236222
2105401,210540,-44.277411972779255,-3.387460251636742
2105427,210542,-47.26041537673251,-4.271224701720716
2105450,210545,-44.29399767816477,-5.852256357947511
2105476,210547,-45.57582297879557,-5.392374643910523
2105500,210550,-47.126342569682144,-5.229329533282552
2105609,210560,-44.75557553602424,-5.016046217766304
2105658,210565,-46.11787160631981,-1.9184810096769027
2105708,210570,-45.20529775846779,-4.7389743878414095
2105807,210580,-44.976561519804164,-4.522550203013367
