muni7,muni6,lon,lat
2211357,221135,-42.92164297554081,-9.322690585875792
2211407,221140,-42.225432473312694,-6.5536088123654235
2211506,221150,-41.5185662386387,-7.597711265177133
2211605,221160,-40.93614473134097,-7.202110018423259
2211704,221170,-41.87765864212115,-7.265639235420619
2300101,230010,-39.03682669188668,-7.360571997003374
2300150,230015,-38.662124076159905,-4.216831545156303
2300200,230020,-40.08814604765606,-2.9678898085107543
2300309,230030,-39.49382182965397,-6.122051309187081
2300408,230040,-40.29857066002249,-6.6051508467577555
2300507,230050,-40.54301753003973,-3.5922641916393134
2300606,230060,-39.69929578386693,-6.985615825639738
2300705,230070,-38.19864398545366,-5.516694706144692
2300754,230075,-39.78516914371583,-3.239589799472986
2300804,230080,-39.981263091166326,-6.756488016503281
2300903,230090,-39.33070250108884,-3.968315089910896
2301000,230100,-38.394080020029385,-3.9765696801471324
2301109,230110,-37.68554466491228,-4.680981276461363
2301208,230120,-38.71347038437827,-4.482955660729422
2301257,230125,-40.74623367088452,-4.772963590793368
2301307,230130,-40.07654563103377,-7.239284596373984
2301406,230140,-39.02495291458741,-4.417331475262892
2301505,230150,-40.15492267702725,-6.239365976339737
2301604,230160,-39.86923051813798,-6.909638660251981
2301703,230170,-38.969107298933054,-6.988912832591788
2301802,230180,-38.753037921422234,-6.711450385572992
2301851,230185,-38.903616044951114,-5.262195057687813
2301901,230190,-39.3445587324698,-7.403733912946171
2301950,230195,-38.620480686369525,-4.322141952610288
2302008,230200,-38.793914558661704,-7.125537081659743
2302057,230205,-41.17364134017057,-2.970623649228492
2302107,230210,-38.85100876683072,-4.383345441181816
2302206,230220,-38.11290329448101,-4.401719569644949
2302305,230230,-40.30800328764852,-3.0534612960918435
2302404,230240,-39.80790080944214,-5.087789083760374
2302503,230250,-38.92127652518782,-7.555735069290852
2302602,230260,-40.800888098484734,-2.9498171803683837
2302701,230270,-40.27132237769161,-6.936720691326939
2302800,230280,-39.430390242383154,-4.402115124638042
2302909,230290,-38.90795290140363,-4.467818926601128
2303006,230300,-39.10989088217383,-4.203792951909432
2303105,230310,-40.52169342817645,-3.95187364149269
2303204,230320,-39.274884637487006,-7.021814921436434
2303303,230330,-39.46410386928055,-6.642000788883493
2303402,230340,-41.0102097630125,-4.13012077491637
2303501,230350,-38.29707751720186,-4.239072141510293
2303600,230360,-39.909654953369014,-6.252784170852925
2303659,230365,-40.17500869806883,-4.629573074166722
2303709,230370,-38.809686032228406,-3.783584613535773
2303808,230380,-39.0931961097137,-6.569747017541481
2303907,230390,-41.23256209321836,-3.092642628225536
2303931,230393,-39.191079625248186,-4.772310569778906
2303956,230395,-38.46833813612968,-4.30232543018989
2304004,230400,-40.72636463378194,-3.641515123497739
2304103,230410,-40.719577461092726,-5.1993146981836755
2304202,230420,-39.48993199533763,-7.23561455292611
2304236,230423,-40.97510552856561,-4.387732997760268
2304251,230425,-40.32328965756572,-2.8965362045307064
2304269,230426,-39.26616394586327,-5.8870296726912565
2304277,230427,-38.312028571910226,-5.985013163512586
2304285,230428,-38.4575976972108,-3.8759803923783935
2304301,230430,-39.54907064506269,-6.909449748394366
2304350,230435,-40.225471423930195,-3.822351191580696
2304400,230440,-38.52800153153233,-3.7858322360438192
2304459,230445,-37.87370326105691,-4.464396370290061
2304509,230450,-40.82276445610727,-3.7108104362085093
2304608,230460,-39.4511169603536,-4.0639211100582715
2304657,230465,-40.773994686530386,-4.04570014268967
2304707,230470,-41.001677780574646,-3.23061662443364
2304806,230480,-39.25218131481657,-6.911691235379276
2304905,230490,-40.36530853222443,-3.9123484690738657
2304954,230495,-38.66984790318971,-4.102252709668878
2305001,230500,-40.915403505203294,-4.232774784611394
2305100,230510,-38.95658825223042,-4.246611676159926
2305209,230520,-40.405061238556144,-4.432553687583303
2305233,230523,-38.46501399403645,-4.102182554469167
2305266,230526,-38.724795421392315,-4.780034597393369
2305308,230530,-41.006197657751514,-3.951128846771075
2305332,230533,-38.55687568319913,-4.97457724163759
2305357,230535,-37.410603097331304,-4.73861189202324
2305407,230540,-38.78339467804134,-6.389041989512684
2305506,230550,-39.281864841721045,-6.358478312290958
2305605,230560,-40.3412431720057,-5.473750735920433
2305654,230565,-40.804195744909165,-4.909689040399873
2305704,230570,-38.74304891940003,-6.809176554735748
2305803,230580,-40.66914896727025,-4.369671743396997
2305902,230590,-40.87689122211481,-4.57281057531819
2306009,230600,-38.33824558559653,-5.7779044244983995
2306108,230610,-39.81760219441072,-3.8657593902747966
2306207,230620,-37.847179134176635,-4.717559140103281
2306256,230625,-38.54996022250625,-3.9980318237018238
2306306,230630,-39.57503969734492,-3.732780517163026
2306405,230640,-39.59829540529951,-3.3952087783633775
2306504,230650,-38.95207043997183,-4.595515251710082
2306553,230655,-39.889054546024965,-3.0498246277156587
2306603,230660,-39.578281622678155,-4.6255170228401346
2306702,230670,-38.747945542639634,-5.491751563028091
2306801,230680,-38.52501555683027,-5.6109868468961475
2306900,230690,-38.70499189768785,-5.961285541872924
2307007,230700,-37.746652070471356,-4.865691349312705
2307106,230710,-39.24804493071124,-7.5903296463794225
2307205,230720,-38.99234099846063,-7.691956526472184
2307254,230725,-40.495295826515765,-2.8777592304477193
2307304,230730,-39.28616358338803,-7.182812302490808
2307403,230740,-39.60725127660775,-6.458013054570894
2307502,230750,-38.99454318017085,-6.777982392524019
2307601,230760,-38.04611873313116,-5.158110355809269
2307635,230763,-39.50895650936021,-4.857928108977569
2307650,230765,-38.627133875079416,-3.874529382088279
2307700,230770,-38.81213614096123,-4.0066675832681184
2307809,230780,-40.261782411940636,-3.1895777198342916
2307908,230790,-40.64877911604398,-3.1696412267251683
2308005,230800,-40.387603243883696,-3.4842664896069953
2308104,230810,-38.71737767471096,-7.397689014906533
2308203,230820,-40.45085269964149,-3.5785923234738277
2308302,230830,-38.94294893037462,-7.272045303277374
2308351,230835,-39.171129685060265,-5.64081343343148
2308377,230837,-39.90862364531024,-3.5605685842332133
2308401,230840,-39.15286997857536,-7.3064307292172295
2308500,230850,-39.74845244558651,-5.788094370112698
2308609,230860,-40.04458311827134,-4.914658414467398
2308708,230870,-38.43288992764881,-5.034721124962232
2308807,230880,-40.6795343611388,-3.4611072810782075
2308906,230890,-40.08915768496105,-3.2840561680563547
2309003,230900,-40.75590400017016,-3.8978054431186644
2309102,230910,-38.99319546210654,-4.319445894954541
2309201,230920,-39.66508803823674,-7.093135903398041
2309300,230930,-40.528771557653855,-4.679847854036614
2309409,230940,-40.77084906171089,-5.592636800544647
2309458,230945,-38.50733194229412,-4.526459699646405
2309508,230950,-38.94477869869388,-6.244239434175732
2309607,230960,-38.498327259241314,-4.183824915750674
2309706,230970,-38.59716486546035,-3.952309824073309
2309805,230980,-38.90210859667665,-4.198899081147153
2309904,230990,-40.685589090086644,-4.0058951972925385
2310001,231000,-38.028104559500626,-4.708393618138068
2310100,231010,-38.84202075965062,-4.125778998240537
2310209,231020,-39.03878937237535,-3.480785672525097
2310258,231025,-39.179296214036654,-3.422270145493942
2310308,231030,-40.627658625606685,-6.304006763696703
2310407,231040,-39.37708006845737,-4.159832550312271
2310506,231050,-39.846840314017555,-5.497004175354829
2310605,231060,-39.0539630858649,-7.780402805169272
2310704,231070,-39.14603532726788,-3.8538415800050574
2310803,231080,-38.4886407768563,-6.040815770570535
2310852,231085,-38.30533530724888,-4.054624358237995
2310902,231090,-39.45167890180375,-5.862956305066389
2310951,231095,-40.5842517851876,-4.259149233964192
2311009,231100,-41.07743740838046,-4.799478187200013
2311108,231110,-39.1068363896526,-7.541963831340171
2311207,231120,-40.036400727098375,-7.072668341814977
2311231,231123,-38.16761283333494,-5.749553244872723
2311264,231126,-40.760869568921485,-5.8715248527413815
2311306,231130,-38.94703554190586,-4.9544731355915665
2311355,231135,-39.12064993937512,-6.175435001519682
2311405,231140,-39.33321907862011,-5.245522193777682
2311504,231150,-37.86239591406501,-5.0881709705655185
2311603,231160,-38.76236533264295,-4.245592053872338
2311702,231170,-40.61327444274617,-4.120856740849876
2311801,231180,-38.14827690086492,-4.843811862380601
2311900,231190,-39.8885986542102,-6.484308113766522
2311959,231195,-40.36633701416637,-7.204795404187445
2312007,231200,-40.16469489663638,-3.4610187415374325
2312106,231210,-39.756545521484455,-7.221907845870838
2312205,231220,-40.041966116477134,-4.340677406822557
2312304,231230,-40.96951168485766,-4.0408519947183335
2312403,231240,-39.06056029797453,-3.6005575928091624
2312502,231250,-38.273336209249514,-5.325951810898442
2312601,231260,-39.264478633464286,-3.646295954190757
2312700,231270,-39.43365638724025,-5.5876650444480145
2312809,231280,-40.46104168863364,-3.270052176384115
2312908,231290,-40.227908747279265,-3.811047135804412
2313005,231300,-39.00242502520834,-5.776443148375486
2313104,231310,-38.04424565018658,-5.324035443912007
2313203,231320,-40.335850312211605,-4.919964467723789
2313252,231325,-39.73779007690291,-6.730170671382251
2313302,231330,-40.258904214578536,-5.936760978380218
2313351,231335,-39.583339862179585,-3.931998692454656
2313401,231340,-41.05497402593889,-3.736147597014175
2313500,231350,-39.353596279718424,-3.3374298077493663
2313559,231355,-39.40572521408251,-3.551092656252852
2313609,231360,-41.00450319932865,-3.866569488577189
2313708,231370,-38.7302754405828,-6.623328467801362
2313757,231375,-39.384678487767374,-3.686976375896177
2313807,231380,-39.51453856521682,-3.6212779277310476
2313906,231390,-40.680350944297565,-3.3209153195976517
2313955,231395,-40.49393506831333,-4.16784967418885
2314003,231400,-39.297834442868854,-6.771787789021931
2314102,231410,-41.13605553638603,-3.5461982256847997
2400109,240010,-36.65011326384092,-6.409355871063021
2400208,240020,-37.014120292057164,-5.526626684545544
2400307,240030,-36.599901274872984,-5.471439876075513
2400406,240040,-38.30864388276709,-6.208624819309779
2400505,240050,-37.98919033176729,-6.3644939226367265
2400604,240060,-37.76297275460826,-6.154487919712559
2400703,240070,-36.72362421463406,-5.3623317825573436
2400802,240080,-36.557242124913714,-5.64630716078435
2400901,240090,-37.92478385439551,-6.219620036563995
2401008,240100,-37.835663147472665,-5.628250020058569
2401107,240110,-37.04624904261284,-5.001176783015137
2401206,240120,-35.20817533710568,-6.193688217841923
2401305,240130,-37.3246071656349,-5.881212699914689
2401404,240140,-35.04489222299327,-6.434731979448442
2401453,240145,-37.61832773293479,-5.092786320936092
2401503,240150,-35.92202034056967,-5.961098346480301
2401602,240160,-35.81187474125636,-5.6759128641182945
2401651,240165,-36.44173659140703,-5.962903120802107
2401701,240170,-35.5907939155391,-6.000814961735963
2401800,240180,-35.383585774717254,-6.218172989005235
2401859,240185,-36.08329394417634,-5.191835211839446
2401909,240190,-36.02646083658491,-5.766086623218875
2402006,240200,-37.037925809473414,-6.467535982460764
2402105,240210,-36.208893404603586,-6.2377051617131265
2402204,240220,-35.14845865099994,-6.395083406634831
2402303,240230,-37.583759852569095,-5.767229012136749
2402402,240240,-36.548805433624445,-6.553299681620303
2402501,240250,-36.85728720691335,-5.264078818818073
2402600,240260,-35.39521811203154,-5.595466701623343
2402709,240270,-36.32714626364353,-5.989350336218365
2402808,240280,-36.195906304593755,-6.357196790945791
2402907,240290,-38.42281011618474,-6.255472595023292
2403004,240300,-36.82499523185434,-6.355923829509494
2403103,240310,-36.44354991177097,-6.223565032135223
2403202,240320,-38.401372504394374,-6.115371927924232
2403251,240325,-35.23012165882619,-5.914327119543685
2403301,240330,-38.306352320068804,-6.134222625320685
2403400,240340,-36.6661443741215,-6.882010814847215
2403509,240350,-35.30448429714316,-6.305645612055966
2403608,240360,-35.26866450272851,-5.680969034203906
2403707,240370,-37.65588508890326,-5.5398117878265465
2403756,240375,-36.39211019588696,-5.760503334944479
2403806,240380,-36.81838450289124,-6.169710531705224
2403905,240390,-38.1086373435828,-6.053005211746151
2404002,240400,-37.8390445717223,-6.16101655768815
2404101,240410,-36.20799016995263,-5.175722136231165
2404200,240420,-35.213838056694826,-6.287827314662931
2404309,240430,-37.53677347170863,-5.395075272915837
2404408,240440,-37.21047217310807,-4.947555227018474
2404507,240450,-36.34395208920025,-5.174758537239103
2404606,240460,-35.55043132251561,-5.784136354387283
2404705,240470,-36.80268294063098,-5.5381987741336
2404804,240480,-37.18634877326541,-6.77416131659611
2404853,240485,-36.80803296440524,-5.689978521236396
2404903,240490,-37.916501122582325,-5.818457738878977
2405009,240500,-36.214563823321754,-6.410929930454873
2405108,240510,-36.13824773070309,-5.356993942849909
2405207,240520,-37.47479412342336,-5.996912893954008
2405306,240530,-35.600546359559054,-6.151909063451101
2405405,240540,-35.899108073774315,-6.432821097737368
2405504,240550,-35.98676786177262,-5.613693953508312
2405603,240560,-37.28587386451788,-6.334485593622228
2405702,240570,-36.80657555497682,-6.587740998768674
2405801,240580,-35.87393727732561,-5.475350450081305
2405900,240590,-37.83789735100173,-6.287878761849941
2406007,240600,-38.28305072911536,-6.340578901739392
2406106,240610,-37.0213880063959,-6.057992121653739
2406155,240615,-35.340360766052584,-6.256316684176868
2406205,240620,-35.62622802565766,-6.384762782802587
2406304,240630,-35.4508337740462,-6.192435469047193
2406403,240640,-35.84438856361759,-6.010493835952338
2406502,240650,-36.5191141298762,-6.092459922398625
2406601,240660,-35.50504110327182,-6.147191942816831
2406700,240670,-36.18059332494193,-5.698148979936386
2406809,240680,-36.1342219309271,-6.1480643286370364
2406908,240690,-37.824372777413224,-6.103579174523614
2407005,240700,-38.402632730606165,-6.373367073016956
2407104,240710,-35.42876072505058,-5.926859067748253
2407203,240720,-36.52347190315205,-5.195949937275904
2407252,240725,-38.31764434285793,-6.4051074935613865
2407302,240730,-38.15733230342175,-6.280312959062662
2407401,240740,-37.905902425498056,-6.080221866651707
2407500,240750,-35.354494356331955,-5.451584948366271
2407609,240760,-37.4853893470735,-6.092653248727809
2407708,240770,-35.2909245254314,-6.504923689111382
2407807,240780,-35.40506624830756,-6.098760593518734
2407906,240790,-35.80903288831397,-6.4298775394075856
2408003,240800,-37.325542624526285,-5.1757900167750766
2408102,240810,-35.22884388266069,-5.80317123751344
2408201,240820,-35.17322399504242,-6.054914672224769
2408300,240830,-35.428953495956065,-6.448649174314396
2408409,240840,-37.71018821525652,-5.97893446298133
2408508,240850,-36.921065600467216,-6.683528603825836
2408607,240860,-38.284203685837234,-6.451043483981645
2408706,240870,-37.11055890694437,-5.784385943491107
2408805,240880,-35.936190093726324,-5.2858314480427735
2408904,240890,-36.61948104497818,-6.71383641462988
2408953,240895,-35.399975934334456,-5.377268649127442
2409100,240910,-35.61453954507099,-6.4427418925146185
2409209,240920,-35.395710492577756,-6.283822607771284
2409308,240930,-37.62133699310727,-6.0868806627086816
2409332,240933,-35.720479476484634,-5.788921351155821
2409407,240940,-38.169756944680074,-6.117406028511988
2409506,240950,-35.8735038342146,-5.146041808727476
2409605,240960,-36.07952101377617,-5.524524549288407
2409704,240970,-36.331627016026985,-5.475011126691702
2409803,240980,-35.22452317757845,-6.465245784113238
2409902,240990,-36.623994075384765,-5.292903704643769
2410009,241000,-38.02921560641467,-6.286597044306285
2410108,241010,-35.694355257097186,-5.571503480881032
2410207,241020,-38.01498376574733,-6.032873232196151
2410256,241025,-36.841518181507936,-5.088327819732463
2410306,241030,-35.723532665153094,-6.109227241317526
2410405,241040,-35.58214181018614,-5.407294179348151
2410504,241050,-38.22374140175453,-6.196812442327168
2410603,241060,-37.73022270605253,-6.069075059285137
2410702,241070,-37.966430487130324,-5.9235899898557225
2410801,241080,-38.33612200592508,-6.27700337302493
2410900,241090,-35.84959061724829,-5.798434961967006
2411007,241100,-38.08092410731213,-5.85848937978261
2411056,241105,-37.32098630689412,-4.888374241557856
2411106,241110,-35.940521431044196,-5.856860602313411
2411205,241120,-36.00649381890331,-6.248239323933089
2411403,241140,-36.63460714225968,-5.904343101039363
2411429,241142,-36.76513192573182,-6.732234575148798
2411502,241150,-35.50540401734218,-6.339477523927309
2411601,241160,-35.989059853903996,-5.144120968607717
2411700,241170,-36.04847538658633,-6.3832127816227056
2411809,241180,-37.151153673186755,-6.321340555639056
2411908,241190,-38.18378828333944,-5.985177137162142
2412005,241200,-35.364806618921214,-5.787742449775405
2412104,241210,-37.18850942461914,-6.690418295702831
2412203,241220,-35.289417112545,-6.063991052721931
2412302,241230,-35.74016755788853,-6.301111806218557
2412401,241240,-36.858504070422,-6.4866379647979
2412500,241250,-38.47427719720457,-6.214359167833327
2412559,241255,-35.73719496099046,-5.193995548656045
2412609,241260,-35.754431260822216,-5.934038836034898
2412708,241270,-35.63033312386503,-5.892558749359493
2412807,241280,-36.878509625644895,-5.837389680962249
2412906,241290,-36.12855915054321,-5.988197390006108
2413003,241300,-36.659815769650415,-6.20767697881265
2413102,241310,-35.682494910981795,-6.041265344056045
2413201,241320,-35.12140598923076,-6.157871265440879
2413300,241330,-35.71893211230453,-6.4286389928037435
2413359,241335,-37.024215863099855,-5.171273516424444
2413409,241340,-37.360021013712846,-6.587366833830509
2413508,241350,-35.574359900423886,-6.25512817641969
2413557,241355,-37.993067630285594,-6.144492188984519
2413607,241360,-37.97270472786796,-5.769195337879448
2413706,241370,-35.9273023917336,-6.0879652806827025
2413805,241380,-38.051148103285016,-5.935836431056882
2413904,241390,-35.58520672305835,-5.596697169659012
2414001,241400,-35.83529027113015,-6.216968307572679
2414100,241410,-38.163890652881626,-6.440613486712419
2414159,241415,-36.722693469994105,-6.159081587032708
2414209,241420,-35.09981766366932,-6.241687586887703
2414308,241430,-37.247208552563066,-6.477688846805121
2414407,241440,-35.60795265404658,-5.281013949628442
2414456,241445,-37.15155387208991,-5.9183938892421795
2414506,241450,-37.83261121876329,-5.991979426658824
2414605,241460,-37.29196297231912,-5.610093111329295
2414704,241470,-35.368392122328686,-6.35145420248342
2414753,241475,-38.52677981952861,-6.320719083325823
2414803,241480,-35.43552520246552,-6.03719568789686
2414902,241490,-37.95502416241771,-5.98705582116148
2415008,241500,-35.08706213672637,-6.302818057786836
2500106,250010,-37.66261997077639,-7.470484436555048
2500205,250020,-38.213775357055695,-7.0740827719962525
2500304,250030,-35.60284082981417,-7.059070995567838
2500403,250040,-35.76691725435439,-7.061644335372709
2500502,250050,-35.522214495529916,-6.961968009830532
2500536,250053,-36.0467097709568,-7.689905420454167
2500577,250057,-35.97224270228178,-6.887933078316995
2500601,250060,-34.93332917217453,-7.348615331897582
2500700,250070,-38.41784979398363,-6.732724766716424
2500734,250073,-37.03935563831323,-7.5606489369827345
2500775,250077,-38.067953081348115,-6.789334024396748
2500809,250080,-35.3544643749613,-6.861214921774591
2500908,250090,-35.731299490617786,-6.85806864269503
2501005,250100,-35.75506181749696,-6.524236759672011
2501104,250110,-35.705360411296006,-6.950344116399587
2501153,250115,-36.9618746737343,-7.111872905808325
2501203,250120,-35.931480394861445,-7.049226431833324
2501302,250130,-35.69092786524368,-7.535583436296239
2501351,250135,-36.710283462225895,-7.0736098077404765
2501401,250140,-34.98879992453813,-6.663118465174587
2501500,250150,-35.59626618071686,-6.700174239957945
2501534,250153,-36.261398878519515,-6.6205790467960375
2501575,250157,-35.966072905831965,-7.564836315283019
2501609,250160,-36.076004820123416,-6.791165661387932
2501708,250170,-36.28657194399228,-7.700351070248125
2501807,250180,-34.92194569521227,-7.131733748973886
2501906,250190,-35.49823381090211,-6.70530186134075
2502003,250200,-37.36590019812633,-6.148992615016742
2502052,250205,-38.555766132300235,-6.481063234305392
2502102,250210,-38.18828371975544,-7.431062160149783
2502151,250215,-36.218676929145516,-7.271663997187753
2502201,250220,-38.63020518716451,-6.822778978383591
2502300,250230,-37.9477846815571,-6.47482060381957
2502409,250240,-38.4781887509122,-7.289279172213571
2502508,250250,-36.149872144263945,-7.506587815494008
2502607,250260,-38.12457633242262,-7.155205710622049
2502706,250270,-35.601233475251725,-6.794075090940726
2502805,250280,-37.49700451227186,-6.329716897676567
2502904,250290,-37.84655394551467,-6.398441564917155
2503001,250300,-34.91894118536515,-7.4867685579833
2503100,250310,-36.298891662866794,-7.45100441164035
2503209,250320,-34.847565898239,-7.027741115404122
2503308,250330,-38.69565213428691,-6.9460035639666495
2503407,250340,-37.17362065455866,-7.138732820236111
2503506,250350,-35.81368500703988,-6.624580682661074
2503555,250355,-37.090410845926584,-7.209451561111479
2503605,250360,-35.411722254206985,-6.606273333441554
2503704,250370,-38.54098413995651,-6.919847122832762
2503753,250375,-37.803418821223445,-6.958976428675216
2503803,250380,-35.3392209226288,-7.121060772532193
2503902,250390,-36.797164840136475,-7.899849968307358
2504009,250400,-35.965658259544796,-7.263559223553304
2504033,250403,-35.16865228923335,-6.900765948570707
2504074,250407,-36.50248667781696,-7.774088681028339
2504108,250410,-38.33753964526829,-7.044459986952708
2504157,250415,-35.84317345853245,-6.755031662996757
2504207,250420,-37.590776259844986,-7.138477487721517
2504306,250430,-37.70446621967157,-6.321097992609641
2504355,250435,-36.057702794325564,-7.415963111443963
2504405,250440,-38.52831918077213,-7.503751054827257
2504504,250450,-37.615467302975055,-6.904944712127106
2504603,250460,-34.860656439555754,-7.282028519220745
2504702,250470,-36.64654072774769,-7.795031725137781
2504801,250480,-37.975308626284075,-7.05047576881233
2504850,250485,-36.63416564713913,-7.645249787506955
2504900,250490,-35.102747090544554,-7.14896926182324
2505006,250500,-36.326657674495486,-6.860506283283099
2505105,250510,-36.07830031097928,-6.548613645873378
2505204,250520,-35.522807423752994,-6.8991916266616755
2505238,250523,-35.252078686536,-6.905990857567403
2505279,250527,-35.28474477427482,-6.733839093713549
2505303,250530,-38.167923040703194,-7.537773084171077
2505352,250535,-35.930086038824754,-6.643330986438554
2505402,250540,-37.092898289368215,-7.300091483833129
2505501,250550,-37.57546467743058,-6.7570437525708416
2505600,250560,-38.315550861195526,-7.423738348837164
2505709,250570,-35.64824654652276,-6.609427606762252
2505808,250580,-35.3956129850034,-6.7208073313561325
2505907,250590,-37.74504786421089,-7.086599854464693
2506004,250600,-35.89031933428865,-6.998174177589861
2506103,250610,-35.78007021663197,-7.391233097440301
2506202,250620,-36.449706830099174,-6.41449779147798
2506251,250625,-35.812422529394944,-7.5897627799666525
2506301,250630,-35.44801656809066,-6.877846698665667
2506400,250640,-35.435892171077704,-7.149606952268673
2506509,250650,-36.457810446865196,-7.2614962023546
2506608,250660,-38.40390297916076,-7.491923064085838
2506707,250670,-37.55816240819725,-7.370864762432609
2506806,250680,-35.62106202787614,-7.278499639234214
2506905,250690,-35.35426853954006,-7.348407143168766
2507002,250700,-38.18642216597152,-7.286480217209242
2507101,250710,-35.257113388153435,-6.810155864845729
2507200,250720,-35.647138232564345,-7.405065085667719
2507309,250730,-35.26828562080257,-6.5957555260686425
2507408,250740,-37.81721494130685,-6.508702535212189
2507507,250750,-34.869530536754354,-7.165463805403991
2507606,250760,-35.57058808562956,-7.159223389170049
2507705,250770,-36.558471852435645,-7.054922907058671
2507804,250780,-36.77447181201575,-6.991290627357381
2507903,250790,-35.21364620348035,-7.355000129898925
2508000,250800,-37.8031637821131,-7.501790094821527
2508109,250810,-37.88816730234737,-6.5875556001050235
2508208,250820,-35.36130477222191,-6.678902675626252
2508307,250830,-35.86632598774639,-7.146247074921294
2508406,250840,-38.180047547803916,-6.5525740024734125
2508505,250850,-36.93104067721279,-7.340583682772893
2508554,250855,-35.42724788592299,-6.554375123766301
2508604,250860,-34.91224357080849,-6.9188832709673616
2508703,250870,-37.43989145594537,-7.248131906945608
2508802,250880,-37.53010522951959,-6.8836924373081745
2508901,250890,-35.1558918305934,-6.72072470717753
2509008,250900,-38.204843430764164,-7.72490909338215
2509057,250905,-35.00564865945385,-6.747511017577424
2509107,250910,-35.305891386402486,-7.037547278114535
2509156,250915,-38.33666779072348,-6.821595356194137
2509206,250920,-35.75596085094067,-7.200756045043251
2509305,250930,-35.04391998679549,-6.55632038263662
2509339,250933,-35.771676783051916,-7.118377471054137
2509370,250937,-37.73729904206135,-6.548059246181021
2509396,250939,-37.35879600859908,-7.28429898746081
2509404,250940,-35.49706608251055,-7.294805218384581
2509503,250950,-35.94345912680672,-7.090295978894728
2509602,250960,-38.537671253940545,-7.206278727096444
2509701,250970,-37.09171867891279,-7.9077549437041945
2509800,250980,-35.4208718821027,-6.999434424603061
2509909,250990,-35.56293637493792,-7.560164545811356
2510006,251000,-38.326644764053626,-6.950976030941023
2510105,251010,-36.206237125608844,-6.476428005221712
2510204,251020,-38.01845920313301,-7.473531842405587
2510303,251030,-36.42642187827337,-6.676197053217473
2510402,251040,-37.75398251387237,-7.284422517780834
2510501,251050,-36.249074798872506,-6.977115836597876
2510600,251060,-37.1380718911398,-7.609804677122322
2510659,251065,-36.66883469582327,-7.327255511139758
2510709,251070,-37.041247653381504,-7.118259290611477
2510808,251080,-37.31689010273452,-6.995486597932614
2510907,251090,-37.60884338941071,-6.626995386294221
2511004,251100,-38.0808138737062,-7.458590473503069
2511103,251110,-36.387898551992315,-6.772903745392643
2511202,251120,-35.07455937619813,-7.336152268335606
2511301,251130,-37.942180874143794,-7.201295231424679
2511400,251140,-36.337068494802345,-6.49305217289658
2511509,251150,-35.266681992775574,-7.278909809516719
2511608,251160,-35.60840847716662,-6.88319199019364
2511707,251170,-35.54896939995065,-6.8461768046756655
2511806,251180,-35.49587852650805,-6.790743942441106
2511905,251190,-34.84176418266038,-7.430887895498871
2512002,251200,-36.09365010468711,-7.062656944359419
2512036,251203,-38.5198521589934,-6.389743628361459
2512077,251207,-38.49893826950126,-6.593666274760721
2512101,251210,-37.850935131863345,-6.772531319980985
2512200,251220,-37.08578949633684,-7.694724814259302
2512309,251230,-38.00498908327618,-7.653722827905278
2512408,251240,-35.961640334723086,-7.148749843740439
2512507,251250,-35.91370313774945,-7.399415610956041
2512606,251260,-37.13550675160072,-7.040682958408029
2512705,251270,-35.84880429451512,-6.926841461595125
2512721,251272,-35.291097132019026,-6.668127264193156
2512747,251274,-35.647423338905384,-6.541761708729736
2512754,251275,-35.66923179390316,-7.239640673468915
2512762,251276,-35.289872414505815,-7.15494805153379
2512788,251278,-36.13775239302136,-7.682903405102084
2512804,251280,-37.63551671819361,-6.47819173923762
2512903,251290,-35.036147478030706,-6.796864250506817
2513000,251300,-36.842134730873376,-7.09873081801591
2513109,251310,-35.46359507037003,-7.414726304827247
2513158,251315,-35.921544488386154,-7.728939833303883
2513208,251320,-38.05281625699465,-6.5488433238033865
2513307,251330,-38.584122816042814,-6.730481007321364
2513356,251335,-38.57738171857363,-7.666371389909607
2513406,251340,-36.90652905692769,-6.917178844574891
2513505,251350,-38.33098051066523,-7.628204681619542
2513604,251360,-37.960052362065994,-7.387850405556087
2513653,251365,-38.48093804530203,-6.477102204514288
2513703,251370,-35.00007075077626,-7.067282344396597
2513802,251380,-37.44538909310086,-7.091138464212436
2513851,251385,-36.61465778157078,-7.221074734381148
2513901,251390,-37.47132320110566,-6.458873969163521
2513927,251392,-37.707173498995125,-6.873775756953803
2513943,251394,-36.40479913615909,-7.588132675145464
2513968,251396,-37.95077277917913,-6.803965916742973
2513984,251398,-38.05966053833968,-6.635169455023361
2514008,251400,-36.49403294398666,-7.451261446049964
2514107,251410,-36.78741584559145,-8.088911566066017
2514206,251420,-38.13957928866999,-6.941341308622264
2514305,251430,-38.32661958162573,-7.260565500855855
2514404,251440,-37.37977607817281,-6.813825467968239
2514453,251445,-35.34637749335587,-7.241891416925048
2514503,251450,-38.492102374732596,-7.100734609015338
2514552,251455,-38.09636027528028,-7.702535495090919
2514602,251460,-37.300870628442304,-7.149265750602835
2514651,251465,-37.35814680672063,-6.2354236099978975
2514701,251470,-36.82345295893057,-6.8171874412820905
2514800,251480,-36.86240509285576,-7.4290651975143565
2514909,251490,-37.08482628766223,-6.92767283186277
2515005,251500,-35.19875141069088,-7.2406652904621405
2515104,251510,-35.85393584739475,-7.089178087415225
2515203,251520,-37.01499557251904,-8.15817990543221
2515302,251530,-35.19712830411839,-7.055386883016397
2515401,251540,-36.45034276283076,-6.90900073722803
