uf_code,uf_name,year,<1,1-4,5-9,10-11,12-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
35,3,2019,606598,2453555,3009786,1179519,3651313,1322431,3458597,3546685,3844758,3823504,3475713,3092380,2872236,2588005,2201933,1710711,1233506,814670,542741,490408
35,3,2020,602620,2435741,3042098,1181311,3612787,1290702,3448513,3511090,3809963,3854180,3548754,3141667,2904703,2632224,2266765,1780635,1297671,850465,562367,515077
35,3,2021,598256,2423780,3058542,1187217,3590467,1246665,3429921,3496503,3763557,3869470,3617789,3201967,2935322,2674059,2326367,1851855,1361395,893859,580946,541195
35,3,2022,593254,2417168,3057837,1200808,3570079,1230275,3374722,3506974,3701048,3869319,3683675,3273423,2963428,2713763,2380621,1924245,1424192,944807,598292,569498
35,3,2023,587690,2400276,3062089,1208666,3555085,1228795,3304235,3529227,3633386,3855209,3742428,3351686,2993282,2751343,2430281,1995899,1486762,1000959,616948,599042
35,3,2024,582051,2381446,3058324,1213474,3558280,1218731,3240326,3541389,3576820,3829700,3788967,3429882,3031239,2786553,2476723,2064029,1550543,1058711,640551,628556
41,3,2015,160481,611709,754058,311896,1042691,373929,932436,901273,880512,838935,787513,762760,692247,580356,471059,358395,256306,179166,109144,84196
41,3,2016,157515,621462,748114,312237,1011831,371580,932833,905163,883521,847329,793281,766858,706766,598925,487758,374104,267388,185816,114147,89575
41,3,2017,157110,628166,747575,305920,986436,365616,931985,910022,885149,855215,801229,768542,719677,618092,504048,390195,279734,192349,119662,95205
41,3,2018,159465,631671,751415,299068,965440,356203,928739,915101,886184,862287,810661,769167,730717,637173,520296,406516,293096,199182,125482,101074
41,3,2019,158598,632986,759297,298036,941073,348965,921453,919205,887877,868172,820311,770805,739561,655139,537083,422886,307078,206907,131324,107201
41,3,2020,157623,631158,769841,298201,924003,338290,909312,921471,890938,872659,829354,774743,746135,671299,554705,439203,321432,215843,137065,113565
41,3,2021,156592,631312,776683,298611,913742,323249,895868,922121,895055,875851,837906,780736,750501,685802,572946,455366,336170,225881,142785,120307
41,3,2022,155394,630842,783031,299494,907456,312708,874071,921526,900129,877669,845944,788870,752496,698745,591768,471158,351291,237010,148462,127597
41,3,2023,153997,626820,788944,302419,900584,309795,847968,918538,905411,878897,853177,798451,753453,709867,610502,486931,366649,249018,154420,135270
41,3,2024,152502,622268,789446,309796,894852,310184,821612,911532,909716,880772,859227,808244,755392,718852,628172,503224,382065,261581,161101,143139
42,3,2015,95262,361182,436411,180787,595052,222030,572460,597412,591686,527842,482544,471723,444270,365156,290400,213221,144149,100447,60731,49541
42,3,2016,96029,369167,437029,181301,578517,220910,571173,598881,600640,542414,489027,473770,452967,380064,302938,225335,152424,104521,63981,52970
42,3,2017,96183,375853,441971,178046,566143,217061,570551,599032,606417,558449,497465,475229,459111,395926,315035,237675,161958,108455,67622,56567
42,3,2018,97502,381869,447769,175647,556516,210575,569290,598223,609764,574669,507749,476840,463242,411662,327108,250129,172451,112676,71466,60347
42,3,2019,97361,387384,454448,176444,548636,202734,565292,596886,612024,589215,519611,479625,466288,425622,339864,262538,183418,117807,75249,64342
42,3,2020,97135,389453,464458,177248,545366,193877,557407,595243,614073,600893,532760,484233,468928,436808,353631,274850,194547,124172,78871,68549
42,3,2021,96792,390531,473076,179273,544826,187228,545483,593622,615307,609703,547208,490682,471064,445477,368229,286959,205900,131654,82409,73050
42,3,2022,96281,391113,479786,183387,543594,185879,528844,592659,615220,615353,563103,499061,472614,451652,383752,298659,217481,140230,85865,77947
42,3,2023,95631,389863,486991,186166,543010,187836,511400,591049,614174,618584,579181,509262,474304,455858,399149,310355,229184,149641,89576,83108
42,3,2024,94930,388104,492240,188698,545374,188235,497261,586707,612599,620729,593593,521020,477137,459001,412826,322702,240860,159482,94032,88359
43,3,2015,145787,554119,677636,298347,987197,352479,877443,867679,888755,804478,741792,754186,761400,676169,561387,435430,308725,220736,142433,119599
43,3,2016,144851,564679,667723,292015,959956,350579,876758,863295,888342,820451,745653,745871,761945,691621,578828,453482,322528,227352,147358,126660
43,3,2017,141826,571020,668648,278494,935870,345576,875828,861886,881035,838398,753285,737669,758131,706776,595758,471051,338365,233960,152674,133943
43,3,2018,141943,572628,674410,267898,910481,337509,873382,862556,869690,855723,764161,730846,751191,720334,612222,488261,355550,241187,158256,141377
43,3,2019,141161,572339,682328,264714,878320,332179,867605,863567,859032,868631,777333,727062,743078,730321,628375,505396,373055,249929,163915,148899
43,3,2020,140286,567772,695260,263137,854255,320371,857443,863706,852038,874866,791926,727364,735190,735652,644179,522572,390263,260635,169594,156464
43,3,2021,139283,563263,704971,263989,836435,302955,846967,863302,848007,874753,808047,731505,727445,736685,659549,539533,407210,273092,175369,164270
43,3,2022,138033,560771,708380,269641,818050,295791,825698,862655,846929,867786,826119,739358,719788,733475,674637,556033,423760,287295,181178,172529
43,3,2023,136540,556915,710196,274710,802326,294637,799735,860488,847909,856801,843572,750406,713469,727218,688192,572100,440024,302658,187509,181100
43,3,2024,134969,552342,709221,278513,795919,288403,776318,855000,849227,846491,856637,763717,710118,719803,698303,587889,456238,318320,195071,189786
50,3,2015,44394,170596,202598,83576,257650,91071,228593,223376,220840,203313,182907,168676,153227,124703,97827,71883,52143,36818,22063,17674
50,3,2016,43520,173418,203452,82923,254158,90672,228706,224447,222386,207439,186235,170803,156497,129553,101920,75314,54101,38152,23159,18599
50,3,2017,43403,174453,206912,80554,251378,89662,228497,225872,223031,211529,189950,172972,159071,134659,105932,79024,56251,39422,24373,19589
50,3,2018,44156,175144,209807,79646,248832,88079,227825,227390,223154,215350,193953,175287,161172,139736,109956,82928,58621,40707,25637,20643
50,3,2019,43988,175782,212344,81593,246328,85449,226483,228578,223385,218534,198087,177884,163138,144359,114165,86890,61241,42117,26870,21771
50,3,2020,43808,175379,216099,82401,245826,82508,224389,229143,224095,220896,202223,180834,165221,148250,118658,90812,64144,43704,28029,22975
50,3,2021,43581,175669,218034,82992,245931,81851,220692,229254,225158,222440,206331,184156,167360,151492,123364,94709,67305,45458,29145,24266
50,3,2022,43280,175844,218939,84847,245178,82915,215859,229045,226573,223087,210410,187850,169545,154058,128316,98536,70722,47370,30224,25681
50,3,2023,42949,174974,220364,85980,245352,83443,211912,228372,228079,223218,214212,191834,171866,156170,133243,102377,74318,49474,31320,27167
50,3,2024,42654,173934,220819,87002,247110,82792,209157,227035,229253,223448,217392,195944,174466,158151,137736,106394,77965,51794,32518,28674
51,3,2015,57861,210435,267730,110043,328909,114891,289534,293864,289892,268115,236118,212076,181913,144965,108345,77249,53229,35164,19798,14409
51,3,2016,55654,217838,262805,111629,325588,114675,289134,294204,292272,273189,241494,216118,187455,151241,113842,81226,55701,36694,20950,15270
51,3,2017,55486,222653,260762,108840,324787,113801,288948,294281,293787,277866,247531,219766,192743,157538,119513,85471,58390,38213,22221,16194
51,3,2018,57360,225340,261258,105758,324583,112287,288663,294147,294665,282061,253892,223344,197739,163761,125334,89968,61309,39796,23542,17191
51,3,2019,57118,226953,263809,106064,324040,109257,287782,293845,295241,285720,260013,227356,202413,169764,131269,94714,64465,41533,24844,18266
51,3,2020,56917,226213,269338,106082,324028,105998,286015,293399,295743,288797,265548,232085,206765,175476,137271,99697,67859,43484,26085,19420
51,3,2021,56703,227470,274517,103362,324547,105248,282125,292947,296064,291182,270608,237441,210796,180918,143324,104883,71490,45635,27310,20664
51,3,2022,56399,228680,279147,101890,323076,106729,277113,292706,296120,292715,275273,243449,214445,186121,149405,110229,75364,47974,28538,22027
51,3,2023,56028,227718,283687,104222,317895,109718,272699,292363,295970,293610,279468,249768,218029,191041,155418,115729,79470,50505,29826,23466
51,3,2024,55669,226627,285044,109112,313379,111304,270041,291426,295651,294208,283128,255857,222032,195657,161230,121338,83803,53242,31232,24939
52,3,2015,102056,395191,483449,199442,635701,223836,565721,590675,583491,548627,483141,435808,372303,301277,234432,174519,123533,86039,49189,37098
52,3,2016,99669,403728,486702,198498,627706,224862,567692,593022,590055,559641,495515,445341,384641,313327,244501,182610,128634,89118,51889,38979
52,3,2017,99148,408686,492760,196400,620108,223928,571188,593442,595923,569119,509590,453760,396889,325543,254852,190973,134385,91938,54881,40991
52,3,2018,101663,412269,499051,195119,613946,221016,574910,592792,601032,577318,524410,461847,408783,337845,265481,199599,140701,94759,57960,43154
52,3,2019,101525,414753,508150,196253,610256,214876,576775,592333,605247,584735,538463,470858,419935,350082,276430,208494,147405,97971,60858,45505
52,3,2020,101293,414032,519442,197639,606354,211198,575533,592785,608557,591703,550774,481491,430156,362168,287692,217638,154407,101787,63458,48036
52,3,2021,100949,415456,525211,201369,603248,211603,569037,594271,610561,598031,561566,493635,439469,374109,299201,227049,161693,106147,65857,50785
52,3,2022,100503,417051,529274,205416,602220,209971,562288,597255,610666,603664,570850,507454,447699,385975,310871,236732,169237,111057,68096,53804
52,3,2023,100001,415697,534988,207172,604791,207876,555204,600468,609705,608556,578867,522004,455616,397502,322634,246678,177029,116440,70365,56965
52,3,2024,99469,413978,536957,211345,608747,206786,547773,601836,608935,612560,586121,535794,464446,408319,334344,256931,185069,122156,72940,60115
53,3,2015,43798,155315,200374,88404,278061,95460,242200,261633,277430,258695,216159,188832,156318,120902,92825,66780,44394,31082,16968,13003
53,3,2016,42989,158123,193884,88496,278121,96341,243616,259199,277123,265426,223979,193799,162580,126675,97270,70889,47074,32571,18323,13746
53,3,2017,42707,160455,189087,86396,278078,97003,245919,256798,275323,271176,232933,198255,168766,132852,101705,75063,50228,33834,19949,14530
53,3,2018,43525,161969,186527,82784,277700,97394,248665,254833,272544,275661,242384,202732,174772,139286,106246,79277,53752,35072,21680,15406
53,3,2019,43400,162883,186592,79989,273935,98884,251145,253802,269546,278595,251319,208065,180453,145731,111087,83508,57442,36605,23300,16437
53,3,2020,43257,162663,188932,77628,269430,99264,252866,254016,266884,279823,259076,214700,185764,152022,116331,87758,61182,38595,24705,17650
53,3,2021,43110,163107,191098,75838,264239,97765,255292,255245,264391,279496,265760,222474,190705,158191,121960,92017,64995,40994,25944,19046
53,3,2022,42922,163683,193325,74976,258202,96800,256281,257347,261933,277680,271478,231358,195146,164291,127975,96270,68874,43801,27020,20652
53,3,2023,42674,163253,195824,75291,251365,96522,256329,259893,259907,274890,275933,240741,199606,170216,134240,100626,72792,46925,28091,22384
53,3,2024,42388,162701,196785,77357,244382,96473,255692,262175,258804,271878,278852,249607,204913,175825,140512,105270,76734,50191,29403,24128
