uf,state_name,ensemble_id,foi_pwmean,foi_equiv
SE,Sergipe,3,0.012104644817126663,0.012101920077307007
BA,Bahia,3,0.013123456901553286,0.013112289613344588
MG,Minas Gerais,3,0.01896663679464515,0.018960679746057803
ES,Espirito Santo,3,0.015487153574225969,0.015480294130344829
RJ,Rio de Janeiro,3,0.015282748000590148,0.015271925919879328
SP,Sao Paulo,3,0.019411289649147553,0.019407360213527774
PR,Parana,3,0.017115835678242895,0.01711120093763766
SC,Santa Catarina,3,0.015684779412114207,0.01568138992808339
RS,Rio Grande do Sul,3,0.016073951494340773,0.016070126202517375
MS,Mato Grosso do Sul,3,0.013642380599571693,0.013638843719710081
MT,Mato Grosso,3,0.010235216663377802,0.010227547242460357
GO,Goias,3,0.011819479766115625,0.011808838991546071
DF,Distrito Federal,3,0.019997946577919753,0.019996778539975807
RO,Rondonia,4,0.0085952776904437,0.008592493565350993
AC,Acre,4,0.008341781849434788,0.008337212430099744
AM,Amazonas,4,0.012688243839762938,0.012682360135970351
RR,Roraima,4,0.017618926010497877,0.017608837040088116
PA,Para,4,0.010528533700832647,0.010524050717676767
AP,Amapa,4,0.007980311432158925,0.007976931861223486
TO,Tocantins,4,0.007812633077338121,0.0078104801721884
MA,Maranhao,4,0.012601102016324193,0.012593808450039032
PI,Piaui,4,0.015263012281618115,0.015247625334921158
CE,Ceara,4,0.0123956639540005,0.01239004803489867
RN,Rio Grande do Norte,4,0.011413660537346743,0.011409415084399376
PB,Paraiba,4,0.011327411752276336,0.011323103877945736
PE,Pernambuco,4,0.011343364857378158,0.011338022408724096
AL,Alagoas,4,0.00875764710474791,0.008753636187297813
SE,Sergipe,4,0.011122979849207583,0.011118488436312196
BA,Bahia,4,0.009913633159813869,0.009907552847077476
MG,Minas Gerais,4,0.01504823178803795,0.015043708957857135
ES,Espirito Santo,4,0.014091725732298605,0.014087401642123147
RJ,Rio de Janeiro,4,0.013444364144418922,0.013439480588921152
SP,Sao Paulo,4,0.01714688802066729,0.017143746434405006
PR,Parana,4,0.015201829548695924,0.015200723528665047
SC,Santa Catarina,4,0.015849287360032376,0.015847039618283598
RS,Rio Grande do Sul,4,0.015262182357360354,0.015260804265787029
MS,Mato Grosso do Sul,4,0.01055436355784586,0.010548049723448782
MT,Mato Grosso,4,0.009305511778885906,0.009298322925307221
GO,Goias,4,0.010535292786220268,0.010529420498379762
DF,Distrito Federal,4,0.014666981134240331,0.014665579520867462
RO,Rondonia,5,0.009864290324090324,0.009843458488864846
AC,Acre,5,0.009922650182392585,0.009900882767677843
AM,Amazonas,5,0.0125004766181317,0.012467972242005214
RR,Roraima,5,0.010580687011537178,0.010577162236561253
PA,Para,5,0.010392226020120224,0.010359414534641911
AP,Amapa,5,0.006218601980278808,0.00621101411706716
TO,Tocantins,5,0.007287653326116463,0.007280475882874981
MA,Maranhao,5,0.009940468015635523,0.009934459626453937
PI,Piaui,5,0.011789895894964077,0.011777005528722087
CE,Ceara,5,0.012021857464700057,0.012006971199533121
RN,Rio Grande do Norte,5,0.01228187569228185,0.012263836030628769
PB,Paraiba,5,0.012688550843255784,0.012674418964160477
PE,Pernambuco,5,0.012498732275483735,0.012484721921719006
AL,Alagoas,5,0.010637569270526321,0.010623228607871783
SE,Sergipe,5,0.014046273813978096,0.014021760689171799
BA,Bahia,5,0.011968365114119799,0.011946452621259481
MG,Minas Gerais,5,0.01665009888153013,0.01663924961036868
ES,Espirito Santo,5,0.018243595062621,0.018222477355492067
RJ,Rio de Janeiro,5,0.016116783259947216,0.01609957730724138
SP,Sao Paulo,5,0.018825249583563092,0.018815622546581347
PR,Parana,5,0.015360610867367347,0.015356236887455502
SC,Santa Catarina,5,0.014985392630435067,0.014981632708686953
RS,Rio Grande do Sul,5,0.014779022819767897,0.014774755865396673
MS,Mato Grosso do Sul,5,0.012709954593694773,0.012699794868438781
MT,Mato Grosso,5,0.010499525525340331,0.010470732754426804
GO,Goias,5,0.01434213063117026,0.014311986159745377
DF,Distrito Federal,5,0.01752597362247614,0.017514288883008856
RO,Rondonia,6,0.009635415731278477,0.00962945541255192
AC,Acre,6,0.0076793874988431415,0.007673359581889258
AM,Amazonas,6,0.015447309006578409,0.015440804638576227
RR,Roraima,6,0.016433307661409807,0.016426544808337072
PA,Para,6,0.013192868437912925,0.013184678067084508
AP,Amapa,6,0.010697265267644569,0.010689443441322463
TO,Tocantins,6,0.010338068738325976,0.010334002832126746
MA,Maranhao,6,0.015097013137939486,0.01508897427487611
PI,Piaui,6,0.016900552438491236,0.01688519886329027
CE,Ceara,6,0.016588884863313696,0.016577230701881027
RN,Rio Grande do Norte,6,0.013661611118358811,0.013653927612898069
PB,Paraiba,6,0.012767206574809531,0.012758031190580135
PE,Pernambuco,6,0.011836155850488679,0.011827620288489934
AL,Alagoas,6,0.009100705684657973,0.009093482472605779
SE,Sergipe,6,0.014464153924600156,0.014454956033375032
BA,Bahia,6,0.010700945699040633,0.010690048600644654
MG,Minas Gerais,6,0.01482386823408183,0.0148187761452
ES,Espirito Santo,6,0.01772221123064694,0.017719128617141113
RJ,Rio de Janeiro,6,0.014743578980053568,0.014735150753704936
SP,Sao Paulo,6,0.01795671069751664,0.01795083742777394
PR,Parana,6,0.013369159546143285,0.01336509067814317
SC,Santa Catarina,6,0.013293529662606376,0.013288592943855263
RS,Rio Grande do Sul,6,0.012619639069320142,0.012615269414543872
MS,Mato Grosso do Sul,6,0.010923995084229034,0.010915408859951542
MT,Mato Grosso,6,0.010854633373460251,0.010840290267049893
GO,Goias,6,0.010343639553065727,0.01033646943356349
DF,Distrito Federal,6,0.014303900552719543,0.014301455416053955
RO,Rondonia,7,0.008157508406451606,0.008153549257044592
AC,Acre,7,0.006701203588551036,0.006695392598824091
AM,Amazonas,7,0.010173797736641507,0.010170068284273722
RR,Roraima,7,0.011759630918078972,0.011757542183544524
PA,Para,7,0.00998564543691028,0.009977090710244559
AP,Amapa,7,0.007772246261151509,0.007764345844983361
TO,Tocantins,7,0.010420115525517621,0.010415974809008176
MA,Maranhao,7,0.014512376060186178,0.014504482756835248
PI,Piaui,7,0.017365798729377935,0.017354284393874504
CE,Ceara,7,0.017335345142020793,0.017322701908507838
RN,Rio Grande do Norte,7,0.016037647149415888,0.016026709894202348
PB,Paraiba,7,0.015294484847855526,0.015281875140985236
PE,Pernambuco,7,0.014187773889849676,0.014179856971935294
AL,Alagoas,7,0.010428330550948502,0.01042307245614828
SE,Sergipe,7,0.012772322067326067,0.012765881432230883
BA,Bahia,7,0.012256488021694113,0.012247542510797418
MG,Minas Gerais,7,0.017539550422068312,0.01753480212609743
ES,Espirito Santo,7,0.01567147579844882,0.015666762500253593
RJ,Rio de Janeiro,7,0.01584619037407144,0.01583987275680331
SP,Sao Paulo,7,0.018922696127437175,0.01891953201536761
PR,Parana,7,0.0159079810741914,0.015904997387814486
SC,Santa Catarina,7,0.01621649541059404,0.01621448578745451
RS,Rio Grande do Sul,7,0.015980738050164336,0.015977011956298907
MS,Mato Grosso do Sul,7,0.013752337446630273,0.013746933137000324
MT,Mato Grosso,7,0.01139191720201268,0.011379011860424062
GO,Goias,7,0.01273564222261781,0.012725248638175812
DF,Distrito Federal,7,0.018274782163877706,0.018272257771357447
RO,Rondonia,8,0.006785851856791067,0.006779070927078303
AC,Acre,8,0.006029581113896558,0.006023421113783938
AM,Amazonas,8,0.008669675944338122,0.008657816814028984
RR,Roraima,8,0.013289301228540547,0.013279570110810627
PA,Para,8,0.009493767897137226,0.009480290235732984
AP,Amapa,8,0.007999088302852923,0.00798140256765563
TO,Tocantins,8,0.0066537023509741205,0.006646925273037245
MA,Maranhao,8,0.010120971894494745,0.010111805430687123
PI,Piaui,8,0.011838028172078704,0.011825370731767752
CE,Ceara,8,0.011072265245901764,0.011064111419802434
RN,Rio Grande do Norte,8,0.009930181054292758,0.009925117448156648
PB,Paraiba,8,0.0094445881876592391,0.009437757592317941
PE,Pernambuco,8,0.008838244615917798,0.008833425543958412
AL,Alagoas,8,0.006908947012345913,0.006905094234737013
SE,Sergipe,8,0.01088726854642898,0.010882166383503767
BA,Bahia,8,0.008476165965499466,0.008469377470141322
MG,Minas Gerais,8,0.012274725432699312,0.012270527798894289
ES,Espirito Santo,8,0.012851750904842718,0.012845877100612607
RJ,Rio de Janeiro,8,0.010171550591089637,0.010165473482337617
SP,Sao Paulo,8,0.015347246645024694,0.015341562411783357
PR,Parana,8,0.013814707595960379,0.01380986147023263
SC,Santa Catarina,8,0.014337590124338431,0.01433059556200659
RS,Rio Grande do Sul,8,0.013677457917978478,0.013672728952333292
MS,Mato Grosso do Sul,8,0.007680649050174049,0.007675698296010137
MT,Mato Grosso,8,0.007844498902137072,0.007837223027301736
GO,Goias,8,0.008200165040015287,0.008196110416543157
DF,Distrito Federal,8,0.010361634599266206,0.01036065240926549
RO,Rondonia,9,0.007180228506886807,0.007177248643233718
AC,Acre,9,0.006132600596877046,0.006128338936214269
AM,Amazonas,9,0.013058308169865902,0.013052211785131773
RR,Roraima,9,0.015204421703497863,0.0151998468959236
PA,Para,9,0.009375724942257836,0.009369452599894386
AP,Amapa,9,0.008387722277149214,0.008381491849070532
TO,Tocantins,9,0.005701506422735836,0.005699015713257564
MA,Maranhao,9,0.011692863564779587,0.011686609541825396
PI,Piaui,9,0.01292993785619777,0.012918694384800046
CE,Ceara,9,0.010066432840171868,0.010061077356504909
RN,Rio Grande do Norte,9,0.0093675748230669,0.009363058046753416
PB,Paraiba,9,0.009800065221386904,0.009793736235241577
PE,Pernambuco,9,0.009585634727681733,0.009578008469343433
AL,Alagoas,9,0.00692213884926367,0.006918891731897464
SE,Sergipe,9,0.009215583134849622,0.009212828822091288
BA,Bahia,9,0.008606663463757155,0.008599163939917992
MG,Minas Gerais,9,0.013631631251132075,0.01362410869106147
ES,Espirito Santo,9,0.0122329775200733,0.012227721241496336
RJ,Rio de Janeiro,9,0.010605560475324209,0.01059935564711165
SP,Sao Paulo,9,0.016889645959867288,0.016884488599572953
PR,Parana,9,0.015639594879654224,0.015636064989466212
SC,Santa Catarina,9,0.016614385519040795,0.016611100634464433
RS,Rio Grande do Sul,9,0.015650651229429054,0.015646638909483118
MS,Mato Grosso do Sul,9,0.00820979101744411,0.008204535887369559
MT,Mato Grosso,9,0.0068639892559570126,0.006858354681093968
GO,Goias,9,0.007742403880600968,0.007737238861573024
DF,Distrito Federal,9,0.010521933478004253,0.010520183016105529
RO,Rondonia,10,0.008468246534646706,0.008462601545572795
AC,Acre,10,0.006845203513184644,0.006841062636644784
AM,Amazonas,10,0.014479848031497208,0.014473467714619874
RR,Roraima,10,0.017034166714102763,0.017027726871850054
PA,Para,10,0.011329459588765259,0.01132093411687812
AP,Amapa,10,0.01249515281401446,0.012489980035799892
TO,Tocantins,10,0.008355387599756462,0.008350789614907143
MA,Maranhao,10,0.015175002881882857,0.015166134522007907
PI,Piaui,10,0.017271158299237505,0.01725798214878897
CE,Ceara,10,0.01530336917766231,0.015292132894096502
RN,Rio Grande do Norte,10,0.01315075761691261,0.013142442837948203
PB,Paraiba,10,0.013209335702468386,0.013199172232975868
PE,Pernambuco,10,0.013245317904327376,0.013233745853188974
AL,Alagoas,10,0.010208502956041463,0.010199864484907863
SE,Sergipe,10,0.01137501617098711,0.011372140275613217
BA,Bahia,10,0.011497156520034253,0.011485015794223374
MG,Minas Gerais,10,0.02043822122404911,0.020429750571911064
ES,Espirito Santo,10,0.01577009049255245,0.015763755551395066
RJ,Rio de Janeiro,10,0.01695790068310577,0.01694814553116773
SP,Sao Paulo,10,0.022705433373479026,0.022700392293075182
PR,Parana,10,0.021826876137766786,0.021825668561106966
SC,Santa Catarina,10,0.021924762079494984,0.02192280378137542
RS,Rio Grande do Sul,10,0.02150287277362133,0.0215016756810972
MS,Mato Grosso do Sul,10,0.013769693518744406,0.01376219342332484
MT,Mato Grosso,10,0.009957243625008263,0.00994495643684953
GO,Goias,10,0.013126994088138602,0.01311155337872475
DF,Distrito Federal,10,0.02217000320441397,0.022169732584511062
RO,Rondonia,11,0.00815826171977144,0.008153099051167872
AC,Acre,11,0.0062173454828673095,0.006213409477104207
AM,Amazonas,11,0.012646869896362867,0.012637888685283113
RR,Roraima,11,0.013159881672931303,0.013153296370137995
PA,Para,11,0.011696775876630658,0.01167714684021571
AP,Amapa,11,0.009710645478469178,0.009693697078412241
TO,Tocantins,11,0.009157305422889166,0.00915236163541594
MA,Maranhao,11,0.012235763826996116,0.012227658812301085
PI,Piaui,11,0.01369140798682414,0.013681442367761226
CE,Ceara,11,0.011729194169924876,0.011721898834036895
RN,Rio Grande do Norte,11,0.012741427452689207,0.012733098575322937
PB,Paraiba,11,0.011211895524957317,0.011204524601779703
PE,Pernambuco,11,0.011199575559504571,0.01119506410350755
AL,Alagoas,11,0.009243525008858345,0.009240473029140684
SE,Sergipe,11,0.011255302455836185,0.011248754658560012
BA,Bahia,11,0.00954700864841986,0.009542558325244564
MG,Minas Gerais,11,0.015001092713272608,0.014996495837094418
ES,Espirito Santo,11,0.01410176903588424,0.014097229815638103
RJ,Rio de Janeiro,11,0.014368636336017815,0.014363657265108583
SP,Sao Paulo,11,0.016629055744071045,0.016626158353341216
PR,Parana,11,0.014082795784011596,0.014077693302641603
SC,Santa Catarina,11,0.014746050642504352,0.014739297974608318
RS,Rio Grande do Sul,11,0.01447718412893228,0.014470671511392011
MS,Mato Grosso do Sul,11,0.011851507972933238,0.011848548379758388
MT,Mato Grosso,11,0.010627708879724123,0.010620696899580511
GO,Goias,11,0.012314040398707213,0.012309357977717476
DF,Distrito Federal,11,0.015048681660292352,0.015046625672000324
RO,Rondonia,12,0.008204818824844268,0.008201890868579769
AC,Acre,12,0.006182132531382219,0.006178612197756857
AM,Amazonas,12,0.010847225354008413,0.010839851882517265
RR,Roraima,12,0.01422205175191469,0.014216682104829076
PA,Para,12,0.013728699006657588,0.013712579469221511
AP,Amapa,12,0.013431875946041661,0.013410245012927717
TO,Tocantins,12,0.009088940609489095,0.009084555977999346
MA,Maranhao,12,0.0141558458157153,0.014147106520767444
PI,Piaui,12,0.013771069877723972,0.01376158735747269
CE,Ceara,12,0.011729208875131658,0.011720174234942109
RN,Rio Grande do Norte,12,0.0110659399060569,0.011056279774272974
PB,Paraiba,12,0.009070897052815538,0.009063169457505689
PE,Pernambuco,12,0.00793831911702684,0.007935328705085514
AL,Alagoas,12,0.0062925001883470345,0.006290338314901864
SE,Sergipe,12,0.008162267774685131,0.008159181066457522
BA,Bahia,12,0.007480850334825707,0.0074769848912453404
MG,Minas Gerais,12,0.010749659090682876,0.010746167327685985
ES,Espirito Santo,12,0.009909298459344244,0.00990668328464972
RJ,Rio de Janeiro,12,0.00965728413772448,0.009654431882184466
SP,Sao Paulo,12,0.012772854125065156,0.012771034996786883
PR,Parana,12,0.011158709968259508,0.011153055985979371
SC,Santa Catarina,12,0.01258185430375533,0.012574135371248636
RS,Rio Grande do Sul,12,0.01146257624890242,0.011457309541543685
MS,Mato Grosso do Sul,12,0.008720058776967028,0.00871675022514936
MT,Mato Grosso,12,0.009307076097051295,0.009301122029184705
GO,Goias,12,0.008450218508251024,0.008447041262363435
DF,Distrito Federal,12,0.00908746008526607,0.009085252277259504
RO,Rondonia,13,0.009358820484605127,0.009353368150036533
AC,Acre,13,0.00869076675583419,0.008685200161329766
AM,Amazonas,13,0.012034814759257616,0.012027484645723084
RR,Roraima,13,0.015016489522334156,0.015010350250810699
PA,Para,13,0.01128951830383723,0.011276543605929883
AP,Amapa,13,0.009384340313372737,0.009366779764452608
TO,Tocantins,13,0.0071382629625515994,0.007134207799990737
MA,Maranhao,13,0.011663333841029275,0.011655068921217643
PI,Piaui,13,0.013528872080130401,0.013516736993357965
CE,Ceara,13,0.011716344932144927,0.011706931206880704
RN,Rio Grande do Norte,13,0.010811931129392495,0.010802764198994622
PB,Paraiba,13,0.010185933548533057,0.010177439809048937
PE,Pernambuco,13,0.009326922614736367,0.00932055403273865
AL,Alagoas,13,0.007780988241347765,0.007775717893715181
SE,Sergipe,13,0.010978584988498871,0.010971884885721818
BA,Bahia,13,0.008687189633035905,0.008678216478401756
MG,Minas Gerais,13,0.013394054452652742,0.01338690306334206
ES,Espirito Santo,13,0.013963200049133083,0.013959132503644656
RJ,Rio de Janeiro,13,0.013859938538016625,0.013855304248978802
SP,Sao Paulo,13,0.01655468429141227,0.016550006586857412
PR,Parana,13,0.01430603321070463,0.014301798123027884
SC,Santa Catarina,13,0.015932344805108536,0.01592851833243893
RS,Rio Grande do Sul,13,0.015542749089374561,0.015537042501526262
MS,Mato Grosso do Sul,13,0.010805494579071437,0.010799668306488165
MT,Mato Grosso,13,0.009484893195611108,0.009473243012152261
GO,Goias,13,0.010149528571517151,0.010141578390859812
DF,Distrito Federal,13,0.011882557276828649,0.01187825343896782
RO,Rondonia,14,0.009798529596339244,0.009795588701236658
AC,Acre,14,0.006562788774481903,0.006557852899123705
AM,Amazonas,14,0.011236245041098375,0.01123048317060684
RR,Roraima,14,0.015752361361691555,0.015747794037753306
PA,Para,14,0.014160892743539513,0.01415064374472027
AP,Amapa,14,0.011609188677249593,0.011597454815364673
TO,Tocantins,14,0.01304550686456224,0.013038657482021898
MA,Maranhao,14,0.016356438875183087,0.016349634667343915
PI,Piaui,14,0.017274816502013582,0.01726102384864289
CE,Ceara,14,0.01697875287403274,0.016965106735726387
RN,Rio Grande do Norte,14,0.013813218673401531,0.013803678368565449
PB,Paraiba,14,0.012161669882069842,0.012146161019372482
PE,Pernambuco,14,0.011238289684109922,0.011233455550627863
AL,Alagoas,14,0.008966811918778567,0.008963007326918859
SE,Sergipe,14,0.010670690730027065,0.01066708865123001
BA,Bahia,14,0.010083557527023427,0.010076697437812646
MG,Minas Gerais,14,0.01563274859996378,0.015626766094881343
ES,Espirito Santo,14,0.013541265887778818,0.013536366518716762
RJ,Rio de Janeiro,14,0.014025216891562726,0.014019459904404414
SP,Sao Paulo,14,0.017156665627126536,0.01715463773595342
PR,Parana,14,0.015195409087709402,0.015190570592649074
SC,Santa Catarina,14,0.015608060574609754,0.015601797687379503
RS,Rio Grande do Sul,14,0.014882144721169784,0.01487712435302734
MS,Mato Grosso do Sul,14,0.013094147235861879,0.013089205870228826
MT,Mato Grosso,14,0.013660724921965257,0.013650633965754876
GO,Goias,14,0.01240694459526952,0.01240029292346339
DF,Distrito Federal,14,0.016444708470352173,0.016442736949728247
RO,Rondonia,15,0.007924201496167127,0.007921453593456211
AC,Acre,15,0.00604106109771301,0.006038559601591305
AM,Amazonas,15,0.010723548250424073,0.010720168516181036
RR,Roraima,15,0.01251614013367704,0.012512391451614804
PA,Para,15,0.010292946124563546,0.01028593600982077
AP,Amapa,15,0.011528501971838908,0.011515932746813194
TO,Tocantins,15,0.008882870696722472,0.008880035674004725
MA,Maranhao,15,0.014937180143961807,0.014927291980818541
PI,Piaui,15,0.015083817151675111,0.015070326906704302
CE,Ceara,15,0.01316187340552047,0.013145181798611074
RN,Rio Grande do Norte,15,0.013402855998522124,0.013392797603862102
PB,Paraiba,15,0.013343051727994994,0.01333451183413841
PE,Pernambuco,15,0.012254147221342025,0.012246324977530455
AL,Alagoas,15,0.009439253301065357,0.009435301354351595
SE,Sergipe,15,0.010938115694430617,0.010934963699297898
BA,Bahia,15,0.011260021830185518,0.01125302880440605
MG,Minas Gerais,15,0.015743592414006056,0.015740635757518925
ES,Espirito Santo,15,0.013297314158881458,0.013293057733834482
RJ,Rio de Janeiro,15,0.01313925765573187,0.013135295150233603
SP,Sao Paulo,15,0.01733455540354996,0.017332027606600183
PR,Parana,15,0.016105719152241373,0.01610324927052219
SC,Santa Catarina,15,0.01628380449107211,0.016281079740617866
RS,Rio Grande do Sul,15,0.015389737886898815,0.01538746078454749
MS,Mato Grosso do Sul,15,0.011385308217475876,0.011382764395334546
MT,Mato Grosso,15,0.009916959863298502,0.009912024041686625
GO,Goias,15,0.011078682626929221,0.0110736839766016
DF,Distrito Federal,15,0.015890531787143017,0.015889929353849693
RO,Rondonia,16,0.008672167432787732,0.008669385652926173
AC,Acre,16,0.007261924341430359,0.007259688584429756
AM,Amazonas,16,0.012028591794194889,0.012023611708042573
RR,Roraima,16,0.016841439199373465,0.016830045029623188
PA,Para,16,0.011144412528213767,0.011138280168880473
AP,Amapa,16,0.009207426606081223,0.009202477278125265
TO,Tocantins,16,0.009884051547175749,0.009880642947680564
MA,Maranhao,16,0.013648548940153098,0.01364081641596176
PI,Piaui,16,0.0157597393371159,0.01574845941659475
CE,Ceara,16,0.014546209784371534,0.014540877391908288
RN,Rio Grande do Norte,16,0.014149331452030088,0.014145918515689295
PB,Paraiba,16,0.012964068243998324,0.012958058007608724
PE,Pernambuco,16,0.013410750520630047,0.013406961795900256
AL,Alagoas,16,0.010836300031421256,0.01083355951150306
SE,Sergipe,16,0.013128284430617091,0.013126175464626908
BA,Bahia,16,0.012120342825087314,0.012115795223613427
MG,Minas Gerais,16,0.015509664924525818,0.015506126789743042
ES,Espirito Santo,16,0.014658761285518783,0.014656765650153907
RJ,Rio de Janeiro,16,0.013720579392879542,0.01371548060896345
SP,Sao Paulo,16,0.017196297776218967,0.01719352742636699
PR,Parana,16,0.015697657403831583,0.01569392688544985
SC,Santa Catarina,16,0.014746549639339888,0.014742573121394544
RS,Rio Grande do Sul,16,0.014564465705616121,0.014560659248216446
MS,Mato Grosso do Sul,16,0.011559077304515233,0.01155692201417779
MT,Mato Grosso,16,0.010557572838820597,0.010551009615348344
GO,Goias,16,0.011913586455823352,0.011909493843829845
DF,Distrito Federal,16,0.015003677409709117,0.015002764263960598
RO,Rondonia,17,0.008851826981169144,0.00884954103456224
AC,Acre,17,0.00801822294396398,0.00801681736093482
AM,Amazonas,17,0.011690496913539117,0.011682604515284632
RR,Roraima,17,0.015181753632638153,0.015176069382564094
PA,Para,17,0.012756797427285698,0.012748073003904384
AP,Amapa,17,0.010499813141125847,0.010489215546740097
TO,Tocantins,17,0.011258607954386476,0.011255421550278942
MA,Maranhao,17,0.0148670090950085,0.014856822118333812
PI,Piaui,17,0.012535043262214173,0.012522506487540809
CE,Ceara,17,0.012079540409677668,0.012071394843289195
RN,Rio Grande do Norte,17,0.011873297882641676,0.0118667549877932
PB,Paraiba,17,0.010577833550791612,0.010573453913775108
PE,Pernambuco,17,0.010863058734582093,0.010858103248897936
AL,Alagoas,17,0.010551048449747568,0.010544732413514814
SE,Sergipe,17,0.011713596734005636,0.011710009497928582
BA,Bahia,17,0.010011333848994981,0.010003077311550685
MG,Minas Gerais,17,0.014152301431263765,0.014147740459712208
ES,Espirito Santo,17,0.013997522550530838,0.013992864529594834
RJ,Rio de Janeiro,17,0.013930120645430592,0.013925011142686659
SP,Sao Paulo,17,0.014611051586926662,0.014609881499558995
PR,Parana,17,0.01330991145155927,0.013307858261637974
SC,Santa Catarina,17,0.01252372776842348,0.012520915856084695
RS,Rio Grande do Sul,17,0.012758349868608873,0.012756204066239023
MS,Mato Grosso do Sul,17,0.013596549129596026,0.013593770371244285
MT,Mato Grosso,17,0.011252542634905716,0.011244706046722461
GO,Goias,17,0.013067252438143632,0.013062970800709946
DF,Distrito Federal,17,0.01667958199022687,0.01667852399625652
RO,Rondonia,18,0.01032675501032085,0.0103214281491692
AC,Acre,18,0.009142449392088846,0.009134931681518818
AM,Amazonas,18,0.011889034860836414,0.011880734794883763
RR,Roraima,18,0.014313599929970425,0.01430933857726289
PA,Para,18,0.012837333784080293,0.012826978729274706
AP,Amapa,18,0.010889586719219259,0.010875749564731403
TO,Tocantins,18,0.01115691687061861,0.011153202914221056
MA,Maranhao,18,0.01394444784630914,0.01393747598894941
PI,Piaui,18,0.013812116108793314,0.013803614257936284
CE,Ceara,18,0.013819176970018679,0.013812848258407147
RN,Rio Grande do Norte,18,0.012296050465727784,0.012290645130542769
PB,Paraiba,18,0.01137964244137364,0.011375819835670294
PE,Pernambuco,18,0.010994030269010231,0.010990240660271117
AL,Alagoas,18,0.00949539007685912,0.009492094663314632
SE,Sergipe,18,0.012566411300793527,0.012560594415832373
BA,Bahia,18,0.010133314599517928,0.010127488509772537
MG,Minas Gerais,18,0.014928297463717032,0.014924639047139348
ES,Espirito Santo,18,0.014372735215549956,0.014369354431023424
RJ,Rio de Janeiro,18,0.013247553476431641,0.01324354921839065
SP,Sao Paulo,18,0.01679850971609114,0.016795745814870144
PR,Parana,18,0.01565467832786409,0.01565239439791132
SC,Santa Catarina,18,0.01596742353711865,0.015963776486623418
RS,Rio Grande do Sul,18,0.015555723626450958,0.015553382468574746
MS,Mato Grosso do Sul,18,0.0122966805411825,0.012292471169527575
MT,Mato Grosso,18,0.011917381736914907,0.011907593955827578
GO,Goias,18,0.011954648286822727,0.011951132320615433
DF,Distrito Federal,18,0.014524086131239908,0.014522340910552874
RO,Rondonia,19,0.009362736599682848,0.009354332559648085
AC,Acre,19,0.008020924552056745,0.00801278157384733
AM,Amazonas,19,0.01384633725886961,0.01384072730863605
RR,Roraima,19,0.014607933472320348,0.014604380862711963
PA,Para,19,0.0115008322248743,0.011492823906684256
AP,Amapa,19,0.009266277001972969,0.009260863449532674
TO,Tocantins,19,0.007170066932114921,0.007166226136079618
MA,Maranhao,19,0.013315698923414278,0.013309180860000975
PI,Piaui,19,0.015276958361708858,0.015270500687632133
CE,Ceara,19,0.013337645567723874,0.013331262160066058
RN,Rio Grande do Norte,19,0.012441555267254888,0.012433489442833125
PB,Paraiba,19,0.011221171326203209,0.01121823815420738
PE,Pernambuco,19,0.010887402059866401,0.010882908883257852
AL,Alagoas,19,0.00910098526340826,0.009096042256119536
SE,Sergipe,19,0.011543165762078738,0.011538710397555822
BA,Bahia,19,0.009904763266036815,0.009899378579000674
MG,Minas Gerais,19,0.013188732660867581,0.01318425299930428
ES,Espirito Santo,19,0.015151693232264205,0.015148010999221207
RJ,Rio de Janeiro,19,0.015304169373177409,0.015298527296193224
SP,Sao Paulo,19,0.01580053521644009,0.015796264601607886
PR,Parana,19,0.011609596676183411,0.011607503382070608
SC,Santa Catarina,19,0.013305335689546319,0.013302264749247467
RS,Rio Grande do Sul,19,0.012518416237818044,0.012515909079883175
MS,Mato Grosso do Sul,19,0.01170962812671535,0.011703439704489678
MT,Mato Grosso,19,0.009632311557119704,0.009617423500725059
GO,Goias,19,0.011141559187472328,0.011133769551040283
DF,Distrito Federal,19,0.012450300837857628,0.012445106678030634
RO,Rondonia,20,0.005817446370127734,0.0058158286450148795
AC,Acre,20,0.0045819912812455465,0.0045810859290806695
AM,Amazonas,20,0.010348648794055164,0.010344284775204897
RR,Roraima,20,0.014094631126333296,0.014090630348726006
PA,Para,20,0.009390176036467105,0.009384194029161854
AP,Amapa,20,0.008958127626848979,0.0089507378804579
TO,Tocantins,20,0.006967104642879091,0.006964126618209105
MA,Maranhao,20,0.012663172962032334,0.012656478174637588
PI,Piaui,20,0.013259312529445387,0.013250627716107648
CE,Ceara,20,0.010076723607029365,0.010069085223171414
RN,Rio Grande do Norte,20,0.010156345802711242,0.010151849947356805
PB,Paraiba,20,0.010703491602647199,0.010691898182060771
PE,Pernambuco,20,0.011174551308667187,0.011164949947422469
AL,Alagoas,20,0.008388918475950365,0.008383409554170171
SE,Sergipe,20,0.008769319724359218,0.008767870774963023
BA,Bahia,20,0.009877901636633895,0.00986899214432098
MG,Minas Gerais,20,0.01679753351798051,0.016789199498596537
ES,Espirito Santo,20,0.01195561262277239,0.01194847726453175
RJ,Rio de Janeiro,20,0.012425612254948083,0.012415716558311241
SP,Sao Paulo,20,0.01755860088635251,0.01755552540649869
PR,Parana,20,0.018028462667664016,0.01802683246598786
SC,Santa Catarina,20,0.017710203242147348,0.01770520361351934
RS,Rio Grande do Sul,20,0.018069375788301915,0.018067781685824954
MS,Mato Grosso do Sul,20,0.010402927291864528,0.010396930664965923
