"week_start","variable","observed","median","q2.5","q97.5"
2018-07-22,"Ceara latent infections",NA,614.820250193822,454.162212938474,959.912526807679
2018-07-29,"Ceara latent infections",NA,594.050653606438,433.561717932157,881.573340956647
2018-08-05,"Ceara latent infections",NA,557.631844930709,390.783191580445,849.950063042267
2018-08-12,"Ceara latent infections",NA,517.118430645521,361.203367518337,875.514618714187
2018-08-19,"Ceara latent infections",NA,480.658428636565,346.159366936542,778.683388190994
2018-08-26,"Ceara latent infections",NA,424.916484878946,285.857655256769,752.863211177379
2018-09-02,"Ceara latent infections",NA,402.069153001695,288.286715319505,670.342962073708
2018-09-09,"Ceara latent infections",NA,365.909988287998,268.771445494125,601.944044589683
2018-09-16,"Ceara latent infections",NA,338.891719794679,264.214545560291,575.51604506141
2018-09-23,"Ceara latent infections",NA,330.553720752749,225.544529594455,543.993896586072
2018-09-30,"Ceara latent infections",NA,309.483349367109,200.064346490135,529.4599603235
2018-10-07,"Ceara latent infections",NA,296.510668257322,189.566667992497,549.723074245335
2018-10-14,"Ceara latent infections",NA,282.785184415048,188.048928935415,575.376247974538
2018-10-21,"Ceara latent infections",NA,278.456089582127,175.64264657239,534.40461384581
2018-10-28,"Ceara latent infections",NA,302.688143831056,175.367533404409,521.340323544178
2018-11-04,"Ceara latent infections",NA,283.997471059803,171.23642176487,582.102897234457
2018-11-11,"Ceara latent infections",NA,290.654269678631,173.945121662313,508.448266851169
2018-11-18,"Ceara latent infections",NA,288.633113091264,163.273957393603,584.89262810256
2018-11-25,"Ceara latent infections",NA,311.197653800717,156.685983080792,544.507101858957
2018-12-02,"Ceara latent infections",NA,294.188445571382,158.59329945103,544.875307170829
2018-12-09,"Ceara latent infections",NA,317.069980677308,181.019347177489,630.377816264494
2018-12-16,"Ceara latent infections",NA,366.787594349049,187.427889855774,602.706091916151
2018-12-23,"Ceara latent infections",NA,388.612375980153,223.502762589397,644.861196661041
2018-12-30,"Ceara latent infections",NA,431.133376328289,241.237957697964,665.296552439725
2019-01-06,"Ceara latent infections",NA,488.986441195101,332.69708275071,769.760771877273
2019-01-13,"Ceara latent infections",NA,564.740436255627,406.981569249121,916.3045633944
2019-01-20,"Ceara latent infections",NA,647.635525151061,503.880565763048,1046.56105776736
2019-01-27,"Ceara latent infections",NA,732.627216913197,561.604639228178,1139.52316513092
2019-02-03,"Ceara latent infections",NA,845.814904019095,608.712764652108,1348.8512573304
2019-02-10,"Ceara latent infections",NA,977.986514217681,732.621506728198,1428.5850784054
2019-02-17,"Ceara latent infections",NA,1080.25977045944,800.049933097627,1604.62584207308
2019-02-24,"Ceara latent infections",NA,1231.80254313636,891.554073066766,1972.30370168024
2019-03-03,"Ceara latent infections",NA,1388.08335431738,970.327171790638,2058.85805664341
2019-03-10,"Ceara latent infections",NA,1513.20567652551,966.554672473435,2335.91323711749
2019-03-17,"Ceara latent infections",NA,1780.99939074732,1008.85422273157,2533.03188335826
2019-03-24,"Ceara latent infections",NA,1887.31120406975,1143.47151037331,3040.46137498725
2019-03-31,"Ceara latent infections",NA,2080.36088390775,1114.94693362274,3344.46105594406
2019-04-07,"Ceara latent infections",NA,2205.00776533851,1143.68951151186,3590.3947565223
2019-04-14,"Ceara latent infections",NA,2303.92337071301,1188.11425936207,3669.79383516336
2019-04-21,"Ceara latent infections",NA,2325.70657977616,1107.15560086291,3786.65119014592
2019-04-28,"Ceara latent infections",NA,2341.98816437827,1105.15461386847,3628.44276258603
2019-05-05,"Ceara latent infections",NA,2453.88933184765,1218.99525759294,3712.24952642427
2019-05-12,"Ceara latent infections",NA,2338.46296661162,1394.97648588999,3464.86090088573
2019-05-19,"Ceara latent infections",NA,2177.36070505035,1369.84900563053,3211.57128873627
2019-05-26,"Ceara latent infections",NA,1915.89063805431,1201.2443673123,2830.53863864541
2019-06-02,"Ceara latent infections",NA,1656.02741765387,1162.78341436791,2850.32468567903
2019-06-09,"Ceara latent infections",NA,1552.52924459903,933.467347148878,2469.60093484296
2019-06-16,"Ceara latent infections",NA,1332.24540002699,880.639243784456,2298.89180187223
2019-06-23,"Ceara latent infections",NA,1146.50690792064,780.219381436732,2001.90322426421
2019-06-30,"Ceara latent infections",NA,997.94045961756,717.203453089252,1570.114264645
2019-07-07,"Ceara latent infections",NA,915.756140771713,646.766858315717,1437.83828033726
2019-07-14,"Ceara latent infections",NA,815.165045731543,559.403683208722,1216.17866050864
2019-07-21,"Ceara latent infections",NA,741.881712870375,524.113148677084,1144.10305329803
2019-07-28,"Ceara latent infections",NA,692.153608373405,505.122947041456,1067.29017018018
2019-08-04,"Ceara latent infections",NA,663.292714499498,470.63044735463,1080.51345514321
2019-08-11,"Ceara latent infections",NA,615.364328255921,450.938194072065,1027.6754196587
2019-08-18,"Ceara latent infections",NA,598.22572907378,377.93848785388,1008.27099386926
2019-08-25,"Ceara latent infections",NA,546.339667625072,380.374514239262,915.391408824662
2019-09-01,"Ceara latent infections",NA,528.686126826923,359.817697230821,924.318163218628
2019-09-08,"Ceara latent infections",NA,508.038128080781,337.954713648312,855.766553308578
2019-09-15,"Ceara latent infections",NA,500.27163392597,301.046731782131,798.216941631117
2019-09-22,"Ceara latent infections",NA,482.630758919599,265.228457908556,790.42731005957
2019-09-29,"Ceara latent infections",NA,438.936327088181,210.579624528819,764.541782939365
2019-10-06,"Ceara latent infections",NA,400.047100629811,186.973211825847,695.410096820277
2019-10-13,"Ceara latent infections",NA,378.312986249718,187.32934010779,663.716641463386
2019-10-20,"Ceara latent infections",NA,356.179706824696,176.153574639882,643.022566086173
2019-10-27,"Ceara latent infections",NA,312.448617130598,187.868044688867,558.386509106855
2019-11-03,"Ceara latent infections",NA,291.248430433082,186.506992551134,552.929233829044
2019-11-10,"Ceara latent infections",NA,290.614680859733,171.318125201601,471.299304060118
2019-11-17,"Ceara latent infections",NA,257.537038712605,156.660878984115,457.660993517923
2019-11-24,"Ceara latent infections",NA,243.845807149281,148.587062897877,422.912590836513
2019-12-01,"Ceara latent infections",NA,233.316483239939,137.255722889332,382.516671991134
2019-12-08,"Ceara latent infections",NA,200.193675860135,116.085066051989,333.79920019111
2019-12-15,"Ceara latent infections",NA,170.753829998985,100.525289495999,318.675520247333
2019-12-22,"Ceara latent infections",NA,148.755791832944,78.7556920198087,297.699907358855
2019-12-29,"Ceara latent infections",NA,128.445990286332,66.4724071926621,279.924371812144
2015-01-04,"Ceara susceptible proportion",NA,1,1,1
2015-01-11,"Ceara susceptible proportion",NA,0.999988658119719,0.999970012263899,0.999996814765597
2015-01-18,"Ceara susceptible proportion",NA,0.999981161741888,0.999947252868205,0.999990970643756
2015-01-25,"Ceara susceptible proportion",NA,0.999973407387091,0.999934253765357,0.999984653154448
2015-02-01,"Ceara susceptible proportion",NA,0.999966849328948,0.999920347997668,0.999981038306026
2015-02-08,"Ceara susceptible proportion",NA,0.999957991814814,0.999911607132252,0.999969652488421
2015-02-15,"Ceara susceptible proportion",NA,0.999948612780508,0.99982132613152,0.999962462975455
2015-02-22,"Ceara susceptible proportion",NA,0.999924374272246,0.999779763001202,0.999951165468635
2015-03-01,"Ceara susceptible proportion",NA,0.99990243402758,0.99972671472827,0.999937949730322
2015-03-08,"Ceara susceptible proportion",NA,0.999893703980349,0.9996887853115,0.999932177690059
2015-03-15,"Ceara susceptible proportion",NA,0.999878731205355,0.999662346973735,0.999926465016057
2015-03-22,"Ceara susceptible proportion",NA,0.999866397389532,0.999642208838904,0.999921573756444
2015-03-29,"Ceara susceptible proportion",NA,0.999857624224934,0.999625696969069,0.999917433268488
2015-04-05,"Ceara susceptible proportion",NA,0.999850026097648,0.999612863192455,0.999913968796097
2015-04-12,"Ceara susceptible proportion",NA,0.999843352149951,0.999603203784863,0.999910575777234
2015-04-19,"Ceara susceptible proportion",NA,0.999838221490307,0.999595216123873,0.999907267405695
2015-04-26,"Ceara susceptible proportion",NA,0.999834717824712,0.999588711845032,0.999904829121449
2015-05-03,"Ceara susceptible proportion",NA,0.999830791953762,0.999584106123899,0.999902498280334
2015-05-10,"Ceara susceptible proportion",NA,0.99982577582642,0.999580912429218,0.999900488320957
2015-05-17,"Ceara susceptible proportion",NA,0.999822909071064,0.999578360179306,0.999898876022328
2015-05-24,"Ceara susceptible proportion",NA,0.999820776405529,0.999576241136583,0.999897584107199
2015-05-31,"Ceara susceptible proportion",NA,0.999818339197151,0.999574805238753,0.999896405176236
2015-06-07,"Ceara susceptible proportion",NA,0.999815663840581,0.999573358245136,0.999895195375014
2015-06-14,"Ceara susceptible proportion",NA,0.999813655444276,0.999572009352154,0.999894202787794
2015-06-21,"Ceara susceptible proportion",NA,0.999812072913608,0.999570985421042,0.999893441040575
2015-06-28,"Ceara susceptible proportion",NA,0.999811022226376,0.999570168274214,0.9998927283665
2015-07-05,"Ceara susceptible proportion",NA,0.999810375790174,0.999569474963499,0.999892133291918
2015-07-12,"Ceara susceptible proportion",NA,0.999809613236844,0.999568874044625,0.999891642733485
2015-07-19,"Ceara susceptible proportion",NA,0.999809171788893,0.999568472737932,0.999891263710871
2015-07-26,"Ceara susceptible proportion",NA,0.999808804990866,0.999568081736417,0.999891023852252
2015-08-02,"Ceara susceptible proportion",NA,0.999808241834796,0.999567737809,0.999890792415883
2015-08-09,"Ceara susceptible proportion",NA,0.99980761844117,0.999567516435969,0.999890641888517
2015-08-16,"Ceara susceptible proportion",NA,0.999807026617842,0.999567314990819,0.999890485600636
2015-08-23,"Ceara susceptible proportion",NA,0.999806347383375,0.999567141825537,0.999890334716488
2015-08-30,"Ceara susceptible proportion",NA,0.999805660035992,0.999566984115066,0.99989016472235
2015-09-06,"Ceara susceptible proportion",NA,0.99980500375201,0.999566827084458,0.999890005218742
2015-09-13,"Ceara susceptible proportion",NA,0.999804412070134,0.9995666858086,0.999889817586901
2015-09-20,"Ceara susceptible proportion",NA,0.999803909272011,0.999566566033014,0.999889644038816
2015-09-27,"Ceara susceptible proportion",NA,0.999803352526794,0.999566376941469,0.999889439930567
2015-10-04,"Ceara susceptible proportion",NA,0.999802661291291,0.999566178779209,0.999889201210949
2015-10-11,"Ceara susceptible proportion",NA,0.999801893207555,0.999565888438722,0.999888880292887
2015-10-18,"Ceara susceptible proportion",NA,0.999801086308757,0.999565564945048,0.999888576229661
2015-10-25,"Ceara susceptible proportion",NA,0.999800228085112,0.999565144272195,0.999888188347154
2015-11-01,"Ceara susceptible proportion",NA,0.999799272541973,0.999564625016764,0.999887733161509
2015-11-08,"Ceara susceptible proportion",NA,0.99979817386529,0.999564030713329,0.999887200664026
2015-11-15,"Ceara susceptible proportion",NA,0.999796962926512,0.999563303956633,0.999886523474277
2015-11-22,"Ceara susceptible proportion",NA,0.999795359039169,0.999562489747194,0.999885734327534
2015-11-29,"Ceara susceptible proportion",NA,0.999793281043021,0.999561377151857,0.99988470466828
2015-12-06,"Ceara susceptible proportion",NA,0.999790358790098,0.99955961160687,0.999883554134491
2015-12-13,"Ceara susceptible proportion",NA,0.999786843201737,0.999557074060227,0.999881907671344
2015-12-20,"Ceara susceptible proportion",NA,0.999783041131198,0.999553281048504,0.999879434488629
2015-12-27,"Ceara susceptible proportion",NA,0.999777554657249,0.999547481345051,0.999876151800598
2016-01-03,"Ceara susceptible proportion",NA,0.999768744497701,0.999539762202706,0.999871140417441
2016-01-10,"Ceara susceptible proportion",NA,0.999757584254057,0.999527459144996,0.999863362881625
2016-01-17,"Ceara susceptible proportion",NA,0.999742548021226,0.999510054338858,0.999852885056598
2016-01-24,"Ceara susceptible proportion",NA,0.999724595140424,0.999485105814676,0.999837885212857
2016-01-31,"Ceara susceptible proportion",NA,0.999694071748176,0.999421002727004,0.999819874551233
2016-02-07,"Ceara susceptible proportion",NA,0.999636396158917,0.999312429104087,0.999792614883748
2016-02-14,"Ceara susceptible proportion",NA,0.999552966242801,0.999146428849858,0.999748965045409
2016-02-21,"Ceara susceptible proportion",NA,0.999446249629135,0.998853818814601,0.999680633260103
2016-02-28,"Ceara susceptible proportion",NA,0.999258094017586,0.998467908396118,0.999576886109649
2016-03-06,"Ceara susceptible proportion",NA,0.998992131245498,0.997818645822445,0.999405079002789
2016-03-13,"Ceara susceptible proportion",NA,0.998494051109148,0.996796243507404,0.999120102791612
2016-03-20,"Ceara susceptible proportion",NA,0.997743953106219,0.995325415529539,0.998629802979511
2016-03-27,"Ceara susceptible proportion",NA,0.996588789173367,0.993641415739135,0.997854590559455
2016-04-03,"Ceara susceptible proportion",NA,0.994892421496084,0.990965709856018,0.996338234766168
2016-04-10,"Ceara susceptible proportion",NA,0.991875045697117,0.987812075882462,0.994325816351155
2016-04-17,"Ceara susceptible proportion",NA,0.986923486276528,0.982171028960831,0.991354212946546
2016-04-24,"Ceara susceptible proportion",NA,0.980415974255511,0.97403263807377,0.987450731038413
2016-05-01,"Ceara susceptible proportion",NA,0.972647364899811,0.959621617702079,0.981194921651104
2016-05-08,"Ceara susceptible proportion",NA,0.96292338786978,0.936612067971189,0.973745941070404
2016-05-15,"Ceara susceptible proportion",NA,0.953141487416947,0.907693785415631,0.965871901662006
2016-05-22,"Ceara susceptible proportion",NA,0.942061340973907,0.877953150454079,0.9579057846116
2016-05-29,"Ceara susceptible proportion",NA,0.930949690753808,0.845897412876319,0.949840473105131
2016-06-05,"Ceara susceptible proportion",NA,0.921228992480693,0.82083468675146,0.941802472078403
2016-06-12,"Ceara susceptible proportion",NA,0.911818102179667,0.799179772490957,0.934231677720176
2016-06-19,"Ceara susceptible proportion",NA,0.903189170217983,0.781848711194584,0.927771824677442
2016-06-26,"Ceara susceptible proportion",NA,0.896982783615957,0.768682950513544,0.922321990137741
2016-07-03,"Ceara susceptible proportion",NA,0.892156904248615,0.760082597341774,0.91761488031372
2016-07-10,"Ceara susceptible proportion",NA,0.888324586780714,0.754673031771375,0.913421585611421
2016-07-17,"Ceara susceptible proportion",NA,0.885143237288373,0.750323309316661,0.910219668816541
2016-07-24,"Ceara susceptible proportion",NA,0.882541627558076,0.747327592687032,0.907177601135861
2016-07-31,"Ceara susceptible proportion",NA,0.879710469406692,0.745191506866705,0.905538137337583
2016-08-07,"Ceara susceptible proportion",NA,0.877898598727105,0.743617784130965,0.904082026474941
2016-08-14,"Ceara susceptible proportion",NA,0.876774187602109,0.742595535308428,0.902803241046673
2016-08-21,"Ceara susceptible proportion",NA,0.875793588572865,0.741681495581613,0.901887722127473
2016-08-28,"Ceara susceptible proportion",NA,0.87490296809398,0.740904453798015,0.90094523571583
2016-09-04,"Ceara susceptible proportion",NA,0.874055037419761,0.74018414138929,0.900004075094093
2016-09-11,"Ceara susceptible proportion",NA,0.873334288813572,0.739515343397785,0.899187680411277
2016-09-18,"Ceara susceptible proportion",NA,0.872590914031171,0.738931490515759,0.898438321368453
2016-09-25,"Ceara susceptible proportion",NA,0.871805901685234,0.738340049229134,0.897828913368209
2016-10-02,"Ceara susceptible proportion",NA,0.871160091679847,0.737828926682679,0.89729267943706
2016-10-09,"Ceara susceptible proportion",NA,0.870527689551165,0.737344964102703,0.896817956866635
2016-10-16,"Ceara susceptible proportion",NA,0.869906651949611,0.73686400371947,0.896322533396231
2016-10-23,"Ceara susceptible proportion",NA,0.869265262681647,0.736372232509179,0.895841550701523
2016-10-30,"Ceara susceptible proportion",NA,0.868644394061511,0.735902138846301,0.895280429211885
2016-11-06,"Ceara susceptible proportion",NA,0.867837989426326,0.735396955898341,0.894649694365477
2016-11-13,"Ceara susceptible proportion",NA,0.867076184372015,0.734849727377593,0.894036239488864
2016-11-20,"Ceara susceptible proportion",NA,0.86630898772631,0.734305787650251,0.893333381982355
2016-11-27,"Ceara susceptible proportion",NA,0.865702636319317,0.73366975207704,0.892622683278509
2016-12-04,"Ceara susceptible proportion",NA,0.865160115911857,0.733108412779325,0.891829396765552
2016-12-11,"Ceara susceptible proportion",NA,0.864624916158542,0.732614427673404,0.89100056112029
2016-12-18,"Ceara susceptible proportion",NA,0.863988413990436,0.732196138378747,0.890070534670333
2016-12-25,"Ceara susceptible proportion",NA,0.863437362183295,0.731786048661609,0.889236064028421
2017-01-01,"Ceara susceptible proportion",NA,0.862935515941103,0.731370836300673,0.888456113906375
2017-01-08,"Ceara susceptible proportion",NA,0.862485210925566,0.730931251934783,0.887628819195077
2017-01-15,"Ceara susceptible proportion",NA,0.861910660062234,0.730406584933945,0.886806007414875
2017-01-22,"Ceara susceptible proportion",NA,0.8610739493765,0.729751707930785,0.885885524313541
2017-01-29,"Ceara susceptible proportion",NA,0.859938997833218,0.729074649968839,0.884822473343063
2017-02-05,"Ceara susceptible proportion",NA,0.85864959655585,0.728227025121164,0.883706783125404
2017-02-12,"Ceara susceptible proportion",NA,0.857220716987615,0.727202921373913,0.882271162773958
2017-02-19,"Ceara susceptible proportion",NA,0.854717536828911,0.725972112201251,0.880646260000938
2017-02-26,"Ceara susceptible proportion",NA,0.851599727436474,0.724111098053533,0.878215944383387
2017-03-05,"Ceara susceptible proportion",NA,0.846584087881197,0.721820624668553,0.874492845148189
2017-03-12,"Ceara susceptible proportion",NA,0.841255759964207,0.718302929372445,0.868972653438768
2017-03-19,"Ceara susceptible proportion",NA,0.835223611315093,0.713219235643657,0.861284137187096
2017-03-26,"Ceara susceptible proportion",NA,0.827183214016319,0.707225174685302,0.853346587708345
2017-04-02,"Ceara susceptible proportion",NA,0.813422894841061,0.698591252393521,0.839985625652638
2017-04-09,"Ceara susceptible proportion",NA,0.795559490592248,0.688918081160946,0.825006471845689
2017-04-16,"Ceara susceptible proportion",NA,0.773197335046172,0.676921102756789,0.802238239921615
2017-04-23,"Ceara susceptible proportion",NA,0.74804268170621,0.664474792726534,0.781237533623049
2017-04-30,"Ceara susceptible proportion",NA,0.723292553035594,0.650425146728663,0.756847341822879
2017-05-07,"Ceara susceptible proportion",NA,0.693582753775413,0.636731595852893,0.731569052369064
2017-05-14,"Ceara susceptible proportion",NA,0.665520132689252,0.62271135573473,0.705168336717378
2017-05-21,"Ceara susceptible proportion",NA,0.644273562140972,0.599279850153648,0.679949843637048
2017-05-28,"Ceara susceptible proportion",NA,0.628221649994792,0.579814103633662,0.655669093204441
2017-06-04,"Ceara susceptible proportion",NA,0.612910832143393,0.563211719587732,0.639998225909921
2017-06-11,"Ceara susceptible proportion",NA,0.600600785262066,0.549999598344579,0.624092846711202
2017-06-18,"Ceara susceptible proportion",NA,0.591215779759533,0.539509289652661,0.612685462207258
2017-06-25,"Ceara susceptible proportion",NA,0.584896677317862,0.532202904468665,0.605010245831216
2017-07-02,"Ceara susceptible proportion",NA,0.580369925615156,0.526844706819733,0.601072628416907
2017-07-09,"Ceara susceptible proportion",NA,0.576298368441263,0.520695133905928,0.597727798241925
2017-07-16,"Ceara susceptible proportion",NA,0.572666776818035,0.515705651911954,0.594831869971744
2017-07-23,"Ceara susceptible proportion",NA,0.570143832101055,0.512452005470274,0.59201259666803
2017-07-30,"Ceara susceptible proportion",NA,0.568271944606446,0.51021341759911,0.589696624522258
2017-08-06,"Ceara susceptible proportion",NA,0.566762863755543,0.508525526359284,0.587853766659331
2017-08-13,"Ceara susceptible proportion",NA,0.565565291252436,0.50713072600547,0.585995480425508
2017-08-20,"Ceara susceptible proportion",NA,0.56481094443867,0.506433961423545,0.584764313628969
2017-08-27,"Ceara susceptible proportion",NA,0.564243650133697,0.505944205175566,0.583859380451953
2017-09-03,"Ceara susceptible proportion",NA,0.563729101569783,0.505503883639226,0.583206366423862
2017-09-10,"Ceara susceptible proportion",NA,0.563351065322378,0.505169711783599,0.582791541241646
2017-09-17,"Ceara susceptible proportion",NA,0.563061391866962,0.504846815892144,0.582491224834385
2017-09-24,"Ceara susceptible proportion",NA,0.562857637711234,0.504594347495918,0.582247112913483
2017-10-01,"Ceara susceptible proportion",NA,0.562699973753075,0.504356074990945,0.581969659154147
2017-10-08,"Ceara susceptible proportion",NA,0.562586459770312,0.504159940327655,0.581726026501266
2017-10-15,"Ceara susceptible proportion",NA,0.562511276211569,0.504036258055924,0.581550682280387
2017-10-22,"Ceara susceptible proportion",NA,0.562456375934265,0.503912598498305,0.581419003482324
2017-10-29,"Ceara susceptible proportion",NA,0.562409728994884,0.503806878103753,0.581348033282
2017-11-05,"Ceara susceptible proportion",NA,0.562349047864223,0.503734118529132,0.581265336416384
2017-11-12,"Ceara susceptible proportion",NA,0.562290323704271,0.503656777519983,0.581217151401474
2017-11-19,"Ceara susceptible proportion",NA,0.562256758620359,0.503604615782099,0.581172438774695
2017-11-26,"Ceara susceptible proportion",NA,0.562239900236438,0.503563286829056,0.581114897348693
2017-12-03,"Ceara susceptible proportion",NA,0.562223920303262,0.50353424461508,0.581058799232625
2017-12-10,"Ceara susceptible proportion",NA,0.56219978639982,0.503507197000396,0.58101030412926
2017-12-17,"Ceara susceptible proportion",NA,0.562194287874376,0.50351297101305,0.580955472661581
2017-12-24,"Ceara susceptible proportion",NA,0.562181886598616,0.503503837564483,0.58091897355165
2017-12-31,"Ceara susceptible proportion",NA,0.562133664048716,0.503483203620007,0.580908912834519
2018-01-07,"Ceara susceptible proportion",NA,0.562077268185219,0.503467293741037,0.580892858401168
2018-01-14,"Ceara susceptible proportion",NA,0.562036292940402,0.503441748298596,0.580861912743407
2018-01-21,"Ceara susceptible proportion",NA,0.562000402955444,0.503389547589884,0.580808136530348
2018-01-28,"Ceara susceptible proportion",NA,0.561937414035961,0.503318910902742,0.580705747578911
2018-02-04,"Ceara susceptible proportion",NA,0.561871920392517,0.503216870869453,0.580552522153021
2018-02-11,"Ceara susceptible proportion",NA,0.561777181107651,0.50310649224746,0.580419514901093
2018-02-18,"Ceara susceptible proportion",NA,0.561595010586782,0.50298339906962,0.580213264246033
2018-02-25,"Ceara susceptible proportion",NA,0.56143057513518,0.502811106504822,0.579930476753863
2018-03-04,"Ceara susceptible proportion",NA,0.561229542626513,0.502600016907041,0.579672019162186
2018-03-11,"Ceara susceptible proportion",NA,0.56103015773259,0.502423089640123,0.579377402561675
2018-03-18,"Ceara susceptible proportion",NA,0.560843980199916,0.502208291196853,0.579058232156175
2018-03-25,"Ceara susceptible proportion",NA,0.560588980978947,0.502021003291685,0.578749737232052
2018-04-01,"Ceara susceptible proportion",NA,0.56039271443755,0.501875537701493,0.578526248109713
2018-04-08,"Ceara susceptible proportion",NA,0.560244677451391,0.501743556954915,0.578336645447859
2018-04-15,"Ceara susceptible proportion",NA,0.560106594136349,0.501621129248341,0.578225932587925
2018-04-22,"Ceara susceptible proportion",NA,0.559959735181963,0.501537069341972,0.578109123979657
2018-04-29,"Ceara susceptible proportion",NA,0.559832670034626,0.501462639348103,0.578058626123065
2018-05-06,"Ceara susceptible proportion",NA,0.559732835149015,0.501428544425054,0.578043174993624
2018-05-13,"Ceara susceptible proportion",NA,0.559661297189388,0.501403647379004,0.578055537616929
2018-05-20,"Ceara susceptible proportion",NA,0.55960444513822,0.501418153746689,0.578081204452901
2018-05-27,"Ceara susceptible proportion",NA,0.559544137650459,0.501425634688705,0.578120082555814
2018-06-03,"Ceara susceptible proportion",NA,0.559536353886181,0.501433633786286,0.578168903804096
2018-06-10,"Ceara susceptible proportion",NA,0.559533771204762,0.501460522980211,0.578220094204168
2018-06-17,"Ceara susceptible proportion",NA,0.559545428179372,0.501480591499071,0.578277856056564
2018-06-24,"Ceara susceptible proportion",NA,0.559556161043676,0.501516701058347,0.578335351002026
2018-07-01,"Ceara susceptible proportion",NA,0.559593396856998,0.501558137613892,0.578395446088371
2018-07-08,"Ceara susceptible proportion",NA,0.559630236051317,0.501605423494083,0.578437014856119
2018-07-15,"Ceara susceptible proportion",NA,0.559672422038519,0.501642646256455,0.578466777612354
2018-07-22,"Ceara susceptible proportion",NA,0.559718625836314,0.501684088561864,0.578510009724153
2018-07-29,"Ceara susceptible proportion",NA,0.559784551580305,0.501744084732301,0.578574032913407
2018-08-05,"Ceara susceptible proportion",NA,0.559855275793027,0.501818233186965,0.578640899799062
2018-08-12,"Ceara susceptible proportion",NA,0.559926922057127,0.501889973970146,0.578708842090125
2018-08-19,"Ceara susceptible proportion",NA,0.560001847124422,0.501964500413228,0.578778246341786
2018-08-26,"Ceara susceptible proportion",NA,0.560078460518001,0.502039312170511,0.578847444167674
2018-09-02,"Ceara susceptible proportion",NA,0.560161930215784,0.502118587627743,0.578921864386669
2018-09-09,"Ceara susceptible proportion",NA,0.560245398548208,0.502194482632969,0.578998360899188
2018-09-16,"Ceara susceptible proportion",NA,0.560334643729392,0.502275614742413,0.579077267199755
2018-09-23,"Ceara susceptible proportion",NA,0.560428115334371,0.502367258068185,0.579167876933869
2018-09-30,"Ceara susceptible proportion",NA,0.560515978700281,0.502449806418738,0.579251234616245
2018-10-07,"Ceara susceptible proportion",NA,0.560605409610778,0.502526603682942,0.579331596858529
2018-10-14,"Ceara susceptible proportion",NA,0.560691410255789,0.50259885828134,0.579414305955198
2018-10-21,"Ceara susceptible proportion",NA,0.560780412151468,0.502672539147504,0.579499531152076
2018-10-28,"Ceara susceptible proportion",NA,0.560880426589934,0.502757405116323,0.57959218093909
2018-11-04,"Ceara susceptible proportion",NA,0.560974415052421,0.502840038646875,0.579684181373189
2018-11-11,"Ceara susceptible proportion",NA,0.561068254053327,0.502913227506975,0.579773621578507
2018-11-18,"Ceara susceptible proportion",NA,0.561160394653798,0.502978317834165,0.579861152768896
2018-11-25,"Ceara susceptible proportion",NA,0.561250176857799,0.503034134766427,0.579944185530373
2018-12-02,"Ceara susceptible proportion",NA,0.561347215488237,0.50309910259233,0.580027232979077
2018-12-09,"Ceara susceptible proportion",NA,0.56144248598985,0.503164784091836,0.580108232200286
2018-12-16,"Ceara susceptible proportion",NA,0.561543712875908,0.503235472672573,0.580191433528846
2018-12-23,"Ceara susceptible proportion",NA,0.561643138046837,0.503305003867967,0.580263673817103
2018-12-30,"Ceara susceptible proportion",NA,0.561730627446775,0.503356133871618,0.580329595792882
2019-01-06,"Ceara susceptible proportion",NA,0.561814047223658,0.503406041920648,0.580387132425071
2019-01-13,"Ceara susceptible proportion",NA,0.561892885304471,0.503458930524683,0.580453332336085
2019-01-20,"Ceara susceptible proportion",NA,0.561955328940767,0.5035054445664,0.580507079125264
2019-01-27,"Ceara susceptible proportion",NA,0.562011926524483,0.503539441322042,0.580541712855872
2019-02-03,"Ceara susceptible proportion",NA,0.562064070100199,0.503569420128353,0.580574231329295
2019-02-10,"Ceara susceptible proportion",NA,0.562097141385713,0.503592844028964,0.580592891300897
2019-02-17,"Ceara susceptible proportion",NA,0.562128833444514,0.503611352605417,0.580609727833017
2019-02-24,"Ceara susceptible proportion",NA,0.562145686464378,0.503638429358815,0.580628445771351
2019-03-03,"Ceara susceptible proportion",NA,0.562164441394118,0.503638586933814,0.580652072405947
2019-03-10,"Ceara susceptible proportion",NA,0.562153191169567,0.503627677029039,0.580658180037769
2019-03-17,"Ceara susceptible proportion",NA,0.562149529350022,0.503617490373641,0.580670801923083
2019-03-24,"Ceara susceptible proportion",NA,0.562135215770049,0.503571058966169,0.580681390924767
2019-03-31,"Ceara susceptible proportion",NA,0.562114484627095,0.503513953426495,0.580669475821409
2019-04-07,"Ceara susceptible proportion",NA,0.562001350937477,0.5034636522753,0.58065491320351
2019-04-14,"Ceara susceptible proportion",NA,0.561892160157251,0.503394563334847,0.580625206826629
2019-04-21,"Ceara susceptible proportion",NA,0.561886619944814,0.503281815280264,0.580533201624448
2019-04-28,"Ceara susceptible proportion",NA,0.56188871504217,0.503151500593271,0.580432969208818
2019-05-05,"Ceara susceptible proportion",NA,0.561876701449035,0.502999785656287,0.580298853202748
2019-05-12,"Ceara susceptible proportion",NA,0.561756102153645,0.502858137023372,0.580118400345055
2019-05-19,"Ceara susceptible proportion",NA,0.561725506586434,0.502717199347486,0.580028817427502
2019-05-26,"Ceara susceptible proportion",NA,0.561685178460746,0.502584442035473,0.579927827588533
