"week_start","variable","observed","median","q2.5","q97.5"
2019-06-02,"Ceara susceptible proportion",NA,0.561666176028304,0.502467076366401,0.57983678035116
2019-06-09,"Ceara susceptible proportion",NA,0.561653641479975,0.50235449934076,0.579808725176552
2019-06-16,"Ceara susceptible proportion",NA,0.561608515320566,0.502281454492367,0.57975661083508
2019-06-23,"Ceara susceptible proportion",NA,0.561532393489287,0.502217594242396,0.579729555572994
2019-06-30,"Ceara susceptible proportion",NA,0.561493072023612,0.502191186743305,0.579717719158108
2019-07-07,"Ceara susceptible proportion",NA,0.561475628607547,0.50215979464921,0.579711734509171
2019-07-14,"Ceara susceptible proportion",NA,0.561474196631985,0.502156474959565,0.579722114513491
2019-07-21,"Ceara susceptible proportion",NA,0.561488798552674,0.50215948466675,0.579743447563839
2019-07-28,"Ceara susceptible proportion",NA,0.561522423796202,0.502184091761061,0.579786107752578
2019-08-04,"Ceara susceptible proportion",NA,0.561558214192549,0.502201126062586,0.579823775460949
2019-08-11,"Ceara susceptible proportion",NA,0.561600300649475,0.502212927701917,0.579861751162812
2019-08-18,"Ceara susceptible proportion",NA,0.561650214962274,0.502231233087295,0.579908114271972
2019-08-25,"Ceara susceptible proportion",NA,0.561703111442112,0.502250796698209,0.579955054862334
2019-09-01,"Ceara susceptible proportion",NA,0.561757062931918,0.502291703631949,0.580009976478549
2019-09-08,"Ceara susceptible proportion",NA,0.561811652205097,0.502352620533876,0.580070699873057
2019-09-15,"Ceara susceptible proportion",NA,0.561880547283603,0.50241471590834,0.580141635765741
2019-09-22,"Ceara susceptible proportion",NA,0.561943319853675,0.502483210685896,0.58021323172522
2019-09-29,"Ceara susceptible proportion",NA,0.562018035960452,0.502548513400442,0.580291837181542
2019-10-06,"Ceara susceptible proportion",NA,0.562091117901543,0.502623051160538,0.580371421504781
2019-10-13,"Ceara susceptible proportion",NA,0.562171129028003,0.502684085196895,0.580455747564275
2019-10-20,"Ceara susceptible proportion",NA,0.56225252835411,0.50274697227909,0.580540551572186
2019-10-27,"Ceara susceptible proportion",NA,0.562334663856988,0.502812912689266,0.580627635879166
2019-11-03,"Ceara susceptible proportion",NA,0.562417087993394,0.502886781823565,0.580713205664201
2019-11-10,"Ceara susceptible proportion",NA,0.562503352198249,0.502960472289724,0.580799574844761
2019-11-17,"Ceara susceptible proportion",NA,0.562591549111538,0.503042146079501,0.580889606062188
2019-11-24,"Ceara susceptible proportion",NA,0.56268142905575,0.503126325288349,0.580980061007054
2019-12-01,"Ceara susceptible proportion",NA,0.56277433322198,0.503215202389666,0.581072534060295
2019-12-08,"Ceara susceptible proportion",NA,0.562869325561772,0.503306342259305,0.58116513717573
2019-12-15,"Ceara susceptible proportion",NA,0.562967710669377,0.503409141745687,0.581261202150927
2019-12-22,"Ceara susceptible proportion",NA,0.563069894451209,0.50351122489506,0.581361090408306
2019-12-29,"Ceara susceptible proportion",NA,0.563168453984454,0.503617850521369,0.581454954006873
2015-01-04,"Ceara immune proportion",NA,0,0,0
2015-01-11,"Ceara immune proportion",NA,1.13418802812263e-05,3.18523440254224e-06,2.9987736100792e-05
2015-01-18,"Ceara immune proportion",NA,1.88382581122559e-05,9.02935624365329e-06,5.2747131795375e-05
2015-01-25,"Ceara immune proportion",NA,2.65926129091683e-05,1.53468455517648e-05,6.57462346433508e-05
2015-02-01,"Ceara immune proportion",NA,3.31506710519033e-05,1.89616939742581e-05,7.96520023320147e-05
2015-02-08,"Ceara immune proportion",NA,4.20081851858441e-05,3.03475115790029e-05,8.83928677481419e-05
2015-02-15,"Ceara immune proportion",NA,5.13872194919357e-05,3.75370245450052e-05,0.000178673868479626
2015-02-22,"Ceara immune proportion",NA,7.56257277536177e-05,4.88345313652456e-05,0.000220236998798194
2015-03-01,"Ceara immune proportion",NA,9.75659724203901e-05,6.20502696780911e-05,0.000273285271730295
2015-03-08,"Ceara immune proportion",NA,0.000106296019650817,6.78223099408743e-05,0.000311214688500374
2015-03-15,"Ceara immune proportion",NA,0.000121268794644629,7.3534983943051e-05,0.000337653026265378
2015-03-22,"Ceara immune proportion",NA,0.000133602610468314,7.84262435557529e-05,0.000357791161095665
2015-03-29,"Ceara immune proportion",NA,0.000142375775066259,8.25667315123651e-05,0.000374303030931139
2015-04-05,"Ceara immune proportion",NA,0.000149973902352131,8.60312039033245e-05,0.000387136807545532
2015-04-12,"Ceara immune proportion",NA,0.000156647850048946,8.94242227662943e-05,0.000396796215137392
2015-04-19,"Ceara immune proportion",NA,0.000161778509693032,9.27325943048641e-05,0.000404783876126805
2015-04-26,"Ceara immune proportion",NA,0.000165282175288338,9.51708785509671e-05,0.000411288154968335
2015-05-03,"Ceara immune proportion",NA,0.000169208046237532,9.75017196661909e-05,0.000415893876100522
2015-05-10,"Ceara immune proportion",NA,0.000174224173579764,9.95116790427424e-05,0.000419087570781949
2015-05-17,"Ceara immune proportion",NA,0.000177090928935864,0.000101123977671868,0.000421639820694258
2015-05-24,"Ceara immune proportion",NA,0.000179223594470594,0.000102415892801129,0.000423758863416712
2015-05-31,"Ceara immune proportion",NA,0.000181660802849019,0.000103594823764471,0.000425194761247201
2015-06-07,"Ceara immune proportion",NA,0.000184336159418628,0.000104804624985855,0.000426641754863911
2015-06-14,"Ceara immune proportion",NA,0.000186344555723867,0.00010579721220618,0.00042799064784593
2015-06-21,"Ceara immune proportion",NA,0.000187927086391673,0.000106558959424629,0.000429014578958607
2015-06-28,"Ceara immune proportion",NA,0.0001889777736241,0.00010727163350046,0.000429831725785715
2015-07-05,"Ceara immune proportion",NA,0.000189624209825589,0.000107866708081753,0.000430525036501038
2015-07-12,"Ceara immune proportion",NA,0.00019038676315563,0.000108357266515234,0.000431125955374983
2015-07-19,"Ceara immune proportion",NA,0.000190828211107178,0.000108736289128614,0.00043152726206758
2015-07-26,"Ceara immune proportion",NA,0.000191195009134095,0.000108976147747548,0.000431918263583368
2015-08-02,"Ceara immune proportion",NA,0.00019175816520433,0.000109207584117423,0.000432262190999678
2015-08-09,"Ceara immune proportion",NA,0.00019238155883041,0.000109358111482749,0.000432483564031001
2015-08-16,"Ceara immune proportion",NA,0.000192973382157436,0.000109514399363882,0.000432685009181025
2015-08-23,"Ceara immune proportion",NA,0.00019365261662463,0.000109665283511803,0.000432858174462642
2015-08-30,"Ceara immune proportion",NA,0.00019433996400814,0.000109835277649784,0.000433015884933724
2015-09-06,"Ceara immune proportion",NA,0.00019499624799038,0.000109994781258014,0.000433172915541818
2015-09-13,"Ceara immune proportion",NA,0.000195587929866175,0.000110182413098815,0.000433314191399643
2015-09-20,"Ceara immune proportion",NA,0.000196090727988989,0.000110355961184544,0.000433433966986243
2015-09-27,"Ceara immune proportion",NA,0.000196647473206241,0.000110560069432813,0.000433623058531302
2015-10-04,"Ceara immune proportion",NA,0.000197338708709488,0.000110798789051394,0.000433821220791523
2015-10-11,"Ceara immune proportion",NA,0.000198106792445251,0.000111119707112825,0.000434111561277621
2015-10-18,"Ceara immune proportion",NA,0.000198913691242813,0.00011142377033879,0.000434435054951751
2015-10-25,"Ceara immune proportion",NA,0.000199771914888078,0.000111811652846258,0.000434855727804692
2015-11-01,"Ceara immune proportion",NA,0.000200727458026719,0.000112266838490651,0.000435374983236089
2015-11-08,"Ceara immune proportion",NA,0.000201826134710431,0.000112799335973647,0.000435969286670986
2015-11-15,"Ceara immune proportion",NA,0.000203037073487708,0.000113476525723137,0.000436696043367583
2015-11-22,"Ceara immune proportion",NA,0.000204640960830842,0.000114265672465888,0.000437510252806264
2015-11-29,"Ceara immune proportion",NA,0.000206718956979334,0.00011529533171963,0.000438622848143115
2015-12-06,"Ceara immune proportion",NA,0.000209641209901968,0.000116445865509256,0.000440388393129577
2015-12-13,"Ceara immune proportion",NA,0.000213156798263022,0.000118092328656505,0.000442925939772871
2015-12-20,"Ceara immune proportion",NA,0.000216958868802257,0.000120565511371389,0.00044671895149608
2015-12-27,"Ceara immune proportion",NA,0.000222445342751079,0.000123848199401658,0.000452518654949203
2016-01-03,"Ceara immune proportion",NA,0.000231255502298954,0.000128859582558841,0.000460237797293879
2016-01-10,"Ceara immune proportion",NA,0.00024241574594334,0.000136637118374593,0.000472540855003766
2016-01-17,"Ceara immune proportion",NA,0.00025745197877387,0.000147114943401627,0.000489945661141517
2016-01-24,"Ceara immune proportion",NA,0.000275404859576271,0.000162114787142748,0.000514894185323831
2016-01-31,"Ceara immune proportion",NA,0.000305928251823832,0.000180125448766972,0.000578997272995783
2016-02-07,"Ceara immune proportion",NA,0.000363603841083344,0.000207385116252016,0.000687570895912988
2016-02-14,"Ceara immune proportion",NA,0.000447033757198839,0.000251034954591279,0.000853571150141629
2016-02-21,"Ceara immune proportion",NA,0.000553750370864692,0.000319366739897145,0.00114618118539898
2016-02-28,"Ceara immune proportion",NA,0.00074190598241412,0.000423113890351225,0.0015320916038815
2016-03-06,"Ceara immune proportion",NA,0.00100786875450205,0.000594920997211073,0.00218135417755525
2016-03-13,"Ceara immune proportion",NA,0.00150594889085248,0.000879897208388379,0.00320375649259616
2016-03-20,"Ceara immune proportion",NA,0.00225604689378116,0.00137019702048893,0.00467458447046079
2016-03-27,"Ceara immune proportion",NA,0.00341121082663275,0.00214540944054492,0.00635858426086506
2016-04-03,"Ceara immune proportion",NA,0.00510757850391589,0.00366176523383186,0.0090342901439823
2016-04-10,"Ceara immune proportion",NA,0.0081249543028828,0.00567418364884538,0.0121879241175377
2016-04-17,"Ceara immune proportion",NA,0.0130765137234715,0.00864578705345385,0.017828971039169
2016-04-24,"Ceara immune proportion",NA,0.0195840257444887,0.0125492689615867,0.0259673619262304
2016-05-01,"Ceara immune proportion",NA,0.0273526351001887,0.0188050783488961,0.0403783822979207
2016-05-08,"Ceara immune proportion",NA,0.0370766121302196,0.0262540589295961,0.063387932028811
2016-05-15,"Ceara immune proportion",NA,0.0468585125830526,0.0341280983379939,0.0923062145843693
2016-05-22,"Ceara immune proportion",NA,0.0579386590260929,0.0420942153883999,0.122046849545921
2016-05-29,"Ceara immune proportion",NA,0.0690503092461918,0.0501595268948692,0.154102587123681
2016-06-05,"Ceara immune proportion",NA,0.078771007519307,0.0581975279215972,0.17916531324854
2016-06-12,"Ceara immune proportion",NA,0.0881818978203334,0.065768322279824,0.200820227509043
2016-06-19,"Ceara immune proportion",NA,0.0968108297820167,0.0722281753225575,0.218151288805416
2016-06-26,"Ceara immune proportion",NA,0.103017216384043,0.0776780098622593,0.231317049486456
2016-07-03,"Ceara immune proportion",NA,0.107843095751385,0.0823851196862798,0.239917402658226
2016-07-10,"Ceara immune proportion",NA,0.111675413219286,0.0865784143885787,0.245326968228625
2016-07-17,"Ceara immune proportion",NA,0.114856762711627,0.0897803311834592,0.249676690683339
2016-07-24,"Ceara immune proportion",NA,0.117458372441924,0.0928223988641391,0.252672407312969
2016-07-31,"Ceara immune proportion",NA,0.120289530593308,0.0944618626624169,0.254808493133295
2016-08-07,"Ceara immune proportion",NA,0.122101401272895,0.0959179735250589,0.256382215869035
2016-08-14,"Ceara immune proportion",NA,0.123225812397891,0.0971967589533268,0.257404464691572
2016-08-21,"Ceara immune proportion",NA,0.124206411427135,0.098112277872527,0.258318504418387
2016-08-28,"Ceara immune proportion",NA,0.12509703190602,0.0990547642841704,0.259095546201985
2016-09-04,"Ceara immune proportion",NA,0.125944962580239,0.0999959249059067,0.25981585861071
2016-09-11,"Ceara immune proportion",NA,0.126665711186428,0.100812319588723,0.260484656602215
2016-09-18,"Ceara immune proportion",NA,0.127409085968829,0.101561678631547,0.261068509484241
2016-09-25,"Ceara immune proportion",NA,0.128194098314766,0.102171086631791,0.261659950770866
2016-10-02,"Ceara immune proportion",NA,0.128839908320152,0.10270732056294,0.262171073317321
2016-10-09,"Ceara immune proportion",NA,0.129472310448835,0.103182043133365,0.262655035897297
2016-10-16,"Ceara immune proportion",NA,0.130093348050389,0.103677466603769,0.26313599628053
2016-10-23,"Ceara immune proportion",NA,0.130734737318353,0.104158449298477,0.263627767490821
2016-10-30,"Ceara immune proportion",NA,0.131355605938489,0.104719570788115,0.264097861153699
2016-11-06,"Ceara immune proportion",NA,0.132162010573674,0.105350305634523,0.264603044101659
2016-11-13,"Ceara immune proportion",NA,0.132923815627985,0.105963760511135,0.265150272622407
2016-11-20,"Ceara immune proportion",NA,0.13369101227369,0.106666618017645,0.265694212349749
2016-11-27,"Ceara immune proportion",NA,0.134297363680683,0.107377316721491,0.26633024792296
2016-12-04,"Ceara immune proportion",NA,0.134839884088143,0.108170603234448,0.266891587220675
2016-12-11,"Ceara immune proportion",NA,0.135375083841458,0.10899943887971,0.267385572326595
2016-12-18,"Ceara immune proportion",NA,0.136011586009563,0.109929465329667,0.267803861621253
2016-12-25,"Ceara immune proportion",NA,0.136562637816705,0.110763935971579,0.268213951338391
2017-01-01,"Ceara immune proportion",NA,0.137064484058897,0.111543886093625,0.268629163699327
2017-01-08,"Ceara immune proportion",NA,0.137514789074434,0.112371180804923,0.269068748065216
2017-01-15,"Ceara immune proportion",NA,0.138089339937766,0.113193992585125,0.269593415066055
2017-01-22,"Ceara immune proportion",NA,0.138926050623501,0.114114475686459,0.270248292069215
2017-01-29,"Ceara immune proportion",NA,0.140061002166782,0.115177526656937,0.270925350031161
2017-02-05,"Ceara immune proportion",NA,0.14135040344415,0.116293216874596,0.271772974878836
2017-02-12,"Ceara immune proportion",NA,0.142779283012385,0.117728837226042,0.272797078626087
2017-02-19,"Ceara immune proportion",NA,0.145282463171089,0.119353739999062,0.274027887798749
2017-02-26,"Ceara immune proportion",NA,0.148400272563526,0.121784055616613,0.275888901946467
2017-03-05,"Ceara immune proportion",NA,0.153415912118803,0.125507154851811,0.278179375331447
2017-03-12,"Ceara immune proportion",NA,0.158744240035793,0.131027346561232,0.281697070627555
2017-03-19,"Ceara immune proportion",NA,0.164776388684907,0.138715862812904,0.286780764356343
2017-03-26,"Ceara immune proportion",NA,0.172816785983681,0.146653412291655,0.292774825314698
2017-04-02,"Ceara immune proportion",NA,0.186577105158939,0.160014374347362,0.301408747606479
2017-04-09,"Ceara immune proportion",NA,0.204440509407752,0.174993528154311,0.311081918839054
2017-04-16,"Ceara immune proportion",NA,0.226802664953828,0.197761760078385,0.323078897243211
2017-04-23,"Ceara immune proportion",NA,0.25195731829379,0.218762466376951,0.335525207273466
2017-04-30,"Ceara immune proportion",NA,0.276707446964406,0.24315265817712,0.349574853271337
2017-05-07,"Ceara immune proportion",NA,0.306417246224587,0.268430947630936,0.363268404147107
2017-05-14,"Ceara immune proportion",NA,0.334479867310748,0.294831663282622,0.37728864426527
2017-05-21,"Ceara immune proportion",NA,0.355726437859028,0.320050156362952,0.400720149846352
2017-05-28,"Ceara immune proportion",NA,0.371778350005208,0.344330906795559,0.420185896366338
2017-06-04,"Ceara immune proportion",NA,0.387089167856607,0.360001774090079,0.436788280412268
2017-06-11,"Ceara immune proportion",NA,0.399399214737934,0.375907153288798,0.450000401655421
2017-06-18,"Ceara immune proportion",NA,0.408784220240467,0.387314537792742,0.460490710347339
2017-06-25,"Ceara immune proportion",NA,0.415103322682138,0.394989754168784,0.467797095531335
2017-07-02,"Ceara immune proportion",NA,0.419630074384844,0.398927371583092,0.473155293180267
2017-07-09,"Ceara immune proportion",NA,0.423701631558737,0.402272201758075,0.479304866094072
2017-07-16,"Ceara immune proportion",NA,0.427333223181965,0.405168130028256,0.484294348088046
2017-07-23,"Ceara immune proportion",NA,0.429856167898945,0.40798740333197,0.487547994529726
2017-07-30,"Ceara immune proportion",NA,0.431728055393554,0.410303375477742,0.48978658240089
2017-08-06,"Ceara immune proportion",NA,0.433237136244457,0.412146233340669,0.491474473640716
2017-08-13,"Ceara immune proportion",NA,0.434434708747564,0.414004519574492,0.49286927399453
2017-08-20,"Ceara immune proportion",NA,0.43518905556133,0.415235686371031,0.493566038576455
2017-08-27,"Ceara immune proportion",NA,0.435756349866303,0.416140619548047,0.494055794824434
2017-09-03,"Ceara immune proportion",NA,0.436270898430218,0.416793633576138,0.494496116360774
2017-09-10,"Ceara immune proportion",NA,0.436648934677622,0.417208458758354,0.494830288216401
2017-09-17,"Ceara immune proportion",NA,0.436938608133038,0.417508775165615,0.495153184107856
2017-09-24,"Ceara immune proportion",NA,0.437142362288766,0.417752887086517,0.495405652504082
2017-10-01,"Ceara immune proportion",NA,0.437300026246925,0.418030340845853,0.495643925009055
2017-10-08,"Ceara immune proportion",NA,0.437413540229688,0.418273973498734,0.495840059672345
2017-10-15,"Ceara immune proportion",NA,0.437488723788431,0.418449317719613,0.495963741944076
2017-10-22,"Ceara immune proportion",NA,0.437543624065735,0.418580996517676,0.496087401501695
2017-10-29,"Ceara immune proportion",NA,0.437590271005116,0.418651966718,0.496193121896247
2017-11-05,"Ceara immune proportion",NA,0.437650952135777,0.418734663583616,0.496265881470868
2017-11-12,"Ceara immune proportion",NA,0.437709676295729,0.418782848598526,0.496343222480017
2017-11-19,"Ceara immune proportion",NA,0.437743241379641,0.418827561225305,0.496395384217901
2017-11-26,"Ceara immune proportion",NA,0.437760099763562,0.418885102651307,0.496436713170944
2017-12-03,"Ceara immune proportion",NA,0.437776079696738,0.418941200767375,0.496465755384919
2017-12-10,"Ceara immune proportion",NA,0.43780021360018,0.41898969587074,0.496492802999604
2017-12-17,"Ceara immune proportion",NA,0.437805712125625,0.419044527338419,0.496487028986949
2017-12-24,"Ceara immune proportion",NA,0.437818113401384,0.41908102644835,0.496496162435517
2017-12-31,"Ceara immune proportion",NA,0.437866335951284,0.419091087165481,0.496516796379993
2018-01-07,"Ceara immune proportion",NA,0.437922731814781,0.419107141598832,0.496532706258963
2018-01-14,"Ceara immune proportion",NA,0.437963707059598,0.419138087256593,0.496558251701403
2018-01-21,"Ceara immune proportion",NA,0.437999597044556,0.419191863469652,0.496610452410116
2018-01-28,"Ceara immune proportion",NA,0.438062585964039,0.419294252421089,0.496681089097258
2018-02-04,"Ceara immune proportion",NA,0.438128079607483,0.419447477846979,0.496783129130547
2018-02-11,"Ceara immune proportion",NA,0.438222818892349,0.419580485098907,0.49689350775254
2018-02-18,"Ceara immune proportion",NA,0.438404989413218,0.419786735753967,0.49701660093038
2018-02-25,"Ceara immune proportion",NA,0.438569424864821,0.420069523246137,0.497188893495178
2018-03-04,"Ceara immune proportion",NA,0.438770457373487,0.420327980837814,0.497399983092959
2018-03-11,"Ceara immune proportion",NA,0.43896984226741,0.420622597438325,0.497576910359877
2018-03-18,"Ceara immune proportion",NA,0.439156019800084,0.420941767843825,0.497791708803147
2018-03-25,"Ceara immune proportion",NA,0.439411019021053,0.421250262767948,0.497978996708315
2018-04-01,"Ceara immune proportion",NA,0.43960728556245,0.421473751890287,0.498124462298507
2018-04-08,"Ceara immune proportion",NA,0.439755322548609,0.421663354552141,0.498256443045085
2018-04-15,"Ceara immune proportion",NA,0.439893405863651,0.421774067412075,0.498378870751659
2018-04-22,"Ceara immune proportion",NA,0.440040264818037,0.421890876020343,0.498462930658028
2018-04-29,"Ceara immune proportion",NA,0.440167329965374,0.421941373876935,0.498537360651897
2018-05-06,"Ceara immune proportion",NA,0.440267164850985,0.421956825006376,0.498571455574946
2018-05-13,"Ceara immune proportion",NA,0.440338702810612,0.421944462383071,0.498596352620996
2018-05-20,"Ceara immune proportion",NA,0.44039555486178,0.421918795547099,0.498581846253311
2018-05-27,"Ceara immune proportion",NA,0.440455862349541,0.421879917444186,0.498574365311295
2018-06-03,"Ceara immune proportion",NA,0.440463646113819,0.421831096195904,0.498566366213714
2018-06-10,"Ceara immune proportion",NA,0.440466228795238,0.421779905795832,0.498539477019789
2018-06-17,"Ceara immune proportion",NA,0.440454571820628,0.421722143943437,0.498519408500929
2018-06-24,"Ceara immune proportion",NA,0.440443838956324,0.421664648997974,0.498483298941653
2018-07-01,"Ceara immune proportion",NA,0.440406603143003,0.421604553911629,0.498441862386108
2018-07-08,"Ceara immune proportion",NA,0.440369763948683,0.421562985143881,0.498394576505917
2018-07-15,"Ceara immune proportion",NA,0.440327577961481,0.421533222387646,0.498357353743545
2018-07-22,"Ceara immune proportion",NA,0.440281374163686,0.421489990275847,0.498315911438136
2018-07-29,"Ceara immune proportion",NA,0.440215448419695,0.421425967086593,0.498255915267699
2018-08-05,"Ceara immune proportion",NA,0.440144724206973,0.421359100200938,0.498181766813035
2018-08-12,"Ceara immune proportion",NA,0.440073077942873,0.421291157909874,0.498110026029854
2018-08-19,"Ceara immune proportion",NA,0.439998152875578,0.421221753658214,0.498035499586772
2018-08-26,"Ceara immune proportion",NA,0.439921539481999,0.421152555832326,0.497960687829489
2018-09-02,"Ceara immune proportion",NA,0.439838069784216,0.421078135613331,0.497881412372257
2018-09-09,"Ceara immune proportion",NA,0.439754601451792,0.421001639100812,0.497805517367031
2018-09-16,"Ceara immune proportion",NA,0.439665356270608,0.420922732800245,0.497724385257587
2018-09-23,"Ceara immune proportion",NA,0.439571884665629,0.420832123066131,0.497632741931815
2018-09-30,"Ceara immune proportion",NA,0.439484021299719,0.420748765383755,0.497550193581262
2018-10-07,"Ceara immune proportion",NA,0.439394590389222,0.420668403141471,0.497473396317058
2018-10-14,"Ceara immune proportion",NA,0.439308589744211,0.420585694044801,0.497401141718659
2018-10-21,"Ceara immune proportion",NA,0.439219587848532,0.420500468847924,0.497327460852496
2018-10-28,"Ceara immune proportion",NA,0.439119573410066,0.42040781906091,0.497242594883677
2018-11-04,"Ceara immune proportion",NA,0.439025584947578,0.420315818626811,0.497159961353126
2018-11-11,"Ceara immune proportion",NA,0.438931745946673,0.420226378421493,0.497086772493025
2018-11-18,"Ceara immune proportion",NA,0.438839605346202,0.420138847231104,0.497021682165835
2018-11-25,"Ceara immune proportion",NA,0.438749823142201,0.420055814469627,0.496965865233573
2018-12-02,"Ceara immune proportion",NA,0.438652784511763,0.419972767020923,0.49690089740767
2018-12-09,"Ceara immune proportion",NA,0.43855751401015,0.419891767799714,0.496835215908164
2018-12-16,"Ceara immune proportion",NA,0.438456287124092,0.419808566471154,0.496764527327427
2018-12-23,"Ceara immune proportion",NA,0.438356861953163,0.419736326182897,0.496694996132033
2018-12-30,"Ceara immune proportion",NA,0.438269372553225,0.419670404207118,0.496643866128383
2019-01-06,"Ceara immune proportion",NA,0.438185952776342,0.419612867574929,0.496593958079353
2019-01-13,"Ceara immune proportion",NA,0.438107114695529,0.419546667663915,0.496541069475317
2019-01-20,"Ceara immune proportion",NA,0.438044671059233,0.419492920874736,0.4964945554336
2019-01-27,"Ceara immune proportion",NA,0.437988073475517,0.419458287144128,0.496460558677958
2019-02-03,"Ceara immune proportion",NA,0.437935929899801,0.419425768670705,0.496430579871647
2019-02-10,"Ceara immune proportion",NA,0.437902858614287,0.419407108699103,0.496407155971036
2019-02-17,"Ceara immune proportion",NA,0.437871166555486,0.419390272166983,0.496388647394582
2019-02-24,"Ceara immune proportion",NA,0.437854313535622,0.419371554228649,0.496361570641185
2019-03-03,"Ceara immune proportion",NA,0.437835558605882,0.419347927594053,0.496361413066186
2019-03-10,"Ceara immune proportion",NA,0.437846808830433,0.419341819962231,0.496372322970961
2019-03-17,"Ceara immune proportion",NA,0.437850470649978,0.419329198076917,0.496382509626359
2019-03-24,"Ceara immune proportion",NA,0.437864784229952,0.419318609075233,0.496428941033831
2019-03-31,"Ceara immune proportion",NA,0.437885515372905,0.419330524178591,0.496486046573505
2019-04-07,"Ceara immune proportion",NA,0.437998649062523,0.41934508679649,0.4965363477247
2019-04-14,"Ceara immune proportion",NA,0.438107839842749,0.419374793173371,0.496605436665153
2019-04-21,"Ceara immune proportion",NA,0.438113380055186,0.419466798375552,0.496718184719736
2019-04-28,"Ceara immune proportion",NA,0.43811128495783,0.419567030791182,0.496848499406729
2019-05-05,"Ceara immune proportion",NA,0.438123298550965,0.419701146797252,0.497000214343713
2019-05-12,"Ceara immune proportion",NA,0.438243897846355,0.419881599654946,0.497141862976628
2019-05-19,"Ceara immune proportion",NA,0.438274493413566,0.419971182572498,0.497282800652514
2019-05-26,"Ceara immune proportion",NA,0.438314821539254,0.420072172411467,0.497415557964527
2019-06-02,"Ceara immune proportion",NA,0.438333823971696,0.42016321964884,0.497532923633599
2019-06-09,"Ceara immune proportion",NA,0.438346358520025,0.420191274823447,0.49764550065924
2019-06-16,"Ceara immune proportion",NA,0.438391484679434,0.420243389164919,0.497718545507633
2019-06-23,"Ceara immune proportion",NA,0.438467606510713,0.420270444427006,0.497782405757605
2019-06-30,"Ceara immune proportion",NA,0.438506927976388,0.420282280841892,0.497808813256695
2019-07-07,"Ceara immune proportion",NA,0.438524371392453,0.420288265490829,0.497840205350791
2019-07-14,"Ceara immune proportion",NA,0.438525803368015,0.420277885486509,0.497843525040435
2019-07-21,"Ceara immune proportion",NA,0.438511201447326,0.420256552436161,0.49784051533325
2019-07-28,"Ceara immune proportion",NA,0.438477576203798,0.420213892247422,0.497815908238939
2019-08-04,"Ceara immune proportion",NA,0.438441785807451,0.420176224539051,0.497798873937414
2019-08-11,"Ceara immune proportion",NA,0.438399699350525,0.420138248837188,0.497787072298083
2019-08-18,"Ceara immune proportion",NA,0.438349785037725,0.420091885728029,0.497768766912705
2019-08-25,"Ceara immune proportion",NA,0.438296888557888,0.420044945137666,0.497749203301791
2019-09-01,"Ceara immune proportion",NA,0.438242937068082,0.419990023521451,0.497708296368051
2019-09-08,"Ceara immune proportion",NA,0.438188347794903,0.419929300126943,0.497647379466124
2019-09-15,"Ceara immune proportion",NA,0.438119452716397,0.419858364234259,0.49758528409166
2019-09-22,"Ceara immune proportion",NA,0.438056680146325,0.41978676827478,0.497516789314104
2019-09-29,"Ceara immune proportion",NA,0.437981964039548,0.419708162818458,0.497451486599558
2019-10-06,"Ceara immune proportion",NA,0.437908882098457,0.419628578495219,0.497376948839462
2019-10-13,"Ceara immune proportion",NA,0.437828870971997,0.419544252435725,0.497315914803105
2019-10-20,"Ceara immune proportion",NA,0.43774747164589,0.419459448427814,0.49725302772091
2019-10-27,"Ceara immune proportion",NA,0.437665336143012,0.419372364120834,0.497187087310734
2019-11-03,"Ceara immune proportion",NA,0.437582912006606,0.419286794335799,0.497113218176435
2019-11-10,"Ceara immune proportion",NA,0.437496647801751,0.419200425155239,0.497039527710276
2019-11-17,"Ceara immune proportion",NA,0.437408450888462,0.419110393937812,0.496957853920499
2019-11-24,"Ceara immune proportion",NA,0.43731857094425,0.419019938992946,0.496873674711651
2019-12-01,"Ceara immune proportion",NA,0.43722566677802,0.418927465939705,0.496784797610334
2019-12-08,"Ceara immune proportion",NA,0.437130674438228,0.41883486282427,0.496693657740695
2019-12-15,"Ceara immune proportion",NA,0.437032289330623,0.418738797849073,0.496590858254313
2019-12-22,"Ceara immune proportion",NA,0.436930105548791,0.418638909591694,0.49648877510494
2019-12-29,"Ceara immune proportion",NA,0.436831546015546,0.418545045993127,0.496382149478631
2015-01-04,"Shared R0",NA,0.612311987454579,0.450228045733222,0.913651754300695
2015-01-11,"Shared R0",NA,0.612311987454579,0.450228045733222,0.913651754300695
2015-01-18,"Shared R0",NA,0.612311987454579,0.450228045733222,0.913651754300695
2015-01-25,"Shared R0",NA,0.612311987454579,0.450228045733222,0.913651754300695
2015-02-01,"Shared R0",NA,0.612311987454579,0.450228045733222,0.913651754300695
2015-02-08,"Shared R0",NA,0.612311987454579,0.450228045733222,0.913651754300695
2015-02-15,"Shared R0",NA,0.612311987454579,0.450228045733222,0.913651754300695
2015-02-22,"Shared R0",NA,0.612311987454579,0.450228045733222,0.913651754300695
2015-03-01,"Shared R0",NA,0.612311987454579,0.450228045733222,0.913651754300695
2015-03-08,"Shared R0",NA,0.623189587809674,0.428315686229105,0.912534436125385
2015-03-15,"Shared R0",NA,0.646082762904993,0.453750106996605,0.886217118837616
2015-03-22,"Shared R0",NA,0.646248522514536,0.467986311992193,0.916774926168341
