draw,cum_inf_A,cum_inf_B,cum_inf_C,peak_A,peak_B,peak_C,final_S_prop_A,final_S_prop_B,doses_B,infections_averted_B,pct_reduction_B,reported_cases_A,reported_cases_B
520,2341169.055733905,1779681.7612993391,2262859.6597222793,107437.66455633266,67660.9421987948,103687.97324879459,0.7542268747712627,0.7284636108472735,913032.0590248324,561487.294434566,23.98320160004644,117058.45278669527,88984.08806496696
521,2479675.725173953,1932212.0104640326,2397735.3691299865,109847.99984573136,72438.1025933758,106014.82592784073,0.7397815714230178,0.7138648510502934,913032.0590248337,547463.7147099203,22.078036621966564,123983.78625869766,96610.60052320163
527,2533725.002957691,2009240.3083641361,2449144.5852290406,116374.94378220831,75034.65574523431,112313.65516274043,0.734038258991399,0.7056814970042722,913032.059024833,524484.6945935548,20.70014283244269,126686.25014788455,100462.0154182068
538,2437500.1651575584,1898504.890626004,2355202.6125493026,110772.8727687559,69119.10800300667,106937.26266105703,0.7440822200143742,0.7164466246147885,913032.0590248331,538995.2745315544,22.112625149164415,121875.00825787793,94925.24453130021
553,2616052.723096153,2124698.1745210993,2527684.6671017213,123401.77044328036,79262.28265254232,119094.98562564555,0.7253524216861712,0.6939251790400067,913032.0590248336,491354.54857505346,18.782287690040327,130802.63615480764,106234.90872605497
554,2572966.5024076826,2044755.5435455213,2487033.7352002147,121767.07160030275,78511.89771429313,117517.58870168254,0.7299046136710005,0.7023224784887834,913032.0590248335,528210.9588621613,20.529259062171306,128648.32512038414,102237.77717727608
577,2370313.629086391,1826316.7346456114,2290345.180497472,111600.92483739897,69406.69372147268,107705.79221648905,0.7511417194168357,0.7235709894515725,913032.0590248334,543996.8944407797,22.950418365119756,118515.68145431957,91315.83673228057
588,2745020.156718161,2265522.8782474385,2653320.07443123,132915.84439736407,87852.13858429449,128277.6499711794,0.7118678595592487,0.6803283248328647,913032.0590248334,479497.2784707225,17.46789644867274,137251.00783590807,113276.14391237193
626,2401771.3756621284,1854464.7775045848,2321196.299491683,111705.42502740177,70223.06735717403,107806.7787831041,0.747869381573241,0.7209697853405391,913032.0590248338,547306.5981575437,22.78762265649287,120088.56878310643,92723.23887522925
643,2349455.71032722,1793238.9689952892,2270948.66747656,102308.83399611722,65320.38954126726,98738.34890661525,0.7533828607212908,0.7273267087011535,913032.059024834,556216.741331931,23.674280765840184,117472.78551636101,89661.94844976446
651,2403622.1171299145,1854590.0901135674,2323211.701698101,105477.74882013437,67330.75242694367,101796.5930598653,0.747680123449964,0.721107313248521,913032.0590248337,549032.027016347,22.84186116875676,120181.10585649573,92729.50450567837
671,2313767.3090966693,1749394.2679240527,2236396.654682545,100753.6256679806,63898.27460722765,97237.31227547665,0.757113040966369,0.731626107212555,913032.0590248335,564373.0411726166,24.391953285611795,115688.36545483347,87469.71339620264
673,2484314.6595392874,1948426.1326434202,2401615.4875082206,106817.37710540788,70171.52683558821,103089.78481464257,0.7392398883985454,0.7120506368936249,913032.0590248328,535888.5268958672,21.57087971276742,124215.73297696438,97421.30663217102
682,2435776.8549688784,1891222.497597187,2354390.915814853,109983.02019424124,70861.19786596713,106144.7177976942,0.7443097805254636,0.7174679669089237,913032.0590248333,544554.3573716914,22.356496091209024,121788.84274844393,94561.12487985936
686,2407648.796856642,1860529.9266149718,2327355.0214775577,105403.69585203177,68171.90330256952,101725.36916092937,0.747296480408335,0.7207187251436887,913032.0590248337,547118.8702416699,22.724197605397137,120382.4398428321,93026.4963307486
687,2394458.9596799854,1837701.7059032824,2314397.2552196113,108429.03624833823,68882.46262711474,104644.87115154839,0.7486413812093463,0.7228730557340842,913032.0590248331,556757.253776703,23.251902127030505,119722.94798399927,91885.08529516413
691,2364630.0828342885,1813794.0553805127,2284996.542132433,106492.17920742638,66814.16141924648,102775.45149504759,0.7517475269635251,0.7249986127226195,913032.0590248334,550836.0274537758,23.294807566413674,118231.50414171442,90689.70276902564
692,2458542.371971342,1920248.5343131681,2376215.276516798,115747.21453060243,74007.07413596491,111707.6686578608,0.74191316596864,0.7145260605884517,913032.059024833,538293.8376581736,21.894836704667068,122927.11859856709,96012.42671565841
693,2603392.674970533,2103734.867862869,2515783.3112555416,122773.14952542633,79045.78361293998,118488.38285388058,0.7266908647637025,0.6961424057518669,913032.0590248334,499657.8071076637,19.192564068857543,130169.63374852664,105186.74339314346
714,2660674.148500385,2153081.3050199277,2571744.181354589,120083.28171690513,78913.36790978155,115892.75529568996,0.7207131973815603,0.6916722006481557,913032.059024834,507592.84348045755,19.077602710822294,133033.70742501927,107654.06525099638
735,2307955.1051076343,1746637.3596803944,2230528.6005794206,104238.98605567627,65590.80826136784,100600.97919803628,0.7577358370721661,0.7318333826428023,913032.0590248336,561317.7454272399,24.32099932035126,115397.75525538172,87331.86798401973
738,2262214.661810168,1696472.2041940095,2186426.0817060843,98475.38138049893,62423.228021217124,95011.3535288264,0.7625390649531354,0.7368585894130586,913032.059024834,565742.4576161585,25.00834545752017,113110.73309050841,84823.61020970048
739,2439554.412072502,1900988.6629280616,2357682.11670034,112923.10958626015,72321.38229596442,108950.89956949366,0.7438847724158079,0.7163717548548781,913032.0590248334,538565.7491444405,22.076398315990282,121977.72060362512,95049.43314640308
740,2464657.3322308566,1941144.9711951774,2381304.431847185,116792.5407535327,73103.21707508185,112716.29041390357,0.7412131221635434,0.7121339149079314,913032.0590248331,523512.36103567923,21.24077672744178,123232.86661154284,97057.24855975888
741,2240219.410665536,1665864.9234571806,2166074.8354760846,93110.36127970646,59553.28879967933,89860.94843834414,0.7648671420404719,0.7401508579940416,913032.0590248334,574354.4872083552,25.638314018434606,112010.97053327679,83293.24617285904
742,2433165.5146977715,1890705.8456231118,2351725.610613192,111326.6806181272,70412.19948872054,107441.39959054583,0.7445802391974383,0.7174345184737971,913032.0590248343,542459.6690746597,22.294400680836535,121658.27573488858,94535.29228115559
