draw,cum_inf_A,cum_inf_B,cum_inf_C,peak_A,peak_B,peak_C,final_S_prop_A,final_S_prop_B,doses_B,infections_averted_B,pct_reduction_B,reported_cases_A,reported_cases_B
1046,2554937.7794315023,2040419.1532297486,2468689.4054260952,121402.56770982502,76808.35959415026,117165.55387130704,0.731765008531957,0.7024601815972923,913032.0590248336,514518.62620175374,20.138205726334323,127746.88897157513,102020.95766148744
1049,2321712.8848321317,1757626.7540803943,2244334.416752443,103510.1500490821,65782.63669840948,99926.29815401137,0.7563018033232202,0.7308525654316116,913032.0590248341,564086.1307517374,24.2961192332153,116085.64424160658,87881.33770401972
1065,2461773.121123763,1924942.608130782,2379481.4426731435,114048.28114233165,73320.93784170091,110068.16277674049,0.7415837084937262,0.7141021225088242,913032.0590248336,536830.5129929809,21.806660751415052,123088.65605618815,96247.1304065391
1076,2323073.768833829,1759767.1279328016,2245313.5596584477,107922.94651769237,67790.9911095267,104156.30991126818,0.7561456566746311,0.7304859621273704,913032.0590248329,563306.6409010275,24.248332035697878,116153.68844169145,87988.35639664008
1085,2399463.465517804,1850076.0238723217,2319806.062917052,110870.69959629657,71535.16347538162,107001.60488355225,0.7481492040127498,0.7217642566994945,913032.0590248331,549387.4416454823,22.896261999426798,119973.1732758902,92503.80119361609
1094,2443698.933134466,1892782.9097714196,2362937.5403843583,105537.30530804065,69514.89978160104,101854.59396704947,0.7435271429681093,0.717784611141983,913032.0590248338,550916.0233630463,22.544349301507506,122184.9466567233,94639.14548857098
1100,2325811.8769489154,1759816.0000356475,2248638.4405398844,99037.49281806203,64051.66185390777,95581.31148297488,0.7559115663343678,0.7308106552255571,913032.0590248335,565995.8769132679,24.33541089556056,116290.59384744578,87990.80000178238
1107,2536895.268652892,2008874.3824311246,2452087.422775386,117556.82024004101,76288.10446031028,113454.27814938096,0.7336922243125347,0.7058127031285162,913032.0590248333,528020.8862217676,20.813665142043888,126844.76343264461,100443.71912155623
1113,2549935.5207920535,2030693.8461307124,2464408.542083304,116828.07364018408,74475.40072447102,112750.82471351343,0.7322991695643264,0.7034856472337138,913032.0590248329,519241.6746613411,20.3629335105719,127496.77603960269,101534.69230653562
1115,2614482.893811218,2101393.719964012,2527351.533887487,119783.12916955308,78613.87217654678,115603.17906880855,0.7255887689910694,0.6968295327927598,913032.0590248334,513089.17384720594,19.6248816567799,130724.1446905609,105069.68599820061
1116,2384254.6312406748,1830445.1981057604,2305336.857824441,105671.3725864971,68671.82383072155,101983.83699410995,0.7497663428410025,0.7238382268080356,913032.0590248322,553809.4331349144,23.22778053478009,119212.73156203375,91522.25990528803
1133,2397671.4944173144,1853711.1533467474,2317263.2414704436,112759.05492818466,71177.60406168188,108823.71342084443,0.7483064958467948,0.7210653419414877,913032.0590248336,543960.341070567,22.68702540515297,119883.57472086573,92685.55766733737
1136,2558411.1467072344,2025457.0161004346,2473493.0589426733,117730.13930797539,76831.44833500941,113621.76441262591,0.7314618645849247,0.7043783097665052,913032.0590248336,532954.1306067999,20.83144967894354,127920.55733536172,101272.85080502174
1139,2474001.5951139587,1934436.5304010962,2391479.510084384,104720.96870304536,68195.96712914694,101066.48710628953,0.7403258220955782,0.7133814496366038,913032.0590248331,539565.0647128625,21.80940650072656,123700.07975569794,96721.82652005482
1140,2486488.186543952,1948863.4363732752,2403195.0407827487,113027.24195889077,72265.86187531809,109082.65566050416,0.738998017585048,0.7117914793610711,913032.0590248333,537624.750170677,21.621850169251697,124324.40932719762,97443.17181866377
1157,2401388.8193191267,1851867.5721549634,2320984.4828893393,110281.37219919523,70000.95400866185,106432.58156111404,0.7479369412245589,0.7213457875141053,913032.0590248324,549521.2471641633,22.88347654254386,120069.44096595634,92593.37860774818
1163,2595396.7786539025,2087730.5438833488,2508570.4772753585,125347.10763673834,80911.87218937384,120972.74579088547,0.727561007150427,0.697895571478655,913032.0590248336,507666.23477055365,19.56025525445299,129769.83893269513,104386.52719416744
1169,2525210.118624722,1999098.045075113,2440841.1649492034,111971.02752729983,72810.32639645544,108063.41949506714,0.7349339888930921,0.7068051835856809,913032.0590248335,526112.0735496092,20.83438798495469,126260.50593123611,99954.90225375566
1185,2718295.563226817,2225957.442579293,2627599.5481944713,126553.089611782,84670.83381793783,122137.01365237917,0.7146639798360931,0.6843921631379369,913032.0590248342,492338.120647524,18.11201575383813,135914.77816134086,111297.87212896466
1199,2380177.45351016,1830408.3106233836,2300305.830586113,106520.4340816085,67227.79319218663,102802.78551901002,0.7501253107747398,0.7234079752932041,913032.0590248341,549769.1428867765,23.09782163829869,119008.87267550801,91520.41553116919
1206,2405514.563768484,1864560.1640693685,2324811.58089098,111356.52655213856,70574.63344814934,107470.17430814153,0.7474764707016106,0.7200140054048249,913032.0590248327,540954.3996991157,22.488094973395437,120275.72818842421,93228.00820346843
1207,2356877.2787021114,1797930.3077155594,2278514.309644822,109259.69492433955,69373.38718348318,105446.69645153511,0.7526039751478931,0.726826079978486,913032.0590248336,558946.9709865521,23.715573824630948,117843.86393510558,89896.51538577798
1217,2503551.6307156226,1970197.1313840533,2420039.978290756,117110.90397256547,75633.39230444744,113023.94252692956,0.7372255184732027,0.7097719966434446,913032.0590248333,533354.4993315693,21.30391451839616,125177.58153578114,98509.85656920268
1219,2644348.2372302567,2170536.977868519,2554657.60436646,133204.45828516307,83639.79132830215,128555.33638840892,0.7223265523943232,0.6891009710624465,913032.0590248335,473811.2593617379,17.91788436526111,132217.41186151284,108526.84889342595
1229,2246316.718708191,1674254.4484339731,2172187.7868271945,94408.42585485282,60820.932324142894,91113.87930837412,0.7642690461198425,0.7394316340914281,913032.0590248337,572062.2702742179,25.466679097825473,112315.83593540956,83712.72242169867
1247,2454085.692144738,1907476.3214207334,2372779.5517640486,111347.15367527255,73283.04501417118,107430.822524003,0.7424342167909641,0.7161499445895088,913032.0590248342,546609.3707240047,22.27344271121591,122704.28460723691,95373.81607103668
1249,2400239.7839520695,1849455.0759507504,2319992.0702640153,105064.76352617342,67612.61434190407,101398.11655070442,0.74803997442958,0.7217081768740432,913032.0590248335,550784.7080013191,22.947070192063684,120011.98919760349,92472.75379753753
1264,2325472.3376159454,1761175.8129385277,2248052.0673755393,101980.21595159393,65029.18098304724,98421.24876134474,0.7559142285246658,0.7306017172167837,913032.0590248336,564296.5246774177,24.26588850572739,116273.61688079727,88058.79064692638
1268,2500453.2846457823,1976940.5881926627,2416329.919620484,116756.00619040133,73780.70319212023,112681.1413619466,0.7374939700196692,0.7086664636462819,913032.0590248338,523512.6964531196,20.936711742138435,125022.66423228913,98847.02940963313
1274,2433800.84681316,1890226.865251015,2352318.2587917065,113891.46121312892,72620.42239744696,109916.64011780825,0.7445172948160993,0.7175523720348831,913032.0590248337,543573.981562145,22.3343657010353,121690.04234065801,94511.34326255076
1306,2587114.864166501,2090693.8596938553,2499922.1588894613,126607.49463938063,80212.6439314755,122188.8387660103,0.7283973308218402,0.6972844648890335,913032.0590248331,496421.0044726457,19.18820889433447,129355.74320832506,104534.69298469277
1308,2745988.7507658005,2268639.169574749,2654194.9163904143,133655.64362537206,88697.87684504995,128991.55050360264,0.7117248313812795,0.679892609903403,913032.0590248334,477349.5811910513,17.383522822441577,137299.43753829002,113431.95847873746
1313,2404766.980250989,1855285.1688084342,2324377.6149147195,107341.21740102182,68433.63763670459,103595.08571163099,0.7475670493715912,0.7210822716351906,913032.0590248326,549481.8114425549,22.849690467107322,120238.34901254946,92764.25844042172
1325,2441315.3734858437,1898165.076432231,2359894.0370103796,112054.44532109909,71818.8771614067,108143.91046970699,0.7437256566053974,0.7168408460232001,913032.0590248329,543150.2970536125,22.248264314907942,122065.7686742922,94908.25382161156
1328,2482793.6930908067,1960935.103519083,2398894.844597252,114498.09563235658,72162.65565577352,110501.90173868493,0.7393224113641633,0.7102197845033024,913032.0590248335,521858.5895717237,21.019007379629148,124139.68465454034,98046.75517595415
1338,2536352.220285467,2005366.0829719251,2451703.610707197,112159.65290845848,72955.34957001514,108245.59278952768,0.7337690233302253,0.7062688155919641,913032.0590248337,530986.1373135417,20.93503154123362,126817.61101427335,100268.30414859626
1345,2654674.9167336565,2131301.7263756404,2567322.6285666297,115527.15963974144,78633.04637467524,111496.23016706295,0.7214106450495287,0.6942974503567999,913032.059024834,523373.1903580162,19.715151827402686,132733.74583668282,106565.08631878202
1348,2367155.9301052974,1804370.941703605,2288356.7776326993,106639.96068361979,67921.1732452179,102918.30401646857,0.7515347842653647,0.7262608331329777,913032.0590248331,562784.9884016924,23.774732422323282,118357.79650526488,90218.54708518025
1356,2478980.7666549967,1943366.865492571,2396484.7541287243,109997.8317703716,71558.68888158254,106159.23825509833,0.7397937221373729,0.7124784770378714,913032.0590248336,535613.9011624258,21.60621447197246,123949.03833274984,97168.34327462855
1357,2370399.524201633,1820990.227617344,2290535.242927388,103137.08354736023,64658.16504563661,99537.42356581369,0.7511311430485077,0.7242853138379001,913032.0590248337,549409.296584289,23.177919628098724,118519.97621008166,91049.5113808672
1360,2469568.659460254,1942693.874625188,2386793.1383587047,118640.89292320667,75504.21002510167,114500.32647130759,0.7407477659394931,0.7121344021824401,913032.0590248333,526874.784835066,21.33468866381788,123478.4329730127,97134.69373125941
1370,2388018.3171737352,1845742.8343852744,2307640.2481922647,111158.87519411961,69812.46509026244,107279.34499450703,0.7492961790687689,0.7218178202935487,913032.0590248336,542275.4827884608,22.708179367328054,119400.91585868677,92287.14171926373
1379,2599856.152982653,2098266.3288571457,2512720.122753502,127792.3904338569,81951.9917043214,123332.55565134535,0.72705290944188,0.696686428551535,913032.059024833,501589.8241255074,19.292983711812848,129992.80764913266,104913.31644285729
1381,2380538.0221274467,1831704.8338338016,2300836.077509334,104833.80070946143,66879.58196568376,101175.1435727179,0.7501050057679092,0.723338897994074,913032.0590248338,548833.1882936452,23.055006187347605,119026.90110637234,91585.24169169008
1394,2603266.5339332237,2107068.1896855407,2515794.903487266,122807.34378270204,78546.51112791909,118521.44051030795,0.7266917831641925,0.6957020921775792,913032.0590248338,496198.34424768295,19.060604735619858,130163.32669666118,105353.40948427704
1400,2597126.4809478256,2075875.2406564741,2510863.8868243936,115686.40291335247,76580.24921533791,111649.41671952968,0.7273986487253554,0.6994014327227255,913032.0590248335,521251.24029135145,20.07030632182072,129856.32404739129,103793.76203282371
1409,2433536.673473268,1897986.347329694,2351419.4868591493,118506.43813928039,74093.88639215537,114370.34020995934,0.7444889251142061,0.7165061053989845,913032.0590248335,535550.3261435737,22.0070785035349,121676.8336736634,94899.31736648471
1418,2542237.7140103625,2031544.537665199,2456998.5081612677,119471.43373519418,76841.35782123932,115301.98560783458,0.7331394225212227,0.7034180832029124,913032.0590248335,510693.1763451635,20.088332948988807,127111.88570051813,101577.22688325995
1419,2526733.492587592,1987222.857468317,2443395.0822631298,109321.1293334552,72944.90777653271,105506.50874887466,0.7348395664747879,0.7084490709755115,913032.0590248333,539510.635119275,21.35209893334535,126336.6746293796,99361.14287341585
1428,2521726.329174572,2030514.940134642,2436068.5688672997,119555.39455074121,75114.96169537847,115394.0143506033,0.735247112040563,0.7030413022949316,913032.0590248341,491211.3890399302,19.479171207317993,126086.31645872862,101525.7470067321
1431,2605712.2217177637,2110706.954437568,2517891.0622692835,123592.0800052669,78972.37987921824,119312.89098017417,0.7264324508002005,0.6953838980701834,913032.0590248337,495005.26728019584,18.99692771728543,130285.61108588819,105535.3477218784
1434,2494288.923391558,1962342.3873142193,2411135.485924373,115552.59861406425,74492.55480936018,111520.0301843911,0.7381771474185618,0.7104113270792062,913032.0590248334,531946.536077339,21.32658053719116,124714.44616957792,98117.11936571097
1447,2404192.615334448,1848989.0538456764,2324339.7040961497,110245.10500996646,71493.0100473464,106397.76790839409,0.7476435604903293,0.7218432774631098,913032.059024834,555203.5614887716,23.09313979036314,120209.6307667224,92449.45269228383
1459,2595445.147749764,2098812.567204733,2508147.7972923215,121140.29462258147,78422.08799596099,116912.50736441102,0.7275151830495628,0.6965722839519528,913032.059024834,496632.580545031,19.13477466382245,129772.25738748821,104940.62836023665
1462,2449414.883102,1915277.8729301128,2367152.3335451675,111629.39738994438,71389.175777129,107702.6801790611,0.7428651600085006,0.7149029276012046,913032.0590248329,534137.0101718875,21.80671857008736,122470.74415510002,95763.89364650565
1478,2771948.8690952966,2308619.03906629,2679215.3368338486,135469.2379652899,89404.40848202784,130741.83983829702,0.7090040093682299,0.6758790977828577,913032.0590248334,463329.8300290066,16.714948648393623,138597.44345476484,115430.9519533145
1484,2373626.1179387057,1821695.3747361458,2293990.4298424106,109478.80647823715,68777.3556093564,105657.9032749854,0.7508204577936529,0.7242686442930258,913032.0590248326,551930.7432025599,23.252640297110702,118681.30589693529,91084.7687368073
1489,2499453.830959905,1955672.1861128893,2416423.598199736,112657.04747919673,73541.8449942708,108725.6840468807,0.7376562549719171,0.7113885201569099,913032.0590248334,543781.6448470156,21.756018779437845,124972.69154799526,97783.60930564447
1501,2420235.1411381927,1866112.306790176,2340006.829943257,102780.47565562937,67039.80212187408,99193.77265423104,0.7459683888646899,0.7203305835688321,913032.0590248336,554122.8343480167,22.895413132767867,121011.75705690964,93305.6153395088
1506,2404123.0441991934,1847231.3616310146,2324330.5703792013,105756.0030848257,68940.25836408458,102065.40429996478,0.747680184074194,0.722124888546283,913032.059024833,556891.6825681787,23.16402581439744,120206.15220995968,92361.56808155074
1507,2482453.27173206,1948469.1542454155,2399644.899106179,113918.36573058848,73427.0904477883,109942.85773020412,0.7394276634358565,0.7118137054350393,913032.0590248334,533984.1174866443,21.510339129730017,124122.663586603,97423.45771227079
1508,2650843.6856282568,2177361.8313969993,2561317.9727374483,133695.01292406488,84475.00478068853,129028.91446960052,0.7216804343489407,0.6884464504246308,913032.0590248336,473481.85423125746,17.86155316506492,132542.18428141283,108868.09156984997
1509,2313298.6993975556,1752235.6162519702,2235784.115879615,101553.2317720473,64120.53682521204,98008.98303545064,0.7571661816839432,0.7312993440928688,913032.0590248333,561063.0831455854,24.25381051274101,115664.93496987778,87611.78081259852
1510,2508689.7197032613,1984915.6954172323,2424482.950741406,113417.00075811245,72799.00253660938,109458.87500778271,0.7366436082397576,0.7080842075088413,913032.0590248338,523774.02428602893,20.878390028559735,125434.48598516308,99245.78477086162
1512,2437810.8934096885,1888289.6025496728,2357102.6398816276,107026.34823498712,69798.32950732783,103291.53941887907,0.744133918661543,0.718108950279518,913032.0590248336,549521.2908600157,22.541588125050083,121890.54467048444,94414.48012748365
1513,2285521.893088189,1725342.6139334098,2208656.354805247,103521.31749744195,64348.702970577695,99908.20761437943,0.7600736358772604,0.7337511581985203,913032.0590248341,560179.2791547792,24.50990650533069,114276.09465440945,86267.1306966705
1521,2444966.5356168495,1913934.4984790338,2362920.4677068754,114260.98875104196,72793.10643463575,110273.29387002742,0.7433226368527964,0.7150587792908367,913032.0590248344,531032.0371378157,21.719398993894192,122248.32678084249,95696.7249239517
1522,2591427.752511501,2073042.7047417455,2505016.5147774937,122062.0063682061,79529.39107967103,117802.45350128633,0.7279881154904927,0.6995515798275328,913032.0590248337,518385.04776975536,20.003839476804195,129571.38762557505,103652.13523708728
1526,2416238.8703208934,1866386.3237321437,2335782.110553326,109303.38633191296,70343.39805252156,105488.8885517702,0.7463676552377342,0.7200629659178581,913032.0590248333,549852.5465887496,22.756547514514793,120811.94351604467,93319.31618660719
1528,2410635.833167925,1858815.4655874067,2330170.157848281,110208.2208673339,70515.02920371649,106362.09997725509,0.7469811290977034,0.7208094269523282,913032.0590248337,551820.3675805184,22.89107130940414,120531.79165839625,92940.77327937033
1541,2532847.707584301,1998946.181781625,2448656.6193879247,116619.09124323318,76089.91218163041,112549.46009996903,0.7341642067171968,0.7070088718847839,913032.0590248329,533901.5258026761,21.079100974131748,126642.38537921506,99947.30908908125
1544,2409874.876732479,1863241.2994825456,2328809.577471143,110981.23840612653,69781.32575113863,107107.89036376486,0.7470331394022455,0.720155916894629,913032.0590248335,546633.5772499333,22.683068840117844,120493.74383662395,93162.06497412728
1548,2594960.824067122,2102631.430155138,2507470.0552558037,127980.91653793363,81397.71535336899,123514.29813052903,0.727563823215619,0.6960765402498971,913032.0590248336,492329.3939119838,18.972517401644176,129748.0412033561,105131.5715077569
1550,2512709.631279922,1973930.5757488592,2429033.6346022408,113069.9715152762,73819.57635158101,109124.08961637183,0.7362570899159707,0.7094176362770933,913032.0590248336,538779.0555310629,21.442153475434406,125635.48156399612,98696.52878744296
1575,2457358.7624254203,1907911.7036828862,2375561.1373665794,107921.10434653905,70356.7026228216,104125.0503990334,0.7420528738952096,0.7159784089781434,913032.0590248333,549447.0587425341,22.359252834544527,122867.93812127103,95395.58518414432
1584,2557316.0787095847,2030811.861293573,2472110.60840216,118083.32814663333,77593.0596324322,113962.64916043753,0.731569170869928,0.7037620109429068,913032.0590248333,526504.2174160117,20.58815575435964,127865.80393547924,101540.59306467866
1596,2534000.670498939,2029362.6008810548,2448383.000810342,121652.26711322869,77001.25618338338,117406.49828672483,0.7339619960702594,0.7033792067356222,913032.0590248333,504638.06961788447,19.91467782518472,126700.03352494696,101468.13004405274
1600,2444340.47358167,1893047.417301001,2363568.2149878205,105614.22480567225,69487.37980306649,101928.76985990703,0.74347091078223,0.7177175104818089,913032.0590248341,551293.0562806688,22.55385705219961,122217.0236790835,94652.37086505006
