week_start,median,lo95,hi95
2015-01-04,1,1,1
2015-01-11,0.9955358495877957,0.9805600738801287,1.0090700997790707
2015-01-18,0.9852276005494236,0.9367855267256766,1.0304899617212806
2015-01-25,0.9742374015907604,0.8917931326267549,1.05408449578146
2015-02-01,0.9847483349235076,0.9347876782437454,1.0315023388104023
2015-02-08,0.9339486276877306,0.8744429672473876,0.9946087046967591
2015-02-15,0.9449090274289766,0.8973594055993793,0.9929135457620132
2015-02-22,0.9354332656081361,0.8782861542055435,0.991256605973002
2015-03-01,0.9672212663676736,0.9080569330761966,1.031395071995479
2015-03-08,0.9872564166742284,0.9409899910248493,1.0377044020327233
2015-03-15,0.9912855249217766,0.9769357311446367,1.0064093620973067
2015-03-22,0.9893443871175951,0.9758445832771809,1.0031540151319152
2015-03-29,1.0009778823853832,0.9817530865887307,1.021517287643394
2015-04-05,1.0161914147698123,0.9778167387046502,1.06081199103758
2015-04-12,1.0128595296566685,0.9841088679361016,1.0459491432394654
2015-04-19,1.0064371486570365,0.9779133747147315,1.038098312493894
2015-04-26,1.0032144323797971,0.9904004232078758,1.017432153057381
2015-05-03,1.0045309306188321,0.9969999510741223,1.0133240830689596
2015-05-10,0.9919900386940188,0.9840414701483646,0.9996605625351243
2015-05-17,0.985931658334946,0.967187795436438,1.003369795170457
2015-05-24,0.9832294368178153,0.9533405168198933,1.010048098521081
2015-05-31,0.9797351455562416,0.9506104709935509,1.0064175115109861
2015-06-07,0.9717925635614413,0.9451612815764847,0.9979567293516296
2015-06-14,0.9800724795319455,0.9531597100476737,1.0050845457253077
2015-06-21,0.9801545003195724,0.9616851703607922,0.9978646994168372
2015-06-28,0.9866338835788577,0.9678001493543279,1.0063066177069737
2015-07-05,1.006870682862573,0.9775062921628095,1.039887886895983
2015-07-12,1.0287958445398084,1.0023376758897786,1.0572449845723324
2015-07-19,1.0313349785151757,1.0045599485997807,1.0588987664795546
2015-07-26,1.038022608637891,1.0025423544096155,1.0759186987428988
2015-08-02,1.0468558738919307,1.002457139924545,1.0941022395431912
2015-08-09,1.0503911921176665,1.0026385150279575,1.1013307546824371
2015-08-16,1.0296686699169282,1.0036918004879174,1.058455909625697
2015-08-23,1.0115945579771266,1.0005553721899865,1.0233016662775989
2015-08-30,1.0132603511438356,0.9999648940079269,1.0271093370545594
2015-09-06,1.0077307941982614,0.9903591499108401,1.02748492230412
2015-09-13,1.007180392874405,0.9848044699081375,1.032686879826474
2015-09-20,1.027192334974352,1.0032120708432857,1.0535184295888385
2015-09-27,1.0417482062900705,1.0054380325096886,1.080400600205234
2015-10-04,1.0396875982777734,1.0059696733458139,1.0742389372734649
2015-10-11,1.0326026055111186,1.0047904394276537,1.0621073820711529
2015-10-18,1.0246883003433314,1.00366854745627,1.0465115990582459
2015-10-25,1.001678213599685,0.98795683595649,1.0164577464643603
2015-11-01,0.9834606226342439,0.9527582645872866,1.0157132187231706
2015-11-08,0.9782227324756569,0.936153351677212,1.0227930539531165
2015-11-15,0.9660419466305095,0.9160440948543573,1.020890005757567
2015-11-22,0.9649155824020303,0.9174009117127655,1.0158062006839343
2015-11-29,0.9610760875928411,0.9231654262599933,0.9998762616500892
2015-12-06,0.9595378660853005,0.9244141256682714,0.9945017987057402
2015-12-13,0.9486571949546815,0.903868597332283,0.9927839474184612
2015-12-20,0.956685855631022,0.9157341086699211,0.9986204263809392
2015-12-27,0.9817172533253304,0.9511904580258594,1.0140552722631586
2016-01-03,1.0228737622231292,0.990878696554927,1.0610214036170655
2016-01-10,1.0256518857675878,0.9873449504059831,1.071427595229288
2016-01-17,1.0434621774698063,0.9896941998630896,1.1059063105338138
2016-01-24,1.0406829553564394,0.9903785415045064,1.0989279675760764
2016-01-31,1.0647513889168057,0.9971193850996681,1.1409363085977855
2016-02-07,1.0540323934346745,1.0054724683212557,1.107922243590406
2016-02-14,1.0535188178582766,1.007873469398734,1.100811710379599
2016-02-21,1.0292008013263723,0.9915794517019622,1.0679006733261194
2016-02-28,1.0106630985951561,0.9484178054576011,1.072933874643716
2016-03-06,0.9732771386369385,0.9014489175427693,1.0422939856904112
2016-03-13,0.9588123580837559,0.88274172620193,1.0293833372546461
2016-03-20,0.9504038309323104,0.8864743678685778,1.0125288642607806
2016-03-27,0.9578950020322061,0.9049256986873084,1.0095117764311945
2016-04-03,0.9555748351324874,0.9148744935718743,0.9962075586295144
2016-04-10,0.9713111355452901,0.943207483320187,0.9989753244756958
2016-04-17,0.9855539968295809,0.9629660096625943,1.0054577772472932
2016-04-24,0.9785679813828312,0.928787665912243,1.0245237216127725
2016-05-01,0.9767202134339977,0.923102041363782,1.0262234630082347
2016-05-08,0.9753192230276897,0.9221547033756557,1.023489486678583
2016-05-15,0.9679794519901518,0.9305336687448659,1.004605818849462
2016-05-22,0.9569598835095594,0.9176385168012849,0.9962813740604057
2016-05-29,0.9495654041201012,0.9042004024304721,0.994040918064275
2016-06-05,0.9467675101458846,0.9033349523292609,0.991950203629851
2016-06-12,0.9653303092668037,0.9327838032596969,0.9975381484671283
