checkpoint,S_base,S_climate,immune_base,immune_climate,R0_base,R0_climate,delta_S,delta_immune,delta_R0
2016-12-31,0.9338525215015245,0.934049829902134,0.06614747849847538,0.06595017009786587,1.3919745198822622,1.3882425174351272,1.9730840060949717e-4,-1.9730840060951105e-4,-0.0037320024471350077
2018-12-31,0.737986568838467,0.7380672301955953,0.2620134311615331,0.2619327698044047,1.328263718472315,1.4138917399677227,8.066135712825329e-5,-8.066135712836431e-5,0.08562802149540771
2020-12-31,0.7404621943548673,0.7404193895210212,0.2595378056451328,0.2595806104789788,1.5168671282161914,1.5348151579898452,-4.280483384611067e-5,4.2804833845999646e-5,0.01794802977365384
2022-12-31,0.6277601787945319,0.6294792053347796,0.37223982120546817,0.3705207946652204,1.6069919099317094,1.644868076304924,0.0017190265402476923,-0.0017190265402477478,0.03787616637321456
2025-12-21,0.6326932719451352,0.6342805050923889,0.3673067280548648,0.36571949490761113,1.7835939551824476,1.7378832692306885,0.0015872331472536194,-0.001587233147253675,-0.04571068595175909
