week_start,t,Inew_age12_diff,Inew_0_11_diff,Inew_65plus_diff,X_total_diff
2022-09-18,403,-0.029239687412164983,-0.32692946009115076,-0.21319697325475317,-2.253074222183386
2022-09-25,404,-0.024278626924047586,-0.27389405600285954,-0.17874035430787671,-1.879732061204777
2022-10-02,405,-0.020488436001667054,-0.23311364261655854,-0.1522484721937758,-1.593546827697537
2022-10-09,406,-0.01726124590537026,-0.19803676064807973,-0.12943382182339747,-1.3484666696235763
2022-10-16,407,-0.01492105811711042,-0.17259950957543424,-0.11287080478979306,-1.1706263429039154
2022-10-23,408,-0.013300354418300131,-0.15506348147320637,-0.1014678298073477,-1.0477464789744317
2022-10-30,409,-0.011906775043033946,-0.13990049171030705,-0.09158798981098926,-0.9416846334711408
2022-11-06,410,-0.011057775170330686,-0.13089694532857266,-0.08574086901394651,-0.8778604088652173
2022-11-13,411,-0.010607860697870564,-0.12649621056357319,-0.08289398337829823,-0.845234345501467
2022-11-20,412,-0.01048833051074638,-0.12596990291189059,-0.08258286538135451,-0.8386616705098504
2022-11-27,413,-0.010582158998099445,-0.12798694901636054,-0.0839383020073825,-0.8490374599473398
2022-12-04,414,-0.010977739256496477,-0.13366359940476968,-0.08770288958119465,-0.8836374668375129
2022-12-11,415,-0.011810366291182817,-0.14475132577445038,-0.09501578050871728,-0.9536370346028207
2022-12-18,416,-0.012781955726392624,-0.15766706547347553,-0.10353376080692556,-1.035194790471337
2022-12-25,417,-0.014178288223851254,-0.17599313898259084,-0.11560595392043638,-1.1516117338492222
2023-01-01,418,-0.013193241944799539,-0.16473588679340878,-0.10826495840230166,-1.0745637311164273
2023-01-08,419,-0.014203821247743775,-0.17837235428737586,-0.11727660793016526,-1.159974710270717
2023-01-15,420,-0.01449252880471441,-0.18301897128296218,-0.12037303675909072,-1.1866338790302962
2023-01-22,421,-0.01516619307696132,-0.1925588116203869,-0.12670345572222175,-1.2448688759106972
2023-01-29,422,-0.01601711059196731,-0.20441712587094685,-0.13456795613890904,-1.3178545472189853
2023-02-05,423,-0.016873305473790623,-0.21640412291839084,-0.1425404205897678,-1.3914640846678594
2023-02-12,424,-0.01793225651131536,-0.23110375728984422,-0.15229570623986888,-1.482059926618149
2023-02-19,425,-0.01902216946755786,-0.24634445973757124,-0.1623917708580791,-1.5755320017894974
2023-02-26,426,-0.020076104510248882,-0.26112712133530636,-0.1722541178868937,-1.6661842677419827
2023-03-05,427,-0.021475447440863604,-0.280577540470631,-0.18516517313767622,-1.785871490001682
2023-03-12,428,-0.022526234828287528,-0.2955899192522793,-0.19515296354967404,-1.8768644467420472
2023-03-19,429,-0.023573887248268477,-0.3106543068738574,-0.20517796785736664,-1.967823062657999
2023-03-26,430,-0.02474106565428258,-0.3273947331113618,-0.21630896234259467,-2.069006338273539
2023-04-02,431,-0.025509199556719153,-0.3389184007759809,-0.22400492886990264,-2.136986351988071
2023-04-09,432,-0.025863757797225162,-0.34498315610039754,-0.22808987972842942,-2.1703877099232614
2023-04-16,433,-0.02618047035607063,-0.35054816891022256,-0.23184330476874493,-2.200616205170718
2023-04-23,434,-0.026132211531713523,-0.35120708812530665,-0.23235328327049842,-2.2001052070345395
2023-04-30,435,-0.02562720511881622,-0.3456839791813877,-0.22876270951113042,-2.1609868812092827
2023-05-07,436,-0.02501317470463249,-0.33857785083120007,-0.22413990642283466,-2.112413382063096
2023-05-14,437,-0.02396447390658807,-0.32549710061226733,-0.21554781491278163,-2.0268552291088326
2023-05-21,438,-0.022695385967729464,-0.30930035325928884,-0.20488008134387314,-1.9223042202097531
2023-05-28,439,-0.02137602593256105,-0.2922637436768696,-0.19365863024819419,-1.8130988676798552
2023-06-04,440,-0.01991357152787998,-0.27314683983502164,-0.18103892890468387,-1.6913854623542193
2023-06-11,441,-0.01828474639097344,-0.25157589625681,-0.16679762147839483,-1.555105612607349
2023-06-18,442,-0.016942110864267335,-0.23380225380932984,-0.15506499292519038,-1.4427833493097069
2023-06-25,443,-0.01567655913162902,-0.21696781816703492,-0.14394992986480304,-1.3366896504484203
2023-07-02,444,-0.014238117862408473,-0.1976178985946433,-0.1311591909947083,-1.215520447401559
2023-07-09,445,-0.013028381927835397,-0.18132886717705787,-0.1203906320835273,-1.1135666258578567
2023-07-16,446,-0.01191845067127062,-0.16631471941597908,-0.11047118466774464,-1.01986145163346
2023-07-23,447,-0.010819983927512489,-0.15136689064799214,-0.1005904050847306,-0.9268875839725297
2023-07-30,448,-0.009865988613792176,-0.13836275426763223,-0.09199114384600193,-0.8460741451432341
2023-08-06,449,-0.008968845813573267,-0.12609002844935446,-0.08386736179235754,-0.76995023460114
2023-08-13,450,-0.00814045171486022,-0.1147146882647121,-0.07633641586347295,-0.6995489511010078
2023-08-20,451,-0.007432108332179332,-0.10496710410669152,-0.06988726313013416,-0.6393047102602623
2023-08-27,452,-0.006824235731139439,-0.09661136071245835,-0.06434624903724995,-0.5875978091389698
2023-09-03,453,-0.0062650250655975626,-0.0888851451789705,-0.05923132860024083,-0.5399504511843816
2023-09-10,454,-0.005838686211971478,-0.08301420326907305,-0.05534567377248578,-0.5036667837329105
2023-09-17,455,-0.005411962373046197,-0.07711982299466769,-0.0514333491867518,-0.4672849633071223
2023-09-24,456,-0.005017951877707372,-0.07166019863141315,-0.04780993523710464,-0.4336506232115198
2023-10-01,457,-0.004675804868489397,-0.06692011455177749,-0.044661281145280896,-0.4044387315575477
2023-10-08,458,-0.004333621019774192,-0.06214501929071048,-0.04149418879930877,-0.37515337522685854
2023-10-15,459,-0.0040114881435791006,-0.0576335112787163,-0.03850207415361595,-0.3475469337285517
2023-10-22,460,-0.003768179899693358,-0.054244438582244925,-0.036252424480025525,-0.32673215518028087
2023-10-29,461,-0.003526026964763229,-0.05085304006609448,-0.0340015991504643,-0.30597526857818025
2023-11-05,462,-0.003330319219714273,-0.048119523859867286,-0.03218788320916488,-0.28921509363843256
2023-11-12,463,-0.0031795622986003913,-0.04602634754467516,-0.030800066505612733,-0.2763324356585031
2023-11-19,464,-0.0030270978954503036,-0.04389279280486136,-0.029388056667194462,-0.2632707799731975
2023-11-26,465,-0.0029305162841657406,-0.04255926079076744,-0.02851241086878531,-0.2550451284340056
2023-12-03,466,-0.0028659160182904486,-0.041683733410526,-0.0279437301019847,-0.24958686546969489
2023-12-10,467,-0.0028750721715606886,-0.04187952413715479,-0.028092464949221352,-0.2505425022488055
2023-12-17,468,-0.0028502736679962837,-0.04158148659486116,-0.027908412509205505,-0.24853693717989245
2023-12-24,469,-0.002875633658727894,-0.042017832586797255,-0.028215008646540696,-0.2509021587953555
2023-12-31,470,-0.002994472607141363,-0.043813901096946495,-0.029440969841637354,-0.26141380768262934
2024-01-07,471,-0.0035414888126337196,-0.05189179701401514,-0.034890071844888126,-0.3093192116853345
2024-01-14,472,-0.003828407017133273,-0.056178215645829255,-0.0377923127931048,-0.33454236122182124
2024-01-21,473,-0.004305100400432416,-0.06326469186226547,-0.042582579515809016,-0.3763621017257037
2024-01-28,474,-0.0048011947499491114,-0.07065014796628333,-0.04758255976425474,-0.41990359683705947
2024-02-04,475,-0.005368816834316892,-0.07911141738960481,-0.05331117463059343,-0.46972838042256626
2024-02-11,476,-0.006096997807035098,-0.08997111435279237,-0.06065801114404934,-0.5336399102763494
2024-02-18,477,-0.00686960303995221,-0.10149458210530327,-0.06847355586285175,-0.6014521666127166
2024-02-25,478,-0.007853916318296683,-0.11618747691412068,-0.07843111641957279,-0.6878456773645212
2024-03-03,479,-0.009120603731017418,-0.13509655405852072,-0.0912486516408606,-0.799012096599995
2024-03-10,480,-0.010377395430816172,-0.1539196531950182,-0.10401198686263058,-0.9093763059227626
2024-03-17,481,-0.011678613482541067,-0.17343980233599154,-0.11726466594855367,-1.0236730900982138
2024-03-24,482,-0.012973410269214725,-0.19292142131700984,-0.13049709917324037,-1.137469448222305
2024-03-31,483,-0.014267866850115496,-0.21242836504532647,-0.1437688827986534,-1.2512669513602077
2024-04-07,484,-0.015341303518939142,-0.22871168251117524,-0.15485261701689979,-1.3457534317514046
2024-04-14,485,-0.01615726598256728,-0.24117649915095285,-0.16336662149242898,-1.417675373246766
2024-04-21,486,-0.016825611504014404,-0.2514594460375008,-0.17040998264708662,-1.4766694312455684
2024-04-28,487,-0.017168699441679536,-0.25692092464854,-0.174173367680595,-1.507161336783497
2024-05-05,488,-0.01719296201076581,-0.2575685465090487,-0.17470396410760713,-1.5096178850977822
2024-05-12,489,-0.016917605177251716,-0.2537785004340378,-0.17218390265993833,-1.4858237727934238
2024-05-19,490,-0.016324025655976016,-0.24516258495171428,-0.16640684588161037,-1.4340246537230996
2024-05-26,491,-0.015560304408516856,-0.23395842204720907,-0.1588703270603702,-1.3672428710467557
2024-06-02,492,-0.014561171437405207,-0.21916702427803614,-0.1488990260741332,-1.2797238367178352
2024-06-09,493,-0.013595762253706845,-0.20484537179680729,-0.1392390704314579,-1.1951249755514937
2024-06-16,494,-0.012466284102149672,-0.1880279701564973,-0.12786422312403545,-1.0960768775465795
2024-06-23,495,-0.011480059703108836,-0.17335740004966738,-0.11792467214992541,-1.0096051854002326
2024-06-30,496,-0.010337314535187936,-0.15627070805922472,-0.1063426146174109,-0.909310678473048
2024-07-07,497,-0.009316118686513164,-0.14097004614794173,-0.09597647973632917,-0.8196490664254839
2024-07-14,498,-0.008136325534017885,-0.12323278342364574,-0.08394209670377961,-0.7159954742430159
2024-07-21,499,-0.007242975576251531,-0.10981001499244059,-0.0748313864688086,-0.6375183679177212
2024-07-28,500,-0.006317032376774723,-0.09585847158152916,-0.06535609328675207,-0.5561354813705748
2024-08-04,501,-0.005520171615057912,-0.08383051390394058,-0.05719030210548226,-0.48607459373636175
2024-08-11,502,-0.004817454213002392,-0.07322134938514324,-0.04997792650415889,-0.42429012302733327
2024-08-18,503,-0.004273626606766445,-0.06501200822613384,-0.044395756891130844,-0.37647900828693537
2024-08-25,504,-0.003638344495811907,-0.05539079848560746,-0.03784627507643279,-0.32059077260760205
2024-09-01,505,-0.0032249352337589965,-0.04913540467778077,-0.033589902663791804,-0.28423192236496675
2024-09-08,506,-0.002841559106500968,-0.04333049486234941,-0.02963507715212188,-0.2505119806788798
2024-09-15,507,-0.002492300453465157,-0.03803898091679159,-0.026025868653301032,-0.21978949048319407
2024-09-22,508,-0.002208197603374762,-0.03373401309206869,-0.023088286578266448,-0.19480049312917913
2024-09-29,509,-0.001971021244155269,-0.030134481061036666,-0.020634061552311067,-0.17393560428884314
2024-10-06,510,-0.0017792016535161936,-0.027219979900257485,-0.01864874682951978,-0.1570604375836524
2024-10-13,511,-0.0016213217370542043,-0.02482115525790185,-0.017014463881469766,-0.14317429363491385
2024-10-20,512,-0.0015067620503297352,-0.02308482606179396,-0.01583121638148377,-0.13310891399135016
2024-10-27,513,-0.0014160411797518035,-0.021709530975074998,-0.01489563277888628,-0.12514245034085292
2024-11-03,514,-0.001345266274144108,-0.02063746321583082,-0.014167683699326972,-0.11893346200555754
2024-11-10,515,-0.0012978510431647106,-0.0199240985270972,-0.013684209908895184,-0.11478741960142713
2024-11-17,516,-0.0012630022542016173,-0.019402015865832567,-0.013332084113644171,-0.11174945933218794
2024-11-24,517,-0.0012468796551351469,-0.01916583074849143,-0.013176881586939082,-0.11036421461763268
2024-12-01,518,-0.0012510608757406727,-0.019242158069344484,-0.013236035016867653,-0.11077451974919938
2024-12-08,519,-0.0012680235988417055,-0.019516193068884746,-0.013430607402103334,-0.11231647768475028
2024-12-15,520,-0.0013556799843950085,-0.02087959634112302,-0.014375214691538574,-0.12011538800476274
2024-12-22,521,-0.001427696652958832,-0.02200340167864745,-0.015155749192217627,-0.12653199119648662
2024-12-29,522,-0.0015301843760502365,-0.02359475387738108,-0.016261673933561482,-0.13564239410249002
2025-01-05,523,-0.001740409363203299,-0.026845945720525677,-0.01851613355322712,-0.15429249625198338
2025-01-12,524,-0.0019438589676383788,-0.030002498681891865,-0.020703410859784555,-0.17235106687320467
2025-01-19,525,-0.002215338240465714,-0.0342126940217824,-0.02362074639219891,-0.19643467167331607
2025-01-26,526,-0.00264861251890558,-0.04092295353903097,-0.028271235951939033,-0.23484972469452714
2025-02-02,527,-0.0030912448385882474,-0.047789623215965804,-0.03303171818342676,-0.27409384297448014
2025-02-09,528,-0.00365954408994007,-0.05660202681466586,-0.03914640038476591,-0.32445911332555966
2025-02-16,529,-0.0043167546804832035,-0.06680531480549945,-0.04622614737441566,-0.38269814058566
2025-02-23,530,-0.005054757839306756,-0.07827028885393617,-0.05418667841653857,-0.4480792613719302
2025-03-02,531,-0.005795988494908588,-0.08980632529726051,-0.0621984248080949,-0.5137354097902573
2025-03-09,532,-0.006747811881886001,-0.10460997907386371,-0.0724884547013076,-0.5980187859177022
2025-03-16,533,-0.007673518743824381,-0.11904027047314258,-0.08251879294316922,-0.6799772393927697
2025-03-23,534,-0.008654358747119062,-0.13433425007212918,-0.09316232079670783,-0.7667809686935811
2025-03-30,535,-0.009664516654099842,-0.1501056314260012,-0.10414277855846876,-0.8561571993861321
2025-04-06,536,-0.010533439632429697,-0.16370952094121094,-0.11362129446730762,-0.9330040845824215
2025-04-13,537,-0.011238548563974327,-0.17477784599761037,-0.12134883096429405,-0.9953145944762696
2025-04-20,538,-0.011853835702090976,-0.18444030309841253,-0.12811911376188334,-1.0496294335871994
2025-04-27,539,-0.012139482378002775,-0.18900989538823865,-0.1313359369815288,-1.0747764149339218
2025-05-04,540,-0.012288832228770197,-0.1914506108982721,-0.13308140223387,-1.0878402370202593
2025-05-11,541,-0.012272586385964956,-0.1913314714857819,-0.13303442069066307,-1.086267145640818
2025-05-18,542,-0.012077819693006475,-0.18840461472099435,-0.13104836054812097,-1.068873159153668
2025-05-25,543,-0.011693970063287651,-0.18252958859132207,-0.1270038715685331,-1.0347636546322292
2025-06-01,544,-0.011288016806278556,-0.17627381453594637,-0.1227094042329071,-0.9986792827144768
2025-06-08,545,-0.010581642166454408,-0.1653522628461559,-0.11513792586976734,-0.9360742398824868
2025-06-15,546,-0.009943079673598199,-0.1554474286620291,-0.10828897622859301,-0.8794525420773311
2025-06-22,547,-0.009188313271045523,-0.14371787861685448,-0.1001598482857915,-0.8125795245946392
2025-06-29,548,-0.008531383559753358,-0.13350022694658037,-0.09308233010487754,-0.7543701853343805
2025-07-06,549,-0.007817753654541626,-0.12239228045230277,-0.08537238522359303,-0.6911773154754997
2025-07-13,550,-0.007237760143562699,-0.11336405762471458,-0.07910857442652741,-0.6398133735394254
2025-07-20,551,-0.006580280131405658,-0.10311250360241786,-0.07198531751265591,-0.5816189691444151
2025-07-27,552,-0.0060358373702666945,-0.09461882760558638,-0.06608651740826588,-0.5334258768170344
2025-08-03,553,-0.0054777568983959135,-0.08589902717276487,-0.06002734438693835,-0.4840396837814467
2025-08-10,554,-0.004984902967155591,-0.07819066392853102,-0.05467254621602535,-0.44042647074007846
2025-08-17,555,-0.004441787942610187,-0.06969481066809635,-0.048756706146413364,-0.392397912515122
2025-08-24,556,-0.004132820894406919,-0.06486414450505151,-0.04540281720012018,-0.3650571097757336
2025-08-31,557,-0.0037770318970240524,-0.059297747696728464,-0.04152824448907566,-0.3335961336615867
2025-09-07,558,-0.0034723582366991135,-0.05453504571632095,-0.0382095959616251,-0.3066624959110129
2025-09-14,559,-0.0032096832302572764,-0.05043074948741477,-0.035347819985531714,-0.2834474180467055
2025-09-21,560,-0.002959470304355394,-0.0465201447066832,-0.0326185152295686,-0.26134069229158285
2025-09-28,561,-0.0027075977130905926,-0.04257412604913213,-0.029866071213749734,-0.23908721818148138
2025-10-05,562,-0.002525433962930812,-0.0397216871731878,-0.027878573367480897,-0.22299186009409766
2025-10-12,563,-0.0023588080280938506,-0.03711022212694459,-0.026059348641542357,-0.20827123920643942
2025-10-19,564,-0.0021944863462102226,-0.03453323596362523,-0.02426256975922847,-0.19375807062021977
2025-10-26,565,-0.0020812815138262497,-0.03276141433358859,-0.02302851672818207,-0.1837611910358845
2025-11-02,566,-0.0020221913778131206,-0.031839202642117925,-0.022391600041613557,-0.17854033165140493
2025-11-09,567,-0.0019666455787066273,-0.030974862201560427,-0.02179291838289288,-0.17363682579674844
2025-11-16,568,-0.0019483948219944924,-0.030698090353656227,-0.0216068085090253,-0.1720249350608043
2025-11-23,569,-0.0019622760325535005,-0.030925180302418198,-0.02177680902194723,-0.1732456031416234
2025-11-30,570,-0.0020095129294139813,-0.031680863316864816,-0.022317462588828718,-0.17741109361074336
2025-12-07,571,-0.002059938946836981,-0.032483874916263034,-0.022894107895709226,-0.18185247915099012
2025-12-14,572,-0.002171437663669451,-0.034252571971375545,-0.024150791128516147,-0.19168068893657164
2025-12-21,573,-0.0023363305022274794,-0.036861606532596625,-0.02600334216899114,-0.20621139432951452
