"version","week_start","observed","expected","pearson_resid"
"v2.1",2016-12-04,222,231.414223866075,-0.30274860130461
"v2.1",2016-12-11,174,187.186120331199,-0.510019338283731
"v2.1",2016-12-18,134,159.767801844688,-1.14061409635418
"v2.1",2016-12-25,87,146.080347723593,-2.81918851239812
"v2.1",2017-01-01,223,200.804640169082,0.807970319013007
"v2.1",2017-01-08,255,238.303821887933,0.523216480605461
"v2.1",2017-01-15,333,301.417678656203,0.802381538919843
"v2.1",2017-01-22,356,356.921648981884,-0.0200802644586625
"v2.1",2017-01-29,440,438.88600317639,0.0200581492091593
"v2.1",2017-02-05,558,551.96872840016,0.0876349034360775
"v2.1",2017-02-12,645,692.092291592574,-0.552272286454382
"v2.1",2017-02-19,863,939.083030211587,-0.665973170279987
"v2.1",2017-02-26,1404,1393.20809810147,0.0644330046083259
"v2.1",2017-03-05,2051,2035.6035704902,0.0634137522511859
"v2.1",2017-03-12,3107,3019.27877378597,0.244971161115307
"v2.1",2017-03-19,3871,4117.91452473339,-0.507167271171667
"v2.1",2017-03-26,6245,5921.81693786001,0.462836694642248
"v2.1",2017-04-02,7292,7333.41755738637,-0.0479535201201535
"v2.1",2017-04-09,8668,8730.81248430095,-0.0611329939383682
"v2.1",2017-04-16,9912,9756.38067001412,0.135596355460419
"v2.1",2017-04-23,8682,9548.93957515647,-0.771741680955507
"v2.1",2017-04-30,10301,9937.47254130997,0.311002446048182
"v2.1",2017-05-07,8831,8839.89661675245,-0.00855232535030025
"v2.1",2017-05-14,8098,7700.2517785044,0.438679624729153
"v2.1",2017-05-21,5601,5819.62029051847,-0.318554451703006
"v2.1",2017-05-28,4645,4571.89295661897,0.135369246086743
"v2.1",2017-06-04,3374,3383.29306353191,-0.0231890835756919
"v2.1",2017-06-11,2264,2440.22821399488,-0.607223491662164
"v2.1",2017-06-18,1818,1888.58350701881,-0.312925336032193
"v2.1",2017-06-25,1432,1477.54792193773,-0.256785104732135
"v2.1",2017-07-02,1246,1210.84357412233,0.240616214557287
"v2.1",2017-07-09,905,938.060662058617,-0.289692011517437
"v2.1",2017-07-16,775,773.463134595265,0.0162087337834639
"v2.1",2017-07-23,607,614.098031979927,-0.0932520310365802
"v2.1",2017-07-30,530,501.269014639833,0.457001806149815
"v2.1",2017-08-06,375,374.548297313838,0.009415859179495
"v2.1",2017-08-13,308,290.798906338918,0.451368926472345
"v2.1",2017-08-20,207,211.188814196033,-0.145944272440137
"v2.1",2017-08-27,136,155.611181553888,-0.887575572464625
"v2.1",2017-09-03,121,127.933717419475,-0.369184245927992
"v2.1",2017-09-10,110,108.687132663832,0.0797604706935352
"v2.1",2017-09-17,92,92.2674676961464,-0.0184924419963484
"v2.1",2017-09-24,84,81.0582060989725,0.224766034877417
"v2.1",2017-10-01,84,73.1999117722225,0.891399601206749
"v2.1",2017-10-08,48,59.731807883565,-1.12506508107313
"v2.1",2017-10-15,50,56.5796615192284,-0.656168948503097
"v2.1",2017-10-22,46,53.9624580783866,-0.82144977550409
"v2.1",2017-10-29,67,56.7271980299653,1.02255830075531
"v2.1",2017-11-05,67,54.8807280760667,1.23531882014106
"v2.1",2017-11-12,49,48.9921229163331,0.000870096172726581
"v2.1",2017-11-19,35,43.5122466860766,-1.02093862664977
"v2.1",2017-11-26,40,41.3754981973129,-0.170755854648119
"v2.1",2017-12-03,46,39.6369130942979,0.813274063579596
"v2.1",2017-12-10,45,37.2450552067071,1.03355183006844
"v2.1",2017-12-17,25,32.4684818682081,-1.08999530517631
"v2.1",2017-12-24,19,31.2385593222687,-1.83172352080541
"v2.1",2017-12-31,35,34.782560921764,0.0303290408888101
"v2.1",2018-01-07,41,37.9642129322414,0.399445557165696
"v2.1",2018-01-14,48,41.7473680090592,0.771488504991891
"v2.1",2018-01-21,46,43.9631664776999,0.242567204515977
"v2.1",2018-01-28,46,45.9369989260819,0.0072785991180716
"v2.1",2018-02-04,43,47.6726346024465,-0.526086824882353
"v2.1",2018-02-11,44,50.5063476975295,-0.70347109894267
"v2.1",2018-02-18,52,55.0884840188567,-0.313960045937365
"v2.1",2018-02-25,77,62.7039575103083,1.32333019925454
"v2.1",2018-03-04,58,60.6028189400328,-0.246996452007985
"v2.1",2018-03-11,70,63.7686299903099,0.569744932278122
"v2.1",2018-03-18,48,59.4560828861289,-1.10231506142436
"v2.1",2018-03-25,45,59.323945087616,-1.38048733190872
"v2.1",2018-04-01,74,65.4590600772524,0.766037585190301
"v2.1",2018-04-08,78,63.784417635386,1.29951929800403
"v2.1",2018-04-15,69,57.4569490993363,1.13847700246954
"v2.1",2018-04-22,38,45.7539759171575,-0.898309799314065
"v2.1",2018-04-29,36,39.7551133746883,-0.47898001392941
"v2.1",2018-05-06,25,33.9332179458728,-1.26653816484617
"v2.1",2018-05-13,34,32.4276548168329,0.229666493569669
"v2.1",2018-05-20,33,30.2053924021487,0.427484869412084
"v2.1",2018-05-27,27,27.9216003141536,-0.148280121755369
"v2.1",2018-06-03,23,26.1022080223755,-0.520955693810703
"v2.1",2018-06-10,28,25.7959613242419,0.372893856902103
"v2.1",2018-06-17,30,25.1022702101032,0.842972222451612
"v2.1",2018-06-24,12,22.1990641448568,-1.89497790885367
"v2.1",2018-07-01,27,23.3384321422283,0.659559158563519
"v2.1",2018-07-08,25,22.2391498683182,0.512393134442751
"v2.1",2018-07-15,23,20.9149779145078,0.40183526238818
"v2.1",2018-07-22,20,19.3738780565025,0.126420359879065
"v2.1",2018-07-29,12,17.2327921638475,-1.13350958529937
"v2.1",2018-08-05,17,16.524671661565,0.105562903844926
"v2.1",2018-08-12,17,15.3981429536947,0.370876561716755
"v2.1",2018-08-19,15,14.1325411383354,0.211162518744662
"v2.1",2018-08-26,13,12.8626899784853,0.0352946979392798
"v2.1",2018-09-02,13,11.7639989896411,0.334362317750636
"v2.1",2018-09-09,10,10.5720666200004,-0.164408722476341
"v2.1",2018-09-16,10,9.78192817446744,0.0654655932187412
"v2.1",2018-09-23,6,8.97658520400994,-0.937381452334669
"v2.1",2018-09-30,6,8.74734688080665,-0.877684545798987
"v2.1",2018-10-07,8,8.81168515648525,-0.25825575485856
"v2.1",2018-10-14,14,9.21552995695009,1.4848883270004
"v2.1",2018-10-21,7,8.90444331534017,-0.602434605265838
"v2.1",2018-10-28,10,9.14088436377373,0.267839936667092
"v2.1",2018-11-04,9,9.08737052715166,-0.0273278524002331
"v2.1",2018-11-11,9,9.00884818804776,-0.00278091477975081
"v2.1",2018-11-18,12,9.03759509022496,0.929414975904094
"v2.1",2018-11-25,10,8.75929748012724,0.396063059450043
"v2.1",2018-12-02,9,8.5117728124604,0.158344587635606
"v2.1",2018-12-09,6,8.39044604161488,-0.781451299275434
"v2.1",2018-12-16,6,8.70982633770063,-0.867760276469196
"v2.1",2018-12-23,5,9.43965388253238,-1.359560860358
"v2.1",2018-12-30,10,11.0775891234124,-0.301631153647926
"v2.1",2019-01-06,15,13.2927652009185,0.43059733919825
"v2.1",2019-01-13,24,16.0906668741695,1.78440910708445
"v2.1",2019-01-20,15,17.4745902253679,-0.531602449607456
"v2.1",2019-01-27,17,19.8043954965979,-0.558744234046657
"v2.1",2019-02-03,21,22.2127523973541,-0.225242755489476
"v2.1",2019-02-10,34,25.8332072832334,1.3804549425323
"v2.1",2019-02-17,23,26.5039035165117,-0.582754468864467
"v2.1",2019-02-24,25,28.5210235895287,-0.558867007608423
"v2.1",2019-03-03,37,32.0114180522768,0.734839947076216
"v2.1",2019-03-10,32,33.4287815618317,-0.204577123752505
"v2.1",2019-03-17,30,35.923185562292,-0.808685737932965
"v2.1",2019-03-24,36,40.5923957785201,-0.577561928392348
"v2.1",2019-03-31,47,46.7277645769719,0.0310811453271809
"v2.1",2019-04-07,62,53.6553096886578,0.864391226183038
"v2.1",2019-04-14,56,56.0448191360246,-0.00450025903937118
"v2.1",2019-04-21,54,57.3702071810459,-0.332761418915286
"v2.1",2019-04-28,59,58.5854099020714,0.0403205184091237
"v2.1",2019-05-05,62,58.1889183911916,0.372465695681914
"v2.1",2019-05-12,54,53.9082479914455,0.00947241174670485
"v2.1",2019-05-19,53,49.9937442692891,0.3273818548965
"v2.1",2019-05-26,38,43.4589229930258,-0.655282009765039
"v2.1",2019-06-02,28,38.0564764074096,-1.32106519307032
"v2.1",2019-06-09,45,36.9495238064594,1.07867077697651
"v2.1",2019-06-16,44,32.5073294455131,1.67599795658834
"v2.1",2019-06-23,23,25.3920617998538,-0.408748898376
"v2.1",2019-06-30,19,21.1313566862284,-0.408185695507627
"v2.1",2019-07-07,17,17.9760084841088,-0.2061538552054
"v2.1",2019-07-14,7,15.1397549779478,-1.90339426322878
"v2.1",2019-07-21,14,14.7135272256103,-0.16966174926801
"v2.1",2019-07-28,16,14.4520924133928,0.37192987833158
"v2.1",2019-08-04,13,14.0072599783481,-0.246465533755886
"v2.1",2019-08-11,14,13.8885185400814,0.0274134127928352
