"version","quantity","week_start","q025","median","q975"
"v2","symptomatic_reporting",2017-11-19,0.0806944325476957,0.128776189796898,0.222292528764734
"v2","symptomatic_reporting",2017-11-26,0.0809053258910821,0.129218107530414,0.223132349246179
"v2","symptomatic_reporting",2017-12-03,0.0810863484818406,0.129678849727985,0.224611442549701
"v2","symptomatic_reporting",2017-12-10,0.0811260277580373,0.130116117974483,0.225394626176349
"v2","symptomatic_reporting",2017-12-17,0.0815320407330704,0.130425928498136,0.226222791876618
"v2","symptomatic_reporting",2017-12-24,0.0816915950720326,0.130830553612466,0.227497396836444
"v2","symptomatic_reporting",2017-12-31,0.081796354031963,0.131189388278744,0.228879339134719
"v2","symptomatic_reporting",2018-01-07,0.081991765833666,0.131634601353436,0.230219605684979
"v2","symptomatic_reporting",2018-01-14,0.0820089961336294,0.132023343941856,0.231565701288334
"v2","symptomatic_reporting",2018-01-21,0.0821151086013031,0.132394850046709,0.232913104342787
"v2","symptomatic_reporting",2018-01-28,0.0822886817203442,0.132733728298321,0.23394028443813
"v2","symptomatic_reporting",2018-02-04,0.0824066370891394,0.133151590547279,0.2354659329525
"v2","symptomatic_reporting",2018-02-11,0.0824680647137073,0.133495164292552,0.236997644664528
"v2","symptomatic_reporting",2018-02-18,0.0825171964802867,0.133946468388781,0.238148698653661
"v2","symptomatic_reporting",2018-02-25,0.0825897655428026,0.134239214893127,0.239332617505581
"v2","symptomatic_reporting",2018-03-04,0.0827600736249711,0.134670866428231,0.24054771635087
"v2","symptomatic_reporting",2018-03-11,0.0828801239455645,0.135070465867905,0.241785939174466
"v2","symptomatic_reporting",2018-03-18,0.083064669479023,0.135456447074967,0.243233740184291
"v2","symptomatic_reporting",2018-03-25,0.0831476190966532,0.135822611464724,0.244666212201319
"v2","symptomatic_reporting",2018-04-01,0.0831958074448192,0.136271191555817,0.246355831708143
"v2","symptomatic_reporting",2018-04-08,0.0832202275778326,0.136579472382743,0.247705408355773
"v2","symptomatic_reporting",2018-04-15,0.0833216286591245,0.137056297261683,0.249181124903889
"v2","symptomatic_reporting",2018-04-22,0.0833904220333906,0.137416417097133,0.250131879049115
"v2","symptomatic_reporting",2018-04-29,0.0835635098270803,0.137904046546874,0.251299461910608
"v2","symptomatic_reporting",2018-05-06,0.0837183525981694,0.138286780075299,0.251842798099725
"v2","symptomatic_reporting",2018-05-13,0.0838448843234434,0.138636603206511,0.25396368008469
"v2","symptomatic_reporting",2018-05-20,0.083899339455538,0.138996420083084,0.255576570287329
"v2","symptomatic_reporting",2018-05-27,0.0839550525503531,0.139477301280359,0.256793949056467
"v2","symptomatic_reporting",2018-06-03,0.0840107998189998,0.139848376701786,0.258010947097722
"v2","symptomatic_reporting",2018-06-10,0.0840650111438181,0.140114981765254,0.259322564732844
"v2","symptomatic_reporting",2018-06-17,0.0841187577078448,0.14045406281845,0.26078151722304
"v2","symptomatic_reporting",2018-06-24,0.0841962175243259,0.140794930970204,0.26192392274369
"v2","symptomatic_reporting",2018-07-01,0.0843684882760597,0.141128592463082,0.263276548410778
"v2","symptomatic_reporting",2018-07-08,0.0844966079107373,0.141534518127029,0.264388371998349
"v2","symptomatic_reporting",2018-07-15,0.0845998580431749,0.141986269908102,0.265950346508405
"v2","symptomatic_reporting",2018-07-22,0.0846958195980992,0.142346375063405,0.267324555017246
"v2","symptomatic_reporting",2018-07-29,0.084853331056937,0.142822405942,0.268443909513977
"v2","symptomatic_reporting",2018-08-05,0.0849424873268803,0.143284191353017,0.269826802426644
"v2","symptomatic_reporting",2018-08-12,0.0850665137063355,0.143757303593323,0.271342689678687
"v2","symptomatic_reporting",2018-08-19,0.0851532627255831,0.144101411385068,0.272581883080578
"v2","symptomatic_reporting",2018-08-26,0.0852159092813717,0.144572219876448,0.273801415266086
"v2","symptomatic_reporting",2018-09-02,0.0852669886165057,0.145081038178459,0.275020659716614
"v2","symptomatic_reporting",2018-09-09,0.0852883874271103,0.145493878464655,0.276253909115017
"v2","symptomatic_reporting",2018-09-16,0.0853427722248328,0.146005355106921,0.277902635711037
"v2","symptomatic_reporting",2018-09-23,0.0855052886929041,0.14637804340478,0.279738003131885
"v2","symptomatic_reporting",2018-09-30,0.0856419496535251,0.146807011282359,0.281439201579024
"v2","symptomatic_reporting",2018-10-07,0.0857330991114498,0.14718710143306,0.282644604836117
"v2","symptomatic_reporting",2018-10-14,0.085920941100055,0.147668943120672,0.283690442603791
"v2","symptomatic_reporting",2018-10-21,0.0860660298142947,0.148102721549038,0.28504707208898
"v2","symptomatic_reporting",2018-10-28,0.0862160793778143,0.1485453698133,0.286775728635197
"v2","symptomatic_reporting",2018-11-04,0.0863394740312712,0.148997939473565,0.288451083086696
"v2","symptomatic_reporting",2018-11-11,0.0864397825140573,0.149475618957629,0.28972195366182
"v2","symptomatic_reporting",2018-11-18,0.0865308547847049,0.149949037469334,0.291577285796853
"v2","symptomatic_reporting",2018-11-25,0.0866223477957755,0.15042358307429,0.293173545411585
"v2","symptomatic_reporting",2018-12-02,0.0867214769226013,0.150853046469605,0.294374848124991
"v2","symptomatic_reporting",2018-12-09,0.0868049442271332,0.151222010931129,0.295307584714413
"v2","symptomatic_reporting",2018-12-16,0.0868960134922677,0.151736393779241,0.296112574340847
"v2","symptomatic_reporting",2018-12-23,0.0870727366272806,0.152297516414072,0.297004452203772
"v2","symptomatic_reporting",2018-12-30,0.0871903216780489,0.152794453084822,0.298516989541529
"v2","overall_detection",2015-01-04,0.0210567613570286,0.0413314492393179,0.077635185102315
"v2","overall_detection",2015-01-11,0.0212890480607484,0.0414249211696594,0.0777049944978946
"v2","overall_detection",2015-01-18,0.0214574215404104,0.0415511820722382,0.0778830687471187
"v2","overall_detection",2015-01-25,0.021666495350212,0.0416795036823842,0.0780614822090433
"v2","overall_detection",2015-02-01,0.0218135604052098,0.0418013125195881,0.0782044753927684
"v2","overall_detection",2015-02-08,0.0219430739573075,0.0419378170180573,0.0782240125069818
"v2","overall_detection",2015-02-15,0.0220221042378367,0.042034706599563,0.078243130351895
"v2","overall_detection",2015-02-22,0.0221142350304757,0.0421656113083714,0.0783839744370455
"v2","overall_detection",2015-03-01,0.022268163764677,0.0423194375416251,0.0783930163852271
"v2","overall_detection",2015-03-08,0.0224291839832007,0.0424380220340761,0.0784016949620483
"v2","overall_detection",2015-03-15,0.02256723819534,0.0426081485512675,0.0786044273392882
"v2","overall_detection",2015-03-22,0.0227236752972016,0.0427491666097424,0.0786250592316411
"v2","overall_detection",2015-03-29,0.0228363388531398,0.0428786929379756,0.0786490336904638
"v2","overall_detection",2015-04-05,0.0229813630849488,0.0430159622304308,0.078887150494792
"v2","overall_detection",2015-04-12,0.0231361401151202,0.0431370009270449,0.0789623186473334
"v2","overall_detection",2015-04-19,0.023283293280643,0.0432496147493149,0.079069235939363
"v2","overall_detection",2015-04-26,0.0234401089998112,0.043343253782617,0.0791532334068701
"v2","overall_detection",2015-05-03,0.0235954835368709,0.0434511466828794,0.0791768973791632
"v2","overall_detection",2015-05-10,0.0237522922875547,0.0436390175246042,0.0793403257050543
"v2","overall_detection",2015-05-17,0.0238769941830245,0.0437689235723086,0.0794177455636277
"v2","overall_detection",2015-05-24,0.024024381487419,0.0439214390597629,0.0794796908291917
"v2","overall_detection",2015-05-31,0.0241966448901686,0.0440258268534039,0.0795263130823043
"v2","overall_detection",2015-06-07,0.0243627201808848,0.044136617985166,0.0796062927811629
"v2","overall_detection",2015-06-14,0.0245134919991884,0.044243969721396,0.0797048846261443
"v2","overall_detection",2015-06-21,0.0246769349714524,0.0444227470209363,0.0799714838640125
"v2","overall_detection",2015-06-28,0.0249118097618422,0.0445628192290049,0.080138432724188
"v2","overall_detection",2015-07-05,0.0250962078974019,0.0446869221194384,0.0801800453972639
"v2","overall_detection",2015-07-12,0.0252249854216245,0.0448090458834371,0.0803562646456927
"v2","overall_detection",2015-07-19,0.0253193451283838,0.0449816436455798,0.0806488240738783
"v2","overall_detection",2015-07-26,0.0254354915640279,0.0451162784210352,0.0809422625742752
"v2","overall_detection",2015-08-02,0.0255525054030942,0.0452308773795495,0.0810468288433751
"v2","overall_detection",2015-08-09,0.0256850849035052,0.0453952519287779,0.0811932209818125
"v2","overall_detection",2015-08-16,0.0259595860180983,0.0455627553300147,0.0812448705532939
"v2","overall_detection",2015-08-23,0.026113991998414,0.0457491438207174,0.0813474828948102
"v2","overall_detection",2015-08-30,0.0262438220289158,0.0458703489860806,0.0817081975668871
"v2","overall_detection",2015-09-06,0.0264643288733977,0.0460066224834011,0.0817349982722152
"v2","overall_detection",2015-09-13,0.0266685333342508,0.0461051264735799,0.0819409503117998
"v2","overall_detection",2015-09-20,0.0269588444451951,0.0462143834488972,0.082070302147509
"v2","overall_detection",2015-09-27,0.027172557315543,0.0463540224380646,0.0820752650807432
"v2","overall_detection",2015-10-04,0.0273181744378806,0.0464935118054957,0.0821237421383146
"v2","overall_detection",2015-10-11,0.0274785546097413,0.0466845413660457,0.0822723093548811
"v2","overall_detection",2015-10-18,0.0276183928544263,0.0467948346012081,0.0824972971102951
"v2","overall_detection",2015-10-25,0.027727977888798,0.0469329493504736,0.0826678431133943
"v2","overall_detection",2015-11-01,0.0278608918603706,0.047106611947878,0.0827359656024089
"v2","overall_detection",2015-11-08,0.0280220422885773,0.0472551722534182,0.0830263380689418
"v2","overall_detection",2015-11-15,0.0281865794778191,0.0473988905903805,0.083062435484648
"v2","overall_detection",2015-11-22,0.0282744121925888,0.0475133505305035,0.0831685819700873
"v2","overall_detection",2015-11-29,0.0284361263164757,0.0477021883530969,0.0833286012255294
"v2","overall_detection",2015-12-06,0.028569828560355,0.0478617080281227,0.0835082163764692
"v2","overall_detection",2015-12-13,0.0286659639053676,0.0479782520754682,0.0836640520528382
"v2","overall_detection",2015-12-20,0.0289011298910349,0.0481651717390803,0.0838474132398026
"v2","overall_detection",2015-12-27,0.0290484050918651,0.0483189840398215,0.0840274904510987
"v2","overall_detection",2016-01-03,0.0292411331841672,0.0484916797135358,0.0842395707103523
"v2","overall_detection",2016-01-10,0.02940568450835,0.0486710398429581,0.084423468959924
"v2","overall_detection",2016-01-17,0.0296210902235849,0.0488235658806789,0.0844903792779064
"v2","overall_detection",2016-01-24,0.0297783473805044,0.0490249172859947,0.0847006232427907
"v2","overall_detection",2016-01-31,0.0298928936691067,0.0491688299409884,0.0847774258579842
"v2","overall_detection",2016-02-07,0.0300293192400399,0.0493530423181125,0.0850840559745344
"v2","overall_detection",2016-02-14,0.0302130929647168,0.0495632855047333,0.0853509152484103
"v2","overall_detection",2016-02-21,0.0303650459908976,0.0497349002641779,0.0855446504065365
"v2","overall_detection",2016-02-28,0.0305115684898637,0.0498733527331648,0.0856839480742616
"v2","overall_detection",2016-03-06,0.0306018850539727,0.0500599316991546,0.085780733034192
"v2","overall_detection",2016-03-13,0.0307246355179178,0.0502330748763064,0.0859329076669676
"v2","overall_detection",2016-03-20,0.0309056112578322,0.0504192021937862,0.086194368559482
"v2","overall_detection",2016-03-27,0.0310147682619744,0.0505766840701207,0.0862719477808871
"v2","overall_detection",2016-04-03,0.0312020260706507,0.0507018233909412,0.0864473556326705
"v2","overall_detection",2016-04-10,0.0314125765765286,0.0508669278043084,0.0865433185385632
"v2","overall_detection",2016-04-17,0.031590443470738,0.0510416887634114,0.0866891546414458
"v2","overall_detection",2016-04-24,0.0317731478009267,0.0512051385305233,0.0867295587938735
"v2","overall_detection",2016-05-01,0.0319292488958808,0.0513583389673238,0.0871049184469923
"v2","overall_detection",2016-05-08,0.0320893550858683,0.051502953911003,0.0875359158192727
"v2","overall_detection",2016-05-15,0.0322500045677044,0.0516676480549755,0.087800039594651
"v2","overall_detection",2016-05-22,0.0324102027350714,0.0517836641903422,0.0879961627989375
"v2","overall_detection",2016-05-29,0.0325929337383222,0.0519553415998752,0.0882935403795362
"v2","overall_detection",2016-06-05,0.0327004088590464,0.0520938965946078,0.0887041752717938
"v2","overall_detection",2016-06-12,0.0328454678437308,0.0522631696549105,0.0890262557360654
"v2","overall_detection",2016-06-19,0.0330492113321098,0.0524996301642674,0.0891746853665249
"v2","overall_detection",2016-06-26,0.0332264011356468,0.0526706769905037,0.0893064088170184
"v2","overall_detection",2016-07-03,0.0333565506096508,0.0528716174330836,0.0895257384678845
"v2","overall_detection",2016-07-10,0.0334309655419889,0.0530594379019233,0.0897071265067075
"v2","overall_detection",2016-07-17,0.0335764082289159,0.0532735200420098,0.0900467499136413
"v2","overall_detection",2016-07-24,0.0337968518704891,0.0534500900782547,0.0903886695386424
"v2","overall_detection",2016-07-31,0.0340104760118902,0.0535972060980472,0.0907562784134066
"v2","overall_detection",2016-08-07,0.0341500409254814,0.0537904979443449,0.0910434189868435
"v2","overall_detection",2016-08-14,0.0343181406851176,0.0539872163111189,0.0913814198300833
"v2","overall_detection",2016-08-21,0.0344183424394543,0.0541898718222013,0.0916454615182166
"v2","overall_detection",2016-08-28,0.0346154191956849,0.0543532393833709,0.0920112777245512
"v2","overall_detection",2016-09-04,0.034775094304087,0.054586641402882,0.092322699545596
"v2","overall_detection",2016-09-11,0.0348796210047038,0.0548157896565075,0.0926289063706415
"v2","overall_detection",2016-09-18,0.0349602516751131,0.0549393370379371,0.0928689642533655
"v2","overall_detection",2016-09-25,0.0350967089983716,0.055120535473496,0.0931421854231334
"v2","overall_detection",2016-10-02,0.0351793457011627,0.0553066540901004,0.093584573520736
"v2","overall_detection",2016-10-09,0.0353045652224492,0.0554845013954753,0.0938819401375553
"v2","overall_detection",2016-10-16,0.0353810832290189,0.055648671262262,0.0941242682097075
"v2","overall_detection",2016-10-23,0.0354667583101481,0.0558649621946028,0.0941248203334192
"v2","overall_detection",2016-10-30,0.0355828276481591,0.0560625812047961,0.0941775523456662
"v2","overall_detection",2016-11-06,0.0357113472346566,0.0563261935953049,0.0944142764092431
"v2","overall_detection",2016-11-13,0.0357398431480422,0.0565248358876468,0.0946085279413625
"v2","overall_detection",2016-11-20,0.0359161443636414,0.0566961831962272,0.0949794938922111
"v2","overall_detection",2016-11-27,0.0360982533600226,0.0568991616987532,0.095547552166137
"v2","overall_detection",2016-12-04,0.0362866339230649,0.0570823859434599,0.0956830380725726
"v2","overall_detection",2016-12-11,0.0364351776521022,0.0572973458787855,0.0962701554063534
"v2","overall_detection",2016-12-18,0.036572016142499,0.0574755088732828,0.0964191095907264
"v2","overall_detection",2016-12-25,0.036789532639382,0.0576937264848066,0.0968556401712264
"v2","overall_detection",2017-01-01,0.0368871535847263,0.0579140540706029,0.0971860275982604
"v2","overall_detection",2017-01-08,0.0369934839588962,0.0581463612584608,0.0975857763081762
"v2","overall_detection",2017-01-15,0.0370854354552713,0.0582981755298222,0.0976813534904622
"v2","overall_detection",2017-01-22,0.0372646867462626,0.0584139439932818,0.0980088789473743
"v2","overall_detection",2017-01-29,0.0373530828804808,0.0585801200141371,0.0981966197483696
"v2","overall_detection",2017-02-05,0.0375102800099892,0.058769423436246,0.0986140501335463
"v2","overall_detection",2017-02-12,0.0377484533968465,0.0589493583815336,0.0988256522670893
"v2","overall_detection",2017-02-19,0.0378352809917446,0.0591237266517161,0.0993311495149475
"v2","overall_detection",2017-02-26,0.0379446010827132,0.0592864224771024,0.0997069861220906
"v2","overall_detection",2017-03-05,0.0380814761557952,0.0595146707857963,0.0999053982005919
"v2","overall_detection",2017-03-12,0.0381956340137871,0.0596985474019971,0.100384661060798
"v2","overall_detection",2017-03-19,0.0383655648222251,0.0598753655463947,0.100674610759539
"v2","overall_detection",2017-03-26,0.0385214720932986,0.0600703119621073,0.101018145080788
"v2","overall_detection",2017-04-02,0.0386790527390847,0.0602513831764414,0.101303196522083
"v2","overall_detection",2017-04-09,0.0387229724000889,0.0604349569454223,0.101610861423835
"v2","overall_detection",2017-04-16,0.0388612635064913,0.0606455318637182,0.101914827871346
"v2","overall_detection",2017-04-23,0.03899882995193,0.060803776869255,0.102356338333976
"v2","overall_detection",2017-04-30,0.0392041353006707,0.061020521125037,0.102643686936416
"v2","overall_detection",2017-05-07,0.0393133012486113,0.0612095146354126,0.102806037293025
"v2","overall_detection",2017-05-14,0.039377425987064,0.0614125950097618,0.103176610464067
"v2","overall_detection",2017-05-21,0.0395798015183885,0.0615626748183917,0.103585862823398
"v2","overall_detection",2017-05-28,0.03969942349026,0.0617766987612723,0.10395856285173
"v2","overall_detection",2017-06-04,0.0397855782366126,0.0620144017295229,0.104293772088375
"v2","overall_detection",2017-06-11,0.0398957579479281,0.0622102230128428,0.10477795133568
"v2","overall_detection",2017-06-18,0.0400136739744853,0.0623971553587511,0.105127247639906
"v2","overall_detection",2017-06-25,0.0400719333004655,0.0626160152763503,0.105556900641676
"v2","overall_detection",2017-07-02,0.0402265128255513,0.0628208377611394,0.106049955788626
"v2","overall_detection",2017-07-09,0.0403683143726699,0.0630127658217015,0.106465936058861
"v2","overall_detection",2017-07-16,0.0404780062062349,0.0631828650435337,0.106883977870199
"v2","overall_detection",2017-07-23,0.0405953163015144,0.0633613271381815,0.107302135916279
"v2","overall_detection",2017-07-30,0.0406803389715616,0.0635496691345289,0.107805120523443
"v2","overall_detection",2017-08-06,0.0406909320426618,0.0637138050185392,0.108387124142161
"v2","overall_detection",2017-08-13,0.0407533830824713,0.0639117722325033,0.109090059005928
"v2","overall_detection",2017-08-20,0.0408003043059736,0.064084098740473,0.109558947575683
"v2","overall_detection",2017-08-27,0.0408342472938081,0.0642887707306722,0.109704053082488
"v2","overall_detection",2017-09-03,0.0409096402152962,0.0645328100890221,0.110002040526364
"v2","overall_detection",2017-09-10,0.0409983891342824,0.0647707658925158,0.110302515929059
"v2","overall_detection",2017-09-17,0.0410917007985443,0.0649784669548284,0.1107166657603
"v2","overall_detection",2017-09-24,0.0412422962941356,0.0652212058324013,0.111501758841903
"v2","overall_detection",2017-10-01,0.0413572163483748,0.0654278100056584,0.112133565105542
"v2","overall_detection",2017-10-08,0.0414927441314618,0.065610155145185,0.112700710016687
"v2","overall_detection",2017-10-15,0.0416077956666011,0.0658385408234017,0.113150260523757
"v2","overall_detection",2017-10-22,0.0416296216865273,0.0660538719371946,0.113711539407302
"v2","overall_detection",2017-10-29,0.0417202251093143,0.0662740001561166,0.114042191251658
"v2","overall_detection",2017-11-05,0.0418109403128429,0.0664543365260016,0.114746310461304
"v2","overall_detection",2017-11-12,0.0418731890644156,0.0667196265954185,0.115248334671804
"v2","overall_detection",2017-11-19,0.0419611049248018,0.0669636186943869,0.115592114957662
"v2","overall_detection",2017-11-26,0.0420707694633627,0.0671934159158153,0.116028821608013
"v2","overall_detection",2017-12-03,0.0421649012105571,0.0674330018585525,0.116797950125845
"v2","overall_detection",2017-12-10,0.0421855344341794,0.067660381346731,0.117205205611701
"v2","overall_detection",2017-12-17,0.0423966611811966,0.0678214828190306,0.117635851775841
"v2","overall_detection",2017-12-24,0.0424796294374569,0.0680318878784825,0.118298646354951
"v2","overall_detection",2017-12-31,0.0425341040966208,0.0682184819049468,0.119017256350054
"v2","overall_detection",2018-01-07,0.0426357182335063,0.068449992703787,0.119714194956189
"v2","overall_detection",2018-01-14,0.0426446779894873,0.0686521388497651,0.120414164669933
"v2","overall_detection",2018-01-21,0.0426998564726776,0.0688453220242886,0.121114814258249
"v2","overall_detection",2018-01-28,0.042790114494579,0.0690215387151269,0.121648947907827
"v2","overall_detection",2018-02-04,0.0428514512863525,0.0692388270845853,0.1224422851353
"v2","overall_detection",2018-02-11,0.0428833936511278,0.0694174854321272,0.123238775225554
"v2","overall_detection",2018-02-18,0.0429089421697491,0.0696521635621662,0.123837323299904
"v2","overall_detection",2018-02-25,0.0429466780822573,0.0698043917444261,0.124452961102902
"v2","overall_detection",2018-03-04,0.043035238284985,0.0700288505426803,0.125084812502452
"v2","overall_detection",2018-03-11,0.0430976644516935,0.0702366422513106,0.125728688370723
"v2","overall_detection",2018-03-18,0.043193628129092,0.0704373524789828,0.126481544895831
"v2","overall_detection",2018-03-25,0.0432367619302597,0.0706277579616564,0.127226430344686
"v2","overall_detection",2018-04-01,0.043261819871306,0.0708610196090246,0.128105032488234
"v2","overall_detection",2018-04-08,0.0432745183404729,0.0710213256390262,0.128806812345002
"v2","overall_detection",2018-04-15,0.0433272469027447,0.0712692745760752,0.129574184950022
"v2","overall_detection",2018-04-22,0.0433630194573631,0.071456536890509,0.13006857710554
"v2","overall_detection",2018-04-29,0.0434530251100817,0.0717101042043746,0.130675720193516
"v2","overall_detection",2018-05-06,0.0435335433510481,0.0719091256391554,0.130958255011857
"v2","overall_detection",2018-05-13,0.0435993398481906,0.0720910336673856,0.132061113644039
"v2","overall_detection",2018-05-20,0.0436276565168798,0.0722781384432038,0.132899816549411
"v2","overall_detection",2018-05-27,0.0436566273261836,0.0725281966657869,0.133532853509363
"v2","overall_detection",2018-06-03,0.0436856159058799,0.0727211558849287,0.134165692490815
"v2","overall_detection",2018-06-10,0.0437138057947854,0.0728597905179323,0.134847733661079
"v2","overall_detection",2018-06-17,0.0437417540080793,0.0730361126655939,0.135606388955981
"v2","overall_detection",2018-06-24,0.0437820331126495,0.0732133641045061,0.136200439826719
"v2","overall_detection",2018-07-01,0.0438716139035511,0.0733868680808027,0.136903805173605
"v2","overall_detection",2018-07-08,0.0439382361135834,0.0735979494260551,0.137481953439141
"v2","overall_detection",2018-07-15,0.0439919261824509,0.0738328603522132,0.138294180184371
"v2","overall_detection",2018-07-22,0.0440418261910116,0.0740201150329707,0.139008768608968
"v2","overall_detection",2018-07-29,0.0441237321496072,0.0742676510898401,0.139590832947268
"v2","overall_detection",2018-08-05,0.0441700934099778,0.0745077795035686,0.140309937261855
"v2","overall_detection",2018-08-12,0.0442345871272945,0.0747537978685279,0.141098198632917
"v2","overall_detection",2018-08-19,0.0442796966173032,0.0749327339202353,0.1417425792019
"v2","overall_detection",2018-08-26,0.0443122728263133,0.0751775543357529,0.142376735938365
"v2","overall_detection",2018-09-02,0.044338834080583,0.0754421398527989,0.143010743052639
"v2","overall_detection",2018-09-09,0.0443499614620974,0.0756568168016207,0.143652032739809
"v2","overall_detection",2018-09-16,0.0443782415569131,0.075922784655599,0.144509370569739
"v2","overall_detection",2018-09-23,0.0444627501203101,0.0761165825704855,0.14546376162858
"v2","overall_detection",2018-09-30,0.0445338138198331,0.0763396458668265,0.146348384821093
"v2","overall_detection",2018-10-07,0.0445812115379539,0.076537292745191,0.146975194514781
"v2","overall_detection",2018-10-14,0.0446788893720286,0.0767878504227492,0.147519030153971
"v2","overall_detection",2018-10-21,0.0447543355034332,0.0770134152054997,0.14822447748627
"v2","overall_detection",2018-10-28,0.0448323612764635,0.0772435923029157,0.149123378890302
"v2","overall_detection",2018-11-04,0.044896526496261,0.077478928526254,0.149994563205082
"v2","overall_detection",2018-11-11,0.0449486869073098,0.077727321857967,0.150655415904146
"v2","overall_detection",2018-11-18,0.0449960444880465,0.0779734994840537,0.151620188614364
"v2","overall_detection",2018-11-25,0.0450436208538033,0.0782202631986307,0.152450243614024
"v2","overall_detection",2018-12-02,0.0450951679997527,0.0784435841641944,0.153074921024995
"v2","overall_detection",2018-12-09,0.0451385709981093,0.0786354456841869,0.153559944051495
"v2","overall_detection",2018-12-16,0.0451859270159792,0.0789029247652053,0.15397853865724
"v2","overall_detection",2018-12-23,0.0452778230461859,0.0791947085353175,0.154442315145961
"v2","overall_detection",2018-12-30,0.0453389672725854,0.0794531156041073,0.155228834561595
"v2","R0",2015-01-04,0.768791029440696,1.33466663511612,2.25830940289556
"v2","R0",2015-01-11,0.768791029440696,1.33466663511612,2.25830940289556
"v2","R0",2015-01-18,0.768791029440696,1.33466663511612,2.25830940289556
"v2","R0",2015-01-25,0.768791029440696,1.33466663511612,2.25830940289556
"v2","R0",2015-02-01,0.768791029440696,1.33466663511612,2.25830940289556
"v2","R0",2015-02-08,0.768791029440696,1.33466663511612,2.25830940289556
"v2","R0",2015-02-15,0.768791029440696,1.33466663511612,2.25830940289556
"v2","R0",2015-02-22,0.768791029440696,1.33466663511612,2.25830940289556
"v2","R0",2015-03-01,0.768791029440696,1.33466663511612,2.25830940289556
"v2","R0",2015-03-08,0.807145073857468,1.32078733119107,2.20946536662684
"v2","R0",2015-03-15,0.793533119298116,1.27826685652735,2.0637458264206
"v2","R0",2015-03-22,0.784567477596493,1.23154771185869,1.94256706899336
"v2","R0",2015-03-29,0.784504472379592,1.18968817029452,1.80075196342964
"v2","R0",2015-04-05,0.758179147532597,1.14469366378281,1.72293081845323
"v2","R0",2015-04-12,0.720698765105288,1.08831572166537,1.62184007666146
"v2","R0",2015-04-19,0.685509537651789,1.03111578222333,1.51885892262112
"v2","R0",2015-04-26,0.634096716160397,0.959081397988661,1.42802126871533
"v2","R0",2015-05-03,0.560546663948916,0.850267828944315,1.29370378050455
"v2","R0",2015-05-10,0.512452857079478,0.789686903499075,1.19478856783474
"v2","R0",2015-05-17,0.45737757511571,0.70196230958871,1.08254683042277
"v2","R0",2015-05-24,0.418373902838036,0.657072343209435,1.00408069116786
"v2","R0",2015-05-31,0.382583907431594,0.616148755654793,0.953114905920822
"v2","R0",2015-06-07,0.348687222904289,0.575100526453342,0.894306132325101
"v2","R0",2015-06-14,0.330624029440902,0.555760055284766,0.866546208840175
"v2","R0",2015-06-21,0.321907270299845,0.533587591154693,0.840738084857079
"v2","R0",2015-06-28,0.310639582370238,0.526111087384737,0.819936443353054
"v2","R0",2015-07-05,0.302799975494494,0.527677741726148,0.831584571820642
"v2","R0",2015-07-12,0.308269631124843,0.535539901962826,0.854940320377911
"v2","R0",2015-07-19,0.317386081333707,0.552766184281431,0.876753034817046
"v2","R0",2015-07-26,0.336225479156578,0.572993500128332,0.909382958846886
"v2","R0",2015-08-02,0.355103598085724,0.605131163751733,0.950715658151624
"v2","R0",2015-08-09,0.375827508196538,0.637308729418042,1.02617412663504
"v2","R0",2015-08-16,0.402788249860108,0.677336210660542,1.06848024054612
"v2","R0",2015-08-23,0.43443703254721,0.723708638547937,1.16208350070753
"v2","R0",2015-08-30,0.470119315809406,0.781703285982565,1.24802960635163
"v2","R0",2015-09-06,0.505810779358916,0.842908240488716,1.35463932308971
"v2","R0",2015-09-13,0.567519120971694,0.909772868861855,1.46524655481178
"v2","R0",2015-09-20,0.614938816105586,0.996036983678706,1.60729657858236
"v2","R0",2015-09-27,0.673691761027807,1.0815965347002,1.72772711468038
"v2","R0",2015-10-04,0.724381170484509,1.18392811309669,1.86958060507356
"v2","R0",2015-10-11,0.799756195148824,1.28173974273094,2.08056668173802
"v2","R0",2015-10-18,0.870678449323186,1.39533470898051,2.26337217471096
"v2","R0",2015-10-25,0.943446552479786,1.51658429378125,2.46137764924426
"v2","R0",2015-11-01,1.02614772726894,1.6326865446117,2.7191498112755
"v2","R0",2015-11-08,1.10633172659185,1.76570014582008,2.88198346860151
"v2","R0",2015-11-15,1.20748142037515,1.90853815230892,3.12762032564522
"v2","R0",2015-11-22,1.31282634042921,2.04863770477494,3.24963483541233
"v2","R0",2015-11-29,1.41461656479532,2.18124741811565,3.52581808805729
"v2","R0",2015-12-06,1.46459525111955,2.22224614363621,3.59687243203754
"v2","R0",2015-12-13,1.54589405474176,2.32128806955968,3.62981742980399
"v2","R0",2015-12-20,1.50070181107502,2.25062052663062,3.49316861842486
"v2","R0",2015-12-27,1.5292816013746,2.2574229266356,3.38925859310417
"v2","R0",2016-01-03,1.59843755560442,2.31724648131598,3.38138761037958
"v2","R0",2016-01-10,1.63989676954325,2.33270119695869,3.37223121217286
"v2","R0",2016-01-17,1.58678495262958,2.22184945206067,3.09579694696612
"v2","R0",2016-01-24,1.54526468659714,2.12451460094183,2.93607745205321
"v2","R0",2016-01-31,1.69689077441663,2.26461515040055,3.0857095510729
"v2","R0",2016-02-07,1.47602286627038,1.98733965141055,2.68087188765793
