region,n_cells,n_cells_foi_gt0,pop_tot,foi_mid_mean,foi_mid_median,foi_lo_mean,foi_hi_mean,foi_mid_median_pos,foi_mid_q025_pos,foi_mid_q975_pos,foi_mid_pop_wmean,foi_lo_pop_wmean,foi_hi_pop_wmean,expected_inf_mid,expected_inf_lo,expected_inf_hi
Brazil,411118,282026,217541847.9698228,0.007667332546835472,0.008024066068979784,0.004527444933383096,0.012662998576619327,0.010572551706755834,0.004982294941056438,0.019855722641120108,NA,NA,NA,2654061.131584237,1665702.4036034478,4127524.1338874428
Ceará,7062,7004,9511618.454899017,0.011969000675050015,0.011451472764117508,0.007549294562279432,0.01983915240498282,0.01146271022369518,0.006526695031307327,0.02071115615702569,0.012167908303520476,0.007434565347262768,0.02016510638122848,112017.81659231163,68442.64081709801,185640.05676500403
