state,wave_id,onset_week,peak_week,end_week,wave_end_censored,wave_order,is_recurrence,peak_incidence_raw,peak_incidence_smooth,peak_cases,preceding_trough_week,preceding_trough_incidence,trough_ratio,trough_duration_weeks,duration_weeks,weeks_onset_to_peak,total_cases,cumulative_incidence_per_100k,first4_cases,first6_cases,first8_cases,first4_nonzero_weeks,first6_nonzero_weeks,first8_nonzero_weeks,candidate_wave,major_epidemic_primary,major_epidemic_abs50,major_epidemic_abs100,major_epidemic_abs200,major_epidemic_inc2,major_epidemic_inc5,major_epidemic_inc10,re4_prefit_eligible,re6_prefit_eligible,re8_prefit_eligible,early_peak_flag,reporting_anomaly_flag,wave_definition_stable,major_wave_definition_stable,reason_not_major,reason_re6_not_eligible
AC,AC_wave_11,1/5/2020,2/9/2020,3/22/2020,FALSE,NA,NA,0.463146828,0.192977845,4,12/29/2019,0,0,3,12,5,11,1.273653777,4,8,9,3,4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
AC,AC_wave_12,4/5/2020,7/12/2020,8/16/2020,FALSE,NA,NA,0.347360121,0.347360121,3,3/22/2020,0,0,7,20,14,25,2.894667675,1,5,10,1,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AC,AC_wave_13,11/8/2020,3/7/2021,4/11/2021,FALSE,2,TRUE,2.418390826,2.610326606,21,8/16/2020,0,0,14,23,17,169,19.46854047,7,9,10,3,4,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases
AC,AC_wave_14,4/18/2021,10/31/2021,11/28/2021,FALSE,NA,NA,0.806130275,0.575807339,7,4/11/2021,0.038387156,0.066666667,6,33,28,48,5.527750459,4,7,14,2,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases,fewer than 30 raw cases
AC,AC_wave_15,12/12/2021,2/20/2022,5/1/2022,FALSE,NA,NA,0.114604511,0.152806015,1,11/28/2021,0,0,6,21,10,12,1.375811092,1,3,4,1,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AC,AC_wave_16,5/22/2022,6/5/2022,7/17/2022,FALSE,NA,NA,0,0.076403008,0,5/1/2022,0,0,3,9,2,4,0.458418045,2,2,4,2,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AC,AC_wave_17,9/4/2022,9/11/2022,9/25/2022,FALSE,NA,NA,0.114604511,0.038201504,1,7/17/2022,0,0,7,4,1,1,0.114604511,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AC,AC_wave_18,10/30/2022,11/6/2022,11/20/2022,FALSE,NA,NA,0.114604511,0.038201504,1,9/25/2022,0,0,5,4,1,1,0.114604511,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AC,AC_wave_19,2/5/2023,4/9/2023,6/4/2023,FALSE,NA,NA,0.342238376,0.30421189,3,11/20/2022,0,0,11,18,9,18,2.053430255,5,6,6,3,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
AC,AC_wave_20,7/2/2023,7/9/2023,8/20/2023,FALSE,NA,NA,0.228158917,0.076052972,2,6/4/2023,0,0,4,8,1,4,0.456317834,2,4,4,1,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AC,AC_wave_21,10/8/2023,10/15/2023,10/29/2023,FALSE,NA,NA,0.114079459,0.038026486,1,8/20/2023,0,0,7,4,1,1,0.114079459,1,1,3,1,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AC,AC_wave_22,11/26/2023,1/7/2024,10/13/2024,FALSE,3,TRUE,1.362659275,2.201514887,12,10/29/2023,0,0,3,47,6,221,25.119245,8,45,68,3,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA
AC,AC_wave_23,12/8/2024,1/19/2025,5/4/2025,FALSE,NA,NA,0.565372943,0.603064472,5,10/13/2024,0,0,18,22,6,40,4.526345998,7,16,24,2,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
AC,AC_wave_24,5/25/2025,6/29/2025,8/17/2025,FALSE,NA,NA,0,0.150766118,0,5/4/2025,0.03769153,0.25,3,13,5,9,1.017671297,2,5,7,1,2,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AL,AL_wave_01,3/29/2015,4/12/2015,8/23/2015,FALSE,NA,NA,0,0.020956597,0,3/22/2015,0,NA,NA,22,2,7,0.220044273,2,2,4,2,2,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AL,AL_wave_02,1/31/2016,5/29/2016,10/29/2017,FALSE,1,FALSE,17.62912708,19.34394134,562,8/23/2015,0,0,7,92,17,9621,301.7756605,279,478,667,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
AL,AL_wave_03,11/19/2017,7/22/2018,9/23/2018,FALSE,2,TRUE,0.28123875,0.26040625,9,10/29/2017,0.041755985,0.160349397,6,45,35,167,5.219837798,11,16,21,4,6,8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases
AL,AL_wave_04,2/3/2019,7/7/2019,1/5/2020,FALSE,3,TRUE,2.306227062,2.607490958,74,9/23/2018,0.0624975,0.24,4,49,22,1499,46.71656199,34,59,83,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
AL,AL_wave_05,2/16/2020,7/26/2020,11/22/2020,FALSE,NA,NA,0.279953204,0.248847293,9,1/5/2020,0.031125685,0.125079458,20,41,23,135,4.199298064,6,10,12,4,6,7,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,cumulative incidence below 5/100k,fewer than 30 raw cases
AL,AL_wave_06,11/29/2020,2/28/2021,3/28/2021,FALSE,NA,NA,0.21753865,0.134666783,7,11/22/2020,0,0,12,18,13,26,0.808058622,2,3,3,2,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AL,AL_wave_07,5/2/2021,11/7/2021,1/2/2022,FALSE,4,TRUE,1.367385798,0.973744432,44,3/28/2021,0.010358983,0.076923077,4,36,27,506,15.72490411,18,34,59,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
AL,AL_wave_08,3/27/2022,6/26/2022,10/29/2023,FALSE,5,TRUE,21.47042255,20.04113248,691,1/2/2022,0.134650503,0.138281153,7,84,13,11187,347.5953021,409,927,1826,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
AL,AL_wave_09,11/5/2023,2/25/2024,8/11/2024,FALSE,6,TRUE,0.683207747,0.61074632,22,10/29/2023,0.093208024,0.152613322,11,41,16,368,11.42875119,16,28,32,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,fewer than 30 raw cases
AL,AL_wave_10,3/23/2025,8/3/2025,12/28/2025,FALSE,7,TRUE,7.016785642,7.699835571,226,8/11/2024,0.12421959,0.203389831,6,41,19,3871,120.1857399,69,120,181,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
AM,AM_wave_01,3/6/2016,12/4/2016,9/17/2017,FALSE,NA,NA,0.204364928,0.195849723,8,2/14/2016,0,NA,NA,81,39,184,4.672053938,3,4,7,3,4,6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,cumulative incidence below 5/100k,fewer than 30 raw cases
AM,AM_wave_02,10/22/2017,11/26/2017,12/17/2017,FALSE,NA,NA,0.025212211,0.016808141,1,9/17/2017,0,0,5,9,5,3,0.075636634,1,2,3,1,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AM,AM_wave_03,3/11/2018,3/25/2018,4/22/2018,FALSE,NA,NA,0,0.008295004,0,12/17/2017,0,0,12,7,2,2,0.049770025,1,2,2,1,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AM,AM_wave_04,7/1/2018,7/29/2018,8/19/2018,FALSE,NA,NA,0.049770025,0.024885013,2,4/22/2018,0,0,10,8,4,4,0.09954005,1,4,4,1,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AM,AM_wave_05,9/16/2018,9/23/2018,10/7/2018,FALSE,NA,NA,0.024885013,0.008295004,1,8/19/2018,0,0,4,4,1,1,0.024885013,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AM,AM_wave_06,12/30/2018,3/17/2019,4/21/2019,FALSE,NA,NA,0.122751198,0.057283892,5,10/7/2018,0,0,12,17,11,16,0.392803834,2,2,6,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AM,AM_wave_07,4/28/2019,5/26/2019,7/14/2019,FALSE,NA,NA,0.122751198,0.130934611,5,4/21/2019,0.008183413,0.142857143,3,12,4,28,0.687406709,16,25,27,4,6,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
AM,AM_wave_08,12/1/2019,12/15/2019,3/1/2020,FALSE,NA,NA,0,0.016366826,0,7/14/2019,0,0,20,14,2,4,0.097629728,2,2,3,2,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AM,AM_wave_09,3/29/2020,4/5/2020,4/19/2020,FALSE,NA,NA,0.024264624,0.008088208,1,3/1/2020,0,0,4,4,1,1,0.024264624,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AM,AM_wave_10,5/24/2020,7/19/2020,8/9/2020,FALSE,NA,NA,0.024264624,0.024264624,1,4/19/2020,0,0,5,12,8,5,0.121323121,1,2,2,1,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AM,AM_wave_11,9/20/2020,9/27/2020,10/11/2020,FALSE,NA,NA,0.024264624,0.008088208,1,8/9/2020,0,0,6,4,1,1,0.024264624,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AM,AM_wave_12,12/13/2020,12/27/2020,2/7/2021,FALSE,NA,NA,0,0.032126594,0,10/11/2020,0,0,9,9,2,6,0.144456556,4,5,6,2,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AM,AM_wave_13,3/14/2021,6/6/2021,11/7/2021,FALSE,NA,NA,0.168268705,0.184294296,7,2/7/2021,0,0,7,35,12,115,2.764414438,6,7,12,4,5,7,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,cumulative incidence below 5/100k,fewer than 30 raw cases
AM,AM_wave_14,1/30/2022,4/24/2022,8/21/2022,FALSE,NA,NA,0.119053543,0.333349921,5,11/7/2021,0,0,18,30,12,128,3.04777071,13,21,34,3,5,7,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,cumulative incidence below 5/100k,fewer than 30 raw cases
AM,AM_wave_15,8/28/2022,4/2/2023,5/26/2024,FALSE,1,FALSE,0.330144219,0.227956722,14,8/21/2022,0,0,42,92,31,217,5.11707319,4,7,7,2,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases
AM,AM_wave_16,6/23/2024,6/30/2024,7/14/2024,FALSE,NA,NA,0.023357888,0.007785963,1,5/26/2024,0,0,4,4,1,1,0.023357888,1,1,2,1,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AM,AM_wave_17,8/11/2024,2/9/2025,5/11/2025,FALSE,NA,NA,0.069418477,0.192829102,3,7/14/2024,0,0,3,40,26,110,2.551896019,5,9,11,3,5,7,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,cumulative incidence below 5/100k,fewer than 30 raw cases
AP,AP_wave_01,11/15/2015,11/22/2015,1/3/2016,FALSE,NA,NA,0.133859849,0.04461995,1,11/8/2015,0,NA,NA,8,1,2,0.267719697,1,2,2,1,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AP,AP_wave_02,2/7/2016,10/2/2016,1/15/2017,FALSE,1,FALSE,1.585313654,1.365131202,12,1/3/2016,0,0,5,50,34,183,24.16563266,3,3,4,2,2,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,too few nonzero raw incidence weeks; fewer than 30 raw cases
AP,AP_wave_03,1/29/2017,5/28/2017,11/19/2017,FALSE,2,TRUE,1.436860434,1.262695533,11,1/15/2017,0.087082451,0.068965517,11,43,17,200,26.12473516,11,20,32,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,fewer than 30 raw cases
AP,AP_wave_04,11/26/2017,4/15/2018,1/13/2019,FALSE,3,TRUE,1.294022651,1.207754474,10,11/19/2017,0,0,15,60,20,181,23.43291445,6,10,15,3,4,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases
AP,AP_wave_05,1/20/2019,3/17/2019,4/28/2019,FALSE,NA,NA,0.513170521,0.427642101,4,1/13/2019,0.08552842,0.2,3,15,8,20,2.565852607,5,7,11,4,6,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
AP,AP_wave_06,6/9/2019,6/23/2019,8/11/2019,FALSE,NA,NA,0,0.08552842,0,4/28/2019,0,0,6,10,2,4,0.513170521,2,2,4,2,2,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AP,AP_wave_07,10/20/2019,10/27/2019,11/10/2019,FALSE,NA,NA,0.12829263,0.04276421,1,8/11/2019,0,0,10,4,1,1,0.12829263,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AP,AP_wave_08,12/22/2019,1/19/2020,3/1/2020,FALSE,NA,NA,0.254604199,0.127302099,2,11/10/2019,0,0,6,11,4,6,0.764803127,2,5,5,2,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
AP,AP_wave_09,11/1/2020,11/8/2020,11/22/2020,FALSE,NA,NA,0.254604199,0.084868066,2,3/1/2020,0,0,35,4,1,2,0.254604199,2,2,2,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AP,AP_wave_10,12/27/2020,1/10/2021,2/7/2021,FALSE,NA,NA,0.252885742,0.210738119,2,11/22/2020,0,0,5,7,2,6,0.758657227,5,6,6,3,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
AP,AP_wave_11,2/28/2021,8/1/2021,10/10/2021,FALSE,NA,NA,0.885100098,1.137985841,7,2/7/2021,0,0,4,33,22,68,8.598115243,4,6,10,2,4,6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases,fewer than 30 raw cases
AP,AP_wave_12,12/12/2021,3/13/2022,3/27/2022,FALSE,NA,NA,0.377141693,0.125713898,3,10/10/2021,0,0,9,16,13,9,1.132154054,2,3,4,2,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AP,AP_wave_13,4/17/2022,5/15/2022,7/24/2022,FALSE,NA,NA,0.251427796,0.293332428,2,3/27/2022,0,0,3,15,4,16,2.011422365,4,8,10,2,4,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
AP,AP_wave_14,11/20/2022,11/27/2022,12/11/2022,FALSE,NA,NA,0.125713898,0.041904633,1,7/24/2022,0,0,17,4,1,1,0.125713898,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AP,AP_wave_15,1/15/2023,2/26/2023,3/19/2023,FALSE,NA,NA,0.125137025,0.083424683,1,12/11/2022,0,0,5,10,6,3,0.375411075,1,1,3,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
AP,AP_wave_16,4/16/2023,5/14/2023,7/9/2023,FALSE,NA,NA,0.125137025,0.208561708,1,3/19/2023,0,0,4,13,4,8,1.0010962,3,6,7,2,4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
AP,AP_wave_17,9/10/2023,2/25/2024,6/30/2024,FALSE,4,TRUE,3.3630737,2.698762846,27,7/9/2023,0,0,6,43,24,217,27.04361638,8,9,12,4,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,fewer than 30 raw cases
AP,AP_wave_18,7/14/2024,7/28/2024,12/15/2024,FALSE,NA,NA,1.370141137,0.954946853,11,6/30/2024,0.207597142,0.217391304,4,23,2,46,5.729681118,24,27,31,4,5,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases,fewer than 30 raw cases
AP,AP_wave_19,12/22/2024,3/2/2025,4/27/2025,FALSE,NA,NA,0.495959788,0.371969841,4,12/15/2024,0,0,5,19,10,36,4.464774765,5,11,17,3,5,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
AP,AP_wave_20,5/18/2025,8/10/2025,10/19/2025,FALSE,NA,NA,0.123989947,0.247979894,1,4/27/2025,0,0,5,23,12,22,2.727778832,2,3,5,2,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
AP,AP_wave_21,11/16/2025,11/23/2025,NA,TRUE,NA,NA,0.123989947,0.123989947,1,10/19/2025,0,0,4,7,1,4,0.495959788,3,3,NA,2,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
BA,BA_wave_01,3/22/2015,8/2/2015,8/23/2015,FALSE,NA,NA,0.117480821,0.094445366,17,3/15/2015,0.004607091,NA,NA,23,19,142,0.981310391,9,16,20,4,6,8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cumulative incidence below 5/100k,fewer than 30 raw cases
BA,BA_wave_02,1/24/2016,3/6/2016,8/28/2016,FALSE,1,FALSE,3.462499955,3.584111948,503,8/23/2015,0.018428364,0.195121951,3,32,6,5863,40.35911976,278,937,1975,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
