state,wave_id,onset_week,peak_week,end_week,major_epidemic_primary,qc_duration_gt104,qc_peak_late_gt52,qc_multiple_peaks,qc_no_meaningful_fall,reporting_anomaly_flag,early_peak_flag,n_candidate_peaks_in_segment
DF,DF_wave_02,2016-09-11,2016-09-18,2016-11-20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2
DF,DF_wave_03,2016-12-18,2017-01-01,2017-08-06,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6
DF,DF_wave_04,2017-09-24,2017-10-01,2017-10-15,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
DF,DF_wave_05,2017-11-12,2017-11-19,2017-12-03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
DF,DF_wave_06,2018-02-11,2018-02-18,2018-06-10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3
DF,DF_wave_07,2018-08-05,2018-08-12,2018-08-26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
DF,DF_wave_08,2018-12-09,2019-06-02,2019-06-30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7
DF,DF_wave_09,2019-07-07,2020-04-26,2020-06-21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4
DF,DF_wave_10,2020-07-05,2020-08-23,2021-01-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4
DF,DF_wave_11,2021-03-07,2021-05-16,2021-10-31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4
DF,DF_wave_12,2021-11-07,2022-05-01,2022-11-06,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6
DF,DF_wave_13,2022-12-25,2023-05-07,2023-08-06,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6
DF,DF_wave_14,2023-09-10,2024-03-10,2024-09-08,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6
DF,DF_wave_15,2024-09-15,2025-02-16,2025-09-07,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6
DF,DF_wave_16,2025-09-14,2025-11-23,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
ES,ES_wave_01,2015-12-20,2016-03-06,2016-09-18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6
ES,ES_wave_02,2016-12-18,2017-03-12,2017-07-16,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7
ES,ES_wave_03,2017-07-30,2018-06-24,2018-10-28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4
ES,ES_wave_04,2018-12-23,2019-05-05,2019-09-22,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4
ES,ES_wave_06,2020-05-31,2020-06-14,2020-07-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1
ES,ES_wave_07,2021-05-02,2021-05-09,2021-05-23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
ES,ES_wave_08,2021-12-26,2022-04-03,2022-09-11,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2
ES,ES_wave_09,2022-12-04,2023-06-04,2023-12-24,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
ES,ES_wave_10,2024-01-14,2024-03-17,2024-09-29,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4
ES,ES_wave_11,2024-11-17,2025-01-05,2025-12-28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4
GO,GO_wave_01,2015-07-26,2015-08-02,2015-08-16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
GO,GO_wave_02,2015-11-08,2015-11-15,2015-11-29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
GO,GO_wave_04,2016-03-06,2016-05-08,2016-08-28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
GO,GO_wave_05,2016-09-04,2017-01-29,2017-07-30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5
GO,GO_wave_06,2017-09-17,2017-12-24,2018-01-14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
GO,GO_wave_07,2018-02-04,2018-02-11,2018-03-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1
GO,GO_wave_08,2018-04-01,2018-04-29,2018-07-08,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2
GO,GO_wave_09,2018-10-07,2018-10-21,2018-11-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1
GO,GO_wave_10,2019-02-03,2019-02-10,2019-02-24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
GO,GO_wave_11,2019-03-24,2019-03-31,2019-04-14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
GO,GO_wave_12,2019-06-09,2019-06-16,2019-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
GO,GO_wave_13,2019-10-27,2019-11-03,2019-11-17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
GO,GO_wave_14,2021-01-17,2021-05-23,2021-08-29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2
