state,wave_id,onset_week,peak_week,end_week,major_epidemic_primary,qc_duration_gt104,qc_peak_late_gt52,qc_multiple_peaks,qc_no_meaningful_fall,reporting_anomaly_flag,early_peak_flag,n_candidate_peaks_in_segment
AP,AP_wave_18,2024-07-14,2024-07-28,2024-12-15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3
AP,AP_wave_19,2024-12-22,2025-03-02,2025-04-27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4
AP,AP_wave_20,2025-05-18,2025-08-10,2025-10-19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
AP,AP_wave_21,2025-11-16,2025-11-23,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1
BA,BA_wave_01,2015-03-22,2015-08-02,2015-08-23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5
BA,BA_wave_02,2016-01-24,2016-03-06,2016-08-28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
BA,BA_wave_03,2016-10-16,2017-01-22,2017-10-22,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
BA,BA_wave_04,2017-11-12,2018-05-27,2018-12-16,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5
BA,BA_wave_05,2019-02-03,2019-05-26,2019-12-15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
BA,BA_wave_06,2020-01-19,2020-05-17,2020-12-20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2
BA,BA_wave_08,2021-12-05,2022-03-06,2022-10-02,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
BA,BA_wave_09,2022-11-06,2023-05-07,2023-12-24,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5
BA,BA_wave_10,2024-01-21,2024-03-10,2025-12-28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7
CE,CE_wave_01,2015-02-22,2015-04-19,2015-06-28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
CE,CE_wave_02,2016-03-13,2016-05-29,2016-12-18,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3
CE,CE_wave_03,2017-02-12,2017-04-23,2018-12-16,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8
CE,CE_wave_04,2018-12-30,2019-04-28,2019-09-08,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4
CE,CE_wave_05,2019-09-22,2020-08-02,2020-12-20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5
CE,CE_wave_06,2022-01-23,2022-05-15,2023-12-17,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7
CE,CE_wave_07,2024-01-07,2024-04-07,2024-12-15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5
CE,CE_wave_08,2025-01-19,2025-05-04,2025-12-28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4
DF,DF_wave_01,2016-01-03,2016-03-20,2016-07-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2
