"divergences","max_treedepth_hits","maximum_rhat","n_rhat_gt_1_01","minimum_bulk_ess","minimum_tail_ess","minimum_bfmi","gate_pass"
0,0,1.00331046232604,0,4127.2202421022,2496.61965174181,0.853514428313918,TRUE
