"variable","rhat","ess_bulk","ess_tail"
"C_pred[5,135]",1.89091674332176,5.8671776619427,7.66007874998736
"C_pred[5,136]",1.84300676133159,6.00924468589452,7.33748684626724
"C_pred[5,139]",1.84239017429388,6.00959614550539,6.21797526605533
"C_pred[5,131]",1.79674663016305,6.13618441939678,12.2481372780254
"C_pred[5,138]",1.77330140835062,6.28478791712334,6.94848607877273
"C_pred[5,133]",1.75386805586106,6.3002056042469,10.2036014602043
"C_pred[5,134]",1.75312901383545,6.35984505657267,9.60039467726143
"C_pred[5,132]",1.74544769524334,6.34726535487269,12.2965617008063
"C_pred[5,137]",1.73633501626545,6.4190199524677,7.88470572503346
"C_pred[5,130]",1.71073263117707,6.47386738276087,16.2810529441691
