wave_id,rho
BA_wave_03,0.35831053190821444
BA_wave_04,0.2965093342081642
BA_wave_05,0.27466395981806135
BA_wave_06,0.2549349132723997
BA_wave_07,0.15925276601070423
BA_wave_08,0.19606616633399046
BA_wave_09,0.23836542050241938
BA_wave_10,0.2584723818666058
