n_municipalities,n_weeks_expected,n_municipalities_with_incomplete_weeks,n_muni_week_rows,n_expected_rows,n_zero_case_weeks,n_positive_case_weeks,n_na_cases,n_na_population,total_bahia_cases_2015_2025,population_coverage_min,population_coverage_max,weeks_covered_match_expected_and_official,max_abs_diff_vs_official_state_series,n_weeks_mismatched_vs_official
414,573,0,237222,237222,225693,11529,0,0,92498,2386,2953986,TRUE,0,0
