variable,rhat,ess_bulk,ess_tail
log_sigma_year,1.005432671791369,560.9927892827727,1279.1259971480658
sigma_year,1.005432671791369,560.9927892827727,1279.1259971480658
log_kappa,1.0082278973590117,562.3516763288662,1921.3511110750248
kappa,1.0082278973590117,562.3516763288662,1921.3511110750248
eta[3],1.0061373889733336,616.7611676525314,2490.381035135351
X[11],1.005999889630182,636.4217275611028,2200.0413958316317
lambda[11],1.0060914277599757,638.3319867491447,2213.964711497959
attack_prob[11],1.0060914277599757,638.3319867491447,2213.964711497959
weight[1],1.0057933095184852,643.485710664589,2625.593694300476
case_shape[1],1.0058865457821864,644.9243582596182,2607.0836519638797
weight[3],1.006046533472122,646.4599147523462,2568.1610896320767
max_annual_multiplier,1.0048161826098576,647.7404312587951,1320.211426398724
case_shape[3],1.005996327805571,649.1888993501044,2611.8561114356708
weight[11],1.0050170411527402,654.2123848364148,2421.1189567016595
lambda[1],1.0065476089284704,658.515594200279,2477.7619380141
attack_prob[1],1.0065476089284704,658.515594200279,2477.7619380141
X[1],1.0065476089284704,658.515594200279,2477.7619380141
U_start[2],1.0065476089284704,658.515594200279,2477.7619380141
U_end[1],1.0065476089284704,658.515594200279,2477.7619380141
S_start[2],1.0065476089284704,658.5155942002791,2477.7619380140986
S_end[1],1.0065476089284704,658.5155942002791,2477.7619380140986
S_end_prop[1],1.0065476089284704,658.5155942002791,2477.7619380140986
case_shape[11],1.0049447473702038,659.03024695341,2405.973707765431
lambda[3],1.005165541373084,670.0973648184623,2621.991174345778
attack_prob[3],1.005165541373084,670.0973648184623,2621.991174345778
X[3],1.0052023737462126,672.1795400732327,2577.3082363205604
eta[8],1.0051652704619707,727.8339299615853,2486.551441422781
X[5],1.0052596142533794,746.143181707215,2282.6178328109568
S_start[4],1.0028405020021187,750.9890341154801,2591.3025513109933
S_end[3],1.0028405020021187,750.9890341154801,2591.3025513109933
