state,n_weeks,n_weeks_expected,week_continuity_ok,n_zero_case_weeks,n_positive_case_weeks,total_cases,n_na_any,N_start_2015,N_end_2025,year_min,year_max,demographic_accounting_max_abs_error,data_source_confirmed
PE,573,573,TRUE,15,558,58692,0,9184713.317808218,9572446.506849315,2015,2025,0,chik_dlnm_panel_muni_week_2015_2025.rds (UF prefix 26) + pernambuco_weekly_demography_2015_2025.rds -- NOT inherited Bahia objects/paths
