fit_id,elapsed_seconds,divergences,treedepth_hits,max_rhat,min_n_eff,min_bfmi,q_median,mu_lambda_median,cumulative_infections_median,S_end_2025_median,ppc_rmse
M0_Q1,18.354238986968994,0,0,1.0013474477661755,2.003004506760122,0.916713071687308,0.1343094438320897,0.012824680670139327,1192837.836285018,0.8777872897537569,34835.555725175655
M1_Q1,38.37873697280884,1,0,1.0414639122005223,2.001501125844315,0.12295318561056294,0.10931722314402084,0.011758355808530206,1881301.5495733009,0.8093999154297182,5681.085777704502
