state,week_start,reported_cases,population,weekly_incidence_per_100k
AC,2015-01-04,0,826677,0
AC,2015-01-11,0,826677,0
AC,2015-01-18,0,826677,0
AC,2015-01-25,0,826677,0
AC,2015-02-01,0,826677,0
AC,2015-02-08,0,826677,0
AC,2015-02-15,0,826677,0
AC,2015-02-22,0,826677,0
AC,2015-03-01,0,826677,0
AC,2015-03-08,0,826677,0
AC,2015-03-15,0,826677,0
AC,2015-03-22,0,826677,0
AC,2015-03-29,0,826677,0
AC,2015-04-05,0,826677,0
AC,2015-04-12,0,826677,0
AC,2015-04-19,0,826677,0
AC,2015-04-26,0,826677,0
AC,2015-05-03,0,826677,0
AC,2015-05-10,0,826677,0
AC,2015-05-17,0,826677,0
AC,2015-05-24,0,826677,0
AC,2015-05-31,0,826677,0
AC,2015-06-07,0,826677,0
AC,2015-06-14,0,826677,0
AC,2015-06-21,0,826677,0
AC,2015-06-28,0,826677,0
AC,2015-07-05,0,826677,0
AC,2015-07-12,0,826677,0
AC,2015-07-19,0,826677,0
AC,2015-07-26,0,826677,0
AC,2015-08-02,0,826677,0
AC,2015-08-09,0,826677,0
AC,2015-08-16,0,826677,0
AC,2015-08-23,0,826677,0
AC,2015-08-30,0,826677,0
AC,2015-09-06,0,826677,0
AC,2015-09-13,0,826677,0
AC,2015-09-20,0,826677,0
AC,2015-09-27,0,826677,0
AC,2015-10-04,0,826677,0
AC,2015-10-11,0,826677,0
AC,2015-10-18,0,826677,0
AC,2015-10-25,0,826677,0
AC,2015-11-01,0,826677,0
AC,2015-11-08,0,826677,0
AC,2015-11-15,0,826677,0
AC,2015-11-22,0,826677,0
AC,2015-11-29,0,826677,0
AC,2015-12-06,0,826677,0
AC,2015-12-13,0,826677,0
AC,2015-12-20,0,826677,0
AC,2015-12-27,0,826677,0
AC,2016-01-03,0,836294,0
AC,2016-01-10,0,836294,0
AC,2016-01-17,0,836294,0
AC,2016-01-24,0,836294,0
AC,2016-01-31,1,836294,0.11957517332421373
AC,2016-02-07,0,836294,0
AC,2016-02-14,0,836294,0
AC,2016-02-21,0,836294,0
AC,2016-02-28,0,836294,0
AC,2016-03-06,0,836294,0
AC,2016-03-13,0,836294,0
AC,2016-03-20,0,836294,0
AC,2016-03-27,2,836294,0.23915034664842746
AC,2016-04-03,2,836294,0.23915034664842746
AC,2016-04-10,1,836294,0.11957517332421373
AC,2016-04-17,2,836294,0.23915034664842746
AC,2016-04-24,3,836294,0.3587255199726412
AC,2016-05-01,3,836294,0.3587255199726412
AC,2016-05-08,4,836294,0.47830069329685493
AC,2016-05-15,1,836294,0.11957517332421373
AC,2016-05-22,2,836294,0.23915034664842746
AC,2016-05-29,10,836294,1.1957517332421375
AC,2016-06-05,11,836294,1.315326906566351
AC,2016-06-12,4,836294,0.47830069329685493
AC,2016-06-19,3,836294,0.3587255199726412
AC,2016-06-26,0,836294,0
AC,2016-07-03,1,836294,0.11957517332421373
AC,2016-07-10,0,836294,0
AC,2016-07-17,0,836294,0
AC,2016-07-24,0,836294,0
AC,2016-07-31,0,836294,0
AC,2016-08-07,0,836294,0
AC,2016-08-14,0,836294,0
AC,2016-08-21,0,836294,0
AC,2016-08-28,0,836294,0
AC,2016-09-04,1,836294,0.11957517332421373
AC,2016-09-11,0,836294,0
AC,2016-09-18,0,836294,0
AC,2016-09-25,1,836294,0.11957517332421373
AC,2016-10-02,0,836294,0
AC,2016-10-09,1,836294,0.11957517332421373
AC,2016-10-16,0,836294,0
AC,2016-10-23,0,836294,0
AC,2016-10-30,0,836294,0
AC,2016-11-06,0,836294,0
AC,2016-11-13,2,836294,0.23915034664842746
AC,2016-11-20,2,836294,0.23915034664842746
AC,2016-11-27,0,836294,0
AC,2016-12-04,2,836294,0.23915034664842746
AC,2016-12-11,1,836294,0.11957517332421373
AC,2016-12-18,2,836294,0.23915034664842746
AC,2016-12-25,1,836294,0.11957517332421373
AC,2017-01-01,2,844496,0.23682764631211992
AC,2017-01-08,2,844496,0.23682764631211992
AC,2017-01-15,3,844496,0.3552414694681798
AC,2017-01-22,9,844496,1.0657244084045394
AC,2017-01-29,0,844496,0
AC,2017-02-05,3,844496,0.3552414694681798
AC,2017-02-12,0,844496,0
AC,2017-02-19,0,844496,0
AC,2017-02-26,1,844496,0.11841382315605996
AC,2017-03-05,2,844496,0.23682764631211992
AC,2017-03-12,1,844496,0.11841382315605996
AC,2017-03-19,2,844496,0.23682764631211992
AC,2017-03-26,0,844496,0
AC,2017-04-02,1,844496,0.11841382315605996
AC,2017-04-09,1,844496,0.11841382315605996
AC,2017-04-16,0,844496,0
AC,2017-04-23,1,844496,0.11841382315605996
AC,2017-04-30,1,844496,0.11841382315605996
AC,2017-05-07,4,844496,0.47365529262423983
AC,2017-05-14,1,844496,0.11841382315605996
AC,2017-05-21,0,844496,0
AC,2017-05-28,2,844496,0.23682764631211992
AC,2017-06-04,2,844496,0.23682764631211992
AC,2017-06-11,3,844496,0.3552414694681798
AC,2017-06-18,0,844496,0
AC,2017-06-25,2,844496,0.23682764631211992
AC,2017-07-02,1,844496,0.11841382315605996
AC,2017-07-09,1,844496,0.11841382315605996
AC,2017-07-16,1,844496,0.11841382315605996
AC,2017-07-23,0,844496,0
AC,2017-07-30,1,844496,0.11841382315605996
AC,2017-08-06,0,844496,0
AC,2017-08-13,0,844496,0
AC,2017-08-20,0,844496,0
AC,2017-08-27,1,844496,0.11841382315605996
AC,2017-09-03,0,844496,0
AC,2017-09-10,1,844496,0.11841382315605996
AC,2017-09-17,0,844496,0
AC,2017-09-24,1,844496,0.11841382315605996
AC,2017-10-01,2,844496,0.23682764631211992
AC,2017-10-08,4,844496,0.47365529262423983
AC,2017-10-15,2,844496,0.23682764631211992
AC,2017-10-22,0,844496,0
AC,2017-10-29,0,844496,0
AC,2017-11-05,2,844496,0.23682764631211992
AC,2017-11-12,0,844496,0
AC,2017-11-19,0,844496,0
AC,2017-11-26,1,844496,0.11841382315605996
AC,2017-12-03,2,844496,0.23682764631211992
AC,2017-12-10,1,844496,0.11841382315605996
AC,2017-12-17,2,844496,0.23682764631211992
AC,2017-12-24,2,844496,0.23682764631211992
AC,2017-12-31,1,844496,0.11841382315605996
AC,2018-01-07,2,851504,0.23487852082902722
AC,2018-01-14,5,851504,0.5871963020725681
AC,2018-01-21,1,851504,0.11743926041451361
AC,2018-01-28,4,851504,0.46975704165805443
AC,2018-02-04,2,851504,0.23487852082902722
AC,2018-02-11,3,851504,0.35231778124354085
AC,2018-02-18,6,851504,0.7046355624870817
AC,2018-02-25,3,851504,0.35231778124354085
AC,2018-03-04,6,851504,0.7046355624870817
AC,2018-03-11,3,851504,0.35231778124354085
AC,2018-03-18,1,851504,0.11743926041451361
AC,2018-03-25,3,851504,0.35231778124354085
AC,2018-04-01,1,851504,0.11743926041451361
AC,2018-04-08,1,851504,0.11743926041451361
AC,2018-04-15,0,851504,0
AC,2018-04-22,1,851504,0.11743926041451361
AC,2018-04-29,1,851504,0.11743926041451361
AC,2018-05-06,0,851504,0
AC,2018-05-13,0,851504,0
AC,2018-05-20,1,851504,0.11743926041451361
AC,2018-05-27,1,851504,0.11743926041451361
AC,2018-06-03,2,851504,0.23487852082902722
AC,2018-06-10,3,851504,0.35231778124354085
AC,2018-06-17,3,851504,0.35231778124354085
AC,2018-06-24,2,851504,0.23487852082902722
AC,2018-07-01,3,851504,0.35231778124354085
AC,2018-07-08,1,851504,0.11743926041451361
AC,2018-07-15,2,851504,0.23487852082902722
AC,2018-07-22,4,851504,0.46975704165805443
AC,2018-07-29,4,851504,0.46975704165805443
AC,2018-08-05,5,851504,0.5871963020725681
AC,2018-08-12,8,851504,0.9395140833161089
AC,2018-08-19,3,851504,0.35231778124354085
AC,2018-08-26,2,851504,0.23487852082902722
AC,2018-09-02,6,851504,0.7046355624870817
AC,2018-09-09,2,851504,0.23487852082902722
AC,2018-09-16,5,851504,0.5871963020725681
AC,2018-09-23,5,851504,0.5871963020725681
AC,2018-09-30,11,851504,1.2918318645596496
AC,2018-10-07,10,851504,1.1743926041451362
AC,2018-10-14,11,851504,1.2918318645596496
AC,2018-10-21,16,851504,1.8790281666322177
AC,2018-10-28,25,851504,2.9359815103628404
AC,2018-11-04,13,851504,1.5267103853886768
AC,2018-11-11,12,851504,1.4092711249741634
AC,2018-11-18,6,851504,0.7046355624870817
AC,2018-11-25,6,851504,0.7046355624870817
AC,2018-12-02,3,851504,0.35231778124354085
AC,2018-12-09,7,851504,0.8220748229015953
AC,2018-12-16,6,851504,0.7046355624870817
AC,2018-12-23,2,851504,0.23487852082902722
AC,2018-12-30,4,851504,0.46975704165805443
AC,2019-01-06,12,857919,1.3987334468638648
AC,2019-01-13,11,857919,1.282172326291876
AC,2019-01-20,5,857919,0.58280560285994365
AC,2019-01-27,3,857919,0.3496833617159662
AC,2019-02-03,3,857919,0.3496833617159662
AC,2019-02-10,1,857919,0.11656112057198874
AC,2019-02-17,3,857919,0.3496833617159662
AC,2019-02-24,0,857919,0
AC,2019-03-03,0,857919,0
AC,2019-03-10,0,857919,0
AC,2019-03-17,1,857919,0.11656112057198874
AC,2019-03-24,0,857919,0
AC,2019-03-31,0,857919,0
AC,2019-04-07,0,857919,0
AC,2019-04-14,0,857919,0
AC,2019-04-21,0,857919,0
AC,2019-04-28,0,857919,0
AC,2019-05-05,0,857919,0
AC,2019-05-12,0,857919,0
AC,2019-05-19,0,857919,0
AC,2019-05-26,1,857919,0.11656112057198874
AC,2019-06-02,0,857919,0
AC,2019-06-09,0,857919,0
AC,2019-06-16,0,857919,0
AC,2019-06-23,0,857919,0
AC,2019-06-30,0,857919,0
AC,2019-07-07,1,857919,0.11656112057198874
AC,2019-07-14,0,857919,0
AC,2019-07-21,0,857919,0
AC,2019-07-28,0,857919,0
AC,2019-08-04,0,857919,0
AC,2019-08-11,0,857919,0
AC,2019-08-18,0,857919,0
AC,2019-08-25,0,857919,0
AC,2019-09-01,0,857919,0
AC,2019-09-08,0,857919,0
AC,2019-09-15,0,857919,0
AC,2019-09-22,0,857919,0
AC,2019-09-29,0,857919,0
AC,2019-10-06,0,857919,0
AC,2019-10-13,0,857919,0
AC,2019-10-20,0,857919,0
AC,2019-10-27,0,857919,0
AC,2019-11-03,1,857919,0.11656112057198874
AC,2019-11-10,0,857919,0
AC,2019-11-17,0,857919,0
AC,2019-11-24,0,857919,0
AC,2019-12-01,1,857919,0.11656112057198874
AC,2019-12-08,2,857919,0.23312224114397748
AC,2019-12-15,1,857919,0.11656112057198874
AC,2019-12-22,0,857919,0
AC,2019-12-29,0,857919,0
AC,2020-01-05,0,863657,0
AC,2020-01-12,1,863657,0.11578670699131717
AC,2020-01-19,2,863657,0.23157341398263434
AC,2020-01-26,1,863657,0.11578670699131717
AC,2020-02-02,0,863657,0
AC,2020-02-09,4,863657,0.4631468279652687
AC,2020-02-16,1,863657,0.11578670699131717
AC,2020-02-23,0,863657,0
AC,2020-03-01,1,863657,0.11578670699131717
AC,2020-03-08,1,863657,0.11578670699131717
AC,2020-03-15,0,863657,0
AC,2020-03-22,0,863657,0
AC,2020-03-29,0,863657,0
AC,2020-04-05,0,863657,0
AC,2020-04-12,1,863657,0.11578670699131717
AC,2020-04-19,0,863657,0
AC,2020-04-26,0,863657,0
AC,2020-05-03,1,863657,0.11578670699131717
AC,2020-05-10,3,863657,0.34736012097395147
AC,2020-05-17,2,863657,0.23157341398263434
AC,2020-05-24,3,863657,0.34736012097395147
AC,2020-05-31,1,863657,0.11578670699131717
AC,2020-06-07,1,863657,0.11578670699131717
AC,2020-06-14,1,863657,0.11578670699131717
AC,2020-06-21,0,863657,0
AC,2020-06-28,1,863657,0.11578670699131717
AC,2020-07-05,2,863657,0.23157341398263434
AC,2020-07-12,3,863657,0.34736012097395147
AC,2020-07-19,4,863657,0.4631468279652687
AC,2020-07-26,1,863657,0.11578670699131717
AC,2020-08-02,1,863657,0.11578670699131717
AC,2020-08-09,0,863657,0
AC,2020-08-16,0,863657,0
AC,2020-08-23,0,863657,0
AC,2020-08-30,1,863657,0.11578670699131717
AC,2020-09-06,0,863657,0
AC,2020-09-13,0,863657,0
AC,2020-09-20,1,863657,0.11578670699131717
AC,2020-09-27,0,863657,0
AC,2020-10-04,0,863657,0
AC,2020-10-11,0,863657,0
AC,2020-10-18,0,863657,0
AC,2020-10-25,0,863657,0
AC,2020-11-01,1,863657,0.11578670699131717
AC,2020-11-08,1,863657,0.11578670699131717
AC,2020-11-15,5,863657,0.5789335349565857
AC,2020-11-22,1,863657,0.11578670699131717
AC,2020-11-29,0,863657,0
AC,2020-12-06,0,863657,0
AC,2020-12-13,2,863657,0.23157341398263434
AC,2020-12-20,1,863657,0.11578670699131717
AC,2020-12-27,0,863657,0
AC,2021-01-03,6,868346,0.6909688073648061
AC,2021-01-10,23,868346,2.6487137615650904
AC,2021-01-17,13,868346,1.4970990826237467
AC,2021-01-24,8,868346,0.9212917431530749
AC,2021-01-31,3,868346,0.3454844036824031
AC,2021-02-07,6,868346,0.6909688073648061
AC,2021-02-14,9,868346,1.0364532110472093
AC,2021-02-21,13,868346,1.4970990826237467
AC,2021-02-28,20,868346,2.3032293578826875
AC,2021-03-07,21,868346,2.4183908257768216
AC,2021-03-14,27,868346,3.1093596331416276
AC,2021-03-21,5,868346,0.5758073394706719
AC,2021-03-28,4,868346,0.46064587157653747
AC,2021-04-04,1,868346,0.11516146789413437
AC,2021-04-11,0,868346,0
AC,2021-04-18,0,868346,0
AC,2021-04-25,3,868346,0.3454844036824031
AC,2021-05-02,0,868346,0
AC,2021-05-09,1,868346,0.11516146789413437
AC,2021-05-16,2,868346,0.23032293578826873
AC,2021-05-23,1,868346,0.11516146789413437
AC,2021-05-30,2,868346,0.23032293578826873
AC,2021-06-06,5,868346,0.5758073394706719
AC,2021-06-13,0,868346,0
AC,2021-06-20,0,868346,0
AC,2021-06-27,4,868346,0.46064587157653747
AC,2021-07-04,1,868346,0.11516146789413437
AC,2021-07-11,0,868346,0
AC,2021-07-18,2,868346,0.23032293578826873
AC,2021-07-25,0,868346,0
AC,2021-08-01,0,868346,0
AC,2021-08-08,0,868346,0
AC,2021-08-15,0,868346,0
AC,2021-08-22,0,868346,0
AC,2021-08-29,0,868346,0
AC,2021-09-05,0,868346,0
AC,2021-09-12,1,868346,0.11516146789413437
AC,2021-09-19,3,868346,0.3454844036824031
AC,2021-09-26,1,868346,0.11516146789413437
AC,2021-10-03,3,868346,0.3454844036824031
AC,2021-10-10,1,868346,0.11516146789413437
AC,2021-10-17,1,868346,0.11516146789413437
AC,2021-10-24,4,868346,0.46064587157653747
AC,2021-10-31,7,868346,0.8061302752589407
AC,2021-11-07,4,868346,0.46064587157653747
AC,2021-11-14,2,868346,0.23032293578826873
AC,2021-11-21,0,868346,0
AC,2021-11-28,0,868346,0
AC,2021-12-05,0,868346,0
AC,2021-12-12,0,868346,0
AC,2021-12-19,1,868346,0.11516146789413437
AC,2021-12-26,0,868346,0
AC,2022-01-02,0,872566,0
AC,2022-01-09,1,872566,0.11460451129198249
AC,2022-01-16,1,872566,0.11460451129198249
AC,2022-01-23,1,872566,0.11460451129198249
AC,2022-01-30,0,872566,0
AC,2022-02-06,0,872566,0
AC,2022-02-13,2,872566,0.22920902258396497
AC,2022-02-20,1,872566,0.11460451129198249
AC,2022-02-27,1,872566,0.11460451129198249
AC,2022-03-06,1,872566,0.11460451129198249
AC,2022-03-13,0,872566,0
AC,2022-03-20,0,872566,0
AC,2022-03-27,1,872566,0.11460451129198249
AC,2022-04-03,0,872566,0
AC,2022-04-10,0,872566,0
AC,2022-04-17,2,872566,0.22920902258396497
AC,2022-04-24,0,872566,0
AC,2022-05-01,0,872566,0
AC,2022-05-08,0,872566,0
AC,2022-05-15,0,872566,0
AC,2022-05-22,0,872566,0
AC,2022-05-29,1,872566,0.11460451129198249
AC,2022-06-05,0,872566,0
AC,2022-06-12,1,872566,0.11460451129198249
AC,2022-06-19,0,872566,0
AC,2022-06-26,0,872566,0
AC,2022-07-03,2,872566,0.22920902258396497
AC,2022-07-10,0,872566,0
AC,2022-07-17,0,872566,0
AC,2022-07-24,0,872566,0
AC,2022-07-31,0,872566,0
AC,2022-08-07,0,872566,0
AC,2022-08-14,0,872566,0
AC,2022-08-21,0,872566,0
AC,2022-08-28,0,872566,0
AC,2022-09-04,0,872566,0
AC,2022-09-11,1,872566,0.11460451129198249
AC,2022-09-18,0,872566,0
AC,2022-09-25,0,872566,0
AC,2022-10-02,0,872566,0
AC,2022-10-09,0,872566,0
AC,2022-10-16,0,872566,0
AC,2022-10-23,0,872566,0
AC,2022-10-30,0,872566,0
AC,2022-11-06,1,872566,0.11460451129198249
AC,2022-11-13,0,872566,0
AC,2022-11-20,0,872566,0
AC,2022-11-27,0,872566,0
AC,2022-12-04,0,872566,0
AC,2022-12-11,0,872566,0
AC,2022-12-18,0,872566,0
AC,2022-12-25,0,872566,0
AC,2023-01-01,0,876582,0
AC,2023-01-08,0,876582,0
AC,2023-01-15,0,876582,0
AC,2023-01-22,0,876582,0
AC,2023-01-29,0,876582,0
AC,2023-02-05,0,876582,0
AC,2023-02-12,2,876582,0.22815891724904233
AC,2023-02-19,2,876582,0.22815891724904233
AC,2023-02-26,1,876582,0.11407945862452117
AC,2023-03-05,0,876582,0
AC,2023-03-12,1,876582,0.11407945862452117
AC,2023-03-19,0,876582,0
AC,2023-03-26,0,876582,0
AC,2023-04-02,2,876582,0.22815891724904233
AC,2023-04-09,3,876582,0.3422383758735634
AC,2023-04-16,3,876582,0.3422383758735634
AC,2023-04-23,0,876582,0
AC,2023-04-30,0,876582,0
AC,2023-05-07,1,876582,0.11407945862452117
AC,2023-05-14,2,876582,0.22815891724904233
AC,2023-05-21,1,876582,0.11407945862452117
AC,2023-05-28,0,876582,0
AC,2023-06-04,0,876582,0
AC,2023-06-11,0,876582,0
AC,2023-06-18,0,876582,0
AC,2023-06-25,0,876582,0
AC,2023-07-02,0,876582,0
AC,2023-07-09,2,876582,0.22815891724904233
AC,2023-07-16,0,876582,0
AC,2023-07-23,0,876582,0
AC,2023-07-30,0,876582,0
AC,2023-08-06,2,876582,0.22815891724904233
AC,2023-08-13,0,876582,0
AC,2023-08-20,0,876582,0
AC,2023-08-27,0,876582,0
AC,2023-09-03,0,876582,0
AC,2023-09-10,0,876582,0
AC,2023-09-17,0,876582,0
AC,2023-09-24,0,876582,0
AC,2023-10-01,0,876582,0
AC,2023-10-08,0,876582,0
AC,2023-10-15,1,876582,0.11407945862452117
AC,2023-10-22,0,876582,0
AC,2023-10-29,0,876582,0
AC,2023-11-05,0,876582,0
AC,2023-11-12,0,876582,0
AC,2023-11-19,0,876582,0
AC,2023-11-26,2,876582,0.22815891724904233
AC,2023-12-03,2,876582,0.22815891724904233
AC,2023-12-10,4,876582,0.45631783449808466
AC,2023-12-17,0,876582,0
AC,2023-12-24,2,876582,0.22815891724904233
AC,2023-12-31,35,876582,3.9927810518582403
AC,2024-01-07,12,880631,1.3626592749971327
AC,2024-01-14,11,880631,1.2491043354140383
AC,2024-01-21,14,880631,1.5897691541633217
AC,2024-01-28,5,880631,0.567774697915472
AC,2024-02-04,5,880631,0.567774697915472
AC,2024-02-11,1,880631,0.11355493958309439
AC,2024-02-18,3,880631,0.34066481874928317
AC,2024-02-25,8,880631,0.9084395166647551
AC,2024-03-03,9,880631,1.0219944562478496
AC,2024-03-10,9,880631,1.0219944562478496
AC,2024-03-17,10,880631,1.135549395830944
AC,2024-03-24,4,880631,0.45421975833237754
AC,2024-03-31,4,880631,0.45421975833237754
AC,2024-04-07,4,880631,0.45421975833237754
AC,2024-04-14,3,880631,0.34066481874928317
AC,2024-04-21,4,880631,0.45421975833237754
AC,2024-04-28,3,880631,0.34066481874928317
AC,2024-05-05,1,880631,0.11355493958309439
AC,2024-05-12,3,880631,0.34066481874928317
AC,2024-05-19,3,880631,0.34066481874928317
AC,2024-05-26,7,880631,0.7948845770816608
AC,2024-06-02,5,880631,0.567774697915472
AC,2024-06-09,7,880631,0.7948845770816608
AC,2024-06-16,5,880631,0.567774697915472
AC,2024-06-23,5,880631,0.567774697915472
AC,2024-06-30,2,880631,0.22710987916618877
AC,2024-07-07,4,880631,0.45421975833237754
AC,2024-07-14,9,880631,1.0219944562478496
AC,2024-07-21,2,880631,0.22710987916618877
AC,2024-07-28,3,880631,0.34066481874928317
AC,2024-08-04,7,880631,0.7948845770816608
AC,2024-08-11,0,880631,0
AC,2024-08-18,1,880631,0.11355493958309439
AC,2024-08-25,0,880631,0
AC,2024-09-01,1,880631,0.11355493958309439
AC,2024-09-08,0,880631,0
AC,2024-09-15,0,880631,0
AC,2024-09-22,1,880631,0.11355493958309439
AC,2024-09-29,1,880631,0.11355493958309439
AC,2024-10-06,0,880631,0
AC,2024-10-13,0,880631,0
AC,2024-10-20,0,880631,0
AC,2024-10-27,0,880631,0
AC,2024-11-03,0,880631,0
AC,2024-11-10,0,880631,0
AC,2024-11-17,0,880631,0
AC,2024-11-24,0,880631,0
AC,2024-12-01,0,880631,0
AC,2024-12-08,0,880631,0
AC,2024-12-15,1,880631,0.11355493958309439
AC,2024-12-22,0,880631,0
AC,2024-12-29,6,880631,0.6813296374985663
AC,2025-01-05,1,884372,0.11307458852157237
AC,2025-01-12,8,884372,0.904596708172579
AC,2025-01-19,5,884372,0.5653729426078619
AC,2025-01-26,3,884372,0.3392237655647171
AC,2025-02-02,3,884372,0.3392237655647171
AC,2025-02-09,3,884372,0.3392237655647171
AC,2025-02-16,3,884372,0.3392237655647171
AC,2025-02-23,0,884372,0
AC,2025-03-02,0,884372,0
AC,2025-03-09,2,884372,0.22614917704314474
AC,2025-03-16,1,884372,0.11307458852157237
AC,2025-03-23,0,884372,0
AC,2025-03-30,2,884372,0.22614917704314474
AC,2025-04-06,0,884372,0
AC,2025-04-13,0,884372,0
AC,2025-04-20,1,884372,0.11307458852157237
AC,2025-04-27,1,884372,0.11307458852157237
AC,2025-05-04,0,884372,0
AC,2025-05-11,0,884372,0
AC,2025-05-18,1,884372,0.11307458852157237
AC,2025-05-25,0,884372,0
AC,2025-06-01,2,884372,0.22614917704314474
AC,2025-06-08,0,884372,0
AC,2025-06-15,0,884372,0
AC,2025-06-22,3,884372,0.3392237655647171
AC,2025-06-29,0,884372,0
AC,2025-07-06,1,884372,0.11307458852157237
AC,2025-07-13,1,884372,0.11307458852157237
AC,2025-07-20,1,884372,0.11307458852157237
AC,2025-07-27,0,884372,0
AC,2025-08-03,0,884372,0
AC,2025-08-10,0,884372,0
AC,2025-08-17,1,884372,0.11307458852157237
AC,2025-08-24,0,884372,0
AC,2025-08-31,1,884372,0.11307458852157237
AC,2025-09-07,0,884372,0
AC,2025-09-14,0,884372,0
AC,2025-09-21,0,884372,0
AC,2025-09-28,0,884372,0
AC,2025-10-05,0,884372,0
AC,2025-10-12,0,884372,0
AC,2025-10-19,0,884372,0
AC,2025-10-26,0,884372,0
AC,2025-11-02,0,884372,0
AC,2025-11-09,0,884372,0
AC,2025-11-16,0,884372,0
AC,2025-11-23,0,884372,0
AC,2025-11-30,0,884372,0
AC,2025-12-07,0,884372,0
AC,2025-12-14,0,884372,0
AC,2025-12-21,0,884372,0
AC,2025-12-28,0,884372,0
AL,2015-01-04,0,3181178,0
AL,2015-01-11,0,3181178,0
AL,2015-01-18,0,3181178,0
AL,2015-01-25,0,3181178,0
AL,2015-02-01,0,3181178,0
AL,2015-02-08,0,3181178,0
AL,2015-02-15,0,3181178,0
AL,2015-02-22,0,3181178,0
AL,2015-03-01,0,3181178,0
AL,2015-03-08,0,3181178,0
AL,2015-03-15,0,3181178,0
AL,2015-03-22,0,3181178,0
AL,2015-03-29,0,3181178,0
AL,2015-04-05,1,3181178,0.03143489612967272
AL,2015-04-12,0,3181178,0
AL,2015-04-19,1,3181178,0.03143489612967272
AL,2015-04-26,0,3181178,0
AL,2015-05-03,0,3181178,0
AL,2015-05-10,1,3181178,0.03143489612967272
AL,2015-05-17,1,3181178,0.03143489612967272
AL,2015-05-24,0,3181178,0
AL,2015-05-31,0,3181178,0
AL,2015-06-07,0,3181178,0
AL,2015-06-14,1,3181178,0.03143489612967272
AL,2015-06-21,0,3181178,0
AL,2015-06-28,0,3181178,0
AL,2015-07-05,0,3181178,0
AL,2015-07-12,0,3181178,0
AL,2015-07-19,1,3181178,0.03143489612967272
AL,2015-07-26,0,3181178,0
AL,2015-08-02,0,3181178,0
AL,2015-08-09,1,3181178,0.03143489612967272
AL,2015-08-16,0,3181178,0
AL,2015-08-23,0,3181178,0
AL,2015-08-30,0,3181178,0
AL,2015-09-06,0,3181178,0
AL,2015-09-13,0,3181178,0
AL,2015-09-20,0,3181178,0
AL,2015-09-27,0,3181178,0
AL,2015-10-04,0,3181178,0
AL,2015-10-11,0,3181178,0
AL,2015-10-18,1,3181178,0.03143489612967272
AL,2015-10-25,0,3181178,0
AL,2015-11-01,0,3181178,0
AL,2015-11-08,2,3181178,0.06286979225934544
AL,2015-11-15,1,3181178,0.03143489612967272
AL,2015-11-22,11,3181178,0.3457838574263999
AL,2015-11-29,13,3181178,0.4086536496857453
AL,2015-12-06,37,3181178,1.1630911567978905
AL,2015-12-13,4,3181178,0.12573958451869088
AL,2015-12-20,1,3181178,0.03143489612967272
AL,2015-12-27,18,3181178,0.565828130334109
AL,2016-01-03,18,3187906,0.564633963485749
AL,2016-01-10,20,3187906,0.6273710705397211
AL,2016-01-17,23,3187906,0.7214767311206792
AL,2016-01-24,33,3187906,1.0351622663905398
AL,2016-01-31,33,3187906,1.0351622663905398
AL,2016-02-07,83,3187906,2.6035899427398426
AL,2016-02-14,86,3187906,2.697695603320801
AL,2016-02-21,77,3187906,2.415378621577926
AL,2016-02-28,80,3187906,2.5094842821588843
AL,2016-03-06,119,3187906,3.73285786971134
AL,2016-03-13,85,3187906,2.6663270497938143
AL,2016-03-20,104,3187906,3.2623295668065495
AL,2016-03-27,136,3187906,4.266123279670103
AL,2016-04-03,262,3187906,8.218561024070345
AL,2016-04-10,300,3187906,9.410566058095815
AL,2016-04-17,305,3187906,9.567408825730746
AL,2016-04-24,453,3187906,14.209954747724684
AL,2016-05-01,444,3187906,13.927637765981808
AL,2016-05-08,504,3187906,15.80975097760097
AL,2016-05-15,600,3187906,18.82113211619163
AL,2016-05-22,667,3187906,20.9228252024997
AL,2016-05-29,562,3187906,17.62912708216616
AL,2016-06-05,621,3187906,19.47987174025834
AL,2016-06-12,647,3187906,20.295454131959975
AL,2016-06-19,502,3187906,15.747013870546999
AL,2016-06-26,405,3187906,12.704264178429352
AL,2016-07-03,419,3187906,13.143423927807158
AL,2016-07-10,310,3187906,9.724251593365675
AL,2016-07-17,258,3187906,8.093086809962402
AL,2016-07-24,167,3187906,5.238548439006671
AL,2016-07-31,167,3187906,5.238548439006671
AL,2016-08-07,111,3187906,3.481909441495452
AL,2016-08-14,128,3187906,4.015174851454215
AL,2016-08-21,120,3187906,3.7642264232383265
AL,2016-08-28,40,3187906,1.2547421410794422
AL,2016-09-04,43,3187906,1.3488478016604004
AL,2016-09-11,46,3187906,1.4429534622413585
AL,2016-09-18,41,3187906,1.2861106946064282
AL,2016-09-25,53,3187906,1.6625333369302608
AL,2016-10-02,50,3187906,1.5684276763493028
AL,2016-10-09,31,3187906,0.9724251593365677
AL,2016-10-16,12,3187906,0.37642264232383266
AL,2016-10-23,16,3187906,0.5018968564317768
AL,2016-10-30,24,3187906,0.7528452846476653
AL,2016-11-06,7,3187906,0.2195798746889024
AL,2016-11-13,15,3187906,0.4705283029047908
AL,2016-11-20,9,3187906,0.2823169817428745
AL,2016-11-27,5,3187906,0.15684276763493027
AL,2016-12-04,22,3187906,0.6901081775936931
AL,2016-12-11,16,3187906,0.5018968564317768
AL,2016-12-18,12,3187906,0.37642264232383266
