state,calendar_year,wave_id,wave_order,is_recurrence,onset_week,peak_week,end_week,total_cases,cumulative_incidence_per_100k,weeks_since_previous_wave,previous_wave_total_cases,preceding_trough_ratio,re6_prefit_eligible,re6_fit_status,re6_fit_pass,re6_analysis_usable,Re_early_4_median,Re_early_4_q025,Re_early_4_q975,Re_early_6_median,Re_early_6_q025,Re_early_6_q975,Re_early_8_median,Re_early_8_q025,Re_early_8_q975,susceptibility_timing_status,S_onset_q025,S_onset_q25,S_onset_median,S_onset_q75,S_onset_q975,usable,n_major_waves,event_status,map_Re
DF,2022,DF_wave_13,2,TRUE,2022-12-25,2023-05-07,2023-08-06,501,16.88265343,49,471,0.042857143,TRUE,fitted,TRUE,TRUE,2.340047026844069,1.3894486348021446,3.990405084991642,2.3549508475773244,1.5468566129474841,3.679092251722724,1.8860641736244144,1.2968397823930076,2.7726658620427864,retrospective_smoothed,0.8619794926314708,0.9038080762140804,0.9209224404834718,0.9366607729037334,0.9580306219895424,TRUE,1,recurrent_usable,2.3549508475773244
DF,2023,DF_wave_14,3,TRUE,2023-09-10,2024-03-10,2024-09-08,375,12.58356604,35,501,0.061728395,FALSE,not_attempted,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,retrospective_smoothed,0.8415160432041461,0.8833592906306005,0.901378757205654,0.9173776460990516,0.9401350815388204,FALSE,1,major_re_unavailable,NA
DF,2024,DF_wave_15,4,TRUE,2024-09-15,2025-02-16,2025-09-07,196,6.547497032,7,375,0.131050527,FALSE,not_attempted,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,retrospective_smoothed,0.8206818174029831,0.8651187212324329,0.8851495948656554,0.9026926952934928,0.9285990656569534,FALSE,1,major_re_unavailable,NA
DF,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
ES,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
ES,2016,ES_wave_02,1,FALSE,2016-12-18,2017-03-12,2017-07-16,629,16.11074377,NA,NA,0,TRUE,fitted,TRUE,TRUE,3.74675897037264,2.3148692439956253,6.139828062268854,2.6993524440215397,1.718747970909903,4.272909083049022,2.422074533082019,1.6690207792304468,3.6119316030578767,retrospective_smoothed,0.9707176550302952,0.9811321330145124,0.9892598960716028,0.99400929822135,0.9978779929517754,TRUE,1,first_usable,2.6993524440215397
ES,2017,ES_wave_03,2,TRUE,2017-07-30,2018-06-24,2018-10-28,626,15.92516211,14,629,0.224075786,TRUE,fitted,TRUE,TRUE,1.0520434280737536,0.6274067529263088,1.7583720590721208,1.102036843199962,0.6974363615059742,1.7510024120198535,1.0795611550892352,0.7232608424143933,1.6051217242412448,retrospective_smoothed,0.9560816781459708,0.9697211911690108,0.9798896233996554,0.9873692795652284,0.9946532685045504,TRUE,1,recurrent_usable,1.102036843199962
ES,2018,ES_wave_04,3,TRUE,2018-12-23,2019-05-05,2019-09-22,1127,28.39163258,56,626,0.083333333,TRUE,fitted,TRUE,TRUE,1.508141917062925,0.9251188233846072,2.515703435388418,1.5179686921513635,0.9908321500794504,2.370790304986947,1.3403598770990692,0.9230467446390466,1.970496522787438,retrospective_smoothed,0.939416856993377,0.9568898593573196,0.9699620646401176,0.9800408372389532,0.9907228266489326,TRUE,1,recurrent_usable,1.5179686921513635
ES,2019,ES_wave_05,4,TRUE,2019-12-01,2020-01-19,2020-04-19,4885,122.2556774,70,1127,0.164444444,TRUE,fitted,TRUE,TRUE,3.472944640460464,2.3995909476825488,5.2268333634009005,2.900755523895935,2.067978641048868,4.248144348838886,2.5498958412352124,1.8912581854043304,3.569635084461023,retrospective_smoothed,0.93073697331517,0.9492026455809,0.962305573271961,0.9735094475291304,0.9862006704995008,TRUE,1,recurrent_usable,2.900755523895935
ES,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
ES,2021,ES_wave_08,5,TRUE,2021-12-26,2022-04-03,2022-09-11,941,23.22933126,616,4885,0,TRUE,not_fittable,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,retrospective_smoothed,0.905030720832666,0.927663721167276,0.9409817322536262,0.954800745162408,0.9727172139730272,FALSE,1,major_re_unavailable,NA
ES,2022,ES_wave_09,6,TRUE,2022-12-04,2023-06-04,2023-12-24,5013,122.9969885,84,941,0.042056075,TRUE,fitted,TRUE,TRUE,1.6319792286271655,1.0580345482391045,2.589893452702591,1.7250589050763958,1.1804311422464102,2.587002435312551,1.6095453857714248,1.1655264368025582,2.3012397389487833,retrospective_smoothed,0.8840024146940512,0.9112638975020008,0.9281660355453488,0.945240653288373,0.9660056520509376,TRUE,1,recurrent_usable,1.7250589050763958
ES,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
ES,2024,ES_wave_10,7,TRUE,2024-01-14,2024-03-17,2024-09-29,11777,287.0948232,21,5013,0.138671875,TRUE,fitted,TRUE,TRUE,2.55947222497768,1.7691069268278312,3.862514833370021,2.3728688705694765,1.6696894876695902,3.5176315962265137,2.267097647863233,1.6515093546236042,3.1757778264018985,retrospective_smoothed,0.8676135114725667,0.8952842300905178,0.9117836019342856,0.9274202311695244,0.9511767225795316,TRUE,2,recurrent_usable,2.3728688705694765
ES,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
GO,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
GO,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
GO,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
GO,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
GO,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
GO,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
GO,2021,GO_wave_15,1,FALSE,2021-11-28,2022-03-27,2022-12-18,4122,57.25444087,NA,NA,0.059701493,TRUE,fitted,TRUE,TRUE,2.1241711912695602,1.3975632158273523,3.3829627036342607,1.9651509078894964,1.3594626109529058,2.9547164872175213,2.1567165920536646,1.5864397520270273,3.024539873791669,retrospective_smoothed,0.922344663766741,0.9456893210648436,0.9615919964676104,0.979052741829975,0.9928102783779346,TRUE,1,first_usable,1.9651509078894964
GO,2022,GO_wave_16,2,TRUE,2022-12-25,2023-05-07,2023-10-01,1901,26.13307215,7,4122,0.040531358,TRUE,fitted,TRUE,TRUE,1.892636674101598,1.2231729146395205,2.983922310037813,1.9365642686158768,1.316446050771139,2.9233969734991025,1.809823959554296,1.2762239635646877,2.6221025736334553,retrospective_smoothed,0.905369086843176,0.9308482385129592,0.9453600546331276,0.9620953764989782,0.9800040819975276,TRUE,1,recurrent_usable,1.9365642686158768
GO,2023,GO_wave_17,3,TRUE,2023-11-12,2024-03-03,2024-10-13,10985,149.5699347,42,1901,0.083333333,TRUE,fitted,TRUE,TRUE,1.81882178103589,1.2598597656053003,2.79114467249531,2.052078188391749,1.4450880074512753,3.0255533262610608,1.8721414553821616,1.3876046611430466,2.598143089059962,retrospective_smoothed,0.8977660162236523,0.92338197041868,0.937928043124224,0.953352364861636,0.9732662071909044,TRUE,1,recurrent_usable,2.052078188391749
GO,2024,GO_wave_18,4,TRUE,2024-10-20,2025-05-11,2025-09-14,1988,26.80495854,7,10985,0.091199605,TRUE,fitted,TRUE,TRUE,1.230917094922646,0.7866128696812059,1.9726250171106443,1.2964305277326518,0.8803525142963305,1.9762892958486424,1.206480081336835,0.8511937200655166,1.736524879056438,retrospective_smoothed,0.8720021841955462,0.8993339765391546,0.9110418850057038,0.9218304779808036,0.9398015743421572,TRUE,1,recurrent_usable,1.2964305277326518
GO,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MA,2016,MA_wave_02,1,FALSE,2016-02-28,2016-04-24,2016-10-02,7016,102.216269,NA,NA,0,TRUE,fitted,TRUE,TRUE,3.4065704203308624,2.377611612516084,5.15178527123214,2.8994752525778673,2.0584851732844207,4.256280755868049,2.655629816367191,1.946649844262572,3.733590760005586,retrospective_smoothed,0.9839236723157276,0.9895711273840136,0.9933603432142252,0.9960480891007536,0.9983259297737288,TRUE,2,first_usable,2.8994752525778673
MA,2017,MA_wave_04,3,TRUE,2017-12-17,2018-04-29,2018-12-09,522,7.547724744,14,5048,0.177900376,TRUE,fitted,TRUE,TRUE,1.6355598579671424,1.020414501842464,2.695305207546739,1.6425741241809544,1.0795123121151855,2.5488079979839005,1.312128868559844,0.8976848359080747,1.9592213666637512,retrospective_smoothed,0.9095080859433802,0.9381960253034386,0.9531218045991834,0.9633050890032788,0.9747093526622612,TRUE,1,recurrent_usable,1.6425741241809544
MA,2018,MA_wave_05,4,TRUE,2018-12-30,2019-03-17,2019-11-03,589,8.479310185,21,522,0.101265823,TRUE,fitted,TRUE,TRUE,2.200356354733339,1.369419608109646,3.577622916185269,1.5819908324619123,1.0256403440395263,2.4611348177150076,1.6440546869744606,1.130376403476887,2.428034545245366,retrospective_smoothed,0.9043245234149552,0.9311716870360004,0.943942012678036,0.9535410356233722,0.9662254565256446,TRUE,1,recurrent_usable,1.5819908324619123
MA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MA,2021,MA_wave_08,5,TRUE,2021-09-19,2022-03-13,2022-11-06,1770,25.29490127,686,589,0.117647059,FALSE,not_attempted,FALSE,FALSE,2.0144960735714923,1.1659753290915216,3.469916110949334,NA,NA,NA,NA,NA,NA,retrospective_smoothed,0.8916862670883848,0.9151269561109092,0.9256929383232388,0.9347030869314188,0.9503794644834828,FALSE,1,major_re_unavailable,NA
MA,2022,MA_wave_09,6,TRUE,2022-11-27,2023-04-30,2023-12-17,2780,39.69656581,21,1770,0.114427861,TRUE,fitted,TRUE,TRUE,1.2659137950258028,0.7976092625142929,2.0658535062430534,1.3169228050277133,0.8857939402952083,1.9825773853219195,1.5300391971872007,1.095295561479216,2.191811515609011,retrospective_smoothed,0.875225174735007,0.8996396799685469,0.9108242845296668,0.9209691970085846,0.9379674537991132,TRUE,1,recurrent_usable,1.3169228050277133
MA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MA,2024,MA_wave_10,7,TRUE,2024-01-07,2024-04-07,2024-12-29,793,11.31086185,21,2780,0.042151714,TRUE,fitted,TRUE,TRUE,1.4763568942456016,0.8920959264833968,2.4748255257086553,1.9541179281324952,1.2985707814985916,3.0281539492523772,2.046552871866736,1.4376738382464846,2.956667349490145,retrospective_smoothed,0.8589953812439712,0.8857063012012174,0.8985294180692122,0.9094050517739154,0.9279215924278182,TRUE,1,recurrent_usable,1.9541179281324952
MA,2025,MA_wave_11,8,TRUE,2025-01-05,2025-05-04,2025-07-06,361,5.143760996,7,793,0.077975805,TRUE,fitted,TRUE,TRUE,1.8219178176069464,1.04411155114219,3.168494742619712,1.5945298240001744,0.9830769297172872,2.5939616782250794,1.5492701571859522,1.032671283674414,2.37788153311621,retrospective_smoothed,0.8496368600579949,0.8773204520968536,0.8905611373431928,0.9017326733118904,0.9209056467257624,TRUE,1,recurrent_usable,1.5945298240001744
MG,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MG,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MG,2017,MG_wave_05,1,FALSE,2017-01-08,2017-03-12,2017-10-01,13438,64.93354942,NA,NA,0,TRUE,fitted,TRUE,TRUE,2.706623265871138,1.8878994062328165,4.057923717862433,2.700460179836658,1.9013725790609597,3.993819886803721,2.583002269824623,1.8792193238712187,3.67973269333563,retrospective_smoothed,0.965175363894601,0.978873357943901,0.988551919444496,0.994664045946276,0.9983348926390292,TRUE,2,first_usable,2.700460179836658
MG,2018,MG_wave_07,3,TRUE,2018-11-11,2019-05-12,2019-10-13,1805,8.632526958,14,11098,0.078399061,TRUE,fitted,TRUE,TRUE,1.6338437055478328,1.0702946790024506,2.5803319239224307,1.3278919556028717,0.8833258200387161,2.024742547654851,1.3095034380097481,0.9131247899191064,1.9185054883564945,retrospective_smoothed,0.9297340402282576,0.9509779654912388,0.96518605774531685,0.9778891659455856,0.9906595064932384,TRUE,1,recurrent_usable,1.3278919556028717
MG,2019,MG_wave_08,4,TRUE,2019-12-01,2020-05-03,2020-08-09,1477,7.023965358,49,1805,0.059768096,TRUE,fitted,TRUE,TRUE,0.99085126853427,0.6166126985470786,1.605609669325225,1.2733900297347116,0.8408361363350705,1.9492108199201592,1.4762035718863311,1.0395281426068304,2.1272984867414486,retrospective_smoothed,0.9143398934047676,0.940433462385226,0.957653840429276,0.9731362034869904,0.9877742340000336,TRUE,1,recurrent_usable,1.2733900297347116
MG,2020,MG_wave_09,5,TRUE,2020-09-27,2021-04-25,2021-10-03,5920,28.05342194,49,1477,0.132867133,TRUE,fitted,TRUE,TRUE,1.2685979604809687,0.8398150741150906,1.991039064257119,1.1790628104253862,0.8075255885868934,1.7765734728056837,1.4599232767785937,1.056373767857886,2.077445784662863,retrospective_smoothed,0.9057713126136502,0.9334418180444692,0.9520622759955476,0.969817731782486,0.9859858262878936,TRUE,1,recurrent_usable,1.1790628104253862
MG,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MG,2022,MG_wave_11,7,TRUE,2022-11-27,2023-04-02,2023-08-27,77900,366.695654,91,6046,0.040765905,TRUE,fitted,TRUE,TRUE,2.965107845466411,2.069581056834936,4.419648041716138,2.563259316639064,1.8494753414380696,3.6767661565739833,2.3712085028681535,1.7589512808561962,3.3062611097873047,retrospective_smoothed,0.8775098256429311,0.9111079319860548,0.9333449009169186,0.957377834313476,0.9791694251778038,TRUE,2,recurrent_usable,2.563259316639064
MG,2023,MG_wave_12,8,TRUE,2023-11-12,2024-02-18,2024-10-13,157143,737.1852338,77,77900,0.025607975,TRUE,fitted,TRUE,TRUE,1.853121623185072,1.2989411253015593,2.7539764821712884,1.787876912495542,1.270990701583916,2.6259840176310334,1.7590993209163934,1.3011224668539978,2.467815838781946,retrospective_smoothed,0.8545114206635394,0.8906461605493838,0.9095015063814282,0.9285979573371156,0.9541155817790936,TRUE,1,recurrent_usable,1.787876912495542
MG,2024,MG_wave_13,9,TRUE,2024-11-17,2025-02-09,2025-12-28,19257,90.03548527,35,157143,0.139073791,TRUE,fitted,TRUE,TRUE,1.3885575072011171,0.9662704788217036,2.1004706156985216,1.2001530132452003,0.8611993034951791,1.764319959447599,1.3387540489191063,0.9876981892567146,1.8731167752148528,retrospective_smoothed,0.8214068178604799,0.856613682447051,0.8726050083569463,0.8875640855543228,0.9118690346515108,TRUE,1,recurrent_usable,1.2001530132452003
MG,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MS,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MS,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MS,2017,MS_wave_05,1,FALSE,2017-12-10,2018-03-11,2018-07-29,187,6.814841098,NA,NA,0.045454545,FALSE,not_attempted,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,retrospective_smoothed,0.9626235420956964,0.9755257238572674,0.986254044859978,0.9930037682375754,0.9971869233699836,FALSE,1,major_re_unavailable,NA
MS,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MS,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MS,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MS,2021,MS_wave_10,2,TRUE,2021-06-13,2022-06-12,2022-08-28,246,8.626946436,1050,187,0.166666667,FALSE,not_attempted,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,retrospective_smoothed,0.919891885165786,0.9439207824698004,0.9665346804085672,0.9820813227743572,0.991195407766218,FALSE,1,major_re_unavailable,NA
MS,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MS,2023,MS_wave_11,3,TRUE,2023-01-22,2023-03-26,2023-10-01,1380,47.94981531,147,246,0.090909091,TRUE,fitted,TRUE,TRUE,2.9502308966714805,1.9025846203593393,4.661281529757098,2.682800425017297,1.8239130859837411,4.074557002419856,2.400211770516347,1.7178393579941569,3.467230693586308,retrospective_smoothed,0.9055786783206048,0.9338932209689002,0.9590629571343772,0.977973625858504,0.9886863016465928,TRUE,2,recurrent_usable,2.682800425017297
MS,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MS,2025,MS_wave_13,5,TRUE,2025-01-12,2025-05-11,2025-12-28,8586,293.5754972,35,936,0.004716981,TRUE,fitted,TRUE,TRUE,2.2818949965655277,1.5478114041929418,3.47169868344084,2.0590189010907665,1.456923456289407,3.0382258624864833,1.9943928656768573,1.4637168946750885,2.783582148671188,retrospective_smoothed,0.8840031729964175,0.915816628701472,0.9393429732784316,0.961032206308116,0.9765359233227852,TRUE,1,recurrent_usable,2.0590189010907665
MT,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MT,2016,MT_wave_05,1,FALSE,2016-12-11,2017-03-26,2017-10-01,2929,85.32947068,NA,NA,0.1,TRUE,fitted,TRUE,TRUE,2.692217373492233,1.732964030702257,4.261049922953124,2.4129964511132727,1.6229526567563086,3.6965186315819887,2.2971795436688547,1.636007485394448,3.2785536859621063,retrospective_smoothed,0.980546463602528,0.9868969210392042,0.9905173589852728,0.9951364865566384,0.9989677114268614,TRUE,1,first_usable,2.4129964511132727
MT,2017,MT_wave_06,2,TRUE,2017-12-17,2018-01-28,2019-08-18,13419,384.6833438,77,2929,0.029069767,TRUE,fitted,TRUE,TRUE,4.301280011189625,2.9825750590145748,6.53346250483337,3.665110571912772,2.6090741879831874,5.3110364660060085,3.0809289119863688,2.2885828472133607,4.3159193730759,retrospective_smoothed,0.9651823080618104,0.9755158981222434,0.9808757804058224,0.9876728841066122,0.995946808295313,TRUE,1,recurrent_usable,3.665110571912772
MT,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MT,2019,MT_wave_07,3,TRUE,2019-09-08,2020-02-02,2020-06-28,247,6.871540395,21,13419,0.137417483,FALSE,not_attempted,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,retrospective_smoothed,0.9397918483313336,0.956156100357105,0.9639926882220357,0.9719080011308416,0.9860962678899589,FALSE,1,major_re_unavailable,NA
MT,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MT,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MT,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MT,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
MT,2024,MT_wave_13,4,TRUE,2024-01-07,2024-05-05,2024-10-06,19449,506.9597818,1288,247,0.146341463,TRUE,fitted,TRUE,TRUE,4.930372596966729,3.4060586231557157,7.509835406577677,4.164370458958377,2.9539918874472675,6.138342002533675,3.538769952149478,2.621264596012729,4.97161318848898,retrospective_smoothed,0.9009321918748248,0.9261375028333344,0.939389433682826,0.9557176198381396,0.9795735662090076,TRUE,2,recurrent_usable,4.164370458958377
MT,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PA,2016,PA_wave_04,1,FALSE,2016-04-24,2017-01-22,2017-10-08,8315,100.6292561,NA,NA,0,TRUE,fitted,TRUE,TRUE,1.5517121891944146,1.0567685295034113,2.3612748195516566,1.2813233515141416,0.8901547870763602,1.9367427862611688,1.2399379287794905,0.903276273872324,1.7401638641447903,retrospective_smoothed,0.9848629922259784,0.9905318223454276,0.9938962372761238,0.9969604255906652,0.9988670332527668,TRUE,1,first_usable,1.2813233515141416
PA,2017,PA_wave_05,2,TRUE,2017-10-22,2018-03-11,2019-10-06,9418,112.7944121,14,8315,0.104087537,TRUE,fitted,TRUE,TRUE,1.6449643434085697,1.1166583324540829,2.527520941598668,1.398212521532649,0.9773479483995852,2.073467813253369,1.329589812179295,0.9635633158785356,1.8719019679204232,retrospective_smoothed,0.9373535269055384,0.9581193179924616,0.9665801840544336,0.9729682600911862,0.981671571087122,TRUE,1,recurrent_usable,1.398212521532649
PA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PA,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PB,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PB,2016,PB_wave_03,1,FALSE,2016-02-07,2016-05-08,2016-12-04,7712,194.8727149,NA,NA,0,TRUE,fitted,TRUE,TRUE,2.277624474409375,1.5359909976523205,3.495187400934422,2.1902915892568937,1.5236389058431274,3.2433923760561076,2.067319080394655,1.5047695195823307,2.9381519441795008,retrospective_smoothed,0.986231098674259,0.991113334136702,0.9948631802802008,0.9974733076352904,0.999211543283417,TRUE,2,first_usable,2.1902915892568937
