iter,AIC_climate,AIC_climate_S,AIC_gate,dev_expl_climate,dev_expl_climate_S,dev_expl_gate,edf_temp_climate,edf_precip_climate,edf_S,p_S
36,115.10606763348969,113.51267803025557,112.26364282491541,0.16655466447524425,0.19176343182153097,0.16265670581175962,1.0000029942904105,1.0000037601964984,1.0000052542451099,0.06305056867418657
37,93.6041658782172,94.69838595035971,92.90815129775322,0.2108339004055577,0.25769803232683824,0.23942630827681796,1.950090083247774,1.0000313198466368,1.0000392172293477,0.1950035405627797
38,85.38946275823335,77.32716653593744,79.05255390429457,0.26405220810397767,0.33025242625855245,0.2581618148948204,1.0000075656442835,1.0000018613591732,1.0000018597147826,0.0014424625681422332
39,105.83633081989512,98.40134728721924,99.80265679391879,0.30927644466258303,0.3816831393805771,0.33222235195626054,1.313494358303028,1.000122213856993,1.000061186492337,0.014104338470273092
40,99.34499164391775,98.91747698755748,96.92124584903846,0.23535861969320046,0.25850101480471127,0.22561855299274605,1.0000011183560775,1.0000036376340897,1.000005142835755,0.08572783295574588
41,83.39078593488662,80.82184836162966,79.52934578069156,0.16266211799103747,0.19473087152457655,0.15384433751348822,1.0000031837613061,1.0000043557481495,1.0000043709183541,0.03607986158211357
42,99.01841021148324,98.0627758435448,96.41870544629238,0.20776460139022662,0.2275239453629431,0.201881545786839,1.000002935331727,1.0000038701701395,1.000020060571085,0.09184996023183989
43,95.49774031932317,95.97012307422533,93.94673325108083,0.16884413532669057,0.1796256142761771,0.15425164351885276,1.0000010655561988,1.000002758288988,1.0000021940266728,0.2255227510307194
44,100.42618364917193,98.74998924061686,95.40381441974438,0.3611268544378417,0.4153827828420354,0.3685492690823573,1.0000291425885433,1.0000303497950294,1.0000456703820404,0.017454701945449846
45,82.30492793889523,81.96127397372581,80.19325364655847,0.12774379754776358,0.1583338835602762,0.12941918521590207,1.0000259282869766,1.0000017298700778,1.0000045943810123,0.0861139823101823
46,126.9527847729897,128.04288295583504,126.13841912949565,0.1785660417577074,0.20267544245876307,0.17711666517520278,1.0952613499569726,1.0000030322565134,1.4737272876431247,0.34039833168472317
47,74.83724782458802,72.56987598632983,71.14418607447246,0.22601132178204758,0.2539203681643262,0.21499678202124559,1.0000089559523317,1.000006292385484,1.00743241514249,0.04339427953978231
48,99.71454401875701,97.35486133382518,96.06590850353089,0.1512628810428809,0.18230626309928652,0.1438987555346774,1.00000180029461,1.000004655960499,1.0000044601568387,0.04061416453120331
49,82.54745802634902,82.70118800366834,80.74927486638794,0.17172909930987962,0.1846968726958,0.15933284885782448,1.0000010436496638,1.0000019458511826,1.0000218040995523,0.18273181142413464
50,97.32157942440773,96.5949273849136,94.88200340419252,0.1535667154310563,0.17306802867144497,0.14576664391031233,1.000051291516042,1.0000096481951573,1.0000146101057592,0.10538986766914576
51,89.96276623232296,89.6580046242322,87.92287619199953,0.2816184395645042,0.3126505130606069,0.28832412520004813,1.0000279368112202,1.000036560377229,1.0002126913074618,0.111818675294176
52,70.40484198747652,69.36215001358741,67.5717145752007,0.25045497677774714,0.26965589751926367,0.23701950780638323,1.0000235977824798,1.0000293913175051,1.000012784109164,0.08885236250706541
53,88.75030110970008,88.7420743293713,86.71621995577433,0.20318432347035967,0.2167435893793265,0.19588946436889795,1.0000070328767574,1.0000061625056784,1.0000125893755352,0.1646579672873696
54,99.58609544269605,99.50387127590481,97.61607859588233,0.25996127079809705,0.27489126626049243,0.25486734685514434,1.8718806108228707,1.0000593150203998,1.0000343226854764,0.17949799365807928
55,89.85487154433221,80.8537292935252,83.30249268323911,0.22805218290389564,0.2973284155258913,0.22750071392607604,1.0000112066661766,1.0000019712415884,1.0000062045340068,0.0011442730373165122
56,105.73719991388197,106.74260939772209,104.91560168157443,0.18276491179691373,0.20196136097109568,0.18184497291929858,1.0000237578758555,1.0000374957776204,1.00001369506919,0.22269843360111963
57,91.17746757646894,91.35876709085214,89.44189101016958,0.2269321870303371,0.24805542752647528,0.2248687707463697,1.0000354819166841,1.0000056038643328,1.0000472007897743,0.12309500734263812
58,79.43423902225122,75.23780253999192,75.61451684133974,0.24387628454029037,0.3465162392265819,0.24257163302579035,1.0000326742331287,2.183200245024201,1.000077763624627,0.0011133128439425044
59,112.55787576722051,113.11041445237001,111.10217401119301,0.1609184243006719,0.1807220871086697,0.16201765044261354,1.0000186313773964,1.0000040484884098,1.0000155223588152,0.15862826546072512
60,107.4244671399324,101.23064757914902,102.2382523568309,0.1918400087753596,0.2465093740575722,0.18599035676829476,1.0000153801753133,1.0000430156137659,1.0000047066920126,0.004999580219793631
61,101.2370112344351,102.14311331264011,100.23536748810733,0.16971716382196003,0.18185835013227988,0.16366667881206917,1.4725975305202292,1.0000032275189823,1.0000094701915738,0.3098911487224304
62,81.57123847432848,73.32231977936375,74.30255363459001,0.200520526107893,0.29364333552885313,0.19837198361005073,1.0000121586039283,1.0000335482952116,1.000017846122413,5.940315085879999e-4
63,112.4817241258454,113.15512627338978,111.27362388594332,0.18643240222545304,0.20900318476999266,0.18897241608344686,1.0000237175673778,1.0000368663401744,1.0000129441122505,0.1824425404214104
64,92.6032633785621,91.29194180125039,89.82308469971687,0.18512293581218384,0.20786258980602457,0.17275417420051298,1.0000068484670208,1.0000151427868578,1.0000017829454506,0.07436011777429069
65,75.54674254386556,70.96314644904075,70.37315856795438,0.3007499633852217,0.3434937935489286,0.29916521692921316,1.0000034496827694,1.0000053397128659,1.0115791854811191,0.009538738718937456
66,102.04106177210052,98.36008952866973,97.93479919181819,0.1893305092591806,0.2280716266810458,0.18811031224313793,2.118793546143494,1.000004783127731,1.0000046721298905,0.02085063898363171
67,90.21999457777271,87.1873251458797,86.21391798348984,0.20849877163143854,0.25302233656003204,0.19844817790518512,1.0000042965034492,1.0000050161471248,1.3107685896887724,0.04151349358380785
68,112.85432672658433,109.79354105144364,109.16055068766478,0.21078244843830565,0.242418309468239,0.20000106771801548,2.4573778560031716,1.0000501555416106,1.0000131998982664,0.019950687508192788
69,97.69687835653207,99.4261528728087,97.76602280847712,0.21067352812403212,0.21250174923576715,0.19507890228646976,1.000008630600844,1.0000135428163037,1.0000059282658655,0.609713932393284
70,106.81308742547941,96.9149197681774,103.98135706559705,0.21503193514973848,0.2321655121386311,0.22185144408154722,1.0000477917734663,1.0546346598915894,1.8123053446001252,0.01897081653221172
71,108.0494963027041,104.29982048132514,103.81435320875323,0.16348362292998306,0.20359849885967277,0.16133811875348578,1.0000029769168957,1.0000056920336338,1.0000106709254146,0.018707832625218135
72,98.89909604419279,99.54101668060662,97.6211944020589,0.20125956087329194,0.21221078184449035,0.1985233040761927,1.7938835349210907,1.000054724593604,1.0000171212710942,0.279296755728677
73,94.91397136292146,90.52580716395569,89.09443890687072,0.16933285192382164,0.25844168605924234,0.16276216976728852,1.0000139202896237,1.0000100059738908,1.138877648906683,0.004215246688990815
74,86.15713040793815,79.42405226776044,80.86687669553659,0.2161071040069056,0.2913893668005093,0.21419569274606906,1.1651787767149058,1.000002043200109,1.4711499509292936,0.00966944777937151
75,106.93380607810337,107.24933856996495,106.08913447994857,0.30166506143703065,0.33737579319244126,0.31304892077152663,1.0000637122987286,2.350349391223012,1.598211598801437,0.30772157322716875
76,95.91851013059187,100.46934729726397,94.24669724449105,0.12352493188105877,0.2519115591054901,0.12058599957078109,1.0000133200826442,1.0000157476385503,1.0000626509524968,0.036799484670533567
77,92.62294851096239,92.32962170978416,90.41259945052109,0.17243361915071176,0.18849876001893834,0.1573190036314545,1.000003319480586,1.0000046397430151,1.0000048246151216,0.1375368167363884
78,104.689500479006,91.79947325535622,97.22259235003699,0.15906110506766916,0.27667773042168203,0.17332318365229452,1.0000436733161444,1.000031989208186,1.000004355762806,1.378891706047547e-4
79,110.62970850836449,111.1048190796711,109.74039337674029,0.17291102809849143,0.179889925499104,0.12352509848860395,2.5107004764861705,1.0000080519365737,1.0000044003931945,0.10569339422878993
80,114.143773802774,114.9243100557502,112.9251081165469,0.17847980966673105,0.18766062799763938,0.1744282119044074,2.122315406869081,1.0000057150989061,1.0000464215192826,0.3138001838743537
81,114.85218547205305,116.3268968417005,114.52144203441695,0.17512076958749637,0.18241578292892852,0.17512072202361764,1.4534862033118108,1.0000050888841112,1.0000046570220793,0.48293008147542743
82,94.90969195098228,91.28072829404084,90.45482354789928,0.177025234597127,0.2168010533434958,0.16906686933318554,1.0000059190497563,2.1369849701456505,1.0000117926631713,0.02254196516899032
83,89.31592681292658,86.42339844046529,85.39648898093104,0.19584784497410498,0.2338963043365815,0.19444988845015942,1.5173593463183863,1.0000105498762657,1.0000098123469625,0.03141799295670483
84,101.45825406192273,103.51366815329672,102.47053139806042,0.19054896938663918,0.1966059888051277,0.1859629909709809,1.0000264515974029,1.0000145121994348,1.0000162095592513,0.5500969003540817
85,80.23619700623316,74.30286390577434,75.15592305850613,0.1570836419522157,0.1969353236371788,0.13382315108847043,1.7317958906085142,1.0000015443805224,1.0000023046154212,0.0064643160229584384
86,92.19175118995115,89.36070389218112,88.54317507499118,0.18710157623604942,0.2355333431122403,0.18907757460817753,1.080426893886118,1.0000073022978713,1.0000302810560466,0.021167453668880343
87,89.8397978400513,86.85050631965389,85.77359695042873,0.2638231372005178,0.2989192298987436,0.25878334831161054,1.0000049737023151,1.0000694219184418,1.0000250476829389,0.023679412294483504
88,102.78831194260246,103.07517737882631,101.1507018024247,0.18343814059269573,0.19531234229304328,0.17204790792235916,1.000040490166071,1.0000117948563396,1.0000049467284413,0.19928190080322344
89,108.57062465544826,98.2719675818232,103.24461481968669,0.30019651627987726,0.42426261240814434,0.3243043481914358,1.0000601744937854,1.725612050884983,1.7260217517797236,0.00712727802812313
90,121.22932811041116,123.02519189632804,121.63559161292014,0.12196444145233958,0.123501712290424,0.11523898481486036,1.0000254573520257,1.0000391377463804,1.0000154281049853,0.6573775987098969
91,115.08035301385519,114.4343878339537,112.85279264848302,0.19556652515866918,0.22105087747865612,0.19602548157532693,1.1875848122669224,1.0000123280876732,1.00000959680256,0.09307102392856098
92,87.67132478837716,88.98288464709665,85.78609062806365,0.19295108377483863,0.24298843943058443,0.19607886727891588,1.0000772009648722,1.0000110076466526,1.0000584887684296,0.06348047363390891
93,119.74399577669266,119.35906422442571,117.65135459644063,0.21671791095294834,0.23151820890950214,0.20518545899929838,1.4194972964472385,1.1315361572355696,1.0000162451623682,0.14713444827667577
94,88.88996630207068,86.94172568725844,84.99770720073069,0.2396018811919205,0.2924132238464969,0.2615313066063706,1.0000176932963871,1.0000363867622342,1.0000043342148779,0.06728815751017664
95,90.73621921488231,89.50263714111207,87.56192419015294,0.17735544473027182,0.20657214780000502,0.17052739405831574,1.0000166459907995,1.0000102111331712,1.0000062021633898,0.05783622973232294
96,96.66639672906896,92.46734763622551,92.12132163941104,0.25365056805146335,0.29216432207815596,0.24600889950656377,1.0000816831599038,1.0000189775234778,1.00000520356708,0.014628426760979363
97,87.47970127554836,87.842658446797,85.88466290407544,0.2072346413194715,0.21824439149973499,0.1978684530324199,1.000008657332476,1.0000147250673848,1.0000016420811133,0.20968036577869476
98,92.79786302185424,94.29932718280472,92.55371839811168,0.1989124251880555,0.20231834475531463,0.19273105717927244,1.0000029025932755,1.0000127275729824,1.000004966208767,0.4887210991038588
99,107.45177381600269,108.5782899576821,106.62572897534558,0.14625034668654752,0.15259755245853773,0.13288348881380058,1.0000087448132775,1.000013158984365,1.000004907767861,0.35948131623220514
100,97.78352089916385,96.9794751411405,95.22165121193325,0.25336790878623255,0.2710608969531104,0.24166328608592613,1.0000285589026343,1.000003034521172,1.0000054626426766,0.1005290312785374
101,104.6987240474366,100.26594310598294,100.05367158451008,0.21080069116417838,0.2714663386451245,0.21486712104197578,1.0000210318797866,1.0000476379600243,1.0000386740452691,0.006483429006507613
102,108.29747560754558,106.83270101893972,105.28073104685254,0.16837971089387513,0.1956567293555921,0.16193582779339782,1.000002809328266,1.0000051170326012,1.1160049967087196,0.08022894141602432
103,81.08504090917627,81.60696168633798,79.63553027705396,0.1599475664435473,0.18140117460474298,0.15502590018808884,1.0000218691157128,1.0000044454623775,1.0000157761942337,0.14441884920207415
104,88.2460193871089,87.15154967958783,85.44992611830293,0.1583618931029287,0.18313456242094964,0.15014350750144193,1.000002091364969,1.0001444729981943,1.00000623403825,0.07335185370407932
105,85.84839845081274,84.80603380249389,83.15768676231932,0.17230368070600752,0.19354916281122508,0.15745311526340697,1.0000012367258702,1.0000016051740344,1.0000017428316892,0.08719460650970728
106,108.01328711992991,106.50092388382254,105.1830642485279,0.15917897082030075,0.17920097601396343,0.1526955303268694,1.0000085447213254,1.5718331422663505,1.0000132970239655,0.06737334852585097
107,88.99757049306177,90.19712044496583,87.541975485185,0.21192307592834056,0.26142521143019715,0.21577442448958373,1.0000082842187463,1.000029564585741,1.3233531697095746,0.10597600424134829
108,96.63701113383208,97.3631013544885,94.82124839951472,0.1770846917467456,0.23561965293801787,0.19092868499500731,1.0000229738775535,1.0000372855077666,1.00001326096375,0.04614200264777435
109,107.14815366398985,96.46015504270227,99.55651642972259,0.3418830846252024,0.4339390846277418,0.3631162337830736,1.0000668426057555,1.2219837128193995,1.000014242326379,0.006960354766308852
110,81.50756468129708,82.001597769322,80.06002036006794,0.24477943918490938,0.27380043643862073,0.25111893098194826,1.0001532243585456,2.5711426371774397,1.0002884685486897,0.15838172706756126
111,96.58709431036536,96.8568013221478,94.8610251828369,0.17470549601206056,0.18682046226744192,0.16449733149886578,1.0000031514622212,1.000004675611043,1.0000044236688221,0.19710049640405458
112,109.03579427712963,108.67545197686192,107.53150477797749,0.27338567123035684,0.3405568266788437,0.30310331501121207,1.0000263571644654,1.0000317756934425,1.0000145329053813,0.09782446430136582
113,95.07822418877545,93.399387934327,94.50363444395919,0.2875410787436847,0.3456033711927086,0.30798328728517493,1.0000731325711756,1.0000351125892992,1.0000265373607504,0.03984722697422216
114,129.63922003151302,131.30120620849098,129.24626289630322,0.19652625297568013,0.23601629595421153,0.20977399656596502,1.000027322475659,1.0000421958880272,1.000178729119316,0.18798042936319997
115,85.14199082933133,81.83118655805497,80.87297555739677,0.1828989464915895,0.21915962826199534,0.17974165047699453,1.000009346374807,1.0000056708113152,1.0000056688053014,0.02383376516691771
116,99.16923680269018,99.6400165160022,97.67299966950586,0.13632963156998715,0.15591666998354178,0.13331465106187634,1.1985526544493934,1.0000026453791933,1.0000105666043435,0.19463056789443212
117,84.68911996415221,84.38387687196085,82.53066130575179,0.22919072558175452,0.24422915835903147,0.21574218604437562,1.0000074689641025,1.000001857111637,1.00000385023438,0.13653398774910241
118,114.00515307432431,115.32430742802788,113.60139498303603,0.23254607597062074,0.23243432784986448,0.21989728887356436,1.0000220021897679,1.000041455658086,1.00003818637121,0.4773627596940037
119,93.66538690821014,94.69919214286767,92.78115821305371,0.20339482090792288,0.21349406270191215,0.19528886596893613,1.4571512796916835,1.0000042214627256,1.0000291243607131,0.3348111540780116
120,98.58658328594149,93.18458929734287,94.99858369149865,0.2480225808230474,0.31271667961721983,0.2426208228461595,1.000007884729257,1.0588513949675038,1.790458596010545,0.016062391803104092
121,111.56322344230065,108.81492062391118,107.86335408978019,0.20719468736157035,0.2418663561925371,0.20574245959359805,1.0000032378637784,1.0000046719431912,1.0000066466768056,0.027542473141259016
122,101.41581108994342,98.09951906628261,97.4016765372875,0.20854179162959557,0.2436999371300819,0.20185730566820706,1.000001056154495,1.0000007207279071,1.000001774867976,0.023761161951970422
123,106.90558292021494,106.22921703265891,104.3218029125104,0.22244195248382886,0.2447507465110759,0.21730912687202913,1.000001390064846,1.0000673081466323,1.2029223539897813,0.13449695746712792
124,89.1479547213373,90.2811144316171,88.39643818401471,0.173154327350444,0.17925776584526773,0.15699640459350242,1.000001096614824,1.0000017254258757,1.0000041380821745,0.36126072547302596
125,92.3540792266077,87.55101496998432,87.26212312872511,0.18128803211607197,0.2370573382920182,0.17116259876594347,1.0000025264623136,1.0000016084556655,1.000001439213557,0.006969605018287084
126,124.24778357947234,125.48110928245953,123.58791138712738,0.18131358750562854,0.1866596096731515,0.17225630748721496,1.0000146771558918,1.0000136088114329,1.0000077943800805,0.390599274041264
127,98.21376624856917,97.95975158206576,95.93436881051349,0.1960247473692914,0.20087276282564528,0.1771934087341315,1.0000012819808701,1.5532746051892141,1.06750073468454,0.19268968454597385
128,105.52257276568696,102.74005909648538,102.0201458281355,0.27367655315835226,0.34956338836328443,0.29897111227869816,1.0000237010688824,1.0000389885440617,1.2759526994706927,0.058288540471845784
129,95.44217284672523,94.01073594060804,92.52908650939806,0.2646672016880588,0.28699056157736824,0.25869466421016485,1.0000010818617704,1.0000023441549433,1.044860484512288,0.07376967023301323
130,99.2344638026813,101.33859565920436,99.57273800321092,0.25981343398244644,0.2872684665029695,0.2746749558513611,1.0000237643756849,1.000037066960021,1.000013601535823,0.26891013794728946
131,97.627035889202,93.4973229063263,93.24007077146645,0.155930499326942,0.19901812548470502,0.14717214346620588,1.0000208561898094,1.0000180623041794,1.0000044856461106,0.01518885250133839
132,99.09556299587513,98.91838520413035,97.0774286318081,0.15737182888599383,0.17290391094022303,0.1506557893010754,1.0000061947155154,1.0000125724719524,1.0000220089682437,0.1479540971692866
133,109.1628256017705,109.76439406218897,107.73756799042576,0.17454066406652238,0.18082770563535083,0.16515978176254534,1.0000078642608436,1.4043296708114985,1.0004075016831013,0.26558912019932907
134,97.02611254591909,95.06507788371191,93.66484413311086,0.2142643748025982,0.24314654450468765,0.20172448914226704,1.0000081940196803,1.000012981293409,1.1116288672649197,0.06101629731477415
135,86.73310878552564,86.34470512503273,84.47948851222266,0.22235984785980234,0.2345048794308501,0.2067494757486719,1.0000008830403126,1.1442449652926843,1.000001774290186,0.1497885188748056
136,101.67129314199727,102.61806072093887,100.59461837933529,0.19938546307361263,0.20656403827942457,0.18527866073398927,1.0000072612402222,1.000019889554071,1.0000073489950614,0.31418546684743237
137,107.03002822892037,105.75514263737847,103.94553844825792,0.14210453544106666,0.2449442858521503,0.147226190465289,1.0000103936338707,1.0000160771075755,1.0000436166521507,0.005424277911862341
138,108.7357823767953,103.42324387652651,104.02439896228364,0.1771147104309436,0.239016249062235,0.17089296408408816,1.0000299783426334,1.0000548284501471,1.000004561234891,0.0053438945068517985
139,110.82731470755027,106.94385212703331,106.79646793591152,0.25496742388646354,0.28718452483204776,0.24624486302422385,2.14051030501454,2.3790061750588496,1.0000043222368427,0.01102688343480518
140,109.96763780939885,110.06792832042487,108.15289355577792,0.17626731051390235,0.18953410374642615,0.1669392875973022,1.0000029704267221,1.0000044376180053,1.000006010159008,0.17652295215672165
141,107.6553727752382,107.72640351867052,105.76464133101231,0.14090316456289984,0.16404801820089157,0.1393652424438305,1.0000679245585165,1.0000052609249859,1.0000201797114192,0.12257170830372349
142,74.85032168325948,74.64583563358916,72.72435841294246,0.20513961656624505,0.21997530865849046,0.1949632167483494,1.0000179085881964,1.0000216477833714,1.000008296892997,0.1454225158786734
143,108.49974584268486,105.07174190230378,104.19359230833174,0.16728499224040555,0.21029193838250604,0.16279628517454167,1.0000016310402247,1.000002550819182,1.2175998718577485,0.034599571441985444
144,118.38603254898308,114.82608671522556,113.82316725768746,0.21286504493999775,0.29663718367485875,0.22150454328292246,1.0000207786553073,1.0000421616158484,1.0000358089769918,0.012642350815843195
145,82.1831224432587,80.41965315580657,78.80787892053301,0.1937756323395457,0.2192974927196037,0.18156335921211383,1.0000084376625609,1.0000436809480886,1.0000124426054944,0.05712913007588544
146,118.76780629139508,118.20371104228788,116.69557594548591,0.17208217946958138,0.18432880724362607,0.16272131132280762,1.7119939063275935,1.7009794068036228,1.000004641603488,0.13024274689412546
147,104.86048339409008,106.71845914444341,104.85618877168055,0.13197390100377582,0.13619096989387708,0.12842773795456908,1.9150260428032548,1.000005964128378,1.1068785131577086,0.7372883340442322
148,88.79110831003342,87.566546011430475,85.80438910665987,0.2091592069390631,0.23065700770978195,0.1956653028802439,1.0000018464816964,1.0000069563758625,1.0000020806064776,0.07826558583635101
149,107.82983547145433,109.36763012711202,106.04990826983928,0.2094400738184108,0.2379451003820553,0.20345586688361106,1.000032261705144,1.0000095170844607,1.0000344576026665,0.1391231126416076
150,92.20236528595241,87.60474626950773,87.69876757942643,0.19913802961672553,0.2534427170845838,0.19726186903953852,1.4201724307987438,1.0000081838595565,1.196455371884821,0.018513264647160244
151,105.39318564767251,107.83892984752595,107.2853588396124,0.21764370421691673,0.22603407963735977,0.21712001736956055,1.0000238107225337,1.0000488898078563,1.0000129708013559,0.6021624432197099
152,86.9783227019765,80.95227439424445,81.83869953379876,0.22534225318339596,0.28579560274428295,0.2306607640627589,1.465513346746246,1.0000083750556268,1.0000054339448912,0.005451731704642304
153,109.91238597735358,111.14982235611834,109.15688054891766,0.14643224493995197,0.1954663116252391,0.16683245599004415,1.7189389339009327,1.0000112012090705,1.0000368731931242,0.10616047073920004
154,84.967015648367,84.59346155879629,83.39312182276612,0.19083403577489874,0.22819555307530426,0.18330677596095254,1.147913378470945,1.0000053277659793,1.6502863031253705,0.1744548521398161
155,114.47547633741632,115.1709426940468,113.49051253849048,0.25439663683828556,0.316313609725432,0.28747231298717585,1.4904224505711463,1.000167556313775,1.0000386062896913,0.13270243678878996
