status,timing_curve,surveillance_date_definition,annual_anchor,initial_condition,demographic_flow,boundary_rule
retrospective_smoothed_susceptibility,three-week centred mean of confirmed cases; no lag shift,"event_date: symptom onset when available, notification date otherwise",State-specific posterior annual infections from validated SHAPE model,S_start[2015] = N_start[2015]; U_start[2015] = 0,"IBGE annual births, deaths, and exact reconciliation; constant daily-rate allocation within calendar year; proportional S/U allocation after infections",Each calendar year is re-initialised from its annual posterior S_start; no discrepancy is carried forward.
