n_obs,n_ufs,edf_temperature,edf_precipitation,edf_UF_re,p_temperature,p_precipitation,deviance_explained,adj_r2,REML_score
54,18,1.00001214610475,1.0000008383979082,15.372186342984355,0.6177112074890654,0.01195815072357026,0.8811669213801809,0.8232236330066407,-11.853901191481851
