state,anchor_week,temperature_summary,precipitation_summary,S_week,climate_in_training_support,R_climate_hat,R_climate_lower,R_climate_upper,S_pre_median,S_pre_lower,S_pre_upper,first_wave_end,R_pred_median,opportunity_id,state_name,outcome_followup_start,outcome_followup_end_6w,outcome_followup_end_8w,outcome_followup_complete_8w,major_wave_onset_next_6w,major_wave_onset_next_8w,n_major_wave_onsets_next_8w,outcome_episode_id,outcome_episode_onset,outcome_episode_end,outcome_Re_early_6_median,outcome_Re_early_6_lower,outcome_Re_early_6_upper,outcome_reported_cumulative_incidence_per_100k,outcome_status_8w
BA,2021-03-21,26.21517311001743,71.64086039707364,2021-02-07,TRUE,2.145805308294744,1.860735348327166,2.474548798809788,0.9790535434174871,0.958591308848507,0.9890564605318832,2016-08-28,2.1008582905700224,BA_20210321,Bahia,2021-03-28,2021-05-02,2021-05-16,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-03-28,26.315862975182995,60.68972055932123,2021-02-14,TRUE,2.1275785386723682,1.8360962013466686,2.4653340249270492,0.978904981827161,0.9583076443196836,0.9889771587429415,2016-08-28,2.0826972307349325,BA_20210328,Bahia,2021-04-04,2021-05-09,2021-05-23,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-04-04,26.02362595577766,38.98239379270847,2021-02-21,TRUE,2.0787795845972465,1.7828679252723436,2.4238052073757466,0.9787436946007413,0.9580265081271206,0.9888749132075032,2016-08-28,2.0345924108893034,BA_20210404,Bahia,2021-04-11,2021-05-16,2021-05-30,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-04-11,25.751462518315297,36.78151557424597,2021-02-28,TRUE,2.0674673935396166,1.772760271874383,2.4111672013216126,0.978550776362153,0.9576377797233655,0.9887639465889151,2016-08-28,2.023121823051629,BA_20210411,Bahia,2021-04-18,2021-05-23,2021-06-06,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-04-18,24.886247452029494,54.05092063955705,2021-03-07,TRUE,2.076606939734546,1.7829614689507687,2.4186144553596907,0.9783449457616044,0.9572555914378372,0.9886480250923422,2016-08-28,2.031637903822766,BA_20210418,Bahia,2021-04-25,2021-05-30,2021-06-13,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-04-25,24.68560052867387,60.31719171633718,2021-03-14,TRUE,2.082951446368785,1.787276865475446,2.4275403613953506,0.978133495391807,0.95683949175896,0.9885214823469807,2016-08-28,2.0374045789681197,BA_20210425,Bahia,2021-05-02,2021-06-06,2021-06-20,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-05-02,24.31508246915131,116.94817934110557,2021-03-21,TRUE,2.181081201914201,1.8900461600703768,2.5169307024577448,0.9779308520601566,0.9562879336864037,0.9883835767987155,2016-08-28,2.1329465982003453,BA_20210502,Bahia,2021-05-09,2021-06-13,2021-06-27,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-05-09,23.862920254065795,128.27638044204534,2021-03-28,TRUE,2.1906340582393726,1.88044900110068,2.551984964393814,0.9776839504916104,0.9558044112176722,0.9882547160043578,2016-08-28,2.1417477601409383,BA_20210509,Bahia,2021-05-16,2021-06-20,2021-07-04,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-05-16,23.62447699148799,136.29751182055594,2021-04-04,TRUE,2.199722806715256,1.877346194848661,2.5774577111353256,0.9774508210390249,0.9553434052751509,0.9881285156289256,2016-08-28,2.150120863482095,BA_20210516,Bahia,2021-05-23,2021-06-27,2021-07-11,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-05-23,23.78439554570875,122.55420695623549,2021-04-11,TRUE,2.1772343028279426,1.8625483620627885,2.545087851657554,0.977187213588329,0.9548835924019253,0.988003722920536,2016-08-28,2.1275655217093656,BA_20210523,Bahia,2021-05-30,2021-07-04,2021-07-18,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-05-30,23.984310226403803,115.99067835752972,2021-04-18,TRUE,2.1700037789191335,1.8643486405951537,2.525770286731401,0.9769546999905453,0.9544219409900608,0.9878835840652311,2016-08-28,2.1199953908122917,BA_20210530,Bahia,2021-06-06,2021-07-11,2021-07-25,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-06-06,23.872182227926874,53.280074469685125,2021-04-25,TRUE,2.0484141016210162,1.7223167901232288,2.436253513745063,0.9767344598950232,0.9539623516647691,0.9877767692314707,2016-08-28,2.0007566411881523,BA_20210606,Bahia,2021-06-13,2021-07-18,2021-08-01,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-06-13,23.41676067970488,49.893579110583566,2021-05-02,TRUE,2.0303352405652775,1.68308713480528,2.4492262485020877,0.9765292207802976,0.9534888217872528,0.9876777152518572,2016-08-28,1.9826816903919884,BA_20210613,Bahia,2021-06-20,2021-07-25,2021-08-08,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-06-20,23.0322405617846,44.79085417063155,2021-05-09,TRUE,2.0111457257559167,1.644019384252266,2.4602551338322014,0.9763127493016365,0.9530838451022419,0.9875901165274308,2016-08-28,1.963507212758994,BA_20210620,Bahia,2021-06-27,2021-08-01,2021-08-15,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-06-27,22.461846974887866,41.804240368209435,2021-05-16,TRUE,1.9911787447226548,1.594080475761386,2.4871973866573893,0.9761139497948721,0.9526811773868142,0.9874969516764072,2016-08-28,1.9436173492588258,BA_20210627,Bahia,2021-07-04,2021-08-08,2021-08-22,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-07-04,22.093677823144592,57.304924260373575,2021-05-23,TRUE,2.0095550042689605,1.59399109167416,2.533459149348825,0.9759415223846042,0.9523535347158649,0.9874156614748641,2016-08-28,1.9612081701818491,BA_20210704,Bahia,2021-07-11,2021-08-15,2021-08-29,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-07-11,22.01243312576165,71.25017819035058,2021-05-30,TRUE,2.0327249355040995,1.6132231167387658,2.5613138198597043,0.9757761750325147,0.9520743282982053,0.9873409421339374,2016-08-28,1.9834845624594053,BA_20210711,Bahia,2021-07-18,2021-08-22,2021-09-05,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-07-18,22.25974653246866,77.4326103402561,2021-06-06,TRUE,2.050504099049142,1.645748054135721,2.554806034648723,0.9756406275888265,0.9518155511272554,0.9872724656774086,2016-08-28,2.000555106069766,BA_20210718,Bahia,2021-07-25,2021-08-29,2021-09-12,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-07-25,22.460520182045375,76.83056173059853,2021-06-13,TRUE,2.0546701969598997,1.6615600619590538,2.5407866467960805,0.9755055426381378,0.9515374915979601,0.9872105065506539,2016-08-28,2.0043421654277767,BA_20210725,Bahia,2021-08-01,2021-09-05,2021-09-19,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-08-01,22.006188001526645,81.10687675009152,2021-06-20,TRUE,2.050605424274033,1.6309503368494018,2.5782407416433584,0.9753991151567061,0.9512802819788161,0.9871573523220278,2016-08-28,2.0001587163724333,BA_20210801,Bahia,2021-08-08,2021-09-12,2021-09-26,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-08-08,21.822526591906474,79.03741845405989,2021-06-27,TRUE,2.0419986478762553,1.6113576787333799,2.587729920526476,0.9752912891364974,0.9510520463986878,0.9871060723978681,2016-08-28,1.9915434937022176,BA_20210808,Bahia,2021-08-15,2021-09-19,2021-10-03,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-08-15,21.74696971617032,79.84978791702578,2021-07-04,TRUE,2.041511523989259,1.6063321466738463,2.5945874962478612,0.9751951963507021,0.9508503015183275,0.9870610494234383,2016-08-28,1.9908722314889264,BA_20210815,Bahia,2021-08-22,2021-09-26,2021-10-10,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-08-22,22.29982163964681,69.85982696840158,2021-07-11,TRUE,2.0376732354621883,1.634772003105194,2.539872353228551,0.9751142852930141,0.9506599903545008,0.9870230523282703,2016-08-28,1.9869642806584153,BA_20210822,Bahia,2021-08-29,2021-10-03,2021-10-17,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-08-29,22.635407531239455,68.55702927087188,2021-07-18,TRUE,2.044054393374671,1.6600518511304325,2.5168842528798887,0.975045470084531,0.9504906417063842,0.9869840478607588,2016-08-28,1.993045976866357,BA_20210829,Bahia,2021-09-05,2021-10-10,2021-10-24,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-09-05,23.49733501721538,64.1405072146582,2021-07-25,TRUE,2.058559146298579,1.7188335255558667,2.4654311751564673,0.9749771515991252,0.9503538101233062,0.9869528850481909,2016-08-28,2.0070481328565153,BA_20210905,Bahia,2021-09-12,2021-10-17,2021-10-31,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-09-12,24.138499595828904,65.47950224902662,2021-08-01,TRUE,2.0780139218291236,1.766542108221625,2.4444035832594566,0.9749213478086485,0.9502584624906507,0.986936693242318,2016-08-28,2.0259001334347846,BA_20210912,Bahia,2021-09-19,2021-10-24,2021-11-07,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-09-19,24.719610397053085,50.525106315529406,2021-08-08,TRUE,2.065642417675174,1.7667732577192157,2.4150685884883663,0.9748702210563738,0.9501740810462025,0.9869236486268839,2016-08-28,2.0137332803424193,BA_20210919,Bahia,2021-09-26,2021-10-31,2021-11-14,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-09-26,24.81361250543658,45.11813567959214,2021-08-15,TRUE,2.0581269213720623,1.7590595509494702,2.408040377137932,0.9748271539828403,0.9500904959549787,0.9869088833420985,2016-08-28,2.006318009296592,BA_20210926,Bahia,2021-10-03,2021-11-07,2021-11-21,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-10-03,25.298311257065784,40.72693860168705,2021-08-22,TRUE,2.0627960459338066,1.7690298180142803,2.405345282363012,0.9747951678218953,0.9500251975374682,0.9868962902117869,2016-08-28,2.0108036177783872,BA_20211003,Bahia,2021-10-10,2021-11-14,2021-11-28,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-10-10,25.771363415264865,35.48556133138157,2021-08-29,TRUE,2.0655924547881606,1.7701660112946296,2.4103231911888896,0.9747696468595725,0.9499751981967783,0.9868858795983614,2016-08-28,2.0134768277096526,BA_20211010,Bahia,2021-10-17,2021-11-21,2021-12-05,TRUE,FALSE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236,Major wave within 8 weeks
BA,2021-10-17,26.05428665364446,20.58917550672062,2021-09-05,TRUE,2.0455803547936204,1.7404179645693705,2.4042494809302513,0.9747483049322705,0.9499336710321482,0.9868773255961729,2016-08-28,1.993925983437834,BA_20211017,Bahia,2021-10-24,2021-11-28,2021-12-12,TRUE,FALSE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236,Major wave within 8 weeks
BA,2021-10-24,25.680814468285465,27.54552034101609,2021-09-12,TRUE,2.0485637961013925,1.749548067005766,2.398684383607459,0.974730601239656,0.9498996643279842,0.9868704222768392,2016-08-28,1.9967978206517025,BA_20211024,Bahia,2021-10-31,2021-12-05,2021-12-19,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236,Major wave within 8 weeks
BA,2021-10-31,25.516764733974625,49.331599338536904,2021-09-19,TRUE,2.0845924603344552,1.7960796963203631,2.4194503921991632,0.9747157354846843,0.9498716695345998,0.9868647896762093,2016-08-28,2.031885073160726,BA_20211031,Bahia,2021-11-07,2021-12-12,2021-12-26,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236,Major wave within 8 weeks
BA,2021-11-07,25.217439400588567,62.51149268616537,2021-09-26,TRUE,2.101307882450771,1.8166220481595836,2.4306073028911395,0.9747034762575608,0.9498449773544102,0.9868603232519652,2016-08-28,2.0481520977121805,BA_20211107,Bahia,2021-11-14,2021-12-19,2022-01-02,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236,Major wave within 8 weeks
BA,2021-11-14,24.909354751344654,112.23051601413364,2021-10-03,TRUE,2.188456248472833,1.9155237687720175,2.5002773808179275,0.9746925615006721,0.9498164109768802,0.9868563951896172,2016-08-28,2.1330720265561367,BA_20211114,Bahia,2021-11-21,2021-12-26,2022-01-09,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236,Major wave within 8 weeks
BA,2021-11-21,24.79825529520747,139.70407755307804,2021-10-10,TRUE,2.239848044736344,1.968644599741275,2.5484128847678047,0.9746828856019905,0.9497916935130999,0.9868530026498497,2016-08-28,2.1831415555535956,BA_20211121,Bahia,2021-11-28,2022-01-02,2022-01-16,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236,Major wave within 8 weeks
BA,2021-11-28,24.917443923148006,161.40556473386977,2021-10-17,TRUE,2.287344560712156,2.019812610992078,2.590312146258802,0.9746737918263779,0.949769425955685,0.9868498323977584,2016-08-28,2.2294147962027577,BA_20211128,Bahia,2021-12-05,2022-01-09,2022-01-23,TRUE,TRUE,TRUE,1,BA_wave_08,2021-12-05,2022-10-02,1.9509810772173637,1.3806884022790014,2.8416752801552843,93.8309236,Major wave within 8 weeks
BA,2021-12-05,25.224700378180135,154.87876043458533,2021-10-24,TRUE,2.282957659513819,2.0213505435572268,2.5784224768657795,0.9746652426310729,0.9497494482794557,0.9868468915793178,2016-08-28,2.2251194811265025,BA_20211205,Bahia,2021-12-12,2022-01-16,2022-01-30,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-12-12,25.311789113931972,193.09303142420782,2021-10-31,TRUE,2.3651710296874424,2.0990965683998124,2.664972199891314,0.9746569148736224,0.9497310571243522,0.9868440383494269,2016-08-28,2.3052302989436315,BA_20211212,Bahia,2021-12-19,2022-01-23,2022-02-06,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-12-19,25.086461594171766,185.39809032047637,2021-11-07,TRUE,2.342144671269483,2.0750612896424743,2.6436046436494367,0.9746480271090547,0.9497126710837319,0.9868408869240888,2016-08-28,2.282766683056787,BA_20211219,Bahia,2021-12-26,2022-01-30,2022-02-13,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2021-12-26,24.842325870495415,164.40100099776572,2021-11-14,TRUE,2.291292271400125,2.021643603919869,2.5969069240485356,0.9746399239299346,0.9496946031267293,0.9868351897134467,2016-08-28,2.233184925098665,BA_20211226,Bahia,2022-01-02,2022-02-06,2022-02-20,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-01-02,24.648675732631236,249.52121696432764,2021-11-21,TRUE,2.46689090012267,2.15894958399737,2.818755360576985,0.9746311593785268,0.9496753735919203,0.9868282836018164,2016-08-28,2.4043087380468955,BA_20220102,Bahia,2022-01-09,2022-02-13,2022-02-27,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-01-09,24.846061829588503,273.920096444018,2021-11-28,TRUE,2.5278306695686816,2.205719664124792,2.8969809708558367,0.9746214328459872,0.949654636319666,0.9868209496117745,2016-08-28,2.4636779491670597,BA_20220109,Bahia,2022-01-16,2022-02-20,2022-03-06,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-01-16,25.203541644918996,237.18636978016835,2021-12-05,TRUE,2.457145229748275,2.16941742634054,2.783034102505162,0.9746102297815025,0.9496312891564167,0.9868129553676056,2016-08-28,2.394758876971489,BA_20220116,Bahia,2022-01-23,2022-02-27,2022-03-13,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-01-23,25.087615324303396,198.87962029756244,2021-12-12,TRUE,2.370663081599017,2.099887365244972,2.676354712863809,0.9745951187141249,0.9496041982220164,0.9868040858888935,2016-08-28,2.310436667442187,BA_20220123,Bahia,2022-01-30,2022-03-06,2022-03-20,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-01-30,25.24279622649477,199.58045612227076,2021-12-19,TRUE,2.3768691518688727,2.1080794919639603,2.679930707851333,0.9745765604129695,0.9495726142139812,0.9867942630649865,2016-08-28,2.316440962580058,BA_20220130,Bahia,2022-02-06,2022-03-13,2022-03-27,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-02-06,25.390765395888014,126.8672732559242,2021-12-26,TRUE,2.2310700969527693,1.9685602573040444,2.528585934338527,0.9745552026392411,0.9495346965206686,0.9867842553629378,2016-08-28,2.1743009704381575,BA_20220206,Bahia,2022-02-13,2022-03-20,2022-04-03,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-02-13,25.674035797246923,94.73931940396818,2022-01-02,TRUE,2.1755901236181434,1.9053200196544529,2.4841981069632686,0.9745330567272972,0.9494886346688264,0.9867743450756967,2016-08-28,2.120184493355308,BA_20220213,Bahia,2022-02-20,2022-03-27,2022-04-10,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-02-20,25.569616249512734,92.96412098833228,2022-01-09,TRUE,2.1692291243321566,1.8985298625221687,2.4785256670124722,0.9744991620740984,0.9494206273906758,0.9867585506318197,2016-08-28,2.113911964008417,BA_20220220,Bahia,2022-02-27,2022-04-03,2022-04-17,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-02-27,25.315000762063843,112.91344998201365,2022-01-16,TRUE,2.2011948049847527,1.9351200281906784,2.5038542823734513,0.9744563374693932,0.949334612677143,0.986737942605983,2016-08-28,2.144968227722097,BA_20220227,Bahia,2022-03-06,2022-04-10,2022-04-24,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-03-06,25.05870028023238,117.49158783684851,2022-01-23,TRUE,2.2030108020935852,1.9344171857859185,2.508898612875605,0.974391475960898,0.9492206094318615,0.9867065858367723,2016-08-28,2.1465949470097705,BA_20220306,Bahia,2022-03-13,2022-04-17,2022-05-01,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-03-13,24.9472603209771,107.21746464900099,2022-01-30,TRUE,2.1796987468839326,1.9063600206842333,2.4922294716724696,0.974306988882178,0.9490733661699015,0.986662355089454,2016-08-28,2.1236957227467412,BA_20220313,Bahia,2022-03-20,2022-04-24,2022-05-08,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-03-20,25.007471797863424,113.8766134215551,2022-02-06,TRUE,2.1944425518860085,1.9240330304045872,2.5028562594454797,0.9742037992973125,0.9488872257757475,0.9866063349164642,2016-08-28,2.1378342713870393,BA_20220320,Bahia,2022-03-27,2022-05-01,2022-05-15,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-03-27,25.298424422917943,119.01146493439197,2022-02-13,TRUE,2.212793619752448,1.9479750269176113,2.5136131295097113,0.9740615747045187,0.9486539171020278,0.9865365446253164,2016-08-28,2.1553972377521817,BA_20220327,Bahia,2022-04-03,2022-05-08,2022-05-22,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-04-03,25.408049376449124,103.05854535574596,2022-02-20,TRUE,2.1844301727131423,1.9163989102831755,2.489948806511519,0.9738991014351044,0.9483684190822105,0.9864468407481513,2016-08-28,2.127414582353059,BA_20220403,Bahia,2022-04-10,2022-05-15,2022-05-29,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-04-10,25.824531518628586,98.34388695683941,2022-02-27,TRUE,2.1868409097042307,1.9167811904862346,2.4949499651250733,0.9737054877580611,0.9479905739324985,0.9863353480695423,2016-08-28,2.12933899463284,BA_20220410,Bahia,2022-04-17,2022-05-22,2022-06-05,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-04-17,25.2216371833984,72.42074209081206,2022-03-06,TRUE,2.120174873356973,1.8396591426159428,2.4434643296052627,0.9734736478982229,0.9476240007087842,0.9861687262498722,2016-08-28,2.0639343681489652,BA_20220417,Bahia,2022-04-24,2022-05-29,2022-06-12,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-04-24,24.81608235778502,80.96479129028359,2022-03-13,TRUE,2.125419045466399,1.8408533573782921,2.453973914176902,0.9732009206725023,0.9471661525021692,0.9860289134358153,2016-08-28,2.0684597718627704,BA_20220424,Bahia,2022-05-01,2022-06-05,2022-06-19,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-05-01,24.221213986119682,140.71344283364223,2022-03-20,TRUE,2.2253805482820157,1.9330808178301735,2.5618787062564703,0.9728969803651141,0.9466609730613713,0.985877345776493,2016-08-28,2.165066015586835,BA_20220501,Bahia,2022-05-08,2022-06-12,2022-06-26,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-05-08,24.278841562587044,144.3894133146679,2022-03-27,TRUE,2.234374752786341,1.9447534668630844,2.567127721305408,0.9725788244520848,0.946045573443202,0.9857133921493095,2016-08-28,2.1731055704503572,BA_20220508,Bahia,2022-05-15,2022-06-19,2022-07-03,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-05-15,24.351595347069882,140.96464052544886,2022-04-03,TRUE,2.2295991440113827,1.942890605578201,2.5586166965364967,0.9722478824311951,0.9453321822636236,0.9854997692462238,2016-08-28,2.167723046435472,BA_20220515,Bahia,2022-05-22,2022-06-26,2022-07-10,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-05-22,23.567326463273666,148.70138316449598,2022-04-10,TRUE,2.222697561150252,1.8969809616565538,2.6043405538604074,0.9719316348376559,0.9446537805246703,0.9852963951577227,2016-08-28,2.1603100743584354,BA_20220522,Bahia,2022-05-29,2022-07-03,2022-07-17,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-05-29,23.45335494159386,133.31400807762154,2022-04-17,TRUE,2.189046867762536,1.857023890845914,2.5804332474571154,0.9715624545376313,0.9437842428619613,0.985100043849808,2016-08-28,2.126795747941283,BA_20220529,Bahia,2022-06-05,2022-07-10,2022-07-24,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-06-05,22.791790693814157,68.23764706805812,2022-04-24,TRUE,2.047563004786913,1.6721712696860862,2.507227778981674,0.9712100436586737,0.9429416846180373,0.9849425738965387,2016-08-28,1.9886137552729828,BA_20220605,Bahia,2022-06-12,2022-07-17,2022-07-31,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-06-12,22.922673545347084,61.2062341869208,2022-05-01,TRUE,2.038105697135237,1.668645757693305,2.4893688870412647,0.9708492514393476,0.9421928307107188,0.9847668524821532,2016-08-28,1.9786933904180146,BA_20220612,Bahia,2022-06-19,2022-07-24,2022-08-07,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-06-19,22.5446775729064,60.758059651593484,2022-05-08,TRUE,2.0274550960788162,1.6374543859969897,2.510344228070313,0.9704971267917006,0.9415480804431546,0.9845696543312552,2016-08-28,1.9676393454436825,BA_20220619,Bahia,2022-06-26,2022-07-31,2022-08-14,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-06-26,22.307140127231946,49.57284889172097,2022-05-15,TRUE,2.001130767527301,1.5967219789718916,2.5079659461585586,0.9701777403011524,0.9408813553809909,0.9843814866204745,2016-08-28,1.941452526086748,BA_20220626,Bahia,2022-07-03,2022-08-07,2022-08-21,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-07-03,22.08923874855878,51.146450803981935,2022-05-22,TRUE,1.9983755883565286,1.5820872076915358,2.5242002923254323,0.9698620275420526,0.9403647005882738,0.9842519981980752,2016-08-28,1.9381485999140051,BA_20220703,Bahia,2022-07-10,2022-08-14,2022-08-28,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-07-10,21.92865170743372,40.42330124689073,2022-05-29,TRUE,1.9751903997432791,1.5491661935053127,2.518372226036209,0.9695675860062036,0.9399640746505523,0.9841176642065836,2016-08-28,1.9150805877817196,BA_20220710,Bahia,2022-07-17,2022-08-21,2022-09-04,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-07-17,21.91455178620134,42.598836554155795,2022-06-05,TRUE,1.9786899637964819,1.5520599529170647,2.522591969124877,0.9692939581880335,0.9394372289825581,0.9839809407092054,2016-08-28,1.9179322270352288,BA_20220717,Bahia,2022-07-24,2022-08-28,2022-09-11,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
BA,2022-07-24,21.8131903609498,52.57808300535035,2022-06-12,TRUE,1.9938858642138628,1.5621942801186,2.5448696683296275,0.9690605371621066,0.93896555841279306,0.9838560543194679,2016-08-28,1.932196106615017,BA_20220724,Bahia,2022-07-31,2022-09-04,2022-09-18,TRUE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,0,No major wave within 8 weeks
