q,divergences,max_treedepth_hits,max_rhat,min_bulk_ess,bfmi_min,hmc_pass
0.05,0,0,1.0238781732046969,147.83390400073935,0.8933181605127772,FALSE
0.1,0,0,1.0236429448122675,145.54295003657742,0.7704570841393191,FALSE
