q,immune_2018_median,immune_2018_lo,immune_2018_hi,immune_2025_median,immune_2025_lo,immune_2025_hi
0.05,0.022752924032884786,0.020296334114810965,0.026330422636282606,0.11917016904416991,0.11088804185155754,0.1281413697934251
0.1,0.011436938238731983,0.010131480208865219,0.01317395927013733,0.05955822340835308,0.05525136896386676,0.06415649373617727
